spu_filename,DateTime,Site,FileNum,Date,Integration_ms,Temp,Remarks,Type
2019-06-15_NANT_00060.spu,2019-06-15T19:06:30Z,NANT,60,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_NANT_00061.spu,2019-06-15T19:07:13Z,NANT,61,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_NANT_00062.spu,2019-06-15T19:07:22Z,NANT,62,2019-06-15,50,21.228,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_NANT_00063.spu,2019-06-15T19:07:33Z,NANT,63,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_NANT_00064.spu,2019-06-15T19:07:43Z,NANT,64,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_NANT_00065.spu,2019-06-15T19:07:51Z,NANT,65,2019-06-15,50,20.496,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00000.spu,2019-06-15T19:12:34Z,MNAT,0,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00001.spu,2019-06-15T19:12:48Z,MNAT,1,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00002.spu,2019-06-15T19:12:58Z,MNAT,2,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00003.spu,2019-06-15T19:13:09Z,MNAT,3,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00004.spu,2019-06-15T19:13:19Z,MNAT,4,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00005.spu,2019-06-15T19:16:18Z,MNAT,5,2019-06-15,50,20.984,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00006.spu,2019-06-15T19:16:34Z,MNAT,6,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00007.spu,2019-06-15T19:16:46Z,MNAT,7,2019-06-15,50,19.52,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00008.spu,2019-06-15T19:17:02Z,MNAT,8,2019-06-15,50,19.52,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00009.spu,2019-06-15T19:17:13Z,MNAT,9,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00010.spu,2019-06-15T19:18:25Z,MNAT,10,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00011.spu,2019-06-15T19:18:37Z,MNAT,11,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00012.spu,2019-06-15T19:18:50Z,MNAT,12,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00013.spu,2019-06-15T19:19:02Z,MNAT,13,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00014.spu,2019-06-15T19:19:11Z,MNAT,14,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00015.spu,2019-06-15T19:20:01Z,MNAT,15,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00016.spu,2019-06-15T19:20:12Z,MNAT,16,2019-06-15,50,19.764,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00017.spu,2019-06-15T19:20:23Z,MNAT,17,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00018.spu,2019-06-15T19:20:36Z,MNAT,18,2019-06-15,50,19.764,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00019.spu,2019-06-15T19:20:47Z,MNAT,19,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00020.spu,2019-06-15T19:21:10Z,MNAT,20,2019-06-15,50,19.032,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00021.spu,2019-06-15T19:21:58Z,MNAT,21,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00022.spu,2019-06-15T19:22:14Z,MNAT,22,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00023.spu,2019-06-15T19:22:23Z,MNAT,23,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00024.spu,2019-06-15T19:22:39Z,MNAT,24,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00025.spu,2019-06-15T19:24:17Z,MNAT,25,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00026.spu,2019-06-15T19:24:36Z,MNAT,26,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00027.spu,2019-06-15T19:24:46Z,MNAT,27,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00028.spu,2019-06-15T19:24:57Z,MNAT,28,2019-06-15,50,19.52,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00029.spu,2019-06-15T19:25:06Z,MNAT,29,2019-06-15,50,19.52,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00030.spu,2019-06-15T19:26:01Z,MNAT,30,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00031.spu,2019-06-15T19:26:12Z,MNAT,31,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00032.spu,2019-06-15T19:26:27Z,MNAT,32,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00033.spu,2019-06-15T19:26:40Z,MNAT,33,2019-06-15,50,19.52,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00034.spu,2019-06-15T19:26:50Z,MNAT,34,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00035.spu,2019-06-15T19:28:15Z,MNAT,35,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00036.spu,2019-06-15T19:28:25Z,MNAT,36,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00037.spu,2019-06-15T19:28:32Z,MNAT,37,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00038.spu,2019-06-15T19:28:42Z,MNAT,38,2019-06-15,50,19.52,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00039.spu,2019-06-15T19:28:55Z,MNAT,39,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00040.spu,2019-06-15T19:30:20Z,MNAT,40,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00041.spu,2019-06-15T19:30:49Z,MNAT,41,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00042.spu,2019-06-15T19:30:59Z,MNAT,42,2019-06-15,50,19.52,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00043.spu,2019-06-15T19:31:09Z,MNAT,43,2019-06-15,50,19.52,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00044.spu,2019-06-15T19:31:19Z,MNAT,44,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00045.spu,2019-06-15T19:31:42Z,MNAT,45,2019-06-15,50,19.52,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00046.spu,2019-06-15T19:31:52Z,MNAT,46,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00047.spu,2019-06-15T19:32:01Z,MNAT,47,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00048.spu,2019-06-15T19:32:16Z,MNAT,48,2019-06-15,50,19.52,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00049.spu,2019-06-15T19:32:26Z,MNAT,49,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00050.spu,2019-06-15T19:33:04Z,MNAT,50,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00051.spu,2019-06-15T19:33:14Z,MNAT,51,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00052.spu,2019-06-15T19:33:24Z,MNAT,52,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00053.spu,2019-06-15T19:33:36Z,MNAT,53,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00054.spu,2019-06-15T19:33:46Z,MNAT,54,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00055.spu,2019-06-15T19:34:28Z,MNAT,55,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00056.spu,2019-06-15T19:34:42Z,MNAT,56,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00057.spu,2019-06-15T19:34:57Z,MNAT,57,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00058.spu,2019-06-15T19:35:15Z,MNAT,58,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00059.spu,2019-06-15T19:35:26Z,MNAT,59,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00060.spu,2019-06-15T19:37:44Z,MNAT,60,2019-06-15,50,20.496,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00061.spu,2019-06-15T19:37:56Z,MNAT,61,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00062.spu,2019-06-15T19:38:05Z,MNAT,62,2019-06-15,50,20.496,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00063.spu,2019-06-15T19:38:20Z,MNAT,63,2019-06-15,50,20.496,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00064.spu,2019-06-15T19:38:28Z,MNAT,64,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00065.spu,2019-06-15T19:39:11Z,MNAT,65,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00066.spu,2019-06-15T19:41:00Z,MNAT,66,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00067.spu,2019-06-15T19:41:10Z,MNAT,67,2019-06-15,50,19.52,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00068.spu,2019-06-15T19:41:21Z,MNAT,68,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00069.spu,2019-06-15T19:41:28Z,MNAT,69,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00070.spu,2019-06-15T19:42:23Z,MNAT,70,2019-06-15,50,19.52,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00071.spu,2019-06-15T19:42:47Z,MNAT,71,2019-06-15,50,19.52,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00072.spu,2019-06-15T19:43:01Z,MNAT,72,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00073.spu,2019-06-15T19:43:12Z,MNAT,73,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00074.spu,2019-06-15T19:43:20Z,MNAT,74,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00075.spu,2019-06-15T19:43:55Z,MNAT,75,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00076.spu,2019-06-15T19:44:02Z,MNAT,76,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00077.spu,2019-06-15T19:44:14Z,MNAT,77,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00078.spu,2019-06-15T19:44:26Z,MNAT,78,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00079.spu,2019-06-15T19:44:36Z,MNAT,79,2019-06-15,50,20.008,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00080.spu,2019-06-15T19:45:18Z,MNAT,80,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00081.spu,2019-06-15T19:45:35Z,MNAT,81,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00082.spu,2019-06-15T19:45:44Z,MNAT,82,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00083.spu,2019-06-15T19:45:57Z,MNAT,83,2019-06-15,50,20.496,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00084.spu,2019-06-15T19:46:08Z,MNAT,84,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00085.spu,2019-06-15T19:46:44Z,MNAT,85,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00086.spu,2019-06-15T19:46:52Z,MNAT,86,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00087.spu,2019-06-15T19:47:00Z,MNAT,87,2019-06-15,50,19.032,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00088.spu,2019-06-15T19:47:08Z,MNAT,88,2019-06-15,50,19.032,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_MNAT_00089.spu,2019-06-15T19:47:17Z,MNAT,89,2019-06-15,50,19.276,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\NANT_00000.spu""",NA
2019-06-15_HIST_00000.spu,2019-06-15T21:11:06Z,HIST,0,2019-06-15,40,20.984,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=DARKscan""",Darkscan
2019-06-15_HIST_00001.spu,2019-06-15T21:12:27Z,HIST,1,2019-06-15,40,19.764,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\HIST_00000.spu""",NA
2019-06-15_HIST_00002.spu,2019-06-15T21:12:44Z,HIST,2,2019-06-15,50,21.228,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\HIST_00000.spu""",NA
2019-06-15_HIST_00003.spu,2019-06-15T21:12:56Z,HIST,3,2019-06-15,50,21.228,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\HIST_00000.spu""",NA
2019-06-15_HIST_00004.spu,2019-06-15T21:13:06Z,HIST,4,2019-06-15,50,21.228,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\HIST_00000.spu""",NA
2019-06-15_HIST_00005.spu,2019-06-15T21:13:27Z,HIST,5,2019-06-15,50,21.472,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\HIST_00000.spu""",NA
2019-06-15_HIST_00006.spu,2019-06-15T21:14:32Z,HIST,6,2019-06-15,50,20.74,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\HIST_00000.spu""",NA
2019-06-15_HIST_00007.spu,2019-06-15T21:14:42Z,HIST,7,2019-06-15,50,21.716,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\HIST_00000.spu""",NA
2019-06-15_HIST_00008.spu,2019-06-15T21:14:52Z,HIST,8,2019-06-15,50,21.716,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\HIST_00000.spu""",NA
2019-06-15_HIST_00009.spu,2019-06-15T21:14:59Z,HIST,9,2019-06-15,50,20.984,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\HIST_00000.spu""",NA
2019-06-15_HIST_00010.spu,2019-06-15T21:15:09Z,HIST,10,2019-06-15,50,20.984,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\HIST_00000.spu""",NA
2019-06-15_HIST_00011.spu,2019-06-15T21:15:28Z,HIST,11,2019-06-15,50,20.496,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\HIST_00000.spu""",NA
2019-06-15_HIST_00012.spu,2019-06-15T21:15:42Z,HIST,12,2019-06-15,50,20.984,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\HIST_00000.spu""",NA
2019-06-15_HIST_00013.spu,2019-06-15T21:15:52Z,HIST,13,2019-06-15,50,20.252,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\HIST_00000.spu""",NA
2019-06-15_HIST_00014.spu,2019-06-15T21:16:00Z,HIST,14,2019-06-15,50,20.984,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\HIST_00000.spu""",NA
2019-06-15_HIST_00015.spu,2019-06-15T21:16:08Z,HIST,15,2019-06-15,50,20.252,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\HIST_00000.spu""",NA
2019-06-15_HIST_00016.spu,2019-06-15T21:17:41Z,HIST,16,2019-06-15,50,21.716,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\HIST_00000.spu""",NA
2019-06-15_HIST_00017.spu,2019-06-15T21:17:50Z,HIST,17,2019-06-15,50,20.252,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\HIST_00000.spu""",NA
2019-06-15_HIST_00018.spu,2019-06-15T21:17:58Z,HIST,18,2019-06-15,50,20.252,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2019\2019-06-15\HIST_00000.spu""",NA
