  time  ,27:02 PM,27:17 PM,27:27 PM,27:46 PM,28:00 PM,28:46 PM,29:15 PM,29:26 PM,29:37 PM,29:49 PM,30:53 PM,31:06 PM,31:19 PM,31:33 PM,31:48 PM,32:14 PM,32:26 PM,32:37 PM,32:53 PM,33:05 PM,33:58 PM,34:09 PM,34:20 PM,34:29 PM,34:41 PM,35:13 PM,35:23 PM,35:51 PM,36:03 PM,36:13 PM,37:14 PM,37:25 PM,37:35 PM,37:45 PM,37:54 PM,38:14 PM,38:22 PM,38:33 PM,38:41 PM,38:51 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 338 , 0.018936 , 0.01903 , 0.021898 , 0.01133 , 0.015188 , 0.016452 , 0.018762 , 0.017702 , 0.015062 , 0.018345 , 0.02426 , 0.019014 , 0.018813 , 0.029352 , 0.0187 , 0.021918 , 0.022199 , 0.015756 , 0.018374 , 0.016415 , 0.002989 , 0.014974 , 0.004814 , 0.002346 , 0.009542 , 0.004028 , 0.005368 , 0.016374 , 0.019889 , 0.017798 , 0.007178 , 0.019615 , 0.016645 , 0.005745 , 0.004318 , 0.005461 , 0.003348 , 0.008002 , 0.002515 , 0.00701 
 339 , 0.019186 , 0.019228 , 0.022008 , 0.011467 , 0.01508 , 0.016622 , 0.018747 , 0.017696 , 0.01504 , 0.01804 , 0.023716 , 0.018968 , 0.018853 , 0.029917 , 0.019102 , 0.021454 , 0.021738 , 0.016042 , 0.018465 , 0.016683 , 0.003602 , 0.015818 , 0.005296 , 0.003314 , 0.010294 , 0.004971 , 0.007214 , 0.017373 , 0.019376 , 0.017457 , 0.007965 , 0.020218 , 0.017279 , 0.006274 , 0.004962 , 0.005975 , 0.003881 , 0.00938 , 0.004078 , 0.007973 
 340 , 0.019474 , 0.019426 , 0.022136 , 0.011601 , 0.014781 , 0.016841 , 0.018777 , 0.017714 , 0.015124 , 0.017777 , 0.023184 , 0.01892 , 0.018897 , 0.030555 , 0.019595 , 0.020917 , 0.02123 , 0.016431 , 0.018655 , 0.016965 , 0.004178 , 0.016694 , 0.005677 , 0.004374 , 0.010999 , 0.005839 , 0.008948 , 0.018568 , 0.018811 , 0.017065 , 0.008718 , 0.020789 , 0.017907 , 0.006769 , 0.005604 , 0.006342 , 0.004456 , 0.010619 , 0.005584 , 0.008881 
 341 , 0.01973 , 0.019594 , 0.022254 , 0.011717 , 0.014508 , 0.017038 , 0.018802 , 0.017723 , 0.015193 , 0.017546 , 0.022715 , 0.01887 , 0.018932 , 0.03112 , 0.020031 , 0.020436 , 0.020777 , 0.01677 , 0.018822 , 0.017202 , 0.004683 , 0.017472 , 0.006002 , 0.005329 , 0.011603 , 0.006594 , 0.010398 , 0.019625 , 0.018313 , 0.016716 , 0.009379 , 0.021286 , 0.01846 , 0.007212 , 0.006151 , 0.006666 , 0.004953 , 0.011642 , 0.00687 , 0.009694 
 342 , 0.019849 , 0.019425 , 0.022252 , 0.011992 , 0.014722 , 0.017017 , 0.018789 , 0.017705 , 0.014904 , 0.01743 , 0.022375 , 0.018782 , 0.018845 , 0.031299 , 0.020041 , 0.020039 , 0.020627 , 0.016677 , 0.018775 , 0.017084 , 0.005098 , 0.017842 , 0.006267 , 0.005994 , 0.011903 , 0.007108 , 0.011364 , 0.019791 , 0.018306 , 0.016439 , 0.009781 , 0.02158 , 0.018746 , 0.007545 , 0.006608 , 0.006805 , 0.005518 , 0.011651 , 0.007828 , 0.009975 
 343 , 0.019833 , 0.018914 , 0.022125 , 0.012432 , 0.015441 , 0.016773 , 0.018742 , 0.017663 , 0.014247 , 0.017434 , 0.022162 , 0.018654 , 0.018632 , 0.031089 , 0.019619 , 0.019709 , 0.020789 , 0.016148 , 0.018512 , 0.016609 , 0.005429 , 0.0178 , 0.006483 , 0.006357 , 0.011906 , 0.007388 , 0.011909 , 0.019053 , 0.018804 , 0.016228 , 0.009928 , 0.02167 , 0.018765 , 0.007764 , 0.00699 , 0.006757 , 0.006168 , 0.010663 , 0.008498 , 0.009712 
 344 , 0.019826 , 0.018462 , 0.02201 , 0.01282 , 0.016105 , 0.016552 , 0.018705 , 0.017638 , 0.013665 , 0.017449 , 0.02198 , 0.018538 , 0.018449 , 0.030913 , 0.019242 , 0.019417 , 0.020962 , 0.015679 , 0.018279 , 0.01619 , 0.005729 , 0.017757 , 0.006678 , 0.006674 , 0.011906 , 0.007638 , 0.012409 , 0.018398 , 0.019264 , 0.016042 , 0.010056 , 0.02174 , 0.018789 , 0.007952 , 0.007331 , 0.006713 , 0.006748 , 0.009786 , 0.009101 , 0.009473 
 345 , 0.019817 , 0.01811 , 0.021911 , 0.013154 , 0.016704 , 0.016367 , 0.018685 , 0.01762 , 0.013193 , 0.017466 , 0.021822 , 0.018424 , 0.018294 , 0.030757 , 0.018939 , 0.019175 , 0.021126 , 0.015294 , 0.018084 , 0.015835 , 0.006014 , 0.017762 , 0.006892 , 0.006964 , 0.011965 , 0.007899 , 0.012932 , 0.017835 , 0.019634 , 0.015892 , 0.010199 , 0.021825 , 0.018853 , 0.008137 , 0.007647 , 0.00671 , 0.00725 , 0.009111 , 0.009673 , 0.009358 
 346 , 0.019728 , 0.018431 , 0.021862 , 0.013373 , 0.017072 , 0.016399 , 0.018791 , 0.017611 , 0.013366 , 0.017458 , 0.021709 , 0.018254 , 0.018208 , 0.030605 , 0.01912 , 0.019169 , 0.021178 , 0.015344 , 0.018073 , 0.015773 , 0.006412 , 0.018344 , 0.00754 , 0.00735 , 0.012768 , 0.008618 , 0.014208 , 0.017588 , 0.019315 , 0.015942 , 0.010693 , 0.022297 , 0.019393 , 0.00857 , 0.008049 , 0.007176 , 0.007477 , 0.009887 , 0.010533 , 0.010496 
 347 , 0.019645 , 0.018718 , 0.021825 , 0.013553 , 0.017388 , 0.016428 , 0.018892 , 0.017597 , 0.01352 , 0.017448 , 0.021606 , 0.018103 , 0.018137 , 0.030462 , 0.019277 , 0.019171 , 0.021213 , 0.015395 , 0.018063 , 0.01571 , 0.006758 , 0.018855 , 0.008105 , 0.007685 , 0.013483 , 0.009231 , 0.015261 , 0.017378 , 0.019032 , 0.015992 , 0.011134 , 0.022707 , 0.019857 , 0.008953 , 0.008398 , 0.00759 , 0.007672 , 0.010565 , 0.011265 , 0.011477 
 348 , 0.019567 , 0.018977 , 0.021798 , 0.013702 , 0.017662 , 0.016457 , 0.01899 , 0.01758 , 0.013656 , 0.017438 , 0.021511 , 0.017967 , 0.018078 , 0.030327 , 0.019415 , 0.019179 , 0.021234 , 0.015445 , 0.018053 , 0.015648 , 0.00706 , 0.019308 , 0.008604 , 0.007978 , 0.014124 , 0.009759 , 0.016138 , 0.017198 , 0.018778 , 0.016044 , 0.01153 , 0.023068 , 0.020259 , 0.009297 , 0.008703 , 0.007961 , 0.00784 , 0.011163 , 0.011895 , 0.01233 
 349 , 0.019668 , 0.018937 , 0.021878 , 0.013615 , 0.017712 , 0.016616 , 0.019004 , 0.017661 , 0.013662 , 0.017439 , 0.021642 , 0.018044 , 0.018036 , 0.030376 , 0.019331 , 0.019144 , 0.021283 , 0.015483 , 0.018128 , 0.015584 , 0.007295 , 0.019746 , 0.008762 , 0.008058 , 0.014367 , 0.00989 , 0.016595 , 0.017253 , 0.018585 , 0.016035 , 0.011814 , 0.023518 , 0.020571 , 0.009499 , 0.008955 , 0.008263 , 0.008253 , 0.011776 , 0.012515 , 0.012721 
 350 , 0.019833 , 0.018791 , 0.021994 , 0.013447 , 0.017681 , 0.016824 , 0.018987 , 0.017783 , 0.013622 , 0.017449 , 0.02186 , 0.018203 , 0.018006 , 0.030496 , 0.019175 , 0.019095 , 0.021352 , 0.015516 , 0.018233 , 0.015527 , 0.007492 , 0.020155 , 0.008789 , 0.008055 , 0.014454 , 0.00987 , 0.016905 , 0.01739 , 0.018431 , 0.01601 , 0.012043 , 0.023987 , 0.020831 , 0.009634 , 0.009181 , 0.008528 , 0.008732 , 0.012361 , 0.013102 , 0.012933 
 351 , 0.01999 , 0.018661 , 0.0221 , 0.013295 , 0.017659 , 0.017024 , 0.018971 , 0.017907 , 0.01359 , 0.017466 , 0.022077 , 0.018359 , 0.017985 , 0.030611 , 0.01904 , 0.01905 , 0.021432 , 0.015551 , 0.018331 , 0.01548 , 0.007671 , 0.020526 , 0.008814 , 0.008051 , 0.014536 , 0.009847 , 0.017213 , 0.017516 , 0.018298 , 0.015995 , 0.012252 , 0.024429 , 0.021062 , 0.009754 , 0.009391 , 0.008772 , 0.009164 , 0.012891 , 0.013634 , 0.013136 
 352 , 0.020043 , 0.018607 , 0.022144 , 0.013281 , 0.01771 , 0.017084 , 0.018912 , 0.01796 , 0.013575 , 0.017487 , 0.022142 , 0.018413 , 0.017911 , 0.030682 , 0.018968 , 0.019017 , 0.021476 , 0.015568 , 0.018359 , 0.015496 , 0.007865 , 0.020797 , 0.008924 , 0.008128 , 0.014641 , 0.009832 , 0.017408 , 0.017462 , 0.018339 , 0.01597 , 0.012445 , 0.024756 , 0.021317 , 0.009864 , 0.009569 , 0.00894 , 0.009559 , 0.01325 , 0.013918 , 0.013202 
 353 , 0.019897 , 0.018686 , 0.022073 , 0.013522 , 0.017897 , 0.016878 , 0.018764 , 0.017868 , 0.01359 , 0.017514 , 0.021914 , 0.018265 , 0.017725 , 0.03067 , 0.018996 , 0.019002 , 0.021434 , 0.015549 , 0.018255 , 0.015629 , 0.008112 , 0.020913 , 0.009203 , 0.008369 , 0.014795 , 0.009836 , 0.017381 , 0.017065 , 0.018703 , 0.015915 , 0.012627 , 0.024882 , 0.021651 , 0.009972 , 0.009693 , 0.008978 , 0.009926 , 0.013327 , 0.013771 , 0.013013 
