  time  ,:53:42 P,:53:34 P,:53:26 P,:53:17 P,:53:08 P,:52:31 P,:52:19 P,:52:10 P,:51:55 P,:51:29 P,:50:58 P,:50:50 P,:50:41 P,:50:33 P,:50:26 P,:50:02 P,:49:52 P,:49:45 P,:49:35 P,:49:27 P,:48:57 P,:48:22 P,:48:12 P,:48:03 P,:47:54 P,:47:24 P,:47:15 P,:47:04 P,:46:54 P,:46:46 P,:46:23 P,:46:14 P,:46:06 P,:45:56 P,:45:46 P,:45:21 P,:45:12 P,:45:02 P,:44:51 P,:44:41 P,:44:09 P,:44:01 P,:43:51 P,:43:41 P,:43:30 P,:38:58 P,:38:48 P,:38:36 P,:38:25 P,:38:15 P,:37:45 P,:37:36 P,:37:25 P,:37:15 P,:37:02 P,:36:31 P,:36:21 P,:36:09 P,:36:01 P,:35:51 P,:35:22 P,:35:11 P,:34:59 P,:34:52 P,:34:44 P,:34:18 P,:34:09 P,:33:57 P,:33:44 P,:33:33 P,:33:06 P,:32:56 P,:32:45 P,:32:35 P,:32:26 P,:31:55 P,:31:48 P,:31:39 P,:31:30 P,:31:20 P,:30:56 P,:30:47 P,:30:30 P,:30:18 P,:30:10 P,:29:34 P,:29:25 P,:29:16 P,:29:06 P,:28:56 P,:27:30 P,:27:22 P,:27:12 P,:27:03 P,:26:52 P,:26:21 P,:26:09 P,:26:01 P,:25:50 P,:25:39 P,:25:14 P,:25:04 P,:24:52 P,:24:40 P,:24:25 P,:24:00 P,:23:52 P,:23:42 P,:23:34 P,:23:24 P,:22:58 P,:22:49 P,:22:38 P,:22:28 P,:22:06 P,:21:39 P,:21:29 P,:21:15 P,:21:05 P,:20:54 P,:20:31 P,:20:21 P,:20:11 P,:19:59 P,:19:47 P,:19:24 P,:19:14 P,:18:59 P,:18:51 P,:18:43 P,:18:20 P,:18:12 P
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 550 , 0.103517 , 0.064293 , 0.059917 , 0.081344 , 0.063817 , 0.067135 , 0.090756 , 0.080447 , 0.072127 , 0.08827 , 0.079442 , 0.09363 , 0.073251 , 0.078535 , 0.086293 , 0.047977 , 0.071208 , 0.080836 , 0.057777 , 0.06908 , 0.099735 , 0.07418 , 0.072581 , 0.071749 , 0.073305 , 0.055465 , 0.083289 , 0.086001 , 0.078934 , 0.058004 , 0.081182 , 0.06586 , 0.077389 , 0.068053 , 0.064012 , 0.072797 , 0.071997 , 0.054017 , 0.071684 , 0.049813 , 0.080815 , 0.073964 , 0.083721 , 0.081906 , 0.081949 , 0.074428 , 0.056156 , 0.079918 , 0.072375 , 0.069987 , 0.076319 , 0.067351 , 0.07432 , 0.060943 , 0.068972 , 0.080166 , 0.076482 , 0.077303 , 0.067697 , 0.065989 , 0.081863 , 0.062877 , 0.073002 , 0.052504 , 0.062013 , 0.062845 , 0.0876 , 0.062726 , 0.080037 , 0.061721 , 0.054784 , 0.074904 , 0.078707 , 0.065438 , 0.050732 , 0.059279 , 0.059322 , 0.06493 , 0.065903 , 0.085277 , 0.095888 , 0.079756 , 0.092809 , 0.080372 , 0.080739 , 0.075228 , 0.070895 , 0.068648 , 0.077378 , 0.091101 , 0.064714 , 0.070236 , 0.063504 , 0.082284 , 0.077454 , 0.095877 , 0.074039 , 0.066843 , 0.056459 , 0.073596 , 0.078988 , 0.102285 , 0.085537 , 0.083354 , 0.08545 , 0.081582 , 0.056956 , 0.056826 , 0.072743 , 0.069728 , 0.05741 , 0.07271 , 0.05848 , 0.061991 , 0.067372 , 0.067999 , 0.066865 , 0.070873 , 0.050754 , 0.077151 , 0.055994 , 0.068939 , 0.073456 , 0.078913 , 0.057388 , 0.093846 , 0.086239 , 0.065438 , 0.069155 , 0.083365 , 0.064077 , 0.06104 
 551 , 0.104144 , 0.064683 , 0.060268 , 0.081843 , 0.064217 , 0.067593 , 0.091311 , 0.080956 , 0.072549 , 0.088833 , 0.07995 , 0.094211 , 0.073772 , 0.079084 , 0.086864 , 0.048323 , 0.071683 , 0.081356 , 0.058104 , 0.06953 , 0.1004 , 0.074691 , 0.073079 , 0.072224 , 0.073826 , 0.055897 , 0.083802 , 0.086593 , 0.079528 , 0.058353 , 0.08167 , 0.066252 , 0.077927 , 0.068502 , 0.064401 , 0.073285 , 0.072452 , 0.054274 , 0.072094 , 0.050119 , 0.081367 , 0.074486 , 0.084332 , 0.082493 , 0.082536 , 0.074919 , 0.056492 , 0.080404 , 0.072819 , 0.070407 , 0.076888 , 0.067766 , 0.074789 , 0.061361 , 0.069444 , 0.080686 , 0.076953 , 0.077883 , 0.06821 , 0.066392 , 0.082482 , 0.063319 , 0.073458 , 0.052845 , 0.062454 , 0.063276 , 0.088195 , 0.06319 , 0.080599 , 0.062108 , 0.05515 , 0.075362 , 0.079171 , 0.065873 , 0.051082 , 0.059673 , 0.059716 , 0.065354 , 0.066317 , 0.08589 , 0.096505 , 0.080264 , 0.09341 , 0.080902 , 0.081248 , 0.075773 , 0.071402 , 0.069141 , 0.077948 , 0.091733 , 0.065224 , 0.070764 , 0.063914 , 0.082904 , 0.077959 , 0.096494 , 0.07454 , 0.067247 , 0.056795 , 0.074042 , 0.079528 , 0.103008 , 0.086096 , 0.083878 , 0.085998 , 0.082157 , 0.057379 , 0.057184 , 0.073274 , 0.070288 , 0.057855 , 0.073241 , 0.058872 , 0.062454 , 0.06794 , 0.068491 , 0.067312 , 0.071434 , 0.051103 , 0.077667 , 0.056384 , 0.069411 , 0.073988 , 0.079506 , 0.05779 , 0.09447 , 0.08681 , 0.065862 , 0.069627 , 0.083921 , 0.064553 , 0.061512 
 552 , 0.104746 , 0.06506 , 0.060622 , 0.082327 , 0.064606 , 0.068037 , 0.091853 , 0.081439 , 0.072963 , 0.089385 , 0.080454 , 0.094787 , 0.074284 , 0.079642 , 0.087425 , 0.04866 , 0.072151 , 0.081861 , 0.058435 , 0.069964 , 0.101065 , 0.075182 , 0.073569 , 0.072681 , 0.074327 , 0.056324 , 0.084297 , 0.087177 , 0.080108 , 0.058706 , 0.082132 , 0.066641 , 0.07844 , 0.068947 , 0.064779 , 0.073775 , 0.072898 , 0.054506 , 0.072497 , 0.050403 , 0.081926 , 0.074987 , 0.084946 , 0.083052 , 0.083106 , 0.075399 , 0.056811 , 0.080865 , 0.073255 , 0.070819 , 0.077445 , 0.068167 , 0.075236 , 0.061769 , 0.06991 , 0.081201 , 0.07739 , 0.078451 , 0.068708 , 0.066782 , 0.083095 , 0.06375 , 0.073894 , 0.053163 , 0.062884 , 0.063696 , 0.088779 , 0.063642 , 0.081147 , 0.062484 , 0.055502 , 0.075799 , 0.07962 , 0.066305 , 0.051431 , 0.060048 , 0.060102 , 0.065764 , 0.066717 , 0.086484 , 0.097093 , 0.080757 , 0.093986 , 0.081407 , 0.081753 , 0.076297 , 0.071891 , 0.069618 , 0.078495 , 0.092351 , 0.065721 , 0.071274 , 0.064324 , 0.083528 , 0.078462 , 0.097082 , 0.07503 , 0.067626 , 0.057136 , 0.074478 , 0.080053 , 0.103728 , 0.086646 , 0.084394 , 0.086527 , 0.082727 , 0.057786 , 0.057537 , 0.073786 , 0.07083 , 0.058294 , 0.073742 , 0.059236 , 0.062895 , 0.068514 , 0.068957 , 0.067745 , 0.071989 , 0.051442 , 0.07817 , 0.056779 , 0.069867 , 0.074522 , 0.080075 , 0.058186 , 0.095079 , 0.087361 , 0.066273 , 0.070094 , 0.084459 , 0.065017 , 0.061986 
 553 , 0.105349 , 0.065449 , 0.060965 , 0.082811 , 0.065005 , 0.068493 , 0.092385 , 0.081933 , 0.073377 , 0.089937 , 0.080959 , 0.095353 , 0.074807 , 0.080201 , 0.087988 , 0.048998 , 0.072619 , 0.082378 , 0.058767 , 0.07041 , 0.101721 , 0.075684 , 0.07407 , 0.073139 , 0.074829 , 0.056752 , 0.084804 , 0.08776 , 0.080688 , 0.059048 , 0.082605 , 0.067031 , 0.078966 , 0.069381 , 0.065168 , 0.074255 , 0.073356 , 0.054749 , 0.072912 , 0.050687 , 0.082475 , 0.075489 , 0.085551 , 0.083623 , 0.083677 , 0.075868 , 0.057142 , 0.081338 , 0.073691 , 0.071233 , 0.078002 , 0.068579 , 0.075695 , 0.062189 , 0.070366 , 0.081717 , 0.07784 , 0.07902 , 0.069218 , 0.067161 , 0.083699 , 0.064193 , 0.074341 , 0.053492 , 0.063327 , 0.064117 , 0.089352 , 0.064095 , 0.081684 , 0.062861 , 0.055853 , 0.076237 , 0.080071 , 0.066738 , 0.05177 , 0.060435 , 0.060489 , 0.066175 , 0.067128 , 0.087078 , 0.097692 , 0.081251 , 0.094573 , 0.081912 , 0.082248 , 0.076821 , 0.072392 , 0.070106 , 0.079053 , 0.09297 , 0.066218 , 0.071785 , 0.064734 , 0.084143 , 0.078955 , 0.09767 , 0.075522 , 0.068005 , 0.057467 , 0.074915 , 0.08058 , 0.10445 , 0.087186 , 0.084912 , 0.087056 , 0.083287 , 0.058204 , 0.0579 , 0.074298 , 0.071384 , 0.058734 , 0.074255 , 0.059601 , 0.063348 , 0.069078 , 0.069435 , 0.068179 , 0.072543 , 0.051781 , 0.078673 , 0.057175 , 0.070323 , 0.075045 , 0.080655 , 0.058594 , 0.095699 , 0.087912 , 0.066695 , 0.070561 , 0.085009 , 0.065482 , 0.062449 
 554 , 0.105781 , 0.065696 , 0.061207 , 0.083152 , 0.065262 , 0.068764 , 0.092791 , 0.082339 , 0.073665 , 0.090308 , 0.08132 , 0.095762 , 0.075172 , 0.080604 , 0.0884 , 0.049215 , 0.07296 , 0.082686 , 0.059017 , 0.070705 , 0.102203 , 0.076039 , 0.074446 , 0.07347 , 0.075183 , 0.057043 , 0.085115 , 0.088118 , 0.081157 , 0.059244 , 0.082881 , 0.067311 , 0.079357 , 0.069707 , 0.065425 , 0.074565 , 0.073654 , 0.054875 , 0.07321 , 0.050852 , 0.082827 , 0.075823 , 0.085971 , 0.084052 , 0.084063 , 0.076159 , 0.057303 , 0.081623 , 0.074012 , 0.071561 , 0.078371 , 0.068829 , 0.075964 , 0.062464 , 0.070705 , 0.082068 , 0.078121 , 0.079444 , 0.069556 , 0.06743 , 0.084139 , 0.064481 , 0.074673 , 0.053704 , 0.063646 , 0.064416 , 0.089745 , 0.064394 , 0.082046 , 0.063115 , 0.056111 , 0.076538 , 0.080366 , 0.067018 , 0.052023 , 0.060621 , 0.060675 , 0.06639 , 0.0673 , 0.087392 , 0.098093 , 0.081504 , 0.094992 , 0.082231 , 0.082545 , 0.077178 , 0.072732 , 0.070434 , 0.079444 , 0.093409 , 0.066541 , 0.072125 , 0.06498 , 0.084497 , 0.079227 , 0.098061 , 0.075812 , 0.068233 , 0.057661 , 0.075205 , 0.080995 , 0.105022 , 0.087609 , 0.085267 , 0.087446 , 0.083684 , 0.058453 , 0.05816 , 0.074652 , 0.071789 , 0.059038 , 0.074597 , 0.059851 , 0.063646 , 0.069458 , 0.069772 , 0.06846 , 0.072928 , 0.052034 , 0.07901 , 0.057423 , 0.070596 , 0.075432 , 0.08107 , 0.058886 , 0.09612 , 0.088335 , 0.066964 , 0.070878 , 0.085386 , 0.065815 , 0.062768 
 555 , 0.106075 , 0.065833 , 0.061365 , 0.083367 , 0.06541 , 0.068902 , 0.093094 , 0.082673 , 0.073857 , 0.090546 , 0.081557 , 0.096022 , 0.075419 , 0.080884 , 0.088703 , 0.04934 , 0.073185 , 0.082847 , 0.059197 , 0.070897 , 0.102529 , 0.076276 , 0.074736 , 0.073695 , 0.075408 , 0.057223 , 0.085298 , 0.088323 , 0.081513 , 0.059338 , 0.08302 , 0.067503 , 0.079648 , 0.069921 , 0.065584 , 0.074736 , 0.073825 , 0.054902 , 0.073413 , 0.050912 , 0.083042 , 0.076026 , 0.086252 , 0.084376 , 0.084311 , 0.076308 , 0.057342 , 0.081773 , 0.074226 , 0.071808 , 0.078596 , 0.068978 , 0.076091 , 0.062623 , 0.07094 , 0.082294 , 0.078282 , 0.079746 , 0.069769 , 0.06759 , 0.084441 , 0.064673 , 0.07492 , 0.053829 , 0.063881 , 0.06464 , 0.090004 , 0.064575 , 0.082261 , 0.063285 , 0.056301 , 0.076742 , 0.080526 , 0.067188 , 0.052181 , 0.060682 , 0.060736 , 0.066451 , 0.067286 , 0.08751 , 0.098343 , 0.081589 , 0.095263 , 0.082392 , 0.082663 , 0.077403 , 0.072947 , 0.070626 , 0.079702 , 0.093713 , 0.066733 , 0.072328 , 0.065085 , 0.084625 , 0.079312 , 0.098299 , 0.075939 , 0.068349 , 0.057722 , 0.075376 , 0.081296 , 0.105456 , 0.087911 , 0.085504 , 0.087727 , 0.083921 , 0.058589 , 0.058362 , 0.074888 , 0.072079 , 0.059251 , 0.074823 , 0.059999 , 0.063827 , 0.069693 , 0.069997 , 0.068631 , 0.073185 , 0.052202 , 0.079214 , 0.057548 , 0.070724 , 0.075658 , 0.08134 , 0.059066 , 0.096391 , 0.088616 , 0.067091 , 0.07106 , 0.085634 , 0.066039 , 0.062959 
 556 , 0.106368 , 0.065971 , 0.061524 , 0.083594 , 0.065558 , 0.06904 , 0.093398 , 0.083008 , 0.07405 , 0.090773 , 0.081783 , 0.096283 , 0.075666 , 0.081175 , 0.088995 , 0.049464 , 0.07341 , 0.083008 , 0.059388 , 0.071079 , 0.102855 , 0.076523 , 0.075026 , 0.073931 , 0.075644 , 0.057403 , 0.085492 , 0.088517 , 0.081869 , 0.059431 , 0.08316 , 0.067706 , 0.079939 , 0.070146 , 0.065754 , 0.074907 , 0.074007 , 0.05493 , 0.073627 , 0.050972 , 0.083258 , 0.07623 , 0.086522 , 0.0847 , 0.084559 , 0.076447 , 0.057381 , 0.081924 , 0.07443 , 0.072065 , 0.078822 , 0.069116 , 0.076219 , 0.062793 , 0.071165 , 0.08252 , 0.078442 , 0.080047 , 0.069983 , 0.06776 , 0.084733 , 0.064864 , 0.075178 , 0.053943 , 0.064116 , 0.064854 , 0.090253 , 0.064745 , 0.082477 , 0.063455 , 0.056492 , 0.076946 , 0.080698 , 0.067359 , 0.052349 , 0.060732 , 0.060787 , 0.066513 , 0.067283 , 0.087617 , 0.098603 , 0.081674 , 0.095545 , 0.082564 , 0.082791 , 0.07764 , 0.073172 , 0.070829 , 0.079961 , 0.094005 , 0.066925 , 0.072532 , 0.06519 , 0.084765 , 0.079408 , 0.098538 , 0.076078 , 0.068465 , 0.057793 , 0.075547 , 0.081598 , 0.105891 , 0.088225 , 0.085741 , 0.087997 , 0.084169 , 0.058726 , 0.058563 , 0.075124 , 0.072369 , 0.059453 , 0.075059 , 0.060158 , 0.064008 , 0.069929 , 0.070222 , 0.068801 , 0.073432 , 0.052382 , 0.079418 , 0.057685 , 0.07084 , 0.075894 , 0.081609 , 0.059247 , 0.096651 , 0.088908 , 0.067218 , 0.071241 , 0.085871 , 0.066263 , 0.06314 
 557 , 0.106607 , 0.06606 , 0.061634 , 0.083752 , 0.065691 , 0.06913 , 0.093634 , 0.083296 , 0.074185 , 0.090944 , 0.081973 , 0.096497 , 0.075877 , 0.081431 , 0.089273 , 0.049572 , 0.073588 , 0.083123 , 0.059552 , 0.071234 , 0.103158 , 0.076734 , 0.07528 , 0.07413 , 0.075833 , 0.057567 , 0.085618 , 0.088677 , 0.08219 , 0.059497 , 0.083242 , 0.067882 , 0.080183 , 0.070323 , 0.065886 , 0.07502 , 0.074141 , 0.054931 , 0.073816 , 0.051015 , 0.083448 , 0.076397 , 0.086735 , 0.084988 , 0.08475 , 0.07656 , 0.057371 , 0.082016 , 0.074629 , 0.072297 , 0.07899 , 0.069206 , 0.076289 , 0.062925 , 0.071364 , 0.082689 , 0.078556 , 0.080324 , 0.07016 , 0.067893 , 0.08501 , 0.06504 , 0.075367 , 0.054041 , 0.064324 , 0.065051 , 0.090445 , 0.064899 , 0.082635 , 0.063598 , 0.056645 , 0.077102 , 0.080812 , 0.067492 , 0.052501 , 0.060745 , 0.060777 , 0.066526 , 0.067221 , 0.087668 , 0.098786 , 0.081723 , 0.095781 , 0.082656 , 0.082862 , 0.077829 , 0.07336 , 0.070985 , 0.080172 , 0.094263 , 0.067069 , 0.072688 , 0.065246 , 0.084837 , 0.079445 , 0.098721 , 0.076148 , 0.068544 , 0.057827 , 0.075671 , 0.081864 , 0.106314 , 0.088503 , 0.085932 , 0.088221 , 0.08437 , 0.058836 , 0.058738 , 0.075313 , 0.072612 , 0.059617 , 0.075237 , 0.060257 , 0.064129 , 0.070117 , 0.070421 , 0.068924 , 0.073642 , 0.052523 , 0.079565 , 0.057783 , 0.070909 , 0.076094 , 0.081843 , 0.059411 , 0.096877 , 0.089154 , 0.067307 , 0.071397 , 0.086073 , 0.06645 , 0.063283 
 558 , 0.106631 , 0.066009 , 0.06161 , 0.083704 , 0.065717 , 0.069054 , 0.093629 , 0.083443 , 0.074125 , 0.090898 , 0.082024 , 0.096533 , 0.075935 , 0.081558 , 0.089435 , 0.049615 , 0.073616 , 0.083053 , 0.059649 , 0.071264 , 0.103316 , 0.076845 , 0.075414 , 0.074244 , 0.07587 , 0.057688 , 0.085567 , 0.088644 , 0.082382 , 0.059476 , 0.083162 , 0.067992 , 0.080269 , 0.070354 , 0.06589 , 0.074949 , 0.074103 , 0.054806 , 0.073876 , 0.050981 , 0.083509 , 0.076411 , 0.086737 , 0.085134 , 0.084776 , 0.07652 , 0.0572 , 0.081872 , 0.074721 , 0.072435 , 0.078958 , 0.069108 , 0.076162 , 0.06291 , 0.071427 , 0.082653 , 0.078448 , 0.080475 , 0.070148 , 0.067906 , 0.085145 , 0.065142 , 0.075349 , 0.054025 , 0.064438 , 0.065164 , 0.0904 , 0.064926 , 0.082555 , 0.063647 , 0.056658 , 0.077061 , 0.080735 , 0.067472 , 0.052573 , 0.060613 , 0.06057 , 0.066389 , 0.066963 , 0.087485 , 0.098732 , 0.081612 , 0.095861 , 0.082457 , 0.082707 , 0.077842 , 0.073356 , 0.070961 , 0.080182 , 0.094366 , 0.067039 , 0.072619 , 0.065121 , 0.084668 , 0.079261 , 0.0987 , 0.07601 , 0.068447 , 0.057753 , 0.075631 , 0.082013 , 0.106642 , 0.088699 , 0.085968 , 0.088233 , 0.084397 , 0.058825 , 0.058815 , 0.075306 , 0.072684 , 0.059627 , 0.075274 , 0.060147 , 0.064091 , 0.070148 , 0.070474 , 0.068913 , 0.073659 , 0.052552 , 0.07951 , 0.057731 , 0.070799 , 0.076184 , 0.081948 , 0.059497 , 0.096912 , 0.089284 , 0.067277 , 0.071427 , 0.086109 , 0.066464 , 0.0633 
 559 , 0.106658 , 0.065958 , 0.061575 , 0.08364 , 0.065741 , 0.068977 , 0.093628 , 0.083586 , 0.074074 , 0.090847 , 0.082071 , 0.096572 , 0.076 , 0.081681 , 0.089603 , 0.04966 , 0.073641 , 0.08298 , 0.059757 , 0.071293 , 0.103476 , 0.076952 , 0.075546 , 0.074355 , 0.075903 , 0.057798 , 0.085523 , 0.088629 , 0.082569 , 0.059454 , 0.083088 , 0.068089 , 0.08035 , 0.070384 , 0.065904 , 0.074875 , 0.074074 , 0.054682 , 0.073944 , 0.050937 , 0.083575 , 0.076433 , 0.086746 , 0.085274 , 0.084798 , 0.076476 , 0.057019 , 0.081725 , 0.074821 , 0.07258 , 0.078933 , 0.069009 , 0.076043 , 0.062895 , 0.071487 , 0.082623 , 0.078348 , 0.08061 , 0.070135 , 0.067916 , 0.085296 , 0.065243 , 0.07534 , 0.054011 , 0.06454 , 0.065276 , 0.09035 , 0.064962 , 0.082482 , 0.063696 , 0.056662 , 0.077017 , 0.080653 , 0.067462 , 0.052647 , 0.060493 , 0.060352 , 0.066239 , 0.066694 , 0.087309 , 0.098671 , 0.081508 , 0.095933 , 0.082255 , 0.082558 , 0.077851 , 0.07336 , 0.070946 , 0.080199 , 0.094473 , 0.067007 , 0.072559 , 0.064995 , 0.084495 , 0.079073 , 0.098671 , 0.075881 , 0.06836 , 0.057668 , 0.075578 , 0.082168 , 0.106971 , 0.088889 , 0.085999 , 0.08825 , 0.084419 , 0.058826 , 0.05888 , 0.075307 , 0.072743 , 0.059638 , 0.075297 , 0.060049 , 0.064053 , 0.070167 , 0.070535 , 0.068901 , 0.073684 , 0.052582 , 0.079452 , 0.057679 , 0.070687 , 0.076281 , 0.08206 , 0.059584 , 0.096951 , 0.089408 , 0.067245 , 0.071455 , 0.086151 , 0.066488 , 0.063317 
 560 , 0.106683 , 0.065895 , 0.061539 , 0.083576 , 0.065776 , 0.068899 , 0.093627 , 0.083727 , 0.074011 , 0.090806 , 0.082128 , 0.096599 , 0.076054 , 0.081814 , 0.08978 , 0.049705 , 0.073665 , 0.082906 , 0.059864 , 0.071331 , 0.103635 , 0.077059 , 0.075686 , 0.074465 , 0.075946 , 0.057918 , 0.085467 , 0.088602 , 0.082755 , 0.059432 , 0.083003 , 0.068197 , 0.080442 , 0.070401 , 0.065916 , 0.0748 , 0.074044 , 0.054557 , 0.074011 , 0.050904 , 0.083641 , 0.076443 , 0.086753 , 0.085424 , 0.08483 , 0.076443 , 0.056838 , 0.081587 , 0.074919 , 0.072714 , 0.078896 , 0.06891 , 0.075913 , 0.062879 , 0.071547 , 0.082592 , 0.078248 , 0.080755 , 0.070131 , 0.067926 , 0.085435 , 0.065343 , 0.075319 , 0.053995 , 0.064652 , 0.065376 , 0.090298 , 0.064987 , 0.082409 , 0.063744 , 0.056676 , 0.076972 , 0.080571 , 0.06744 , 0.052709 , 0.060361 , 0.060134 , 0.066089 , 0.066435 , 0.087132 , 0.098609 , 0.081404 , 0.096016 , 0.082052 , 0.082398 , 0.077869 , 0.073363 , 0.07092 , 0.080215 , 0.094567 , 0.066965 , 0.072498 , 0.064868 , 0.084322 , 0.078885 , 0.098653 , 0.07574 , 0.068261 , 0.057583 , 0.075524 , 0.082322 , 0.10731 , 0.089077 , 0.08604 , 0.088256 , 0.084441 , 0.058816 , 0.058956 , 0.075308 , 0.072811 , 0.059648 , 0.07533 , 0.05995 , 0.064003 , 0.070196 , 0.070585 , 0.068888 , 0.073698 , 0.052612 , 0.079393 , 0.057627 , 0.070585 , 0.076378 , 0.082171 , 0.059669 , 0.096988 , 0.089531 , 0.067213 , 0.071482 , 0.086191 , 0.066511 , 0.063333 
 561 , 0.106457 , 0.065668 , 0.061378 , 0.083303 , 0.065668 , 0.068708 , 0.093533 , 0.083745 , 0.073828 , 0.090557 , 0.082031 , 0.096443 , 0.075973 , 0.081815 , 0.089824 , 0.049661 , 0.073526 , 0.082635 , 0.059858 , 0.071187 , 0.103665 , 0.076997 , 0.075671 , 0.074453 , 0.075833 , 0.057939 , 0.085211 , 0.088391 , 0.08285 , 0.059254 , 0.082645 , 0.068136 , 0.080382 , 0.070249 , 0.065808 , 0.074529 , 0.073839 , 0.054253 , 0.073968 , 0.050771 , 0.083551 , 0.076361 , 0.086558 , 0.085459 , 0.08465 , 0.076199 , 0.056516 , 0.081244 , 0.074895 , 0.072728 , 0.078711 , 0.068654 , 0.075617 , 0.062704 , 0.071489 , 0.082387 , 0.077956 , 0.080759 , 0.069937 , 0.067781 , 0.085405 , 0.06528 , 0.0751 , 0.053854 , 0.064644 , 0.06542 , 0.090008 , 0.06487 , 0.082096 , 0.063695 , 0.056613 , 0.076674 , 0.080339 , 0.067317 , 0.052722 , 0.06003 , 0.05975 , 0.065754 , 0.065948 , 0.086677 , 0.098319 , 0.081072 , 0.095904 , 0.081654 , 0.082042 , 0.077708 , 0.073235 , 0.070713 , 0.080058 , 0.094481 , 0.066767 , 0.072233 , 0.064515 , 0.083863 , 0.078441 , 0.098383 , 0.075456 , 0.067996 , 0.057368 , 0.075229 , 0.082333 , 0.10747 , 0.089102 , 0.08589 , 0.088121 , 0.084295 , 0.058661 , 0.058942 , 0.075132 , 0.07275 , 0.059556 , 0.075186 , 0.059718 , 0.063814 , 0.070077 , 0.070508 , 0.068729 , 0.073558 , 0.052528 , 0.079131 , 0.057411 , 0.07026 , 0.076339 , 0.082117 , 0.059631 , 0.096799 , 0.089512 , 0.067015 , 0.071359 , 0.086019 , 0.066369 , 0.063199 
 562 , 0.106188 , 0.065412 , 0.06119 , 0.08298 , 0.065541 , 0.068496 , 0.093413 , 0.083732 , 0.073621 , 0.090275 , 0.081894 , 0.096249 , 0.075867 , 0.081798 , 0.089845 , 0.049586 , 0.073374 , 0.082314 , 0.059836 , 0.07101 , 0.103663 , 0.07692 , 0.07563 , 0.074406 , 0.075684 , 0.057945 , 0.084924 , 0.088148 , 0.082915 , 0.059052 , 0.082249 , 0.068045 , 0.080283 , 0.070054 , 0.06567 , 0.074234 , 0.07361 , 0.053927 , 0.073901 , 0.050628 , 0.083431 , 0.076254 , 0.086321 , 0.085462 , 0.08443 , 0.075921 , 0.056161 , 0.080863 , 0.074846 , 0.072708 , 0.078499 , 0.068378 , 0.075287 , 0.062511 , 0.071408 , 0.082142 , 0.077629 , 0.080723 , 0.06971 , 0.067604 , 0.085333 , 0.065198 , 0.074835 , 0.053679 , 0.064628 , 0.065455 , 0.089673 , 0.064714 , 0.081744 , 0.063629 , 0.056537 , 0.076329 , 0.080089 , 0.067175 , 0.052723 , 0.059664 , 0.059342 , 0.06538 , 0.065412 , 0.086171 , 0.097979 , 0.08068 , 0.095755 , 0.081218 , 0.081637 , 0.077521 , 0.073063 , 0.070462 , 0.079875 , 0.094347 , 0.06653 , 0.071924 , 0.064123 , 0.083345 , 0.077962 , 0.098065 , 0.075147 , 0.067701 , 0.057118 , 0.074878 , 0.082314 , 0.107585 , 0.089093 , 0.085709 , 0.087965 , 0.084119 , 0.058471 , 0.058912 , 0.074932 , 0.072665 , 0.059438 , 0.075029 , 0.05946 , 0.063597 , 0.069925 , 0.070409 , 0.068539 , 0.073385 , 0.052422 , 0.078832 , 0.057182 , 0.069893 , 0.076264 , 0.082023 , 0.059567 , 0.096539 , 0.089448 , 0.066788 , 0.071204 , 0.085784 , 0.066197 , 0.063038 
