NANT_00015.spu,NANT_00014.spu,NANT_00013.spu,NANT_00012.spu,NANT_00011.spu,
Wavelength,MNAT_00050.spu,MNAT_00051.spu,MNAT_00052.spu,MNAT_00053.spu,MNAT_00054.spu,MNAT_00055.spu,MNAT_00056.spu,MNAT_00057.spu,MNAT_00058.spu,MNAT_00059.spu,MNAT_00060.spu,MNAT_00061.spu,MNAT_00062.spu,MNAT_00063.spu,MNAT_00064.spu,MNAT_00065.spu,MNAT_00066.spu,MNAT_00067.spu,MNAT_00068.spu,MNAT_00069.spu,MNAT_00070.spu,MNAT_00071.spu,MNAT_00072.spu,MNAT_00073.spu,MNAT_00074.spu,MNAT_00075.spu,MNAT_00076.spu,MNAT_00077.spu,MNAT_00078.spu,MNAT_00079.spu,MNAT_00080.spu,MNAT_00081.spu,MNAT_00082.spu,MNAT_00083.spu,MNAT_00084.spu,MNAT_00085.spu,MNAT_00086.spu,MNAT_00087.spu,MNAT_00088.spu,MNAT_00089.spu
 728 , 0.335606 , 0.228539 , 0.290532 , 0.2435 , 0.334894 , 0.230061 , 0.225008 , 0.214057 , 0.188447 , 0.188849 , 0.242133 , 0.265557 , 0.220921 , 0.239899 , 0.203141 , 0.235804 , 0.315543 , 0.278411 , 0.230293 , 0.312195 , 0.218588 , 0.232711 , 0.228222 , 0.174677 , 0.214261 , 0.252851 , 0.224233 , 0.217517 , 0.233133 , 0.219624 , 0.270899 , 0.29741 , 0.199554 , 0.191492 , 0.229441 , 0.235121 , 0.263831 , 0.206918 , 0.253352 , 0.232788 
 729 , 0.341848 , 0.23417 , 0.296189 , 0.248147 , 0.340519 , 0.232447 , 0.227378 , 0.216347 , 0.190431 , 0.190607 , 0.245307 , 0.268171 , 0.222928 , 0.242614 , 0.20535 , 0.241552 , 0.322302 , 0.285024 , 0.235485 , 0.31975 , 0.220741 , 0.235506 , 0.231709 , 0.176327 , 0.217303 , 0.255987 , 0.226858 , 0.219841 , 0.235492 , 0.221922 , 0.274204 , 0.302102 , 0.201828 , 0.192793 , 0.230858 , 0.237896 , 0.26744 , 0.208782 , 0.256106 , 0.235204 
 730 , 0.347924 , 0.239647 , 0.301681 , 0.25266 , 0.345981 , 0.234758 , 0.229679 , 0.21856 , 0.192359 , 0.192317 , 0.248388 , 0.270717 , 0.224867 , 0.245245 , 0.207504 , 0.247139 , 0.328878 , 0.291453 , 0.240531 , 0.327097 , 0.222832 , 0.238216 , 0.235094 , 0.177929 , 0.220258 , 0.259037 , 0.229398 , 0.222096 , 0.237774 , 0.224151 , 0.277409 , 0.306662 , 0.204039 , 0.194057 , 0.232232 , 0.240594 , 0.270941 , 0.210591 , 0.258777 , 0.23755 
 731 , 0.353523 , 0.244759 , 0.306725 , 0.256803 , 0.351069 , 0.23691 , 0.231793 , 0.220581 , 0.194026 , 0.193838 , 0.251176 , 0.272992 , 0.226592 , 0.247618 , 0.209404 , 0.252427 , 0.335013 , 0.297463 , 0.245256 , 0.333965 , 0.224684 , 0.240621 , 0.238119 , 0.179362 , 0.222909 , 0.261724 , 0.231632 , 0.224083 , 0.239775 , 0.226096 , 0.280268 , 0.310765 , 0.205986 , 0.195229 , 0.233415 , 0.242977 , 0.274054 , 0.212179 , 0.261102 , 0.239678 
 732 , 0.35885 , 0.249634 , 0.311504 , 0.260731 , 0.355905 , 0.238866 , 0.233778 , 0.222451 , 0.195547 , 0.19526 , 0.253801 , 0.275129 , 0.228216 , 0.249844 , 0.211166 , 0.257514 , 0.340872 , 0.303275 , 0.24983 , 0.340711 , 0.226429 , 0.242879 , 0.240987 , 0.180716 , 0.225424 , 0.264248 , 0.233736 , 0.225947 , 0.241643 , 0.227915 , 0.282959 , 0.31463 , 0.207823 , 0.196363 , 0.234525 , 0.245231 , 0.276985 , 0.213678 , 0.263271 , 0.241713 
 733 , 0.364014 , 0.254358 , 0.316141 , 0.264532 , 0.360586 , 0.240748 , 0.235696 , 0.224254 , 0.197021 , 0.196645 , 0.256351 , 0.277194 , 0.229787 , 0.252002 , 0.212867 , 0.262441 , 0.346551 , 0.308907 , 0.25426 , 0.347255 , 0.228128 , 0.245062 , 0.243759 , 0.182039 , 0.227856 , 0.266692 , 0.23578 , 0.227752 , 0.243452 , 0.229682 , 0.28557 , 0.318378 , 0.209592 , 0.197467 , 0.235605 , 0.247403 , 0.279821 , 0.215125 , 0.265375 , 0.243689 
 734 , 0.36882 , 0.258823 , 0.320468 , 0.268102 , 0.364961 , 0.24246 , 0.237437 , 0.225901 , 0.198384 , 0.197918 , 0.258712 , 0.279088 , 0.231223 , 0.253961 , 0.214449 , 0.267148 , 0.351955 , 0.31424 , 0.258482 , 0.353502 , 0.229691 , 0.247092 , 0.246333 , 0.183261 , 0.230088 , 0.268945 , 0.237653 , 0.229412 , 0.245121 , 0.231307 , 0.287949 , 0.321819 , 0.211265 , 0.198461 , 0.236601 , 0.249419 , 0.282453 , 0.216441 , 0.267294 , 0.24549 
 735 , 0.373087 , 0.262916 , 0.324345 , 0.271327 , 0.368846 , 0.24392 , 0.238872 , 0.227285 , 0.199565 , 0.198987 , 0.260771 , 0.280686 , 0.232473 , 0.255583 , 0.215838 , 0.271578 , 0.356995 , 0.319178 , 0.262456 , 0.359251 , 0.231024 , 0.248836 , 0.248537 , 0.184315 , 0.231957 , 0.270861 , 0.239241 , 0.230822 , 0.246538 , 0.232695 , 0.28994 , 0.324763 , 0.212774 , 0.199258 , 0.237437 , 0.251141 , 0.284724 , 0.217523 , 0.268897 , 0.246977 
 736 , 0.377222 , 0.266887 , 0.328104 , 0.274453 , 0.372612 , 0.245346 , 0.240242 , 0.228603 , 0.20072 , 0.200011 , 0.262757 , 0.282219 , 0.233679 , 0.257146 , 0.217165 , 0.275892 , 0.361918 , 0.323995 , 0.266317 , 0.364796 , 0.232302 , 0.250512 , 0.250658 , 0.185319 , 0.233755 , 0.272707 , 0.240764 , 0.23217 , 0.247898 , 0.234026 , 0.291857 , 0.32761 , 0.214223 , 0.200011 , 0.238226 , 0.252793 , 0.286906 , 0.218562 , 0.270441 , 0.248399 
 737 , 0.381246 , 0.270752 , 0.331752 , 0.277502 , 0.376273 , 0.246717 , 0.241564 , 0.229877 , 0.201842 , 0.201001 , 0.264696 , 0.283717 , 0.234856 , 0.258655 , 0.21846 , 0.280092 , 0.366711 , 0.328683 , 0.270085 , 0.370197 , 0.233543 , 0.252148 , 0.252717 , 0.186293 , 0.235502 , 0.274502 , 0.242245 , 0.233488 , 0.249224 , 0.235314 , 0.293717 , 0.330377 , 0.215626 , 0.200751 , 0.238995 , 0.254398 , 0.289023 , 0.219564 , 0.271932 , 0.24978 
 738 , 0.384801 , 0.274104 , 0.334822 , 0.280156 , 0.379354 , 0.247881 , 0.242691 , 0.230971 , 0.202785 , 0.201853 , 0.266321 , 0.28499 , 0.235833 , 0.259928 , 0.219542 , 0.283794 , 0.370937 , 0.332903 , 0.273388 , 0.374944 , 0.234595 , 0.253508 , 0.254454 , 0.187121 , 0.236967 , 0.275996 , 0.243505 , 0.234588 , 0.250301 , 0.236424 , 0.29516 , 0.332784 , 0.216809 , 0.201387 , 0.239617 , 0.255727 , 0.290785 , 0.220405 , 0.273144 , 0.251004 
 739 , 0.388191 , 0.277331 , 0.337737 , 0.282682 , 0.382304 , 0.248966 , 0.243767 , 0.232041 , 0.203635 , 0.202634 , 0.267871 , 0.286151 , 0.236698 , 0.261108 , 0.22058 , 0.287332 , 0.374936 , 0.336917 , 0.276517 , 0.379509 , 0.235551 , 0.254769 , 0.25609 , 0.187878 , 0.238339 , 0.277386 , 0.244677 , 0.235593 , 0.251273 , 0.237421 , 0.296479 , 0.335047 , 0.217897 , 0.201939 , 0.240153 , 0.256959 , 0.292434 , 0.221178 , 0.274245 , 0.252156 
 740 , 0.391523 , 0.280506 , 0.340609 , 0.285173 , 0.385203 , 0.250031 , 0.244822 , 0.233091 , 0.204471 , 0.203401 , 0.269393 , 0.287298 , 0.237557 , 0.262268 , 0.221611 , 0.290812 , 0.378876 , 0.340872 , 0.279603 , 0.384002 , 0.236502 , 0.25601 , 0.257698 , 0.188622 , 0.239682 , 0.278749 , 0.245829 , 0.236585 , 0.252239 , 0.238411 , 0.297771 , 0.337268 , 0.218965 , 0.202484 , 0.240676 , 0.25817 , 0.294049 , 0.221938 , 0.275325 , 0.253302 
 741 , 0.394392 , 0.283215 , 0.343113 , 0.287298 , 0.387783 , 0.25083 , 0.245668 , 0.233904 , 0.205144 , 0.204038 , 0.270678 , 0.2883 , 0.238273 , 0.263214 , 0.222474 , 0.2939 , 0.382322 , 0.344331 , 0.282241 , 0.387971 , 0.237306 , 0.257057 , 0.259053 , 0.189262 , 0.240812 , 0.279875 , 0.246795 , 0.237397 , 0.253036 , 0.239226 , 0.298937 , 0.339169 , 0.219858 , 0.20296 , 0.241105 , 0.259186 , 0.295361 , 0.222578 , 0.276174 , 0.254239 
 742 , 0.396941 , 0.285628 , 0.345342 , 0.289164 , 0.390166 , 0.251539 , 0.246446 , 0.23455 , 0.205679 , 0.204595 , 0.27171 , 0.289143 , 0.238865 , 0.264032 , 0.223148 , 0.296689 , 0.385393 , 0.347399 , 0.284571 , 0.391535 , 0.237941 , 0.257896 , 0.260169 , 0.189774 , 0.241748 , 0.280798 , 0.247571 , 0.238031 , 0.253658 , 0.239921 , 0.299976 , 0.340867 , 0.220632 , 0.203366 , 0.24145 , 0.260071 , 0.296488 , 0.223043 , 0.276866 , 0.254943 
 743 , 0.399462 , 0.288014 , 0.347558 , 0.291012 , 0.392522 , 0.252238 , 0.247207 , 0.235194 , 0.206213 , 0.205151 , 0.272739 , 0.289978 , 0.239448 , 0.264834 , 0.223819 , 0.299451 , 0.388434 , 0.350445 , 0.286876 , 0.395069 , 0.23856 , 0.25872 , 0.261274 , 0.190279 , 0.242675 , 0.281712 , 0.248331 , 0.23865 , 0.254272 , 0.2406 , 0.300998 , 0.342548 , 0.221391 , 0.20377 , 0.241787 , 0.260941 , 0.297598 , 0.223507 , 0.277555 , 0.255632 
 744 , 0.401776 , 0.290189 , 0.349544 , 0.292647 , 0.39466 , 0.252801 , 0.247844 , 0.235742 , 0.206679 , 0.205658 , 0.273658 , 0.290723 , 0.239977 , 0.26552 , 0.224404 , 0.301978 , 0.391195 , 0.353224 , 0.289008 , 0.398298 , 0.239102 , 0.259494 , 0.262306 , 0.190738 , 0.243504 , 0.282517 , 0.249024 , 0.239227 , 0.254849 , 0.241234 , 0.301929 , 0.344094 , 0.222071 , 0.20411 , 0.242095 , 0.261736 , 0.298638 , 0.223904 , 0.278191 , 0.256245 
 745 , 0.403628 , 0.291935 , 0.351117 , 0.29392 , 0.396317 , 0.253165 , 0.248291 , 0.236119 , 0.206986 , 0.206007 , 0.274327 , 0.29124 , 0.240341 , 0.265954 , 0.224795 , 0.304064 , 0.393394 , 0.355484 , 0.290782 , 0.400913 , 0.239424 , 0.260122 , 0.263114 , 0.191094 , 0.244146 , 0.283089 , 0.249554 , 0.239688 , 0.255338 , 0.241688 , 0.302571 , 0.345278 , 0.222546 , 0.204272 , 0.242264 , 0.262281 , 0.299419 , 0.224115 , 0.278632 , 0.256671 
 746 , 0.405418 , 0.293638 , 0.352662 , 0.295163 , 0.397916 , 0.253542 , 0.248751 , 0.236492 , 0.207268 , 0.206318 , 0.274959 , 0.291717 , 0.240659 , 0.266362 , 0.225156 , 0.306104 , 0.395524 , 0.357696 , 0.292514 , 0.40347 , 0.239709 , 0.260711 , 0.263886 , 0.191439 , 0.244771 , 0.283633 , 0.250068 , 0.240146 , 0.255802 , 0.242088 , 0.303157 , 0.346394 , 0.222979 , 0.204384 , 0.242386 , 0.26277 , 0.300148 , 0.224296 , 0.279015 , 0.257057 
 747 , 0.407174 , 0.295301 , 0.354174 , 0.296388 , 0.399486 , 0.253896 , 0.249179 , 0.23685 , 0.207538 , 0.20661 , 0.275568 , 0.292184 , 0.240971 , 0.266758 , 0.225505 , 0.308114 , 0.397622 , 0.35986 , 0.294213 , 0.405989 , 0.239995 , 0.261286 , 0.264631 , 0.191767 , 0.245376 , 0.284163 , 0.250564 , 0.240583 , 0.256258 , 0.242481 , 0.303723 , 0.347483 , 0.223392 , 0.204491 , 0.242495 , 0.263239 , 0.300856 , 0.224466 , 0.279377 , 0.257428 
 748 , 0.408385 , 0.296311 , 0.35517 , 0.297221 , 0.400525 , 0.25402 , 0.249322 , 0.236972 , 0.207678 , 0.206754 , 0.275871 , 0.292432 , 0.241121 , 0.266933 , 0.225664 , 0.309502 , 0.399184 , 0.361265 , 0.29531 , 0.407871 , 0.240176 , 0.261644 , 0.265147 , 0.191902 , 0.245708 , 0.284544 , 0.25083 , 0.240829 , 0.256487 , 0.242671 , 0.30406 , 0.348178 , 0.223496 , 0.204495 , 0.242442 , 0.26341 , 0.301259 , 0.224483 , 0.279499 , 0.257565 
 749 , 0.409672 , 0.297379 , 0.356179 , 0.29806 , 0.401631 , 0.254295 , 0.24958 , 0.237198 , 0.207864 , 0.206926 , 0.276212 , 0.292747 , 0.241316 , 0.26717 , 0.225878 , 0.310942 , 0.400825 , 0.362741 , 0.296456 , 0.409839 , 0.240399 , 0.262031 , 0.26574 , 0.192037 , 0.246038 , 0.284935 , 0.251101 , 0.241073 , 0.256719 , 0.242906 , 0.304421 , 0.348922 , 0.223635 , 0.204545 , 0.24242 , 0.263636 , 0.301713 , 0.224524 , 0.279664 , 0.25774 
 750 , 0.410978 , 0.298461 , 0.357207 , 0.298906 , 0.402748 , 0.254565 , 0.24984 , 0.237419 , 0.208046 , 0.207102 , 0.276555 , 0.293063 , 0.241513 , 0.267409 , 0.226094 , 0.312402 , 0.402491 , 0.364237 , 0.297622 , 0.411838 , 0.240625 , 0.26242 , 0.266334 , 0.192169 , 0.24637 , 0.285326 , 0.251366 , 0.241319 , 0.256945 , 0.243137 , 0.304783 , 0.349678 , 0.22377 , 0.20459 , 0.242387 , 0.263863 , 0.302167 , 0.224568 , 0.27983 , 0.257917 
 751 , 0.411808 , 0.299171 , 0.357822 , 0.299416 , 0.403435 , 0.254533 , 0.249845 , 0.237402 , 0.2081 , 0.207161 , 0.276708 , 0.293236 , 0.241577 , 0.267424 , 0.226121 , 0.31338 , 0.403617 , 0.365179 , 0.298386 , 0.413258 , 0.240681 , 0.262632 , 0.266703 , 0.192203 , 0.246496 , 0.285501 , 0.251485 , 0.241395 , 0.257027 , 0.243217 , 0.304916 , 0.350094 , 0.223788 , 0.204506 , 0.242243 , 0.263963 , 0.302352 , 0.22451 , 0.279833 , 0.257945 
 752 , 0.412584 , 0.299842 , 0.358374 , 0.299891 , 0.404121 , 0.254607 , 0.24999 , 0.237464 , 0.208166 , 0.207192 , 0.276843 , 0.293439 , 0.241681 , 0.267455 , 0.226157 , 0.314239 , 0.404633 , 0.365989 , 0.299057 , 0.414546 , 0.240714 , 0.262817 , 0.266979 , 0.192214 , 0.246606 , 0.285663 , 0.251601 , 0.241471 , 0.257094 , 0.243292 , 0.305033 , 0.350472 , 0.223817 , 0.204404 , 0.242115 , 0.264071 , 0.302518 , 0.224468 , 0.279848 , 0.257948 
 753 , 0.4134 , 0.300546 , 0.358952 , 0.300392 , 0.404847 , 0.254693 , 0.250147 , 0.237531 , 0.20823 , 0.207229 , 0.276982 , 0.293653 , 0.241783 , 0.267491 , 0.226197 , 0.315137 , 0.405701 , 0.366839 , 0.299768 , 0.415893 , 0.240753 , 0.263014 , 0.267266 , 0.192224 , 0.246714 , 0.285822 , 0.251723 , 0.241538 , 0.257166 , 0.243366 , 0.305155 , 0.350861 , 0.223851 , 0.204301 , 0.241972 , 0.264191 , 0.302696 , 0.224425 , 0.279861 , 0.25795 
 754 , 0.413916 , 0.301122 , 0.359443 , 0.30079 , 0.405388 , 0.254605 , 0.250122 , 0.237506 , 0.208229 , 0.207219 , 0.277111 , 0.293751 , 0.241798 , 0.267425 , 0.226168 , 0.315969 , 0.406595 , 0.367625 , 0.30043 , 0.417023 , 0.240775 , 0.263197 , 0.267454 , 0.192253 , 0.246768 , 0.285936 , 0.251809 , 0.241537 , 0.257182 , 0.243422 , 0.305146 , 0.350978 , 0.223958 , 0.204177 , 0.241834 , 0.264277 , 0.302738 , 0.224353 , 0.279844 , 0.257923 
 755 , 0.413872 , 0.301415 , 0.359662 , 0.300931 , 0.405598 , 0.254403 , 0.249932 , 0.237373 , 0.208068 , 0.207085 , 0.277137 , 0.29359 , 0.241609 , 0.267212 , 0.226002 , 0.316609 , 0.407065 , 0.368163 , 0.300909 , 0.417645 , 0.240691 , 0.26326 , 0.267311 , 0.192212 , 0.246614 , 0.285865 , 0.251726 , 0.24131 , 0.257023 , 0.243368 , 0.304847 , 0.350541 , 0.224137 , 0.203953 , 0.241652 , 0.264243 , 0.302469 , 0.224151 , 0.279685 , 0.257785 
 756 , 0.413795 , 0.30171 , 0.359843 , 0.301045 , 0.405825 , 0.254241 , 0.249781 , 0.237244 , 0.207873 , 0.206923 , 0.277136 , 0.293383 , 0.241389 , 0.266986 , 0.225814 , 0.317264 , 0.407519 , 0.368699 , 0.301388 , 0.41827 , 0.240567 , 0.263283 , 0.2671 , 0.192127 , 0.246407 , 0.285742 , 0.251589 , 0.241018 , 0.256814 , 0.243291 , 0.304498 , 0.350022 , 0.224313 , 0.203685 , 0.241425 , 0.26417 , 0.302124 , 0.223913 , 0.27948 , 0.257615 
 757 , 0.413691 , 0.302036 , 0.360047 , 0.301168 , 0.406066 , 0.254073 , 0.249619 , 0.237117 , 0.207667 , 0.206756 , 0.277147 , 0.29317 , 0.241155 , 0.266747 , 0.225627 , 0.317987 , 0.408017 , 0.369285 , 0.301914 , 0.418934 , 0.240459 , 0.263333 , 0.266876 , 0.192052 , 0.24619 , 0.285625 , 0.251455 , 0.24071 , 0.256605 , 0.243214 , 0.304116 , 0.349439 , 0.224522 , 0.20342 , 0.241191 , 0.264107 , 0.301763 , 0.223661 , 0.27927 , 0.257444 
 758 , 0.413119 , 0.302193 , 0.360129 , 0.301127 , 0.406004 , 0.253834 , 0.249482 , 0.237013 , 0.207479 , 0.206578 , 0.277212 , 0.292981 , 0.240907 , 0.266482 , 0.225439 , 0.318499 , 0.408216 , 0.369599 , 0.302265 , 0.419089 , 0.240449 , 0.263426 , 0.266554 , 0.192097 , 0.245925 , 0.285465 , 0.251329 , 0.240356 , 0.256425 , 0.243104 , 0.303589 , 0.348541 , 0.224816 , 0.203213 , 0.240971 , 0.264013 , 0.301205 , 0.223477 , 0.279037 , 0.257284 
 759 , 0.412302 , 0.302229 , 0.360143 , 0.300975 , 0.405668 , 0.253383 , 0.249155 , 0.236751 , 0.207188 , 0.206266 , 0.277154 , 0.292663 , 0.24054 , 0.266046 , 0.225096 , 0.318947 , 0.408326 , 0.369831 , 0.30256 , 0.419131 , 0.240374 , 0.263446 , 0.266183 , 0.192133 , 0.245596 , 0.285229 , 0.25115 , 0.239934 , 0.256171 , 0.242866 , 0.302877 , 0.347422 , 0.225045 , 0.202902 , 0.240619 , 0.263821 , 0.300485 , 0.22318 , 0.278667 , 0.256999 
 760 , 0.411429 , 0.302289 , 0.360185 , 0.300831 , 0.405329 , 0.252894 , 0.248817 , 0.236472 , 0.206886 , 0.205943 , 0.277112 , 0.292337 , 0.240157 , 0.265594 , 0.224751 , 0.319472 , 0.408484 , 0.370114 , 0.302912 , 0.419219 , 0.240309 , 0.263498 , 0.265797 , 0.192184 , 0.245263 , 0.284997 , 0.250986 , 0.23949 , 0.255911 , 0.24263 , 0.302122 , 0.346244 , 0.225309 , 0.202578 , 0.240258 , 0.263621 , 0.299728 , 0.22288 , 0.278288 , 0.256709 
 761 , 0.410287 , 0.301678 , 0.359338 , 0.300069 , 0.404455 , 0.252583 , 0.248592 , 0.236008 , 0.206285 , 0.20533 , 0.276375 , 0.291672 , 0.239521 , 0.264873 , 0.224126 , 0.318921 , 0.407701 , 0.36921 , 0.302247 , 0.418431 , 0.239577 , 0.26294 , 0.265112 , 0.19167 , 0.244503 , 0.284196 , 0.250314 , 0.238797 , 0.255225 , 0.241945 , 0.301045 , 0.345046 , 0.224695 , 0.201845 , 0.239409 , 0.262863 , 0.298677 , 0.222088 , 0.277352 , 0.255865 
 762 , 0.40973 , 0.301321 , 0.358737 , 0.299612 , 0.404039 , 0.252101 , 0.248203 , 0.235596 , 0.205892 , 0.205083 , 0.276036 , 0.291359 , 0.239135 , 0.264322 , 0.223769 , 0.318656 , 0.40743 , 0.368714 , 0.30187 , 0.418229 , 0.239135 , 0.262753 , 0.264885 , 0.191392 , 0.244081 , 0.283747 , 0.249934 , 0.238466 , 0.254866 , 0.241675 , 0.300582 , 0.344652 , 0.224339 , 0.201467 , 0.238994 , 0.262549 , 0.298268 , 0.221715 , 0.276922 , 0.255464 
 763 , 0.409183 , 0.300975 , 0.358154 , 0.299172 , 0.403639 , 0.251637 , 0.247819 , 0.235189 , 0.205511 , 0.204842 , 0.2757 , 0.291057 , 0.238767 , 0.263782 , 0.223425 , 0.318396 , 0.407169 , 0.368235 , 0.301497 , 0.418031 , 0.238704 , 0.262577 , 0.264669 , 0.191119 , 0.24367 , 0.283308 , 0.249559 , 0.23814 , 0.254518 , 0.241416 , 0.300123 , 0.344263 , 0.223988 , 0.201101 , 0.238584 , 0.262246 , 0.297862 , 0.221347 , 0.276489 , 0.255068 
 764 , 0.408569 , 0.300248 , 0.357142 , 0.298388 , 0.402888 , 0.251283 , 0.247516 , 0.234709 , 0.204996 , 0.20442 , 0.274947 , 0.290563 , 0.238247 , 0.263139 , 0.222929 , 0.317605 , 0.406315 , 0.36718 , 0.300629 , 0.417269 , 0.238004 , 0.262001 , 0.2642 , 0.190573 , 0.243027 , 0.282605 , 0.248917 , 0.237644 , 0.253905 , 0.240904 , 0.299436 , 0.343829 , 0.223151 , 0.200528 , 0.237873 , 0.261585 , 0.297257 , 0.220688 , 0.275703 , 0.254398 
 765 , 0.408735 , 0.299677 , 0.356431 , 0.297863 , 0.40241 , 0.25122 , 0.24751 , 0.234394 , 0.204761 , 0.204193 , 0.274261 , 0.290464 , 0.23805 , 0.262843 , 0.222641 , 0.31692 , 0.405648 , 0.366254 , 0.299841 , 0.416826 , 0.237598 , 0.261597 , 0.264109 , 0.190181 , 0.242718 , 0.282283 , 0.248571 , 0.237523 , 0.253588 , 0.240589 , 0.299102 , 0.344062 , 0.222196 , 0.200154 , 0.237331 , 0.261056 , 0.297035 , 0.220156 , 0.275075 , 0.253951 
 766 , 0.409211 , 0.299404 , 0.356076 , 0.297625 , 0.402237 , 0.251205 , 0.247578 , 0.234203 , 0.204711 , 0.204145 , 0.273846 , 0.290596 , 0.238055 , 0.26274 , 0.222518 , 0.316556 , 0.405379 , 0.365709 , 0.299377 , 0.416798 , 0.237448 , 0.261465 , 0.264288 , 0.190006 , 0.242656 , 0.282258 , 0.248485 , 0.237632 , 0.25353 , 0.240495 , 0.299036 , 0.344548 , 0.221495 , 0.199973 , 0.237018 , 0.26077 , 0.297072 , 0.219839 , 0.274718 , 0.253762 
 767 , 0.409605 , 0.299139 , 0.355741 , 0.297406 , 0.402055 , 0.25118 , 0.247633 , 0.234028 , 0.204656 , 0.204099 , 0.273471 , 0.290719 , 0.238058 , 0.262645 , 0.2224 , 0.316216 , 0.405113 , 0.365201 , 0.298941 , 0.416747 , 0.237317 , 0.261354 , 0.264439 , 0.189848 , 0.242597 , 0.282224 , 0.248394 , 0.237718 , 0.253477 , 0.240402 , 0.298962 , 0.344949 , 0.220857 , 0.199818 , 0.236726 , 0.260504 , 0.297086 , 0.219546 , 0.274388 , 0.253586 
 768 , 0.409631 , 0.298917 , 0.355443 , 0.297232 , 0.401854 , 0.25108 , 0.247694 , 0.233914 , 0.20456 , 0.204071 , 0.273275 , 0.290814 , 0.238034 , 0.262629 , 0.222331 , 0.315933 , 0.404906 , 0.364784 , 0.298632 , 0.416524 , 0.237245 , 0.261304 , 0.26454 , 0.189768 , 0.242541 , 0.282126 , 0.248292 , 0.237742 , 0.253466 , 0.240345 , 0.298843 , 0.345036 , 0.220481 , 0.199768 , 0.236504 , 0.260271 , 0.297028 , 0.21936 , 0.274139 , 0.253438 
 769 , 0.409722 , 0.298744 , 0.355203 , 0.29711 , 0.401733 , 0.251028 , 0.247752 , 0.233829 , 0.204505 , 0.204091 , 0.27315 , 0.290952 , 0.238054 , 0.262645 , 0.222341 , 0.315794 , 0.404873 , 0.364535 , 0.298466 , 0.416368 , 0.237207 , 0.261289 , 0.264666 , 0.189714 , 0.24251 , 0.282075 , 0.24822 , 0.23781 , 0.253496 , 0.240367 , 0.298826 , 0.34522 , 0.220211 , 0.199798 , 0.236379 , 0.260136 , 0.297056 , 0.219255 , 0.273977 , 0.253367 
 770 , 0.409801 , 0.298581 , 0.35498 , 0.296991 , 0.401614 , 0.250973 , 0.247806 , 0.233759 , 0.204447 , 0.204116 , 0.273038 , 0.291078 , 0.238069 , 0.262665 , 0.222351 , 0.31566 , 0.404848 , 0.364304 , 0.298318 , 0.416216 , 0.23717 , 0.261278 , 0.26479 , 0.189663 , 0.242481 , 0.282017 , 0.248158 , 0.23788 , 0.253531 , 0.240384 , 0.298805 , 0.345385 , 0.219949 , 0.199819 , 0.236256 , 0.260006 , 0.297093 , 0.219157 , 0.273823 , 0.253307 
 771 , 0.409827 , 0.298613 , 0.354901 , 0.29702 , 0.401595 , 0.250907 , 0.247782 , 0.233751 , 0.204432 , 0.204254 , 0.273164 , 0.291256 , 0.238162 , 0.262606 , 0.222394 , 0.315755 , 0.405048 , 0.36435 , 0.298422 , 0.416248 , 0.237286 , 0.261519 , 0.264993 , 0.189806 , 0.242565 , 0.282128 , 0.248254 , 0.238059 , 0.25371 , 0.240596 , 0.298846 , 0.345485 , 0.220035 , 0.199919 , 0.236343 , 0.260138 , 0.297184 , 0.219201 , 0.273861 , 0.253382 
 772 , 0.409563 , 0.298489 , 0.354632 , 0.296909 , 0.401489 , 0.25079 , 0.247718 , 0.233677 , 0.204289 , 0.204303 , 0.273213 , 0.291236 , 0.238125 , 0.262429 , 0.222291 , 0.315595 , 0.40491 , 0.364081 , 0.29827 , 0.415981 , 0.237229 , 0.261608 , 0.264961 , 0.189838 , 0.242538 , 0.282108 , 0.248259 , 0.238118 , 0.25378 , 0.240705 , 0.298756 , 0.345381 , 0.220081 , 0.199923 , 0.236346 , 0.260206 , 0.297141 , 0.219171 , 0.273815 , 0.253377 
 773 , 0.409313 , 0.298367 , 0.354378 , 0.296799 , 0.401384 , 0.250683 , 0.247664 , 0.233606 , 0.20415 , 0.204355 , 0.273265 , 0.291219 , 0.238091 , 0.262248 , 0.222192 , 0.315444 , 0.404773 , 0.36382 , 0.298121 , 0.415722 , 0.237181 , 0.261701 , 0.264932 , 0.189873 , 0.242515 , 0.282085 , 0.248259 , 0.238187 , 0.253854 , 0.240803 , 0.298662 , 0.345284 , 0.220124 , 0.199932 , 0.236345 , 0.260276 , 0.297101 , 0.219138 , 0.273765 , 0.253367 
 774 , 0.409125 , 0.298269 , 0.354213 , 0.296706 , 0.40127 , 0.250524 , 0.247605 , 0.233519 , 0.20406 , 0.204418 , 0.273333 , 0.29124 , 0.23807 , 0.262132 , 0.222118 , 0.315377 , 0.404678 , 0.363604 , 0.29798 , 0.4155 , 0.237182 , 0.261815 , 0.26492 , 0.189947 , 0.242531 , 0.282125 , 0.248321 , 0.238263 , 0.253946 , 0.24092 , 0.298586 , 0.345229 , 0.220191 , 0.199957 , 0.236369 , 0.260349 , 0.297064 , 0.219158 , 0.273753 , 0.253409 
