MNAT_00215.spu,MNAT_00214.spu,MNAT_00213.spu,MNAT_00212.spu,MNAT_00211.spu,
Wavelength,MNAT_00220.spu,MNAT_00221.spu,MNAT_00222.spu,MNAT_00223.spu,MNAT_00228.spu,MNAT_00229.spu,MNAT_00230.spu,MNAT_00231.spu,MNAT_00236.spu,MNAT_00237.spu,MNAT_00238.spu,MNAT_00239.spu,MNAT_00244.spu,MNAT_00245.spu,MNAT_00246.spu,MNAT_00247.spu
  (nm),8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 
  time  ,41:41 PM,42:27 PM,42:36 PM,42:46 PM,45:53 PM,46:02 PM,46:12 PM,46:24 PM,07:12 PM,07:23 PM,07:34 PM,07:43 PM,09:28 PM,09:38 PM,09:49 PM,09:57 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,
 362 , 0.011423 , 0.010241 , 0.012087 , 0.013221 , 0.006824 , 0.008758 , 0.019977 , 0.017157 , 0.008698 , 0.007215 , 0.01149 , 0.014089 , 0.016813 , 0.019484 , 0.014305 , 0.011517 
 363 , 0.011016 , 0.009943 , 0.012081 , 0.012772 , 0.006577 , 0.008597 , 0.019865 , 0.01698 , 0.008509 , 0.007206 , 0.011293 , 0.013897 , 0.016809 , 0.019315 , 0.014131 , 0.01141 
 364 , 0.010635 , 0.009664 , 0.012075 , 0.012352 , 0.006347 , 0.008446 , 0.019762 , 0.016814 , 0.008333 , 0.007197 , 0.011109 , 0.013718 , 0.016807 , 0.019157 , 0.013968 , 0.011309 
 365 , 0.010277 , 0.009403 , 0.01207 , 0.011959 , 0.006133 , 0.008305 , 0.019664 , 0.016659 , 0.008169 , 0.007189 , 0.010934 , 0.013549 , 0.016804 , 0.019009 , 0.013815 , 0.011215 
 366 , 0.010558 , 0.009725 , 0.012319 , 0.011927 , 0.006121 , 0.008374 , 0.019598 , 0.016734 , 0.008132 , 0.007278 , 0.011021 , 0.013704 , 0.01692 , 0.019281 , 0.014021 , 0.011324 
 367 , 0.010967 , 0.010162 , 0.012616 , 0.01197 , 0.006151 , 0.008485 , 0.019538 , 0.016854 , 0.008121 , 0.007385 , 0.011158 , 0.013922 , 0.017057 , 0.019637 , 0.014298 , 0.011472 
 368 , 0.011364 , 0.010588 , 0.012907 , 0.012012 , 0.006179 , 0.008594 , 0.01948 , 0.016972 , 0.00811 , 0.007489 , 0.011293 , 0.014136 , 0.01719 , 0.019986 , 0.014568 , 0.011616 
 369 , 0.011508 , 0.01074 , 0.012998 , 0.01213 , 0.006196 , 0.008626 , 0.019443 , 0.017035 , 0.008063 , 0.007475 , 0.011381 , 0.014262 , 0.017236 , 0.020204 , 0.014724 , 0.011729 
 370 , 0.011353 , 0.010567 , 0.012851 , 0.012347 , 0.0062 , 0.008565 , 0.01943 , 0.017036 , 0.00797 , 0.007318 , 0.011417 , 0.014286 , 0.01718 , 0.020268 , 0.014745 , 0.011807 
 371 , 0.011193 , 0.010389 , 0.0127 , 0.012568 , 0.006206 , 0.008505 , 0.019412 , 0.017038 , 0.007876 , 0.00716 , 0.011456 , 0.014309 , 0.017128 , 0.02034 , 0.014767 , 0.011886 
