WSG1_00009.spu,WSG1_00008.spu,WSG1_00007.spu,WSG1_00006.spu,WSG1_00005.spu,
Wavelength,WSG1_00030.spu,WSG1_00031.spu,WSG1_00032.spu,WSG1_00033.spu,WSG1_00034.spu
  (nm),7/30/2018 ,7/30/2018 ,7/30/2018 ,7/30/2018 ,7/30/2018 
  time  ,15:49 PM,16:04 PM,16:15 PM,16:30 PM,16:41 PM
temp C,SW,SW,SW,SW,SW
,,,,,
 814 , 0.240394 , 0.227875 , 0.221392 , 0.1923 , 0.188758 
 815 , 0.24085 , 0.228366 , 0.221762 , 0.192631 , 0.189069 
 816 , 0.241307 , 0.228855 , 0.222136 , 0.192968 , 0.18938 
 817 , 0.241798 , 0.229434 , 0.222573 , 0.19336 , 0.189747 
 818 , 0.242334 , 0.230136 , 0.223082 , 0.193819 , 0.190182 
 819 , 0.242892 , 0.230832 , 0.223579 , 0.194281 , 0.19061 
 820 , 0.243452 , 0.231549 , 0.224089 , 0.194752 , 0.191046 
 821 , 0.244043 , 0.232215 , 0.224712 , 0.195239 , 0.19156 
 822 , 0.244563 , 0.232843 , 0.225301 , 0.195697 , 0.192059 
 823 , 0.245082 , 0.233469 , 0.225889 , 0.196163 , 0.192558 
 824 , 0.245606 , 0.234115 , 0.22645 , 0.196633 , 0.193009 
 825 , 0.24617 , 0.234727 , 0.22697 , 0.197068 , 0.193398 
 826 , 0.246749 , 0.235343 , 0.227493 , 0.197492 , 0.193784 
 827 , 0.247316 , 0.235932 , 0.227987 , 0.197892 , 0.19414 
 828 , 0.247822 , 0.236478 , 0.228447 , 0.198275 , 0.194472 
 829 , 0.248266 , 0.237044 , 0.228907 , 0.198655 , 0.194807 
 830 , 0.248719 , 0.237612 , 0.229364 , 0.199044 , 0.195152 
 831 , 0.249298 , 0.23831 , 0.229894 , 0.199493 , 0.19554 
 832 , 0.249911 , 0.23899 , 0.230421 , 0.199962 , 0.195921 
 833 , 0.250523 , 0.239669 , 0.230948 , 0.200423 , 0.196293 
 834 , 0.251128 , 0.240397 , 0.231547 , 0.200973 , 0.196747 
 835 , 0.251765 , 0.241139 , 0.232161 , 0.20151 , 0.197192 
 836 , 0.252399 , 0.241871 , 0.232773 , 0.202033 , 0.197631 
 837 , 0.252978 , 0.242539 , 0.233324 , 0.202505 , 0.198028 
 838 , 0.253461 , 0.243106 , 0.233785 , 0.202919 , 0.198368 
 839 , 0.253915 , 0.243666 , 0.234243 , 0.20333 , 0.198713 
 840 , 0.254372 , 0.244221 , 0.234699 , 0.20373 , 0.199051 
 841 , 0.25487 , 0.244769 , 0.235155 , 0.204129 , 0.199385 
 842 , 0.255388 , 0.245354 , 0.235642 , 0.204538 , 0.199728 
 843 , 0.255923 , 0.245941 , 0.236123 , 0.204958 , 0.200077 
 844 , 0.256398 , 0.246509 , 0.236534 , 0.205295 , 0.200425 
 845 , 0.256876 , 0.247041 , 0.236957 , 0.205627 , 0.200799 
 846 , 0.257364 , 0.247586 , 0.237387 , 0.205974 , 0.20119 
 847 , 0.257793 , 0.248059 , 0.237805 , 0.206298 , 0.20152 
 848 , 0.258179 , 0.248506 , 0.238229 , 0.206597 , 0.201812 
 849 , 0.25858 , 0.24899 , 0.238673 , 0.206908 , 0.202093 
 850 , 0.259012 , 0.249494 , 0.239127 , 0.207231 , 0.202391 
 851 , 0.259503 , 0.250051 , 0.239561 , 0.20759 , 0.202722 
 852 , 0.260021 , 0.250616 , 0.239982 , 0.207981 , 0.20306 
 853 , 0.26055 , 0.251185 , 0.240408 , 0.208387 , 0.203405 
 854 , 0.260984 , 0.25169 , 0.240763 , 0.208775 , 0.20367 
 855 , 0.261323 , 0.252187 , 0.241123 , 0.209121 , 0.203909 
 856 , 0.261669 , 0.252683 , 0.241484 , 0.209467 , 0.204157 
 857 , 0.261991 , 0.253179 , 0.24182 , 0.209766 , 0.204376 
 858 , 0.262342 , 0.253652 , 0.242143 , 0.210041 , 0.204586 
 859 , 0.262719 , 0.254115 , 0.242468 , 0.210321 , 0.204797 
 860 , 0.263096 , 0.254555 , 0.242783 , 0.210593 , 0.205011 
 861 , 0.26343 , 0.254931 , 0.243092 , 0.210808 , 0.205218 
 862 , 0.263756 , 0.255348 , 0.243416 , 0.21103 , 0.205425 
 863 , 0.264089 , 0.255772 , 0.24374 , 0.211253 , 0.20564 
 864 , 0.264457 , 0.256173 , 0.244015 , 0.211545 , 0.205842 
 865 , 0.264832 , 0.256554 , 0.244277 , 0.211848 , 0.20604 
 866 , 0.265214 , 0.25695 , 0.244545 , 0.212156 , 0.206235 
 867 , 0.265571 , 0.257422 , 0.244828 , 0.21242 , 0.206462 
 868 , 0.265914 , 0.257934 , 0.245157 , 0.212649 , 0.206725 
 869 , 0.266258 , 0.258458 , 0.245497 , 0.212872 , 0.207009 
 870 , 0.266579 , 0.258945 , 0.2458 , 0.213089 , 0.20728 
 871 , 0.266853 , 0.259346 , 0.246006 , 0.213311 , 0.207532 
 872 , 0.267161 , 0.259733 , 0.246217 , 0.213556 , 0.20779 
 873 , 0.267466 , 0.26014 , 0.24643 , 0.213801 , 0.20804 
 874 , 0.267731 , 0.260502 , 0.246619 , 0.214002 , 0.208226 
 875 , 0.268009 , 0.260868 , 0.246817 , 0.214233 , 0.208402 
 876 , 0.26829 , 0.261245 , 0.247025 , 0.214465 , 0.20857 
 877 , 0.268635 , 0.261633 , 0.247289 , 0.214752 , 0.208732 
 878 , 0.269031 , 0.262071 , 0.247593 , 0.215044 , 0.208912 
 879 , 0.269438 , 0.262527 , 0.247913 , 0.215335 , 0.209106 
 880 , 0.269808 , 0.262984 , 0.248187 , 0.215609 , 0.20929 
 881 , 0.270093 , 0.263414 , 0.248408 , 0.215826 , 0.209436 
 882 , 0.270372 , 0.263858 , 0.248642 , 0.216019 , 0.209575 
 883 , 0.270662 , 0.264312 , 0.248888 , 0.216215 , 0.209731 
 884 , 0.270996 , 0.264831 , 0.249192 , 0.216404 , 0.209973 
 885 , 0.271353 , 0.2654 , 0.249539 , 0.216697 , 0.210243 
 886 , 0.271722 , 0.265998 , 0.249906 , 0.216992 , 0.210522 
 887 , 0.271896 , 0.266337 , 0.250062 , 0.217158 , 0.210636 
 888 , 0.272106 , 0.266646 , 0.25016 , 0.217293 , 0.210771 
 889 , 0.27235 , 0.266977 , 0.250264 , 0.21744 , 0.210925 
 890 , 0.27251 , 0.267213 , 0.250255 , 0.217503 , 0.211019 
 891 , 0.2726 , 0.267388 , 0.250199 , 0.217534 , 0.211065 
 892 , 0.272703 , 0.267608 , 0.250196 , 0.217596 , 0.211129 
 893 , 0.272791 , 0.267815 , 0.250161 , 0.217651 , 0.211171 
 894 , 0.272793 , 0.267925 , 0.250025 , 0.217658 , 0.211109 
 895 , 0.272805 , 0.26803 , 0.249844 , 0.217642 , 0.211013 
 896 , 0.27281 , 0.268152 , 0.249644 , 0.217625 , 0.210906 
 897 , 0.272991 , 0.268488 , 0.249693 , 0.217582 , 0.210896 
 898 , 0.273059 , 0.268721 , 0.249716 , 0.217442 , 0.210848 
 899 , 0.273115 , 0.268963 , 0.249722 , 0.217293 , 0.210791 
 900 , 0.273205 , 0.26929 , 0.249811 , 0.21728 , 0.210846 
 901 , 0.273412 , 0.2698 , 0.250001 , 0.217444 , 0.211013 
 902 , 0.27369 , 0.270412 , 0.250231 , 0.217646 , 0.211217 
 903 , 0.273931 , 0.270947 , 0.250427 , 0.217845 , 0.211385 
 904 , 0.274072 , 0.271247 , 0.25053 , 0.217978 , 0.211446 
 905 , 0.274192 , 0.271486 , 0.250585 , 0.218091 , 0.211473 
 906 , 0.274309 , 0.271739 , 0.250645 , 0.2182 , 0.211513 
 907 , 0.274317 , 0.271799 , 0.250617 , 0.218319 , 0.211637 
 908 , 0.274342 , 0.271861 , 0.250578 , 0.218475 , 0.211789 
 909 , 0.27437 , 0.27192 , 0.250535 , 0.218642 , 0.211951 
 910 , 0.27453 , 0.272131 , 0.250613 , 0.21885 , 0.212049 
 911 , 0.274719 , 0.272405 , 0.250754 , 0.219033 , 0.212098 
 912 , 0.274904 , 0.272676 , 0.250904 , 0.219202 , 0.212148 
 913 , 0.275205 , 0.273072 , 0.251073 , 0.219413 , 0.212232 
 914 , 0.27568 , 0.273645 , 0.251267 , 0.219681 , 0.212368 
 915 , 0.276121 , 0.274155 , 0.251466 , 0.219957 , 0.212485 
 916 , 0.276565 , 0.274669 , 0.25169 , 0.220243 , 0.212635 
 917 , 0.27707 , 0.27526 , 0.252274 , 0.220667 , 0.21312 
 918 , 0.277646 , 0.275978 , 0.252768 , 0.221149 , 0.2136 
 919 , 0.278233 , 0.276692 , 0.253259 , 0.221643 , 0.214085 
 920 , 0.278392 , 0.276855 , 0.253146 , 0.221658 , 0.213998 
 921 , 0.278484 , 0.276916 , 0.253043 , 0.221538 , 0.213835 
 922 , 0.278599 , 0.277007 , 0.25299 , 0.221424 , 0.213692 
 923 , 0.27837 , 0.276787 , 0.252637 , 0.221073 , 0.21327 
 924 , 0.277789 , 0.276234 , 0.251907 , 0.220471 , 0.212523 
 925 , 0.277267 , 0.275689 , 0.251095 , 0.21986 , 0.211698 
 926 , 0.276684 , 0.275011 , 0.250144 , 0.219149 , 0.210783 
 927 , 0.276017 , 0.273924 , 0.248833 , 0.218159 , 0.209736 
 928 , 0.275002 , 0.272508 , 0.247251 , 0.216938 , 0.208485 
 929 , 0.273775 , 0.270796 , 0.245322 , 0.215467 , 0.206975 
 930 , 0.272359 , 0.26929 , 0.243492 , 0.213846 , 0.205593 
 931 , 0.270716 , 0.267672 , 0.241386 , 0.212003 , 0.204069 
 932 , 0.268727 , 0.2657 , 0.238806 , 0.209763 , 0.202216 
 933 , 0.267049 , 0.264124 , 0.236865 , 0.207926 , 0.200693 
 934 , 0.265729 , 0.262894 , 0.235574 , 0.206561 , 0.199529 
 935 , 0.264185 , 0.261383 , 0.234047 , 0.204981 , 0.198188 
 936 , 0.263058 , 0.260277 , 0.232756 , 0.203704 , 0.197121 
 937 , 0.263426 , 0.260621 , 0.23252 , 0.203631 , 0.197129 
 938 , 0.263762 , 0.260861 , 0.232162 , 0.203488 , 0.197072 
 939 , 0.264115 , 0.261109 , 0.231796 , 0.203331 , 0.197025 
 940 , 0.263835 , 0.26091 , 0.231244 , 0.203464 , 0.196839 
 941 , 0.263454 , 0.260538 , 0.230407 , 0.203201 , 0.196404 
 942 , 0.263057 , 0.260139 , 0.229524 , 0.202885 , 0.195942 
 943 , 0.262731 , 0.25937 , 0.228894 , 0.202555 , 0.195386 
 944 , 0.2622 , 0.258695 , 0.228576 , 0.20233 , 0.194848 
 945 , 0.261484 , 0.258191 , 0.22839 , 0.202187 , 0.194342 
 946 , 0.261045 , 0.257804 , 0.228138 , 0.202026 , 0.193863 
 947 , 0.261223 , 0.25749 , 0.227703 , 0.201896 , 0.193464 
 948 , 0.261799 , 0.256887 , 0.22706 , 0.20189 , 0.193145 
 949 , 0.262369 , 0.256338 , 0.22645 , 0.201935 , 0.192889 
 950 , 0.262888 , 0.256406 , 0.226202 , 0.202655 , 0.193301 
 951 , 0.263184 , 0.256354 , 0.226059 , 0.203026 , 0.193485 
 952 , 0.263474 , 0.25631 , 0.225915 , 0.203389 , 0.193669 
 953 , 0.26476 , 0.257124 , 0.226835 , 0.204349 , 0.19471 
 954 , 0.266125 , 0.258151 , 0.227773 , 0.205497 , 0.195905 
 955 , 0.267373 , 0.25914 , 0.228575 , 0.206649 , 0.197029 
 956 , 0.268472 , 0.259824 , 0.229266 , 0.207657 , 0.197874 
 957 , 0.269487 , 0.2604 , 0.229954 , 0.208633 , 0.198495 
 958 , 0.270562 , 0.261264 , 0.230822 , 0.209732 , 0.199199 
 959 , 0.271582 , 0.262154 , 0.231684 , 0.210746 , 0.199893 
 960 , 0.272486 , 0.263234 , 0.232639 , 0.211524 , 0.200652 
 961 , 0.273261 , 0.263648 , 0.233374 , 0.212012 , 0.201272 
 962 , 0.273985 , 0.264034 , 0.234063 , 0.212472 , 0.20185 
 963 , 0.274941 , 0.264752 , 0.235059 , 0.213584 , 0.202756 
 964 , 0.275713 , 0.26552 , 0.235943 , 0.214634 , 0.203463 
 965 , 0.27638 , 0.266265 , 0.23675 , 0.215596 , 0.204083 
 966 , 0.277234 , 0.267055 , 0.2374 , 0.216509 , 0.204574 
 967 , 0.278242 , 0.267882 , 0.237935 , 0.217374 , 0.205121 
 968 , 0.279269 , 0.268675 , 0.238443 , 0.218198 , 0.205782 
 969 , 0.280004 , 0.269297 , 0.238831 , 0.218806 , 0.206413 
 970 , 0.280124 , 0.269588 , 0.238993 , 0.219009 , 0.206978 
 971 , 0.280207 , 0.270064 , 0.239319 , 0.219334 , 0.207477 
 972 , 0.280293 , 0.270534 , 0.239644 , 0.219657 , 0.207959 
 973 , 0.28041 , 0.270787 , 0.239738 , 0.219994 , 0.208141 
 974 , 0.280699 , 0.27088 , 0.239772 , 0.220224 , 0.208321 
 975 , 0.281008 , 0.270943 , 0.239786 , 0.220442 , 0.208505 
 976 , 0.281659 , 0.271408 , 0.240208 , 0.22075 , 0.208967 
 977 , 0.282347 , 0.272056 , 0.240789 , 0.221198 , 0.20958 
 978 , 0.282967 , 0.272722 , 0.241368 , 0.221722 , 0.210217 
 979 , 0.283586 , 0.273359 , 0.242103 , 0.222371 , 0.210775 
 980 , 0.284201 , 0.273939 , 0.24303 , 0.223151 , 0.211161 
 981 , 0.284835 , 0.274467 , 0.243944 , 0.223773 , 0.211421 
 982 , 0.28541 , 0.274957 , 0.24479 , 0.224311 , 0.21162 
 983 , 0.28559 , 0.275208 , 0.245279 , 0.224224 , 0.211422 
 984 , 0.285807 , 0.275508 , 0.245772 , 0.224209 , 0.211358 
 985 , 0.286021 , 0.275799 , 0.246266 , 0.224199 , 0.211285 
 986 , 0.286309 , 0.276212 , 0.246388 , 0.224188 , 0.211295 
 987 , 0.28658 , 0.276595 , 0.246345 , 0.224167 , 0.211295 
 988 , 0.286838 , 0.276949 , 0.246242 , 0.224127 , 0.211272 
 989 , 0.286891 , 0.277207 , 0.246081 , 0.224064 , 0.21119 
 990 , 0.286799 , 0.277481 , 0.245964 , 0.224001 , 0.211072 
 991 , 0.286749 , 0.277919 , 0.246027 , 0.223977 , 0.211006 
 992 , 0.28668 , 0.278337 , 0.246153 , 0.223994 , 0.210978 
 993 , 0.286589 , 0.278637 , 0.246457 , 0.22415 , 0.211075 
 994 , 0.28661 , 0.278942 , 0.246764 , 0.22441 , 0.211126 
 995 , 0.286638 , 0.279255 , 0.247079 , 0.224686 , 0.211184 
 996 , 0.286856 , 0.279484 , 0.247492 , 0.22488 , 0.2112 
 997 , 0.287126 , 0.279734 , 0.247937 , 0.225119 , 0.211286 
 998 , 0.287421 , 0.279982 , 0.248407 , 0.225376 , 0.211385 
 999 , 0.287585 , 0.280298 , 0.248685 , 0.225539 , 0.211144 
 1000 , 0.28763 , 0.28065 , 0.248783 , 0.225605 , 0.210798 
 1001 , 0.287612 , 0.281007 , 0.248805 , 0.225632 , 0.210544 
 1002 , 0.287611 , 0.281384 , 0.248778 , 0.225553 , 0.210327 
 1003 , 0.287706 , 0.281792 , 0.248733 , 0.225323 , 0.210142 
 1004 , 0.287969 , 0.282277 , 0.249057 , 0.225172 , 0.209737 
 1005 , 0.28822 , 0.282765 , 0.249372 , 0.224998 , 0.209318 
 1006 , 0.288117 , 0.282951 , 0.24946 , 0.224576 , 0.208949 
 1007 , 0.287782 , 0.28301 , 0.249229 , 0.224037 , 0.208584 
 1008 , 0.287392 , 0.283055 , 0.24894 , 0.223449 , 0.208213 
 1009 , 0.287076 , 0.282853 , 0.248645 , 0.222964 , 0.207743 
 1010 , 0.286858 , 0.282613 , 0.248366 , 0.222552 , 0.207277 
 1011 , 0.286684 , 0.282379 , 0.248099 , 0.222169 , 0.20683 
 1012 , 0.286435 , 0.282036 , 0.247511 , 0.221726 , 0.206281 
 1013 , 0.286143 , 0.281594 , 0.246595 , 0.221252 , 0.205582 
 1014 , 0.285986 , 0.281224 , 0.245666 , 0.220827 , 0.204745 
 1015 , 0.285932 , 0.280974 , 0.244861 , 0.220414 , 0.203963 
 1016 , 0.286326 , 0.28124 , 0.244671 , 0.22014 , 0.203487 
 1017 , 0.286602 , 0.281457 , 0.244628 , 0.219679 , 0.203234 
 1018 , 0.28688 , 0.281683 , 0.244582 , 0.219184 , 0.202963 
 1019 , 0.28656 , 0.281307 , 0.244909 , 0.218569 , 0.202851 
 1020 , 0.286026 , 0.280829 , 0.2451 , 0.217893 , 0.202602 
 1021 , 0.285388 , 0.280312 , 0.245228 , 0.217171 , 0.202276 
 1022 , 0.28465 , 0.279875 , 0.244849 , 0.216559 , 0.202135 
 1023 , 0.28397 , 0.279507 , 0.244268 , 0.216059 , 0.20226 
 1024 , 0.283455 , 0.27915 , 0.243832 , 0.215598 , 0.202616 
 1025 , 0.282723 , 0.278503 , 0.243226 , 0.215065 , 0.202571 
 1026 , 0.281576 , 0.277256 , 0.242283 , 0.21442 , 0.201619 
 1027 , 0.280189 , 0.275474 , 0.241126 , 0.213746 , 0.200081 
 1028 , 0.278745 , 0.273631 , 0.239919 , 0.212972 , 0.198419 
 1029 , 0.277558 , 0.272351 , 0.239138 , 0.211362 , 0.196214 
 1030 , 0.276408 , 0.271981 , 0.238231 , 0.209445 , 0.194086 
 1031 , 0.275217 , 0.271839 , 0.237249 , 0.207356 , 0.191857 
 1032 , 0.274694 , 0.27225 , 0.235854 , 0.205864 , 0.19035 
 1033 , 0.274457 , 0.272334 , 0.234342 , 0.204714 , 0.189079 
 1034 , 0.274294 , 0.271898 , 0.232811 , 0.203676 , 0.187769 
 1035 , 0.273409 , 0.270595 , 0.230825 , 0.201854 , 0.185919 
 1036 , 0.271656 , 0.268379 , 0.228378 , 0.199106 , 0.183432 
 1037 , 0.269547 , 0.266302 , 0.225915 , 0.196064 , 0.180757 
 1038 , 0.267254 , 0.264268 , 0.2236 , 0.193197 , 0.178056 
 1039 , 0.264695 , 0.2629 , 0.22252 , 0.191741 , 0.175833 
 1040 , 0.261872 , 0.261216 , 0.220818 , 0.189919 , 0.173398 
 1041 , 0.258848 , 0.259392 , 0.218955 , 0.187953 , 0.170788 
 1042 , 0.257443 , 0.258436 , 0.217339 , 0.186728 , 0.169481 
 1043 , 0.25609 , 0.257872 , 0.216034 , 0.185828 , 0.168207 
 1044 , 0.254619 , 0.257482 , 0.214861 , 0.185067 , 0.166832 
 1045 , 0.252612 , 0.255888 , 0.212846 , 0.18305 , 0.164782 
 1046 , 0.250252 , 0.253351 , 0.210173 , 0.180123 , 0.162182 
 1047 , 0.247845 , 0.250396 , 0.207209 , 0.17689 , 0.159333 
 1048 , 0.245437 , 0.247273 , 0.204163 , 0.17405 , 0.156461 
 1049 , 0.243226 , 0.244038 , 0.201188 , 0.172265 , 0.153753 
 1050 , 0.241182 , 0.240529 , 0.197953 , 0.170332 , 0.150961 
 1051 , 0.238875 , 0.236788 , 0.194477 , 0.168126 , 0.147875 
 1052 , 0.234487 , 0.233054 , 0.190533 , 0.163864 , 0.143012 
 1053 , 0.229541 , 0.229245 , 0.185982 , 0.159016 , 0.137909 
 1054 , 0.22414 , 0.225219 , 0.181005 , 0.153721 , 0.132468 
 1055 , 0.220245 , 0.221676 , 0.177434 , 0.149079 , 0.127894 
 1056 , 0.216619 , 0.217997 , 0.174428 , 0.14477 , 0.123355 
 1057 , 0.212685 , 0.213869 , 0.171531 , 0.140534 , 0.118429 
 1058 , 0.2095 , 0.210214 , 0.16805 , 0.137143 , 0.114909 
 1059 , 0.207303 , 0.207194 , 0.163952 , 0.134637 , 0.113052 
 1060 , 0.205419 , 0.204017 , 0.159586 , 0.131114 , 0.111005 
 1061 , 0.202714 , 0.20032 , 0.155063 , 0.126997 , 0.108256 
 1062 , 0.197258 , 0.195297 , 0.150911 , 0.121199 , 0.103138 
 1063 , 0.190328 , 0.189656 , 0.146108 , 0.115117 , 0.097829 
 1064 , 0.182753 , 0.183542 , 0.140859 , 0.108588 , 0.092103 
 1065 , 0.175089 , 0.176986 , 0.133573 , 0.100306 , 0.08567 
 1066 , 0.167516 , 0.169981 , 0.125506 , 0.091425 , 0.078339 
 1067 , 0.159777 , 0.162467 , 0.116778 , 0.081931 , 0.070237 
 1068 , 0.152587 , 0.155083 , 0.106993 , 0.073161 , 0.062755 
 1069 , 0.145514 , 0.147679 , 0.096435 , 0.064747 , 0.055691 
 1070 , 0.13781 , 0.13992 , 0.085343 , 0.055926 , 0.048545 
 1071 , 0.129898 , 0.131951 , 0.075519 , 0.046712 , 0.041062 
 1072 , 0.122081 , 0.124073 , 0.068819 , 0.037351 , 0.033469 
 1073 , 0.113135 , 0.115045 , 0.061429 , 0.027107 , 0.025133 
 1074 , 0.103859 , 0.105606 , 0.053672 , 0.016843 , 0.016699 
 1075 , 0.096593 , 0.097456 , 0.046909 , 0.013962 , 0.013873 
 1076 , 0.089306 , 0.08935 , 0.039862 , 0.010867 , 0.010814 
 1077 , 0.081741 , 0.080916 , 0.03243 , 0.007602 , 0.007575 
 1078 , 0.072942 , 0.069975 , 0.023965 , 0.00534 , 0.00534 
 1079 , 0.063412 , 0.057595 , 0.014757 , 0.003273 , 0.003273 
 1080 , 0.053291 , 0.044212 , 0.004926 , 0.001094 , 0.001094 
 1081 , 0.045545 , 0.034236 , 0 , 0 , 0 
 1082 , 0.040223 , 0.027719 , 0 , 0 , 0 
 1083 , 0.03436 , 0.020974 , 0 , 0 , 0 
 1084 , 0.028279 , 0.014812 , 0 , 0 , 0 
 1085 , 0.022276 , 0.011732 , 0 , 0 , 0 
 1086 , 0.016052 , 0.008387 , 0 , 0 , 0 
 1087 , 0.009423 , 0.004832 , 0 , 0 , 0 
 1088 , 0.006699 , 0.003417 , 0 , 0 , 0 
 1089 , 0.003942 , 0.002012 , 0 , 0 , 0 
 1090 , 0.000984 , 0.000501 , 0 , 0 , 0 
 1091 , 0 , 0 , 0 , 0 , 0 
 1092 , 0 , 0 , 0 , 0 , 0 
 1093 , 0 , 0 , 0 , 0 , 0 
 1094 , 0 , 0 , 0 , 0 , 0 
 1095 , 0 , 0 , 0 , 0 , 0 
 1096 , 0 , 0 , 0 , 0 , 0 
 1097 , 0 , 0 , 0 , 0 , 0 
 1098 , 0 , 0 , 0 , 0 , 0 
 1099 , 0 , 0 , 0 , 0 , 0 
 1100 , 0 , 0 , 0 , 0 , 0 
 1101 , 0 , 0 , 0 , 0 , 0 
 1102 , 0 , 0 , 0 , 0 , 0 
 1103 , 0 , 0 , 0 , 0 , 0 
 1104 , 0 , 0 , 0 , 0 , 0 
 1105 , 0 , 0 , 0 , 0 , 0 
 1106 , 0 , 0 , 0 , 0 , 0 
 1107 , 0 , 0 , 0 , 0 , 0 
 1108 , 0 , 0 , 0 , 0 , 0 
 1109 , 0 , 0 , 0 , 0 , 0 
 1110 , 0 , 0 , 0 , 0 , 0 
 1111 , 0 , 0 , 0 , 0 , 0 
 1112 , 0 , 0 , 0 , 0 , 0 
 1113 , 0 , 0 , 0 , 0 , 0 
 1114 , 0 , 0 , 0 , 0 , 0 
 1115 , 0 , 0 , 0 , 0 , 0 
 1116 , 0 , 0 , 0 , 0 , 0 
 1117 , 0 , 0 , 0 , 0 , 0 
 1118 , 0 , 0 , 0 , 0 , 0 
 1119 , 0 , 0 , 0 , 0 , 0 
 1120 , 0 , 0 , 0 , 0 , 0 
 1121 , 0 , 0 , 0 , 0 , 0 
 1122 , 0 , 0 , 0 , 0 , 0 
 1123 , 0 , 0 , 0 , 0 , 0 
 1124 , 0.882183 , 0.886677 , 0.89737 , 0.897637 , 0.892527 
 1125 , 1.006198 , 1.011814 , 1.022008 , 1.023659 , 1.017694 
 1126 , 1.05236 , 1.059295 , 1.069401 , 1.070442 , 1.064076 
 1127 , 1.062943 , 1.070548 , 1.080606 , 1.08105 , 1.074514 
 1128 , 1.063423 , 1.070831 , 1.081662 , 1.081499 , 1.074942 
 1129 , 1.065818 , 1.06977 , 1.085478 , 1.084356 , 1.078161 
 1130 , 1.308872 , 0.909091 , 1.336254 , 1.336254 , 1.325301 
