  time  ,:43:31 A,:43:16 A,:43:02 A,:42:45 A,:42:31 A,:41:06 A,:40:54 A,:40:39 A,:40:24 A,:40:08 A,:39:34 A,:39:21 A,:39:07 A,:38:54 A,:38:42 A,:38:13 A,:37:54 A,:37:34 A,:37:23 A,:37:12 A,:36:37 A,:36:24 A,:36:09 A,:35:51 A,:35:32 A,:35:01 A,:34:50 A,:34:31 A,:34:16 A,:33:59 A,:33:23 A,:33:13 A,:32:57 A,:32:42 A,:32:25 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 969 , 0.423061 , 0.482047 , 0.411516 , 0.434131 , 0.394888 , 0.386898 , 0.469952 , 0.451673 , 0.369566 , 0.441659 , 0.441505 , 0.398927 , 0.404858 , 0.463602 , 0.357603 , 0.371128 , 0.419209 , 0.465781 , 0.441483 , 0.44288 , 0.490102 , 0.431556 , 0.416656 , 0.463206 , 0.415357 , 0.457627 , 0.412078 , 0.404231 , 0.450716 , 0.35088 , 0.436762 , 0.413937 , 0.417591 , 0.38681 , 0.428563 
 970 , 0.423233 , 0.482387 , 0.411623 , 0.434999 , 0.395066 , 0.386921 , 0.470119 , 0.45179 , 0.37013 , 0.442453 , 0.441963 , 0.39881 , 0.405038 , 0.464158 , 0.357606 , 0.371266 , 0.420058 , 0.466498 , 0.442074 , 0.443378 , 0.490364 , 0.431768 , 0.417094 , 0.463367 , 0.415222 , 0.458052 , 0.412414 , 0.403835 , 0.451278 , 0.351077 , 0.437339 , 0.414241 , 0.417707 , 0.386698 , 0.429083 
 971 , 0.423344 , 0.482257 , 0.411568 , 0.435721 , 0.395396 , 0.386758 , 0.470359 , 0.451982 , 0.370452 , 0.442956 , 0.442321 , 0.398679 , 0.405268 , 0.464727 , 0.357586 , 0.371165 , 0.420806 , 0.467209 , 0.442611 , 0.443868 , 0.490571 , 0.432026 , 0.417311 , 0.463335 , 0.415185 , 0.458483 , 0.412659 , 0.403365 , 0.451715 , 0.351375 , 0.437769 , 0.414395 , 0.417679 , 0.38638 , 0.429566 
 972 , 0.423456 , 0.482123 , 0.411514 , 0.436422 , 0.395735 , 0.386595 , 0.470592 , 0.452167 , 0.370771 , 0.443449 , 0.442671 , 0.398548 , 0.405487 , 0.465288 , 0.357573 , 0.371061 , 0.421544 , 0.467912 , 0.443149 , 0.444361 , 0.490785 , 0.432274 , 0.417529 , 0.463309 , 0.41515 , 0.458905 , 0.412892 , 0.402907 , 0.452145 , 0.351668 , 0.438178 , 0.414538 , 0.417652 , 0.386061 , 0.430039 
 973 , 0.423301 , 0.48183 , 0.411287 , 0.43649 , 0.395916 , 0.386453 , 0.470833 , 0.452152 , 0.370635 , 0.443392 , 0.44233 , 0.398254 , 0.405604 , 0.465699 , 0.357446 , 0.371071 , 0.421735 , 0.468171 , 0.443057 , 0.444511 , 0.4906 , 0.432172 , 0.417395 , 0.463014 , 0.415236 , 0.458953 , 0.412853 , 0.403098 , 0.452342 , 0.351461 , 0.437866 , 0.414553 , 0.41735 , 0.385793 , 0.429756 
 974 , 0.422961 , 0.481854 , 0.411131 , 0.436602 , 0.395846 , 0.386364 , 0.470941 , 0.451943 , 0.370542 , 0.443222 , 0.441947 , 0.397803 , 0.405596 , 0.465797 , 0.357281 , 0.371034 , 0.421686 , 0.468179 , 0.442819 , 0.444474 , 0.490374 , 0.431794 , 0.417158 , 0.462577 , 0.415123 , 0.458652 , 0.412629 , 0.403214 , 0.452458 , 0.350986 , 0.437564 , 0.414541 , 0.416979 , 0.385604 , 0.42929 
 975 , 0.422601 , 0.481934 , 0.411 , 0.436714 , 0.395726 , 0.386291 , 0.471026 , 0.451709 , 0.370458 , 0.443045 , 0.441549 , 0.397323 , 0.405574 , 0.465867 , 0.357105 , 0.370994 , 0.421585 , 0.468156 , 0.442565 , 0.444407 , 0.490141 , 0.431366 , 0.416918 , 0.462127 , 0.414986 , 0.458297 , 0.412374 , 0.403318 , 0.452547 , 0.350472 , 0.437273 , 0.41454 , 0.416605 , 0.385431 , 0.428787 
 976 , 0.422572 , 0.482166 , 0.411164 , 0.436968 , 0.395912 , 0.38627 , 0.47108 , 0.451819 , 0.370542 , 0.44301 , 0.4414 , 0.397023 , 0.405787 , 0.465815 , 0.357256 , 0.371097 , 0.421561 , 0.468481 , 0.442566 , 0.44451 , 0.490031 , 0.431236 , 0.416895 , 0.461794 , 0.414896 , 0.457951 , 0.412308 , 0.403388 , 0.452819 , 0.350169 , 0.437423 , 0.414818 , 0.416518 , 0.385671 , 0.428803 
 977 , 0.422959 , 0.482587 , 0.411533 , 0.437384 , 0.396421 , 0.386236 , 0.471162 , 0.452253 , 0.370725 , 0.443263 , 0.441458 , 0.39703 , 0.406496 , 0.465959 , 0.357695 , 0.37139 , 0.421774 , 0.46907 , 0.442864 , 0.444968 , 0.489939 , 0.431406 , 0.417191 , 0.46184 , 0.414954 , 0.457921 , 0.41253 , 0.403529 , 0.453216 , 0.350045 , 0.437761 , 0.415342 , 0.416759 , 0.386181 , 0.429236 
 978 , 0.423526 , 0.483096 , 0.411966 , 0.437874 , 0.397099 , 0.386191 , 0.47127 , 0.452808 , 0.370937 , 0.443704 , 0.441591 , 0.397198 , 0.407475 , 0.466292 , 0.358259 , 0.371777 , 0.422143 , 0.469766 , 0.443305 , 0.44565 , 0.4898 , 0.431723 , 0.417663 , 0.462144 , 0.41513 , 0.458118 , 0.412918 , 0.403747 , 0.453671 , 0.350007 , 0.438084 , 0.415993 , 0.417143 , 0.386767 , 0.429809 
 979 , 0.423973 , 0.483425 , 0.412176 , 0.438431 , 0.397575 , 0.386263 , 0.471351 , 0.453175 , 0.3711 , 0.444048 , 0.441764 , 0.397266 , 0.40828 , 0.466484 , 0.358695 , 0.37217 , 0.42245 , 0.470215 , 0.443717 , 0.446123 , 0.48976 , 0.431842 , 0.41808 , 0.462567 , 0.4152 , 0.458516 , 0.413268 , 0.403987 , 0.454058 , 0.349756 , 0.438354 , 0.416612 , 0.41744 , 0.387201 , 0.430474 
 980 , 0.424186 , 0.483485 , 0.412093 , 0.439083 , 0.397791 , 0.386588 , 0.471448 , 0.453407 , 0.371208 , 0.44426 , 0.442051 , 0.397208 , 0.408564 , 0.466555 , 0.358918 , 0.372605 , 0.422691 , 0.47037 , 0.444107 , 0.446272 , 0.489983 , 0.431728 , 0.418415 , 0.463136 , 0.415183 , 0.459168 , 0.413588 , 0.404288 , 0.454419 , 0.349287 , 0.43861 , 0.417139 , 0.41759 , 0.387446 , 0.431233 
 981 , 0.424307 , 0.483546 , 0.412097 , 0.439775 , 0.398011 , 0.387085 , 0.471687 , 0.453882 , 0.371364 , 0.444393 , 0.442517 , 0.397111 , 0.408125 , 0.466717 , 0.359067 , 0.373163 , 0.422979 , 0.470634 , 0.444503 , 0.446258 , 0.490633 , 0.431755 , 0.418723 , 0.463613 , 0.415245 , 0.459773 , 0.413995 , 0.404659 , 0.454848 , 0.348985 , 0.438974 , 0.417494 , 0.417702 , 0.38771 , 0.431975 
 982 , 0.424467 , 0.483633 , 0.412137 , 0.440455 , 0.398175 , 0.387564 , 0.471949 , 0.454384 , 0.371521 , 0.444529 , 0.442985 , 0.397025 , 0.407735 , 0.466912 , 0.359191 , 0.3737 , 0.423274 , 0.47092 , 0.444879 , 0.44627 , 0.491244 , 0.431815 , 0.419014 , 0.464065 , 0.415334 , 0.46033 , 0.414382 , 0.404986 , 0.45526 , 0.348722 , 0.439349 , 0.417831 , 0.417798 , 0.388002 , 0.432702 
 983 , 0.424918 , 0.483982 , 0.412472 , 0.441046 , 0.397912 , 0.38792 , 0.472424 , 0.454982 , 0.371672 , 0.444749 , 0.443544 , 0.397002 , 0.407553 , 0.467198 , 0.359204 , 0.374181 , 0.423637 , 0.47135 , 0.445099 , 0.446315 , 0.491575 , 0.432106 , 0.419188 , 0.464218 , 0.415562 , 0.460471 , 0.414664 , 0.404913 , 0.455519 , 0.348708 , 0.439742 , 0.417972 , 0.41783 , 0.388402 , 0.433267 
 984 , 0.425282 , 0.484358 , 0.412859 , 0.441507 , 0.397584 , 0.388221 , 0.473028 , 0.455066 , 0.371876 , 0.445069 , 0.443768 , 0.396874 , 0.40791 , 0.467336 , 0.359278 , 0.374454 , 0.423763 , 0.471575 , 0.445123 , 0.44638 , 0.491406 , 0.432209 , 0.419185 , 0.464342 , 0.415612 , 0.460671 , 0.414727 , 0.404894 , 0.455885 , 0.348571 , 0.440239 , 0.41865 , 0.417929 , 0.388811 , 0.433848 
 985 , 0.425635 , 0.48473 , 0.413258 , 0.441967 , 0.397275 , 0.388527 , 0.473628 , 0.455139 , 0.372075 , 0.445388 , 0.443982 , 0.396731 , 0.40829 , 0.467483 , 0.359361 , 0.374723 , 0.423881 , 0.471797 , 0.445148 , 0.446455 , 0.491212 , 0.432314 , 0.419174 , 0.464476 , 0.415666 , 0.46088 , 0.414795 , 0.404869 , 0.456261 , 0.348433 , 0.440746 , 0.419349 , 0.418041 , 0.389235 , 0.434438 
 986 , 0.426386 , 0.485164 , 0.413743 , 0.442471 , 0.397679 , 0.388938 , 0.474149 , 0.455474 , 0.372394 , 0.445836 , 0.444394 , 0.397111 , 0.408891 , 0.467833 , 0.35974 , 0.374972 , 0.424233 , 0.472477 , 0.445716 , 0.446984 , 0.491611 , 0.432658 , 0.419261 , 0.46473 , 0.415874 , 0.461462 , 0.414988 , 0.40523 , 0.457048 , 0.34855 , 0.441356 , 0.420234 , 0.418529 , 0.389855 , 0.435171 
 987 , 0.427314 , 0.485468 , 0.414002 , 0.443052 , 0.398209 , 0.389378 , 0.474484 , 0.455937 , 0.372667 , 0.446112 , 0.44491 , 0.39763 , 0.409401 , 0.468277 , 0.360077 , 0.375236 , 0.424767 , 0.47337 , 0.446385 , 0.447522 , 0.492266 , 0.433139 , 0.419445 , 0.464845 , 0.416122 , 0.461927 , 0.41527 , 0.405488 , 0.457883 , 0.348754 , 0.441871 , 0.420887 , 0.418811 , 0.390515 , 0.435882 
 988 , 0.428304 , 0.4857 , 0.414143 , 0.443675 , 0.398717 , 0.389814 , 0.474735 , 0.456451 , 0.372904 , 0.446294 , 0.445465 , 0.398193 , 0.409866 , 0.468735 , 0.36038 , 0.375501 , 0.425402 , 0.474332 , 0.447079 , 0.448028 , 0.492987 , 0.433649 , 0.419663 , 0.464895 , 0.41639 , 0.462298 , 0.415594 , 0.405655 , 0.458709 , 0.348979 , 0.442344 , 0.421409 , 0.418965 , 0.391167 , 0.436573 
 989 , 0.429214 , 0.486226 , 0.41439 , 0.444518 , 0.399206 , 0.39051 , 0.47516 , 0.457026 , 0.373349 , 0.446758 , 0.445993 , 0.398801 , 0.410501 , 0.4696 , 0.360775 , 0.375959 , 0.426013 , 0.475357 , 0.447839 , 0.448648 , 0.493851 , 0.434293 , 0.420147 , 0.465077 , 0.41687 , 0.462685 , 0.416018 , 0.406055 , 0.459626 , 0.349218 , 0.44288 , 0.421906 , 0.419218 , 0.391865 , 0.437319 
 990 , 0.43003 , 0.487037 , 0.414731 , 0.445373 , 0.399551 , 0.391289 , 0.475699 , 0.457631 , 0.373921 , 0.447584 , 0.446402 , 0.399365 , 0.411327 , 0.470709 , 0.361226 , 0.376547 , 0.426539 , 0.476279 , 0.4487 , 0.449324 , 0.494731 , 0.434922 , 0.420793 , 0.465335 , 0.417532 , 0.46307 , 0.416405 , 0.406632 , 0.460454 , 0.349341 , 0.44336 , 0.42226 , 0.419644 , 0.392503 , 0.438063 
 991 , 0.430827 , 0.487889 , 0.415054 , 0.445944 , 0.399718 , 0.391864 , 0.476223 , 0.458123 , 0.374409 , 0.448555 , 0.446665 , 0.399761 , 0.412225 , 0.471613 , 0.361629 , 0.37702 , 0.426927 , 0.476911 , 0.449581 , 0.449898 , 0.495393 , 0.43536 , 0.421367 , 0.465551 , 0.418167 , 0.463432 , 0.41655 , 0.407189 , 0.460996 , 0.349242 , 0.443639 , 0.422427 , 0.420253 , 0.392989 , 0.438746 
 992 , 0.431654 , 0.488761 , 0.415543 , 0.446542 , 0.400011 , 0.392436 , 0.476842 , 0.45857 , 0.374907 , 0.449467 , 0.447066 , 0.40023 , 0.413066 , 0.472465 , 0.362082 , 0.377603 , 0.427408 , 0.47766 , 0.450428 , 0.450493 , 0.496041 , 0.435823 , 0.421994 , 0.465861 , 0.41884 , 0.46382 , 0.416733 , 0.407717 , 0.461506 , 0.349257 , 0.443999 , 0.422714 , 0.420848 , 0.39343 , 0.439425 
 993 , 0.432526 , 0.489681 , 0.416506 , 0.447157 , 0.400727 , 0.393012 , 0.477677 , 0.458866 , 0.375449 , 0.45009 , 0.447846 , 0.400858 , 0.413672 , 0.473103 , 0.362656 , 0.378502 , 0.428171 , 0.478749 , 0.451107 , 0.451107 , 0.496651 , 0.436313 , 0.422711 , 0.466482 , 0.419625 , 0.464326 , 0.417042 , 0.408179 , 0.461886 , 0.349667 , 0.444618 , 0.423378 , 0.421354 , 0.393778 , 0.440033 
 994 , 0.433181 , 0.490595 , 0.417567 , 0.447901 , 0.401777 , 0.393904 , 0.4783 , 0.459278 , 0.375997 , 0.450248 , 0.448578 , 0.401395 , 0.413941 , 0.473539 , 0.363024 , 0.379349 , 0.42877 , 0.480014 , 0.451482 , 0.45169 , 0.4973 , 0.436654 , 0.423212 , 0.467151 , 0.420362 , 0.464891 , 0.417512 , 0.4087 , 0.462642 , 0.350172 , 0.445313 , 0.424238 , 0.421727 , 0.394199 , 0.440475 
 995 , 0.433857 , 0.491546 , 0.418669 , 0.448663 , 0.402849 , 0.394841 , 0.478952 , 0.459711 , 0.376559 , 0.450406 , 0.449339 , 0.401934 , 0.414234 , 0.473994 , 0.363408 , 0.38022 , 0.429379 , 0.481316 , 0.451877 , 0.452302 , 0.497975 , 0.437016 , 0.423713 , 0.467839 , 0.421131 , 0.465474 , 0.417993 , 0.409233 , 0.463426 , 0.350705 , 0.446037 , 0.425129 , 0.422122 , 0.394634 , 0.440927 
 996 , 0.434152 , 0.491906 , 0.419542 , 0.449395 , 0.403851 , 0.395744 , 0.479456 , 0.460667 , 0.377446 , 0.450912 , 0.449974 , 0.402346 , 0.414643 , 0.474622 , 0.363807 , 0.381057 , 0.430093 , 0.482173 , 0.452374 , 0.452941 , 0.498878 , 0.437644 , 0.423994 , 0.468654 , 0.421517 , 0.46633 , 0.418964 , 0.409874 , 0.464246 , 0.351368 , 0.446864 , 0.425892 , 0.422946 , 0.395471 , 0.441485 
 997 , 0.434124 , 0.491843 , 0.420332 , 0.450118 , 0.404447 , 0.396161 , 0.479959 , 0.461348 , 0.378455 , 0.451579 , 0.450696 , 0.402778 , 0.415142 , 0.47539 , 0.364423 , 0.381791 , 0.430787 , 0.482891 , 0.452811 , 0.453465 , 0.499616 , 0.438365 , 0.424224 , 0.469274 , 0.421662 , 0.466941 , 0.419776 , 0.410476 , 0.464597 , 0.351961 , 0.447817 , 0.426568 , 0.423635 , 0.396128 , 0.441876 
 998 , 0.434017 , 0.491654 , 0.421118 , 0.450867 , 0.404931 , 0.396441 , 0.480464 , 0.461959 , 0.379514 , 0.452293 , 0.451477 , 0.403233 , 0.415664 , 0.476219 , 0.365124 , 0.382508 , 0.431513 , 0.483577 , 0.45324 , 0.45397 , 0.50033 , 0.439133 , 0.424449 , 0.469829 , 0.42176 , 0.4675 , 0.420552 , 0.411082 , 0.464822 , 0.352552 , 0.448821 , 0.427235 , 0.424285 , 0.396746 , 0.442203 
 999 , 0.434187 , 0.491831 , 0.421612 , 0.451375 , 0.405077 , 0.396755 , 0.480899 , 0.462395 , 0.380383 , 0.452941 , 0.452126 , 0.403728 , 0.416151 , 0.477015 , 0.365795 , 0.383157 , 0.432088 , 0.483977 , 0.453714 , 0.45453 , 0.500806 , 0.439974 , 0.424843 , 0.470249 , 0.42196 , 0.467877 , 0.421198 , 0.41193 , 0.46494 , 0.353046 , 0.449547 , 0.427736 , 0.424941 , 0.397266 , 0.442237 
 1000 , 0.434822 , 0.492415 , 0.421962 , 0.451737 , 0.405253 , 0.397307 , 0.481273 , 0.462814 , 0.38099 , 0.45352 , 0.452661 , 0.404264 , 0.416581 , 0.477762 , 0.36627 , 0.383849 , 0.432561 , 0.484121 , 0.454335 , 0.455205 , 0.501253 , 0.440833 , 0.425408 , 0.470565 , 0.422233 , 0.468326 , 0.421842 , 0.412808 , 0.46526 , 0.353552 , 0.449965 , 0.428071 , 0.425658 , 0.397818 , 0.442312 
 1001 , 0.435843 , 0.493237 , 0.422328 , 0.452083 , 0.405675 , 0.39812 , 0.481621 , 0.463351 , 0.381446 , 0.454091 , 0.453147 , 0.404829 , 0.417009 , 0.478506 , 0.366562 , 0.38467 , 0.433032 , 0.484151 , 0.45509 , 0.45598 , 0.501802 , 0.441651 , 0.426062 , 0.470853 , 0.422523 , 0.468953 , 0.422599 , 0.413589 , 0.465881 , 0.3541 , 0.450216 , 0.42832 , 0.426453 , 0.398467 , 0.442628 
 1002 , 0.436957 , 0.494023 , 0.422802 , 0.452554 , 0.406317 , 0.398849 , 0.482035 , 0.463978 , 0.381887 , 0.454733 , 0.453779 , 0.405558 , 0.417524 , 0.479282 , 0.366843 , 0.385496 , 0.433662 , 0.4843 , 0.455968 , 0.456792 , 0.502498 , 0.442442 , 0.426899 , 0.47124 , 0.423084 , 0.469657 , 0.423322 , 0.414218 , 0.466623 , 0.354725 , 0.450571 , 0.428709 , 0.427224 , 0.399033 , 0.443179 
 1003 , 0.438055 , 0.494656 , 0.42338 , 0.453174 , 0.407201 , 0.399322 , 0.48247 , 0.464656 , 0.382277 , 0.455425 , 0.454592 , 0.406551 , 0.418175 , 0.480067 , 0.367158 , 0.386281 , 0.434549 , 0.484667 , 0.456994 , 0.4576 , 0.503335 , 0.443142 , 0.42798 , 0.471778 , 0.424105 , 0.470381 , 0.42391 , 0.414484 , 0.467405 , 0.355373 , 0.451042 , 0.429311 , 0.427882 , 0.399333 , 0.44404 
 1004 , 0.438502 , 0.495101 , 0.423565 , 0.453439 , 0.407492 , 0.399417 , 0.482664 , 0.464902 , 0.38265 , 0.455961 , 0.455117 , 0.407427 , 0.418694 , 0.480716 , 0.367713 , 0.387012 , 0.435363 , 0.484991 , 0.457834 , 0.458267 , 0.503804 , 0.443828 , 0.428772 , 0.47236 , 0.4252 , 0.470682 , 0.424171 , 0.414603 , 0.467565 , 0.355634 , 0.451285 , 0.429811 , 0.428306 , 0.399287 , 0.444553 
 1005 , 0.438903 , 0.495566 , 0.423728 , 0.453732 , 0.407752 , 0.399526 , 0.482869 , 0.46514 , 0.383042 , 0.456513 , 0.455669 , 0.408315 , 0.419193 , 0.481376 , 0.3683 , 0.387728 , 0.436186 , 0.485348 , 0.458711 , 0.45897 , 0.504279 , 0.444553 , 0.42953 , 0.472955 , 0.426272 , 0.470963 , 0.424421 , 0.414712 , 0.46777 , 0.355863 , 0.451556 , 0.430309 , 0.428729 , 0.399223 , 0.445094 
 1006 , 0.438636 , 0.496043 , 0.42369 , 0.454046 , 0.407534 , 0.399737 , 0.483171 , 0.465223 , 0.383485 , 0.456961 , 0.456216 , 0.408873 , 0.419154 , 0.481756 , 0.368928 , 0.387945 , 0.436595 , 0.485871 , 0.459683 , 0.459748 , 0.504445 , 0.445277 , 0.429467 , 0.473441 , 0.426562 , 0.470946 , 0.424424 , 0.414759 , 0.468268 , 0.35558 , 0.452134 , 0.430601 , 0.428722 , 0.398938 , 0.445741 
 1007 , 0.439036 , 0.496649 , 0.424244 , 0.455687 , 0.408079 , 0.400516 , 0.484321 , 0.466254 , 0.384308 , 0.457783 , 0.457351 , 0.409722 , 0.419381 , 0.482613 , 0.369721 , 0.388306 , 0.437361 , 0.487033 , 0.461003 , 0.4607 , 0.505261 , 0.44633 , 0.429549 , 0.474326 , 0.427194 , 0.471581 , 0.424892 , 0.415394 , 0.469755 , 0.356182 , 0.453364 , 0.431289 , 0.429106 , 0.399457 , 0.447108 
 1008 , 0.439552 , 0.497312 , 0.424917 , 0.457605 , 0.408779 , 0.401413 , 0.485663 , 0.46748 , 0.385231 , 0.458708 , 0.458643 , 0.41065 , 0.419671 , 0.483597 , 0.370564 , 0.388692 , 0.438232 , 0.488356 , 0.462418 , 0.461726 , 0.506225 , 0.447469 , 0.429665 , 0.475322 , 0.427913 , 0.472358 , 0.425458 , 0.416145 , 0.471471 , 0.356946 , 0.45476 , 0.432078 , 0.429568 , 0.400125 , 0.448648 
 1009 , 0.440519 , 0.498458 , 0.425658 , 0.459251 , 0.4095 , 0.402015 , 0.487274 , 0.468574 , 0.385824 , 0.459543 , 0.459305 , 0.411327 , 0.419958 , 0.484581 , 0.371299 , 0.389383 , 0.439329 , 0.489621 , 0.463091 , 0.462528 , 0.507143 , 0.447819 , 0.429768 , 0.476567 , 0.428503 , 0.473138 , 0.425982 , 0.416962 , 0.47263 , 0.357693 , 0.45566 , 0.432818 , 0.430082 , 0.400966 , 0.449658 
 1010 , 0.441414 , 0.499625 , 0.426066 , 0.45952 , 0.409756 , 0.40211 , 0.488311 , 0.469135 , 0.386037 , 0.460028 , 0.459314 , 0.411692 , 0.420139 , 0.485196 , 0.371717 , 0.390017 , 0.440149 , 0.490442 , 0.46337 , 0.463056 , 0.507758 , 0.447612 , 0.430058 , 0.477571 , 0.428565 , 0.473375 , 0.426402 , 0.4175 , 0.473083 , 0.357797 , 0.456005 , 0.433302 , 0.430436 , 0.401352 , 0.449872 
 1011 , 0.442176 , 0.500742 , 0.426206 , 0.458784 , 0.409663 , 0.401883 , 0.488884 , 0.469344 , 0.386054 , 0.460288 , 0.458957 , 0.411892 , 0.420244 , 0.48553 , 0.371924 , 0.390577 , 0.440726 , 0.49095 , 0.463534 , 0.463447 , 0.508164 , 0.447153 , 0.43048 , 0.478356 , 0.42824 , 0.473196 , 0.426747 , 0.417842 , 0.473131 , 0.357426 , 0.456025 , 0.433596 , 0.430685 , 0.401353 , 0.449598 
 1012 , 0.442468 , 0.501258 , 0.426147 , 0.457826 , 0.409621 , 0.401775 , 0.488941 , 0.469428 , 0.38593 , 0.460337 , 0.458605 , 0.411764 , 0.420487 , 0.485586 , 0.371979 , 0.390735 , 0.440737 , 0.491019 , 0.463681 , 0.463605 , 0.50839 , 0.446722 , 0.430812 , 0.478757 , 0.427912 , 0.472913 , 0.426894 , 0.417814 , 0.473021 , 0.357239 , 0.455856 , 0.43342 , 0.430617 , 0.401255 , 0.449265 
 1013 , 0.442291 , 0.501056 , 0.425854 , 0.457006 , 0.409774 , 0.401901 , 0.488701 , 0.469448 , 0.385692 , 0.460244 , 0.458457 , 0.411279 , 0.420829 , 0.485441 , 0.371886 , 0.39038 , 0.440298 , 0.490617 , 0.463774 , 0.463536 , 0.50843 , 0.446351 , 0.430943 , 0.478674 , 0.427727 , 0.472772 , 0.426774 , 0.417429 , 0.472762 , 0.357462 , 0.455599 , 0.432849 , 0.430217 , 0.401176 , 0.448994 
 1014 , 0.442203 , 0.500617 , 0.425507 , 0.457186 , 0.410275 , 0.402241 , 0.489006 , 0.469643 , 0.385578 , 0.460406 , 0.458758 , 0.410741 , 0.421019 , 0.485536 , 0.37182 , 0.38973 , 0.440273 , 0.490144 , 0.463767 , 0.46342 , 0.508509 , 0.445997 , 0.430787 , 0.478489 , 0.427903 , 0.473242 , 0.426472 , 0.417116 , 0.472516 , 0.358225 , 0.455657 , 0.432478 , 0.429822 , 0.40145 , 0.449109 
 1015 , 0.442189 , 0.500256 , 0.425207 , 0.457523 , 0.410807 , 0.402668 , 0.489383 , 0.469937 , 0.385675 , 0.46067 , 0.459237 , 0.410329 , 0.421203 , 0.485748 , 0.371839 , 0.389277 , 0.440356 , 0.489806 , 0.463871 , 0.463383 , 0.508677 , 0.445846 , 0.43073 , 0.478293 , 0.428245 , 0.473822 , 0.42627 , 0.416938 , 0.472433 , 0.359002 , 0.455819 , 0.432325 , 0.429623 , 0.401843 , 0.449471 
 1016 , 0.442472 , 0.500234 , 0.425193 , 0.458483 , 0.411362 , 0.403379 , 0.489984 , 0.470621 , 0.386598 , 0.461368 , 0.460327 , 0.410527 , 0.421374 , 0.486382 , 0.372225 , 0.389679 , 0.440867 , 0.490049 , 0.464492 , 0.463679 , 0.50914 , 0.446573 , 0.431159 , 0.478106 , 0.429228 , 0.474721 , 0.426494 , 0.41735 , 0.472997 , 0.359773 , 0.456422 , 0.433144 , 0.430215 , 0.402706 , 0.450825 
 1017 , 0.442552 , 0.501024 , 0.42627 , 0.459172 , 0.412236 , 0.40423 , 0.490401 , 0.47124 , 0.387752 , 0.462224 , 0.461594 , 0.411606 , 0.422251 , 0.487066 , 0.372903 , 0.390837 , 0.441412 , 0.491107 , 0.465374 , 0.464972 , 0.510007 , 0.447766 , 0.432027 , 0.47893 , 0.430387 , 0.475683 , 0.42753 , 0.417993 , 0.47426 , 0.360336 , 0.45738 , 0.434102 , 0.431343 , 0.403437 , 0.45235 
 1018 , 0.442638 , 0.501883 , 0.42743 , 0.459903 , 0.413168 , 0.405129 , 0.49083 , 0.471891 , 0.388985 , 0.463134 , 0.462938 , 0.412766 , 0.423177 , 0.487784 , 0.373625 , 0.392075 , 0.441986 , 0.492234 , 0.466299 , 0.466354 , 0.510934 , 0.449035 , 0.432946 , 0.47981 , 0.431607 , 0.476699 , 0.428638 , 0.418662 , 0.475611 , 0.360929 , 0.458391 , 0.43511 , 0.432543 , 0.404193 , 0.453963 
 1019 , 0.443347 , 0.502227 , 0.429272 , 0.460167 , 0.413967 , 0.405459 , 0.490984 , 0.471681 , 0.388977 , 0.463119 , 0.463217 , 0.413902 , 0.42364 , 0.488457 , 0.37365 , 0.393182 , 0.442606 , 0.492869 , 0.466779 , 0.467204 , 0.511704 , 0.449829 , 0.433728 , 0.480156 , 0.431909 , 0.477259 , 0.429882 , 0.419174 , 0.476267 , 0.360839 , 0.45948 , 0.436168 , 0.433782 , 0.404381 , 0.453957 
 1020 , 0.444251 , 0.502108 , 0.430531 , 0.460229 , 0.414292 , 0.405632 , 0.490962 , 0.471473 , 0.38851 , 0.462868 , 0.46301 , 0.414161 , 0.423562 , 0.488563 , 0.373427 , 0.393799 , 0.442659 , 0.492892 , 0.467078 , 0.467001 , 0.511978 , 0.45038 , 0.43425 , 0.479718 , 0.431862 , 0.477133 , 0.430368 , 0.41932 , 0.476479 , 0.360415 , 0.459978 , 0.436988 , 0.434468 , 0.404684 , 0.453478 
 1021 , 0.445234 , 0.501768 , 0.4315 , 0.460236 , 0.414402 , 0.405744 , 0.49085 , 0.471285 , 0.387871 , 0.462528 , 0.462594 , 0.413998 , 0.423246 , 0.488404 , 0.373099 , 0.394182 , 0.442418 , 0.49264 , 0.467321 , 0.466295 , 0.512009 , 0.450857 , 0.434655 , 0.478916 , 0.431663 , 0.4767 , 0.430506 , 0.419315 , 0.476503 , 0.359867 , 0.460214 , 0.437701 , 0.434917 , 0.405067 , 0.452833 
 1022 , 0.445285 , 0.501643 , 0.431679 , 0.460289 , 0.414087 , 0.405842 , 0.4908 , 0.471319 , 0.387442 , 0.462539 , 0.462124 , 0.413268 , 0.423019 , 0.488092 , 0.373246 , 0.393852 , 0.442555 , 0.492361 , 0.467453 , 0.465706 , 0.511996 , 0.451095 , 0.43501 , 0.47881 , 0.431111 , 0.476123 , 0.430467 , 0.418662 , 0.476615 , 0.359454 , 0.460137 , 0.43774 , 0.434824 , 0.405362 , 0.451794 
