  time  ,:43:31 A,:43:16 A,:43:02 A,:42:45 A,:42:31 A,:41:06 A,:40:54 A,:40:39 A,:40:24 A,:40:08 A,:39:34 A,:39:21 A,:39:07 A,:38:54 A,:38:42 A,:38:13 A,:37:54 A,:37:34 A,:37:23 A,:37:12 A,:36:37 A,:36:24 A,:36:09 A,:35:51 A,:35:32 A,:35:01 A,:34:50 A,:34:31 A,:34:16 A,:33:59 A,:33:23 A,:33:13 A,:32:57 A,:32:42 A,:32:25 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 424 , 0.032025 , 0.025568 , 0.027093 , 0.031384 , 0.033955 , 0.020577 , 0.028097 , 0.026234 , 0.028206 , 0.028189 , 0.026537 , 0.024674 , 0.034975 , 0.024118 , 0.022491 , 0.022921 , 0.023115 , 0.026242 , 0.021799 , 0.028661 , 0.023528 , 0.032025 , 0.02915 , 0.02491 , 0.029074 , 0.021041 , 0.028139 , 0.018385 , 0.030356 , 0.026748 , 0.028358 , 0.024539 , 0.021193 , 0.027684 , 0.025155 
 425 , 0.032292 , 0.025855 , 0.027401 , 0.031734 , 0.034328 , 0.020855 , 0.028457 , 0.026565 , 0.028592 , 0.02855 , 0.026802 , 0.024952 , 0.03535 , 0.024386 , 0.022722 , 0.02311 , 0.023313 , 0.026489 , 0.022063 , 0.028913 , 0.023828 , 0.032436 , 0.029521 , 0.025214 , 0.029395 , 0.02132 , 0.028533 , 0.018642 , 0.030636 , 0.026987 , 0.028736 , 0.024791 , 0.021404 , 0.028043 , 0.025408 
 426 , 0.032566 , 0.026141 , 0.027698 , 0.032083 , 0.034691 , 0.021121 , 0.028807 , 0.026877 , 0.028968 , 0.028892 , 0.027055 , 0.025218 , 0.035723 , 0.024659 , 0.022941 , 0.023305 , 0.023508 , 0.026716 , 0.022314 , 0.029154 , 0.024117 , 0.032837 , 0.029891 , 0.025506 , 0.029696 , 0.021586 , 0.028917 , 0.018886 , 0.030907 , 0.027224 , 0.02912 , 0.025023 , 0.02162 , 0.028392 , 0.025658 
 427 , 0.032872 , 0.026404 , 0.027947 , 0.032406 , 0.035008 , 0.021361 , 0.029092 , 0.027159 , 0.029303 , 0.02921 , 0.027286 , 0.025438 , 0.036068 , 0.024896 , 0.023124 , 0.023489 , 0.023675 , 0.026913 , 0.022488 , 0.029388 , 0.024379 , 0.033194 , 0.030227 , 0.025777 , 0.029948 , 0.021844 , 0.029236 , 0.019064 , 0.031117 , 0.027413 , 0.029498 , 0.025209 , 0.021853 , 0.028693 , 0.025921 
 428 , 0.03317 , 0.026669 , 0.028188 , 0.032729 , 0.035326 , 0.021601 , 0.029376 , 0.027441 , 0.029631 , 0.029521 , 0.027509 , 0.02565 , 0.036404 , 0.025124 , 0.023307 , 0.023672 , 0.023842 , 0.02711 , 0.022662 , 0.029614 , 0.02464 , 0.033552 , 0.030556 , 0.026049 , 0.030191 , 0.022102 , 0.029554 , 0.019242 , 0.031328 , 0.027602 , 0.029869 , 0.025395 , 0.022077 , 0.028986 , 0.026176 
 429 , 0.033477 , 0.026924 , 0.02842 , 0.033044 , 0.035636 , 0.021834 , 0.029661 , 0.027723 , 0.029967 , 0.02984 , 0.02774 , 0.025871 , 0.036749 , 0.025352 , 0.023499 , 0.023856 , 0.024018 , 0.027298 , 0.022837 , 0.029848 , 0.024893 , 0.033902 , 0.030885 , 0.026321 , 0.030435 , 0.022352 , 0.029865 , 0.01942 , 0.031539 , 0.027791 , 0.030248 , 0.025582 , 0.022301 , 0.029279 , 0.026432 
 430 , 0.033799 , 0.027245 , 0.028739 , 0.0334 , 0.036032 , 0.022108 , 0.030004 , 0.028034 , 0.030327 , 0.030182 , 0.027975 , 0.02615 , 0.037136 , 0.025649 , 0.02373 , 0.024044 , 0.024197 , 0.027525 , 0.023059 , 0.030148 , 0.025165 , 0.034317 , 0.031235 , 0.026608 , 0.030726 , 0.022609 , 0.030208 , 0.019638 , 0.031804 , 0.028017 , 0.030709 , 0.025852 , 0.022558 , 0.029622 , 0.026752 
 431 , 0.034123 , 0.027562 , 0.029073 , 0.03375 , 0.03644 , 0.022384 , 0.030346 , 0.028351 , 0.030694 , 0.030524 , 0.028215 , 0.026433 , 0.037518 , 0.02594 , 0.023963 , 0.024217 , 0.02437 , 0.027748 , 0.023292 , 0.030465 , 0.025431 , 0.034734 , 0.031585 , 0.026883 , 0.031008 , 0.022859 , 0.03055 , 0.019863 , 0.032077 , 0.028249 , 0.031178 , 0.026136 , 0.022808 , 0.029964 , 0.027078 
 432 , 0.03443 , 0.02787 , 0.029389 , 0.034091 , 0.036832 , 0.022642 , 0.030679 , 0.028651 , 0.031044 , 0.030857 , 0.028447 , 0.026707 , 0.037893 , 0.026224 , 0.024187 , 0.02439 , 0.024543 , 0.027963 , 0.023516 , 0.030772 , 0.025697 , 0.035143 , 0.031918 , 0.027157 , 0.03129 , 0.0231 , 0.030883 , 0.020071 , 0.032342 , 0.028472 , 0.031638 , 0.026419 , 0.023058 , 0.030297 , 0.027386 
 433 , 0.034724 , 0.028155 , 0.029664 , 0.034418 , 0.037207 , 0.022909 , 0.030986 , 0.028918 , 0.031401 , 0.031189 , 0.028638 , 0.026943 , 0.038249 , 0.026494 , 0.024392 , 0.024553 , 0.024706 , 0.028164 , 0.023723 , 0.031071 , 0.025935 , 0.035503 , 0.032232 , 0.027392 , 0.031545 , 0.023324 , 0.031189 , 0.020273 , 0.032571 , 0.028655 , 0.032088 , 0.026672 , 0.023282 , 0.030613 , 0.027672 
 434 , 0.03499 , 0.028393 , 0.029892 , 0.034736 , 0.037581 , 0.02316 , 0.031273 , 0.029139 , 0.031755 , 0.031493 , 0.0288 , 0.027123 , 0.03858 , 0.026725 , 0.024566 , 0.024718 , 0.024862 , 0.028334 , 0.023905 , 0.031357 , 0.026141 , 0.035811 , 0.032509 , 0.027597 , 0.031781 , 0.023533 , 0.031476 , 0.02045 , 0.032746 , 0.028808 , 0.032526 , 0.026895 , 0.023473 , 0.030908 , 0.027911 
 435 , 0.035249 , 0.028632 , 0.030113 , 0.035037 , 0.037939 , 0.023403 , 0.031543 , 0.029351 , 0.032101 , 0.031797 , 0.028954 , 0.027287 , 0.038895 , 0.026948 , 0.024732 , 0.024867 , 0.025002 , 0.028505 , 0.02408 , 0.031627 , 0.026348 , 0.036103 , 0.03277 , 0.027795 , 0.032 , 0.023733 , 0.031737 , 0.020628 , 0.032922 , 0.028945 , 0.032947 , 0.027118 , 0.023666 , 0.031187 , 0.028133 
 436 , 0.035493 , 0.028863 , 0.030326 , 0.035333 , 0.038284 , 0.023637 , 0.031806 , 0.029565 , 0.032432 , 0.032085 , 0.0291 , 0.027459 , 0.039206 , 0.027172 , 0.024897 , 0.025015 , 0.025142 , 0.028669 , 0.024246 , 0.031891 , 0.026546 , 0.03639 , 0.033032 , 0.027984 , 0.032221 , 0.023933 , 0.032001 , 0.020795 , 0.033092 , 0.029083 , 0.033362 , 0.027324 , 0.023848 , 0.03146 , 0.028364 
 437 , 0.035811 , 0.029168 , 0.03059 , 0.035667 , 0.038671 , 0.023913 , 0.032121 , 0.029845 , 0.032807 , 0.032392 , 0.029337 , 0.02767 , 0.039568 , 0.027433 , 0.025115 , 0.025233 , 0.025318 , 0.028889 , 0.024472 , 0.032197 , 0.02679 , 0.036775 , 0.033331 , 0.028229 , 0.032485 , 0.024176 , 0.032316 , 0.02096 , 0.033306 , 0.029295 , 0.033831 , 0.027577 , 0.024099 , 0.031766 , 0.028694 
 438 , 0.036105 , 0.029468 , 0.03084 , 0.035995 , 0.039043 , 0.024177 , 0.032431 , 0.03012 , 0.033168 , 0.032685 , 0.02957 , 0.027868 , 0.039923 , 0.027691 , 0.02532 , 0.025439 , 0.025481 , 0.029104 , 0.024685 , 0.032491 , 0.027022 , 0.037138 , 0.033625 , 0.028461 , 0.032736 , 0.024414 , 0.032626 , 0.021113 , 0.033506 , 0.029502 , 0.034277 , 0.027826 , 0.024338 , 0.032059 , 0.029011 
 439 , 0.036391 , 0.029752 , 0.031081 , 0.036315 , 0.039398 , 0.024433 , 0.032733 , 0.030387 , 0.03352 , 0.03297 , 0.029794 , 0.028058 , 0.04027 , 0.027931 , 0.025517 , 0.025636 , 0.025644 , 0.029311 , 0.02489 , 0.032775 , 0.027245 , 0.037492 , 0.033901 , 0.028693 , 0.032978 , 0.024645 , 0.032919 , 0.021266 , 0.033707 , 0.029701 , 0.034714 , 0.028058 , 0.024577 , 0.032343 , 0.029311 
 440 , 0.036643 , 0.030023 , 0.03132 , 0.0366 , 0.039737 , 0.024674 , 0.032981 , 0.030591 , 0.033854 , 0.033244 , 0.030006 , 0.028268 , 0.040584 , 0.028175 , 0.025708 , 0.025776 , 0.025785 , 0.02948 , 0.025073 , 0.033032 , 0.027455 , 0.037796 , 0.034176 , 0.028904 , 0.033201 , 0.024835 , 0.033184 , 0.021402 , 0.033905 , 0.029887 , 0.035125 , 0.028285 , 0.024801 , 0.032617 , 0.029574 
 441 , 0.036863 , 0.030276 , 0.031547 , 0.036872 , 0.040059 , 0.0249 , 0.033217 , 0.030784 , 0.034184 , 0.033514 , 0.030208 , 0.028478 , 0.040882 , 0.028402 , 0.025884 , 0.025884 , 0.025918 , 0.029631 , 0.02524 , 0.033285 , 0.027647 , 0.038084 , 0.034438 , 0.029106 , 0.033404 , 0.025002 , 0.033421 , 0.021543 , 0.034108 , 0.030072 , 0.035515 , 0.028495 , 0.025019 , 0.032878 , 0.029809 
 442 , 0.037083 , 0.030528 , 0.031775 , 0.037143 , 0.040374 , 0.025126 , 0.033445 , 0.030961 , 0.034505 , 0.033776 , 0.03041 , 0.02868 , 0.041171 , 0.028629 , 0.026059 , 0.026 , 0.026042 , 0.029782 , 0.025398 , 0.03353 , 0.02784 , 0.038355 , 0.0347 , 0.029299 , 0.033598 , 0.025169 , 0.033657 , 0.021675 , 0.034302 , 0.030248 , 0.035905 , 0.028697 , 0.025228 , 0.03314 , 0.030045 
 443 , 0.037307 , 0.03076 , 0.031998 , 0.0374 , 0.040691 , 0.025349 , 0.033669 , 0.03115 , 0.034813 , 0.034042 , 0.03059 , 0.028868 , 0.041454 , 0.028843 , 0.026231 , 0.026104 , 0.026172 , 0.02992 , 0.025561 , 0.03377 , 0.028037 , 0.038638 , 0.034949 , 0.029488 , 0.033796 , 0.02534 , 0.033889 , 0.021804 , 0.034491 , 0.030412 , 0.036281 , 0.028902 , 0.025434 , 0.033397 , 0.030285 
 444 , 0.037532 , 0.030973 , 0.032211 , 0.03766 , 0.041024 , 0.025575 , 0.03388 , 0.031338 , 0.035075 , 0.034304 , 0.030736 , 0.029033 , 0.041727 , 0.029033 , 0.026372 , 0.026211 , 0.026313 , 0.03005 , 0.025728 , 0.034024 , 0.028228 , 0.038922 , 0.035185 , 0.029677 , 0.03399 , 0.025499 , 0.034109 , 0.021931 , 0.034668 , 0.03055 , 0.03666 , 0.029101 , 0.025618 , 0.033651 , 0.03055 
 445 , 0.037758 , 0.031179 , 0.032424 , 0.037902 , 0.041349 , 0.025802 , 0.034083 , 0.031518 , 0.035328 , 0.034558 , 0.030882 , 0.029197 , 0.041984 , 0.029223 , 0.026513 , 0.02631 , 0.026445 , 0.03018 , 0.025886 , 0.034278 , 0.028418 , 0.039206 , 0.035421 , 0.029866 , 0.034176 , 0.025649 , 0.03432 , 0.022067 , 0.034845 , 0.030688 , 0.03703 , 0.029299 , 0.025793 , 0.033905 , 0.030806 
 446 , 0.037976 , 0.031384 , 0.032637 , 0.038145 , 0.041665 , 0.02602 , 0.034287 , 0.031698 , 0.035581 , 0.034811 , 0.031029 , 0.029354 , 0.042241 , 0.029413 , 0.026654 , 0.026409 , 0.026578 , 0.030301 , 0.026037 , 0.034515 , 0.028609 , 0.039474 , 0.035641 , 0.030047 , 0.034371 , 0.0258 , 0.034532 , 0.022187 , 0.035015 , 0.030818 , 0.037384 , 0.029489 , 0.025969 , 0.034151 , 0.031063 
 447 , 0.038189 , 0.031582 , 0.032851 , 0.038384 , 0.041937 , 0.02621 , 0.034475 , 0.031878 , 0.035812 , 0.035 , 0.031193 , 0.029535 , 0.042504 , 0.029585 , 0.026827 , 0.026557 , 0.026717 , 0.03044 , 0.026193 , 0.034721 , 0.02879 , 0.039738 , 0.03588 , 0.030228 , 0.034535 , 0.025964 , 0.034721 , 0.02231 , 0.035169 , 0.030956 , 0.037707 , 0.02967 , 0.026151 , 0.034391 , 0.031252 
 448 , 0.03841 , 0.031775 , 0.033068 , 0.038613 , 0.042206 , 0.02639 , 0.034666 , 0.032062 , 0.036043 , 0.03519 , 0.031361 , 0.029704 , 0.042755 , 0.029763 , 0.027007 , 0.026694 , 0.026855 , 0.030583 , 0.026348 , 0.034919 , 0.028977 , 0.039999 , 0.036103 , 0.030405 , 0.034708 , 0.026128 , 0.034902 , 0.022426 , 0.035333 , 0.031082 , 0.038021 , 0.029847 , 0.026331 , 0.034623 , 0.031445 
 449 , 0.038623 , 0.031976 , 0.033277 , 0.038842 , 0.042466 , 0.026571 , 0.034856 , 0.032238 , 0.036275 , 0.03538 , 0.03152 , 0.029873 , 0.043006 , 0.02994 , 0.027179 , 0.026832 , 0.026984 , 0.030726 , 0.026495 , 0.035109 , 0.029155 , 0.040253 , 0.036334 , 0.030582 , 0.034873 , 0.026283 , 0.035084 , 0.022542 , 0.035489 , 0.031207 , 0.038336 , 0.030025 , 0.026503 , 0.034856 , 0.03163 
 450 , 0.038791 , 0.032168 , 0.033469 , 0.039061 , 0.042711 , 0.026745 , 0.035023 , 0.032396 , 0.036493 , 0.035572 , 0.031678 , 0.030048 , 0.043226 , 0.03009 , 0.027328 , 0.026973 , 0.027108 , 0.030867 , 0.026652 , 0.035311 , 0.029313 , 0.040497 , 0.036552 , 0.030757 , 0.035032 , 0.026424 , 0.03526 , 0.022597 , 0.03564 , 0.031349 , 0.038605 , 0.030191 , 0.026677 , 0.035074 , 0.031822 
 451 , 0.038942 , 0.032371 , 0.033655 , 0.03928 , 0.042954 , 0.026916 , 0.035201 , 0.032549 , 0.036712 , 0.035766 , 0.031831 , 0.030226 , 0.043443 , 0.030243 , 0.027465 , 0.02711 , 0.027228 , 0.031003 , 0.026806 , 0.035513 , 0.029466 , 0.040732 , 0.036763 , 0.030927 , 0.035192 , 0.026561 , 0.035429 , 0.022625 , 0.0358 , 0.031485 , 0.038849 , 0.030353 , 0.02684 , 0.035268 , 0.032025 
 452 , 0.039084 , 0.032583 , 0.033841 , 0.039507 , 0.043188 , 0.027086 , 0.035369 , 0.032693 , 0.036931 , 0.03596 , 0.031992 , 0.030405 , 0.043652 , 0.030396 , 0.02761 , 0.027238 , 0.027348 , 0.031148 , 0.02696 , 0.035715 , 0.029611 , 0.040967 , 0.036974 , 0.031097 , 0.035352 , 0.026698 , 0.035589 , 0.022645 , 0.03596 , 0.031629 , 0.039093 , 0.030514 , 0.02701 , 0.035471 , 0.03222 
 453 , 0.039227 , 0.032757 , 0.034007 , 0.039709 , 0.043408 , 0.027233 , 0.035527 , 0.032833 , 0.037132 , 0.036136 , 0.032132 , 0.030561 , 0.043848 , 0.030535 , 0.027731 , 0.027359 , 0.027461 , 0.03127 , 0.027106 , 0.035899 , 0.029758 , 0.041187 , 0.037175 , 0.031253 , 0.035502 , 0.026819 , 0.035747 , 0.022697 , 0.036102 , 0.031752 , 0.039312 , 0.030662 , 0.027157 , 0.035654 , 0.032402 
 454 , 0.039352 , 0.032855 , 0.034139 , 0.039884 , 0.04355 , 0.02733 , 0.035651 , 0.032931 , 0.03729 , 0.036268 , 0.032238 , 0.030684 , 0.043998 , 0.030633 , 0.02782 , 0.027414 , 0.027524 , 0.031334 , 0.027195 , 0.036023 , 0.029873 , 0.041345 , 0.037349 , 0.031377 , 0.035643 , 0.026933 , 0.035879 , 0.02281 , 0.036226 , 0.031824 , 0.03947 , 0.030751 , 0.027262 , 0.035795 , 0.032517 
 455 , 0.039467 , 0.032961 , 0.034271 , 0.04005 , 0.043701 , 0.027435 , 0.035775 , 0.033037 , 0.037448 , 0.0364 , 0.032353 , 0.030798 , 0.044148 , 0.030739 , 0.0279 , 0.027469 , 0.027596 , 0.031407 , 0.027283 , 0.036155 , 0.029996 , 0.041512 , 0.037524 , 0.031508 , 0.035775 , 0.027038 , 0.036012 , 0.022923 , 0.036341 , 0.031905 , 0.03962 , 0.030841 , 0.027376 , 0.035944 , 0.032632 
 456 , 0.039592 , 0.033068 , 0.034403 , 0.040217 , 0.043851 , 0.027533 , 0.035899 , 0.033144 , 0.037615 , 0.036533 , 0.03246 , 0.030913 , 0.044299 , 0.030837 , 0.027989 , 0.027533 , 0.027668 , 0.031479 , 0.027372 , 0.036279 , 0.030119 , 0.041671 , 0.037699 , 0.031631 , 0.035907 , 0.027144 , 0.036144 , 0.023037 , 0.036465 , 0.031978 , 0.039778 , 0.030938 , 0.027482 , 0.036093 , 0.032755 
 457 , 0.039752 , 0.033208 , 0.03457 , 0.040412 , 0.044038 , 0.027629 , 0.036024 , 0.033268 , 0.037757 , 0.036683 , 0.032583 , 0.031061 , 0.044487 , 0.030951 , 0.028119 , 0.027646 , 0.027798 , 0.031594 , 0.027476 , 0.036455 , 0.030266 , 0.041874 , 0.037867 , 0.031788 , 0.036049 , 0.02724 , 0.036277 , 0.023114 , 0.036599 , 0.032084 , 0.039947 , 0.031061 , 0.027629 , 0.036235 , 0.032896 
 458 , 0.039911 , 0.033355 , 0.034742 , 0.040604 , 0.044225 , 0.027729 , 0.036155 , 0.033405 , 0.037906 , 0.036831 , 0.03272 , 0.031223 , 0.044682 , 0.031062 , 0.028254 , 0.027772 , 0.027924 , 0.031722 , 0.027586 , 0.036637 , 0.030411 , 0.042085 , 0.03805 , 0.03195 , 0.036189 , 0.027323 , 0.036417 , 0.023195 , 0.036738 , 0.032187 , 0.040114 , 0.031198 , 0.02778 , 0.036375 , 0.033042 
 459 , 0.040078 , 0.033501 , 0.034915 , 0.040797 , 0.044411 , 0.02783 , 0.036294 , 0.033535 , 0.038055 , 0.036988 , 0.032849 , 0.031377 , 0.044877 , 0.031174 , 0.028389 , 0.027889 , 0.02805 , 0.031851 , 0.027703 , 0.036819 , 0.030547 , 0.042295 , 0.038224 , 0.032113 , 0.036337 , 0.027415 , 0.036557 , 0.023268 , 0.036878 , 0.032299 , 0.040281 , 0.031326 , 0.027932 , 0.036514 , 0.033196 
 460 , 0.04019 , 0.033629 , 0.035062 , 0.04097 , 0.044573 , 0.027915 , 0.036401 , 0.033646 , 0.038181 , 0.037121 , 0.032968 , 0.031501 , 0.045039 , 0.031264 , 0.028483 , 0.027992 , 0.028161 , 0.031942 , 0.027805 , 0.036969 , 0.03067 , 0.042479 , 0.038385 , 0.032247 , 0.036452 , 0.0275 , 0.036672 , 0.023321 , 0.037003 , 0.0324 , 0.040419 , 0.031442 , 0.028042 , 0.036655 , 0.033315 
 461 , 0.040256 , 0.033732 , 0.035176 , 0.041114 , 0.044715 , 0.027981 , 0.036501 , 0.033732 , 0.038285 , 0.03724 , 0.033086 , 0.031608 , 0.045174 , 0.031336 , 0.02855 , 0.028066 , 0.028236 , 0.032016 , 0.027896 , 0.037096 , 0.030776 , 0.042643 , 0.038531 , 0.032356 , 0.036561 , 0.027565 , 0.036756 , 0.023335 , 0.037104 , 0.0325 , 0.040528 , 0.031532 , 0.028117 , 0.036807 , 0.033409 
 462 , 0.040322 , 0.033836 , 0.035292 , 0.041267 , 0.044859 , 0.028056 , 0.036602 , 0.033827 , 0.038399 , 0.037369 , 0.033206 , 0.031708 , 0.04531 , 0.03141 , 0.02861 , 0.028141 , 0.02832 , 0.032091 , 0.027988 , 0.037224 , 0.030874 , 0.042816 , 0.038671 , 0.032474 , 0.036662 , 0.027639 , 0.036849 , 0.023357 , 0.037215 , 0.032593 , 0.040629 , 0.031631 , 0.028201 , 0.03696 , 0.033504 
 463 , 0.040407 , 0.03394 , 0.035416 , 0.041414 , 0.044997 , 0.02813 , 0.036704 , 0.033923 , 0.038513 , 0.037489 , 0.033325 , 0.031815 , 0.045449 , 0.031483 , 0.028684 , 0.028215 , 0.028403 , 0.032165 , 0.028078 , 0.037344 , 0.030979 , 0.042983 , 0.038828 , 0.032583 , 0.036772 , 0.027711 , 0.036934 , 0.023386 , 0.037318 , 0.032686 , 0.040731 , 0.031721 , 0.028283 , 0.037105 , 0.033598 
 464 , 0.040549 , 0.034046 , 0.035561 , 0.041568 , 0.045136 , 0.028211 , 0.03681 , 0.034029 , 0.038633 , 0.037623 , 0.033439 , 0.031942 , 0.045606 , 0.031582 , 0.028801 , 0.028314 , 0.028502 , 0.032267 , 0.028185 , 0.037478 , 0.031077 , 0.043159 , 0.039001 , 0.032712 , 0.036904 , 0.027783 , 0.03705 , 0.023445 , 0.037452 , 0.032754 , 0.04084 , 0.03183 , 0.028391 , 0.037221 , 0.033696 
 465 , 0.040702 , 0.034146 , 0.035699 , 0.041715 , 0.045268 , 0.028302 , 0.036918 , 0.034137 , 0.038754 , 0.037759 , 0.033554 , 0.032078 , 0.045757 , 0.031683 , 0.028911 , 0.028405 , 0.028602 , 0.03237 , 0.028285 , 0.037613 , 0.031185 , 0.043346 , 0.039183 , 0.032842 , 0.037038 , 0.027856 , 0.037167 , 0.023505 , 0.037579 , 0.032825 , 0.040951 , 0.031932 , 0.028491 , 0.037347 , 0.033786 
 466 , 0.040849 , 0.034256 , 0.035848 , 0.041873 , 0.04541 , 0.028386 , 0.037027 , 0.034256 , 0.038878 , 0.037897 , 0.03367 , 0.032216 , 0.04591 , 0.031786 , 0.029023 , 0.028506 , 0.028704 , 0.032474 , 0.028386 , 0.03775 , 0.031286 , 0.043525 , 0.03936 , 0.032965 , 0.037174 , 0.027921 , 0.037285 , 0.023557 , 0.037716 , 0.032896 , 0.041055 , 0.032035 , 0.028601 , 0.037475 , 0.033886 
 467 , 0.040962 , 0.034391 , 0.035963 , 0.042024 , 0.045547 , 0.028477 , 0.03712 , 0.034365 , 0.038993 , 0.038 , 0.033769 , 0.032336 , 0.046065 , 0.03187 , 0.029116 , 0.028597 , 0.028805 , 0.032561 , 0.028494 , 0.037862 , 0.031378 , 0.043682 , 0.039537 , 0.033087 , 0.037284 , 0.027984 , 0.037387 , 0.023615 , 0.037836 , 0.032984 , 0.041152 , 0.032112 , 0.028692 , 0.037595 , 0.033959 
 468 , 0.041073 , 0.034538 , 0.036072 , 0.042183 , 0.045693 , 0.028575 , 0.037216 , 0.034478 , 0.039106 , 0.0381 , 0.033871 , 0.032467 , 0.046213 , 0.031947 , 0.029208 , 0.028688 , 0.028905 , 0.032649 , 0.028593 , 0.03797 , 0.031479 , 0.043838 , 0.039712 , 0.033204 , 0.037398 , 0.028038 , 0.037494 , 0.02367 , 0.037962 , 0.033082 , 0.041247 , 0.032181 , 0.028783 , 0.037719 , 0.034036 
 469 , 0.041186 , 0.034687 , 0.036183 , 0.042343 , 0.045832 , 0.028675 , 0.037306 , 0.034591 , 0.039228 , 0.038202 , 0.033982 , 0.03259 , 0.046371 , 0.032033 , 0.029293 , 0.02878 , 0.028997 , 0.032729 , 0.028701 , 0.03808 , 0.031572 , 0.043987 , 0.039898 , 0.033321 , 0.037506 , 0.028101 , 0.037602 , 0.023725 , 0.03808 , 0.033191 , 0.041351 , 0.032251 , 0.028875 , 0.037845 , 0.034113 
 470 , 0.041295 , 0.034812 , 0.036304 , 0.042499 , 0.045971 , 0.028766 , 0.037412 , 0.03469 , 0.039332 , 0.03832 , 0.034088 , 0.03271 , 0.046512 , 0.032108 , 0.029385 , 0.028862 , 0.029106 , 0.032823 , 0.028792 , 0.038206 , 0.03168 , 0.044157 , 0.040065 , 0.033434 , 0.03763 , 0.028164 , 0.037718 , 0.023758 , 0.038215 , 0.033277 , 0.041443 , 0.032326 , 0.028967 , 0.037971 , 0.034202 
 471 , 0.041417 , 0.034904 , 0.036462 , 0.04266 , 0.046118 , 0.028855 , 0.037539 , 0.03479 , 0.039439 , 0.038458 , 0.034221 , 0.032847 , 0.046652 , 0.032164 , 0.029494 , 0.028933 , 0.029214 , 0.032925 , 0.028881 , 0.038344 , 0.031805 , 0.044359 , 0.040235 , 0.033547 , 0.037758 , 0.028224 , 0.037845 , 0.023768 , 0.038362 , 0.033363 , 0.041522 , 0.032409 , 0.029065 , 0.038099 , 0.0343 
 472 , 0.041531 , 0.035004 , 0.036612 , 0.042822 , 0.046266 , 0.028943 , 0.037666 , 0.034881 , 0.039537 , 0.038606 , 0.034346 , 0.032984 , 0.046793 , 0.032211 , 0.029593 , 0.029014 , 0.029321 , 0.033028 , 0.02897 , 0.038492 , 0.03193 , 0.044553 , 0.040398 , 0.033669 , 0.037877 , 0.028285 , 0.037965 , 0.023778 , 0.038509 , 0.033441 , 0.04161 , 0.032501 , 0.029154 , 0.038237 , 0.034398 
 473 , 0.041652 , 0.035105 , 0.036762 , 0.042983 , 0.046411 , 0.029025 , 0.037784 , 0.034982 , 0.039652 , 0.038753 , 0.034471 , 0.033123 , 0.04693 , 0.032277 , 0.029695 , 0.029096 , 0.029431 , 0.033132 , 0.029052 , 0.03863 , 0.032048 , 0.044754 , 0.040569 , 0.033784 , 0.038013 , 0.028347 , 0.038092 , 0.023791 , 0.038656 , 0.033528 , 0.041688 , 0.032594 , 0.029254 , 0.038366 , 0.034497 
 474 , 0.041833 , 0.035232 , 0.036928 , 0.043167 , 0.046605 , 0.029108 , 0.0379 , 0.035108 , 0.0398 , 0.038899 , 0.034631 , 0.033279 , 0.047108 , 0.032395 , 0.029806 , 0.029214 , 0.02955 , 0.033235 , 0.029179 , 0.038775 , 0.032157 , 0.044934 , 0.040755 , 0.033942 , 0.038139 , 0.028419 , 0.038183 , 0.023859 , 0.038766 , 0.033641 , 0.04178 , 0.032696 , 0.029373 , 0.03851 , 0.034596 
 475 , 0.042006 , 0.035358 , 0.037104 , 0.043353 , 0.046801 , 0.029198 , 0.038017 , 0.035243 , 0.039949 , 0.039045 , 0.034791 , 0.033443 , 0.04728 , 0.032513 , 0.029916 , 0.029339 , 0.029667 , 0.033328 , 0.029295 , 0.038921 , 0.032273 , 0.045108 , 0.040942 , 0.03409 , 0.038274 , 0.028488 , 0.038274 , 0.023915 , 0.038886 , 0.033762 , 0.041873 , 0.032796 , 0.02949 , 0.038655 , 0.034684 
 476 , 0.042179 , 0.035484 , 0.037271 , 0.043539 , 0.046998 , 0.029278 , 0.038133 , 0.035368 , 0.040089 , 0.0392 , 0.034942 , 0.033599 , 0.04746 , 0.03263 , 0.030025 , 0.029465 , 0.029785 , 0.03343 , 0.029411 , 0.039067 , 0.032381 , 0.045291 , 0.04113 , 0.034248 , 0.038409 , 0.028549 , 0.038365 , 0.023979 , 0.038996 , 0.033875 , 0.041965 , 0.032897 , 0.029616 , 0.038791 , 0.034782 
 477 , 0.042275 , 0.035604 , 0.037432 , 0.043729 , 0.047154 , 0.02937 , 0.038253 , 0.035479 , 0.040224 , 0.039332 , 0.035069 , 0.033749 , 0.047626 , 0.032741 , 0.030137 , 0.029566 , 0.029896 , 0.033544 , 0.029512 , 0.039207 , 0.0325 , 0.045486 , 0.041294 , 0.034373 , 0.038538 , 0.02862 , 0.038467 , 0.024001 , 0.039118 , 0.033981 , 0.04207 , 0.032982 , 0.029717 , 0.03894 , 0.03489 
