JUL2MAT00005.spu,JUL2MAT00004.spu,
Wavelength,JUL2MAT00006.spu,JUL2MAT00007.spu,JUL2MAT00008.spu,JUL2MAT00009.spu,JUL2MAT00010.spu,JUL2MAT00011.spu,JUL2MAT00012.spu,JUL2MAT00013.spu,JUL2MAT00014.spu,JUL2MAT00015.spu,JUL2MAT00016.spu,JUL2MAT00017.spu,JUL2MAT00018.spu,JUL2MAT00019.spu,JUL2MAT00020.spu,JUL2MAT00021.spu,JUL2MAT00022.spu,JUL2MAT00023.spu,JUL2MAT00024.spu,JUL2MAT00025.spu,JUL2MAT00026.spu,JUL2MAT00027.spu,JUL2MAT00028.spu,JUL2MAT00029.spu,JUL2MAT00030.spu,JUL2MAT00031.spu,JUL2MAT00032.spu,JUL2MAT00033.spu,JUL2MAT00034.spu,JUL2MAT00035.spu,JUL2MAT00036.spu,JUL2MAT00037.spu,JUL2MAT00038.spu,JUL2MAT00039.spu,JUL2MAT00040.spu,JUL2MAT00041.spu,JUL2MAT00042.spu,JUL2MAT00043.spu,JUL2MAT00044.spu,JUL2MAT00045.spu,JUL2MAT00046.spu,JUL2MAT00047.spu,JUL2MAT00048.spu,JUL2MAT00049.spu,JUL2MAT00050.spu,JUL2MAT00051.spu,JUL2MAT00052.spu,JUL2MAT00053.spu,JUL2MAT00054.spu,JUL2MAT00055.spu,JUL2MAT00056.spu,JUL2MAT00057.spu,JUL2MAT00058.spu,JUL2MAT00059.spu,JUL2MAT00060.spu,JUL2MAT00061.spu,JUL2MAT00062.spu,JUL2MAT00063.spu,JUL2MAT00064.spu,JUL2MAT00065.spu,JUL2MAT00066.spu,JUL2MAT00067.spu,JUL2MAT00068.spu,JUL2MAT00069.spu,JUL2MAT00070.spu,JUL2MAT00071.spu,JUL2MAT00072.spu,JUL2MAT00073.spu,JUL2MAT00074.spu,JUL2MAT00075.spu,JUL2MAT00076.spu,JUL2MAT00077.spu,JUL2MAT00078.spu,JUL2MAT00079.spu,JUL2MAT00080.spu,JUL2MAT00081.spu,JUL2MAT00082.spu,JUL2MAT00083.spu,JUL2MAT00084.spu,JUL2MAT00085.spu
 456 , 0.038373 , 0.028974 , 0.028523 , 0.032745 , 0.02917 , 0.037991 , 0.040607 , 0.035244 , 0.041662 , 0.033949 , 0.030342 , 0.057793 , 0.035604 , 0.034591 , 0.039042 , 0.052086 , 0.060244 , 0.039546 , 0.053093 , 0.02709 , 0.050043 , 0.033705 , 0.040702 , 0.038135 , 0.035095 , 0.053359 , 0.025234 , 0.02743 , 0.03057 , 0.030613 , 0.029371 , 0.036305 , 0.03457 , 0.028284 , 0.02787 , 0.023706 , 0.039381 , 0.037233 , 0.045588 , 0.035238 , 0.024093 , 0.029186 , 0.018269 , 0.022369 , 0.033021 , 0.033238 , 0.040431 , 0.027626 , 0.032225 , 0.028714 , 0.038209 , 0.028533 , 0.027096 , 0.027043 , 0.022231 , 0.028544 , 0.027345 , 0.031488 , 0.043142 , 0.035641 , 0.046389 , 0.03378 , 0.036092 , 0.053953 , 0.023128 , 0.024162 , 0.016513 , 0.021797 , 0.030432 , 0.020778 , 0.043508 , 0.03188 , 0.038771 , 0.037625 , 0.030724 , 0.073712 , 0.023796 , 0.034952 , 0.033965 , 0.028364 
 457 , 0.038328 , 0.028961 , 0.028491 , 0.032723 , 0.029168 , 0.03799 , 0.040605 , 0.035285 , 0.041678 , 0.033964 , 0.030303 , 0.057696 , 0.035634 , 0.034567 , 0.039047 , 0.05199 , 0.060105 , 0.039438 , 0.052999 , 0.027075 , 0.050078 , 0.03369 , 0.040695 , 0.03817 , 0.03509 , 0.053443 , 0.025211 , 0.027403 , 0.030546 , 0.030668 , 0.029368 , 0.036331 , 0.034551 , 0.028275 , 0.027878 , 0.023684 , 0.0393 , 0.037113 , 0.045476 , 0.035185 , 0.024032 , 0.029199 , 0.018258 , 0.022315 , 0.032992 , 0.033246 , 0.040478 , 0.027651 , 0.032247 , 0.028708 , 0.038138 , 0.028454 , 0.027038 , 0.027049 , 0.022189 , 0.028544 , 0.027334 , 0.03146 , 0.043152 , 0.035597 , 0.046242 , 0.033706 , 0.035967 , 0.053823 , 0.023103 , 0.024133 , 0.016483 , 0.021724 , 0.030383 , 0.020762 , 0.043543 , 0.031862 , 0.038751 , 0.037626 , 0.030689 , 0.073751 , 0.023784 , 0.034984 , 0.033949 , 0.028386 
 458 , 0.038268 , 0.028955 , 0.02845 , 0.032701 , 0.029165 , 0.037989 , 0.04062 , 0.035337 , 0.041693 , 0.03398 , 0.030276 , 0.05761 , 0.035669 , 0.034538 , 0.039063 , 0.051885 , 0.059983 , 0.039341 , 0.052911 , 0.027066 , 0.050112 , 0.033664 , 0.040694 , 0.038205 , 0.035085 , 0.053527 , 0.025177 , 0.027366 , 0.030518 , 0.030728 , 0.029365 , 0.036358 , 0.034527 , 0.028266 , 0.027882 , 0.023662 , 0.03921 , 0.037 , 0.045366 , 0.035127 , 0.023962 , 0.029213 , 0.018253 , 0.022252 , 0.032959 , 0.033248 , 0.040531 , 0.027676 , 0.032265 , 0.028697 , 0.038073 , 0.028371 , 0.026977 , 0.027066 , 0.022146 , 0.028545 , 0.027313 , 0.031433 , 0.043161 , 0.035548 , 0.046092 , 0.033622 , 0.035837 , 0.053701 , 0.023072 , 0.024098 , 0.016458 , 0.021646 , 0.030333 , 0.020752 , 0.043582 , 0.031838 , 0.038726 , 0.037621 , 0.030644 , 0.07379 , 0.023762 , 0.035016 , 0.033922 , 0.028408 
 459 , 0.038207 , 0.028947 , 0.028408 , 0.032679 , 0.029157 , 0.037987 , 0.040628 , 0.035393 , 0.041713 , 0.034004 , 0.030247 , 0.057528 , 0.035702 , 0.034507 , 0.039082 , 0.051785 , 0.059855 , 0.039245 , 0.052822 , 0.027056 , 0.050145 , 0.033643 , 0.040696 , 0.038239 , 0.035079 , 0.053614 , 0.025143 , 0.027333 , 0.030483 , 0.030787 , 0.029361 , 0.036383 , 0.034502 , 0.028256 , 0.027884 , 0.023639 , 0.039124 , 0.036881 , 0.045255 , 0.035068 , 0.023891 , 0.029225 , 0.018247 , 0.022193 , 0.032925 , 0.033255 , 0.040586 , 0.0277 , 0.03228 , 0.028685 , 0.038008 , 0.028287 , 0.026914 , 0.027077 , 0.022104 , 0.028539 , 0.027297 , 0.0314 , 0.04317 , 0.035503 , 0.045942 , 0.033543 , 0.035707 , 0.053577 , 0.023047 , 0.024063 , 0.016428 , 0.021574 , 0.030278 , 0.020736 , 0.043626 , 0.031814 , 0.0387 , 0.03762 , 0.030603 , 0.073825 , 0.023744 , 0.035047 , 0.0339 , 0.028429 
 460 , 0.038091 , 0.028905 , 0.028346 , 0.03264 , 0.029066 , 0.037945 , 0.040589 , 0.035368 , 0.041622 , 0.033938 , 0.030162 , 0.057314 , 0.035644 , 0.034439 , 0.038972 , 0.051612 , 0.059661 , 0.039103 , 0.052619 , 0.026959 , 0.05011 , 0.033605 , 0.040616 , 0.0382 , 0.035034 , 0.053605 , 0.025081 , 0.027282 , 0.030407 , 0.030751 , 0.029291 , 0.036348 , 0.034424 , 0.028216 , 0.027861 , 0.023589 , 0.038978 , 0.036724 , 0.045091 , 0.034956 , 0.023798 , 0.029171 , 0.018206 , 0.022123 , 0.032853 , 0.033187 , 0.040553 , 0.027658 , 0.032254 , 0.028638 , 0.037866 , 0.028169 , 0.026823 , 0.027021 , 0.022034 , 0.028498 , 0.027261 , 0.031341 , 0.043125 , 0.03542 , 0.045728 , 0.033417 , 0.035556 , 0.053385 , 0.022979 , 0.023991 , 0.016375 , 0.021487 , 0.030193 , 0.020699 , 0.043568 , 0.031753 , 0.038659 , 0.037569 , 0.030511 , 0.073777 , 0.023704 , 0.034997 , 0.033839 , 0.028357 
 461 , 0.037926 , 0.028831 , 0.02827 , 0.032592 , 0.028898 , 0.037863 , 0.040499 , 0.035274 , 0.041438 , 0.033806 , 0.03004 , 0.056982 , 0.035497 , 0.034351 , 0.038756 , 0.051373 , 0.059405 , 0.038927 , 0.052323 , 0.026781 , 0.050009 , 0.033562 , 0.040468 , 0.038102 , 0.034942 , 0.053506 , 0.024991 , 0.027222 , 0.030294 , 0.030621 , 0.029152 , 0.03626 , 0.034304 , 0.028146 , 0.027814 , 0.023513 , 0.038771 , 0.036535 , 0.044878 , 0.034792 , 0.023694 , 0.029064 , 0.018127 , 0.022045 , 0.032743 , 0.033054 , 0.040452 , 0.027554 , 0.032182 , 0.028561 , 0.037656 , 0.028021 , 0.026709 , 0.026911 , 0.021951 , 0.028416 , 0.027207 , 0.031254 , 0.043026 , 0.035311 , 0.045454 , 0.033246 , 0.035394 , 0.053142 , 0.022885 , 0.023881 , 0.016296 , 0.021391 , 0.030076 , 0.020633 , 0.043425 , 0.031658 , 0.0386 , 0.037474 , 0.030377 , 0.073657 , 0.023643 , 0.03488 , 0.033744 , 0.028213 
 462 , 0.037754 , 0.028756 , 0.028193 , 0.032543 , 0.02873 , 0.037785 , 0.040407 , 0.03518 , 0.041248 , 0.033673 , 0.029917 , 0.05665 , 0.035355 , 0.034261 , 0.038544 , 0.051134 , 0.059152 , 0.03875 , 0.052027 , 0.026604 , 0.049906 , 0.033513 , 0.040319 , 0.038002 , 0.034855 , 0.053409 , 0.024906 , 0.027156 , 0.03018 , 0.030495 , 0.029019 , 0.03617 , 0.034184 , 0.02808 , 0.027765 , 0.023431 , 0.03857 , 0.036346 , 0.044663 , 0.034628 , 0.023596 , 0.028957 , 0.018049 , 0.021971 , 0.032631 , 0.03292 , 0.04035 , 0.02745 , 0.032115 , 0.028487 , 0.037445 , 0.027873 , 0.026594 , 0.026795 , 0.021862 , 0.028338 , 0.027151 , 0.03116 , 0.04293 , 0.035205 , 0.045185 , 0.033074 , 0.035226 , 0.052893 , 0.022786 , 0.023776 , 0.016217 , 0.021295 , 0.029963 , 0.020567 , 0.043281 , 0.031563 , 0.038544 , 0.037378 , 0.030247 , 0.073533 , 0.023586 , 0.034762 , 0.033652 , 0.028064 
 463 , 0.037587 , 0.028664 , 0.028105 , 0.032461 , 0.028566 , 0.03769 , 0.040302 , 0.035088 , 0.041061 , 0.033528 , 0.029777 , 0.056327 , 0.035201 , 0.034144 , 0.038326 , 0.050878 , 0.058872 , 0.038568 , 0.051735 , 0.026427 , 0.04979 , 0.033452 , 0.040174 , 0.037906 , 0.03476 , 0.0533 , 0.02481 , 0.027089 , 0.03007 , 0.030373 , 0.028895 , 0.036069 , 0.034067 , 0.028007 , 0.02771 , 0.023338 , 0.038362 , 0.036156 , 0.044433 , 0.034452 , 0.023491 , 0.028844 , 0.01797 , 0.021875 , 0.032512 , 0.032779 , 0.040251 , 0.027345 , 0.03204 , 0.028407 , 0.037228 , 0.027725 , 0.026468 , 0.026678 , 0.021767 , 0.028259 , 0.027089 , 0.031055 , 0.042821 , 0.035083 , 0.04491 , 0.032897 , 0.035047 , 0.052633 , 0.022686 , 0.023661 , 0.016133 , 0.021203 , 0.029839 , 0.0205 , 0.043134 , 0.031455 , 0.038475 , 0.037285 , 0.030116 , 0.073389 , 0.023527 , 0.034642 , 0.033549 , 0.027925 
 464 , 0.037417 , 0.028473 , 0.027948 , 0.032236 , 0.028448 , 0.037504 , 0.04015 , 0.034985 , 0.04089 , 0.033353 , 0.029554 , 0.056029 , 0.035005 , 0.033904 , 0.0381 , 0.050532 , 0.058517 , 0.03834 , 0.051445 , 0.02626 , 0.049619 , 0.033292 , 0.040023 , 0.037805 , 0.034613 , 0.053138 , 0.024685 , 0.026969 , 0.029978 , 0.030258 , 0.0288 , 0.035913 , 0.033945 , 0.027897 , 0.027601 , 0.023155 , 0.038121 , 0.035949 , 0.044128 , 0.034205 , 0.023384 , 0.028698 , 0.017857 , 0.021717 , 0.032338 , 0.032598 , 0.04014 , 0.027244 , 0.031915 , 0.02831 , 0.036984 , 0.027545 , 0.026306 , 0.026525 , 0.02163 , 0.028178 , 0.026969 , 0.03086 , 0.042659 , 0.034898 , 0.044612 , 0.032706 , 0.034776 , 0.052317 , 0.022543 , 0.023497 , 0.016021 , 0.021126 , 0.029672 , 0.020391 , 0.042996 , 0.031293 , 0.038335 , 0.037172 , 0.029998 , 0.073116 , 0.023466 , 0.034516 , 0.033404 , 0.027826 
 465 , 0.037251 , 0.028278 , 0.027796 , 0.032017 , 0.028323 , 0.037322 , 0.039992 , 0.034885 , 0.040717 , 0.033177 , 0.029327 , 0.055735 , 0.034809 , 0.033664 , 0.037874 , 0.050187 , 0.058157 , 0.038117 , 0.051154 , 0.026089 , 0.049447 , 0.033132 , 0.039866 , 0.037697 , 0.034464 , 0.052968 , 0.024554 , 0.026849 , 0.029889 , 0.030142 , 0.028703 , 0.035761 , 0.033816 , 0.027791 , 0.027497 , 0.022968 , 0.037879 , 0.035736 , 0.043828 , 0.033958 , 0.023282 , 0.028556 , 0.017744 , 0.021554 , 0.032164 , 0.032412 , 0.040028 , 0.027143 , 0.031794 , 0.028212 , 0.036739 , 0.027366 , 0.026145 , 0.026373 , 0.021493 , 0.028095 , 0.026854 , 0.030664 , 0.0425 , 0.034718 , 0.044319 , 0.032514 , 0.03451 , 0.051995 , 0.022405 , 0.023333 , 0.01591 , 0.021042 , 0.029509 , 0.020287 , 0.04285 , 0.031125 , 0.038204 , 0.037064 , 0.029884 , 0.072845 , 0.023409 , 0.034388 , 0.033258 , 0.027731 
 466 , 0.037084 , 0.028087 , 0.027639 , 0.031793 , 0.028203 , 0.037134 , 0.039838 , 0.034783 , 0.040548 , 0.033001 , 0.029104 , 0.05544 , 0.034612 , 0.033419 , 0.037648 , 0.049847 , 0.057801 , 0.037895 , 0.050869 , 0.025923 , 0.049273 , 0.032971 , 0.039712 , 0.037593 , 0.034315 , 0.052807 , 0.024427 , 0.026733 , 0.029804 , 0.030026 , 0.028606 , 0.035604 , 0.033691 , 0.027685 , 0.027388 , 0.022786 , 0.037633 , 0.035528 , 0.043528 , 0.033711 , 0.023174 , 0.02841 , 0.017631 , 0.021397 , 0.031989 , 0.032226 , 0.039919 , 0.027045 , 0.031672 , 0.028113 , 0.036495 , 0.027186 , 0.025978 , 0.02622 , 0.021356 , 0.028017 , 0.026738 , 0.030469 , 0.04234 , 0.034537 , 0.044027 , 0.032316 , 0.03424 , 0.051674 , 0.022263 , 0.023169 , 0.015793 , 0.020964 , 0.029341 , 0.020178 , 0.042713 , 0.030957 , 0.038066 , 0.036953 , 0.029769 , 0.072572 , 0.02335 , 0.03426 , 0.033117 , 0.027629 
 467 , 0.036932 , 0.027994 , 0.027442 , 0.031646 , 0.028134 , 0.037088 , 0.039748 , 0.034713 , 0.040359 , 0.032879 , 0.028991 , 0.055085 , 0.034547 , 0.033275 , 0.037488 , 0.049659 , 0.057485 , 0.037699 , 0.050566 , 0.025814 , 0.049158 , 0.032869 , 0.039593 , 0.037503 , 0.034252 , 0.05271 , 0.024316 , 0.026631 , 0.029672 , 0.029953 , 0.028515 , 0.035464 , 0.03354 , 0.027568 , 0.027327 , 0.022682 , 0.037458 , 0.035349 , 0.043301 , 0.03352 , 0.023053 , 0.028354 , 0.017542 , 0.021285 , 0.031847 , 0.032112 , 0.039838 , 0.026951 , 0.031586 , 0.028044 , 0.036286 , 0.027007 , 0.025839 , 0.0261 , 0.021259 , 0.027933 , 0.026671 , 0.030379 , 0.042218 , 0.034367 , 0.043757 , 0.032167 , 0.034051 , 0.051468 , 0.022131 , 0.023033 , 0.015693 , 0.020844 , 0.029201 , 0.020077 , 0.042629 , 0.030825 , 0.037914 , 0.036827 , 0.029647 , 0.072417 , 0.023274 , 0.034166 , 0.033029 , 0.027518 
 468 , 0.036788 , 0.027929 , 0.027235 , 0.031522 , 0.028084 , 0.037072 , 0.039677 , 0.034647 , 0.040166 , 0.03277 , 0.028902 , 0.05472 , 0.034507 , 0.033154 , 0.037352 , 0.049504 , 0.05718 , 0.037511 , 0.050258 , 0.025718 , 0.049055 , 0.03278 , 0.039488 , 0.037422 , 0.034207 , 0.052629 , 0.024211 , 0.026531 , 0.029531 , 0.02989 , 0.028423 , 0.035325 , 0.033379 , 0.02745 , 0.02728 , 0.022604 , 0.037292 , 0.035176 , 0.043091 , 0.033334 , 0.022933 , 0.028323 , 0.017453 , 0.021181 , 0.031717 , 0.032016 , 0.039762 , 0.026866 , 0.031517 , 0.027984 , 0.036079 , 0.026836 , 0.025703 , 0.025982 , 0.021166 , 0.027849 , 0.026616 , 0.03032 , 0.042103 , 0.034202 , 0.043495 , 0.032031 , 0.033883 , 0.051286 , 0.021995 , 0.022908 , 0.015596 , 0.020722 , 0.029062 , 0.019973 , 0.042557 , 0.030694 , 0.037756 , 0.036698 , 0.029521 , 0.072293 , 0.023193 , 0.034078 , 0.032955 , 0.027395 
 469 , 0.036643 , 0.027864 , 0.027029 , 0.031398 , 0.028033 , 0.037055 , 0.039601 , 0.034585 , 0.039979 , 0.032661 , 0.028813 , 0.054355 , 0.034465 , 0.033034 , 0.037215 , 0.049354 , 0.056876 , 0.037324 , 0.049951 , 0.025622 , 0.048952 , 0.032691 , 0.039377 , 0.037339 , 0.034162 , 0.052551 , 0.024105 , 0.026437 , 0.02939 , 0.029827 , 0.028331 , 0.035191 , 0.033218 , 0.027332 , 0.027227 , 0.022525 , 0.03713 , 0.035002 , 0.042877 , 0.033153 , 0.022808 , 0.028291 , 0.017369 , 0.021078 , 0.031587 , 0.03192 , 0.03969 , 0.02678 , 0.031443 , 0.027918 , 0.035877 , 0.026661 , 0.025572 , 0.025865 , 0.021078 , 0.027764 , 0.026561 , 0.030255 , 0.041987 , 0.034033 , 0.04323 , 0.031895 , 0.03372 , 0.051104 , 0.021863 , 0.022783 , 0.015495 , 0.020601 , 0.028923 , 0.019875 , 0.042489 , 0.030563 , 0.037597 , 0.036573 , 0.0294 , 0.072167 , 0.023106 , 0.033993 , 0.03288 , 0.027277 
 470 , 0.036592 , 0.027811 , 0.026963 , 0.031351 , 0.028014 , 0.037033 , 0.039577 , 0.034554 , 0.039919 , 0.0326 , 0.028763 , 0.054159 , 0.034455 , 0.033007 , 0.037147 , 0.049285 , 0.056688 , 0.037187 , 0.049796 , 0.02557 , 0.048938 , 0.03268 , 0.039363 , 0.037336 , 0.034152 , 0.052592 , 0.024077 , 0.026427 , 0.029358 , 0.029809 , 0.028302 , 0.035149 , 0.033146 , 0.02728 , 0.027231 , 0.022481 , 0.037048 , 0.034901 , 0.042765 , 0.033057 , 0.022748 , 0.028292 , 0.017319 , 0.021038 , 0.03152 , 0.031867 , 0.039691 , 0.026755 , 0.031425 , 0.027895 , 0.035774 , 0.026551 , 0.025505 , 0.025803 , 0.021018 , 0.027746 , 0.026561 , 0.030235 , 0.041967 , 0.033984 , 0.043082 , 0.031822 , 0.033632 , 0.051005 , 0.021791 , 0.022714 , 0.015445 , 0.020532 , 0.028852 , 0.019813 , 0.042487 , 0.030533 , 0.037564 , 0.036532 , 0.029358 , 0.072202 , 0.023056 , 0.033974 , 0.032878 , 0.027241 
 471 , 0.036658 , 0.027771 , 0.027067 , 0.031393 , 0.028039 , 0.037 , 0.039605 , 0.034564 , 0.040022 , 0.032584 , 0.028759 , 0.054178 , 0.034475 , 0.033085 , 0.037164 , 0.04932 , 0.056644 , 0.037104 , 0.049826 , 0.025563 , 0.049038 , 0.032768 , 0.039466 , 0.037417 , 0.034182 , 0.052779 , 0.024149 , 0.026521 , 0.029453 , 0.02985 , 0.028362 , 0.035234 , 0.033185 , 0.02731 , 0.02729 , 0.022482 , 0.037065 , 0.034891 , 0.042771 , 0.033056 , 0.02276 , 0.028327 , 0.017317 , 0.021068 , 0.031537 , 0.03187 , 0.039779 , 0.026809 , 0.031473 , 0.027915 , 0.03579 , 0.026531 , 0.025528 , 0.025811 , 0.021003 , 0.027806 , 0.02663 , 0.030277 , 0.042061 , 0.034063 , 0.043073 , 0.03183 , 0.033646 , 0.051012 , 0.021807 , 0.022715 , 0.015456 , 0.020537 , 0.028868 , 0.019808 , 0.042572 , 0.030624 , 0.03768 , 0.036598 , 0.029409 , 0.072432 , 0.023048 , 0.034028 , 0.032956 , 0.027295 
 472 , 0.036719 , 0.027732 , 0.027175 , 0.031441 , 0.028064 , 0.036972 , 0.039639 , 0.034574 , 0.04012 , 0.032573 , 0.028754 , 0.054192 , 0.034494 , 0.033169 , 0.037181 , 0.049351 , 0.056605 , 0.037027 , 0.049852 , 0.025557 , 0.049132 , 0.032861 , 0.039569 , 0.037503 , 0.034211 , 0.052961 , 0.024221 , 0.026614 , 0.029549 , 0.029887 , 0.028417 , 0.035314 , 0.033228 , 0.027334 , 0.027354 , 0.022488 , 0.037076 , 0.034882 , 0.042772 , 0.033059 , 0.022771 , 0.028362 , 0.017314 , 0.021098 , 0.031555 , 0.031868 , 0.039867 , 0.026863 , 0.031525 , 0.027935 , 0.035805 , 0.026505 , 0.025552 , 0.025825 , 0.020989 , 0.027866 , 0.026694 , 0.030314 , 0.042156 , 0.034147 , 0.04306 , 0.031843 , 0.033655 , 0.051019 , 0.021818 , 0.022717 , 0.015467 , 0.020537 , 0.028879 , 0.019797 , 0.042652 , 0.030711 , 0.037801 , 0.036669 , 0.02946 , 0.072663 , 0.023034 , 0.034077 , 0.033035 , 0.027349 
 473 , 0.036782 , 0.027714 , 0.027282 , 0.031491 , 0.028097 , 0.036961 , 0.039684 , 0.034601 , 0.04023 , 0.032574 , 0.028763 , 0.054222 , 0.034531 , 0.033254 , 0.037209 , 0.049397 , 0.056577 , 0.036966 , 0.049899 , 0.025563 , 0.049243 , 0.032956 , 0.039684 , 0.037597 , 0.034253 , 0.053158 , 0.024291 , 0.026711 , 0.029642 , 0.02993 , 0.028475 , 0.035401 , 0.033269 , 0.027377 , 0.027421 , 0.022493 , 0.037105 , 0.034879 , 0.042784 , 0.033066 , 0.022791 , 0.02841 , 0.01732 , 0.021126 , 0.031575 , 0.031873 , 0.039962 , 0.026924 , 0.031585 , 0.027963 , 0.035823 , 0.026487 , 0.025573 , 0.025841 , 0.020977 , 0.027928 , 0.026765 , 0.030358 , 0.042257 , 0.034233 , 0.043052 , 0.031858 , 0.033672 , 0.051032 , 0.021837 , 0.022726 , 0.015477 , 0.020545 , 0.028902 , 0.01979 , 0.042749 , 0.030805 , 0.03792 , 0.036747 , 0.029518 , 0.072903 , 0.023039 , 0.034144 , 0.03312 , 0.027411 
 474 , 0.036821 , 0.027922 , 0.027379 , 0.031572 , 0.028216 , 0.03714 , 0.039879 , 0.034804 , 0.040387 , 0.032743 , 0.028858 , 0.054375 , 0.034715 , 0.033365 , 0.037349 , 0.0495 , 0.056691 , 0.03708 , 0.050068 , 0.025656 , 0.049465 , 0.033121 , 0.039874 , 0.037743 , 0.034376 , 0.053459 , 0.024322 , 0.026817 , 0.02973 , 0.030054 , 0.028565 , 0.035507 , 0.033365 , 0.027514 , 0.027534 , 0.022529 , 0.03721 , 0.034949 , 0.042862 , 0.033126 , 0.022853 , 0.02854 , 0.017345 , 0.02115 , 0.031652 , 0.031976 , 0.040163 , 0.027051 , 0.031757 , 0.028087 , 0.0359 , 0.026548 , 0.025626 , 0.02591 , 0.021035 , 0.028037 , 0.026861 , 0.030482 , 0.042458 , 0.034351 , 0.043116 , 0.031961 , 0.033724 , 0.051158 , 0.021902 , 0.022793 , 0.015532 , 0.020632 , 0.028998 , 0.01983 , 0.042971 , 0.030905 , 0.038076 , 0.036916 , 0.02961 , 0.073259 , 0.023191 , 0.034296 , 0.033246 , 0.027519 
 475 , 0.036861 , 0.028134 , 0.027484 , 0.031653 , 0.028338 , 0.037325 , 0.040071 , 0.035003 , 0.04054 , 0.032911 , 0.028952 , 0.05452 , 0.034904 , 0.033481 , 0.03749 , 0.049597 , 0.056806 , 0.03719 , 0.050231 , 0.025752 , 0.049692 , 0.033291 , 0.040066 , 0.037889 , 0.034504 , 0.053756 , 0.024354 , 0.026925 , 0.029811 , 0.03018 , 0.028658 , 0.035612 , 0.033461 , 0.027654 , 0.027649 , 0.022562 , 0.037315 , 0.035023 , 0.042937 , 0.033186 , 0.022911 , 0.028673 , 0.017374 , 0.021179 , 0.031728 , 0.032083 , 0.040365 , 0.027175 , 0.031933 , 0.028213 , 0.035972 , 0.026611 , 0.025672 , 0.025987 , 0.021094 , 0.028148 , 0.026965 , 0.03061 , 0.042657 , 0.034469 , 0.043171 , 0.032063 , 0.03377 , 0.051284 , 0.021973 , 0.022861 , 0.015587 , 0.020719 , 0.029097 , 0.019866 , 0.043191 , 0.031009 , 0.038234 , 0.03709 , 0.029706 , 0.073611 , 0.023341 , 0.034454 , 0.033381 , 0.027624 
 476 , 0.0369 , 0.02834 , 0.027585 , 0.031734 , 0.028466 , 0.037505 , 0.040263 , 0.035208 , 0.040694 , 0.033081 , 0.029046 , 0.054669 , 0.035088 , 0.033591 , 0.03763 , 0.049698 , 0.056921 , 0.037305 , 0.050399 , 0.025848 , 0.049914 , 0.033456 , 0.040258 , 0.038036 , 0.034627 , 0.054053 , 0.024386 , 0.027034 , 0.029897 , 0.030303 , 0.028751 , 0.035718 , 0.033556 , 0.02779 , 0.027765 , 0.022594 , 0.03742 , 0.035098 , 0.043011 , 0.033246 , 0.022975 , 0.028806 , 0.017404 , 0.021203 , 0.031809 , 0.032185 , 0.040564 , 0.027304 , 0.03211 , 0.02834 , 0.036044 , 0.026674 , 0.025723 , 0.026058 , 0.021148 , 0.028255 , 0.027064 , 0.030733 , 0.042856 , 0.034587 , 0.043231 , 0.03217 , 0.033821 , 0.05141 , 0.022044 , 0.022925 , 0.015642 , 0.020812 , 0.029191 , 0.019906 , 0.043417 , 0.031113 , 0.038386 , 0.037265 , 0.029802 , 0.073965 , 0.02349 , 0.034612 , 0.033511 , 0.02773 
 477 , 0.036946 , 0.028421 , 0.027663 , 0.031868 , 0.028501 , 0.037694 , 0.040454 , 0.035381 , 0.04074 , 0.033178 , 0.029118 , 0.054734 , 0.03515 , 0.033649 , 0.037684 , 0.049792 , 0.057037 , 0.037393 , 0.050479 , 0.025882 , 0.050073 , 0.033589 , 0.040403 , 0.038196 , 0.034758 , 0.054293 , 0.024462 , 0.027096 , 0.030002 , 0.030418 , 0.028862 , 0.035842 , 0.033644 , 0.027874 , 0.027869 , 0.02262 , 0.037478 , 0.035145 , 0.043078 , 0.033293 , 0.023007 , 0.028893 , 0.017422 , 0.02121 , 0.031873 , 0.032244 , 0.040735 , 0.027397 , 0.032244 , 0.028441 , 0.036103 , 0.02671 , 0.025741 , 0.026098 , 0.021195 , 0.028361 , 0.027176 , 0.030834 , 0.043033 , 0.034653 , 0.043284 , 0.032229 , 0.033865 , 0.051463 , 0.022083 , 0.022941 , 0.015676 , 0.020839 , 0.029259 , 0.019916 , 0.04355 , 0.031201 , 0.038502 , 0.037368 , 0.029851 , 0.074294 , 0.023569 , 0.034738 , 0.033599 , 0.027829 
