JUL2MAT00005.spu,JUL2MAT00004.spu,
Wavelength,JUL2MAT00006.spu,JUL2MAT00007.spu,JUL2MAT00008.spu,JUL2MAT00009.spu,JUL2MAT00010.spu,JUL2MAT00011.spu,JUL2MAT00012.spu,JUL2MAT00013.spu,JUL2MAT00014.spu,JUL2MAT00015.spu,JUL2MAT00016.spu,JUL2MAT00017.spu,JUL2MAT00018.spu,JUL2MAT00019.spu,JUL2MAT00020.spu,JUL2MAT00021.spu,JUL2MAT00022.spu,JUL2MAT00023.spu,JUL2MAT00024.spu,JUL2MAT00025.spu,JUL2MAT00026.spu,JUL2MAT00027.spu,JUL2MAT00028.spu,JUL2MAT00029.spu,JUL2MAT00030.spu,JUL2MAT00031.spu,JUL2MAT00032.spu,JUL2MAT00033.spu,JUL2MAT00034.spu,JUL2MAT00035.spu,JUL2MAT00036.spu,JUL2MAT00037.spu,JUL2MAT00038.spu,JUL2MAT00039.spu,JUL2MAT00040.spu,JUL2MAT00041.spu,JUL2MAT00042.spu,JUL2MAT00043.spu,JUL2MAT00044.spu,JUL2MAT00045.spu,JUL2MAT00046.spu,JUL2MAT00047.spu,JUL2MAT00048.spu,JUL2MAT00049.spu,JUL2MAT00050.spu,JUL2MAT00051.spu,JUL2MAT00052.spu,JUL2MAT00053.spu,JUL2MAT00054.spu,JUL2MAT00055.spu,JUL2MAT00056.spu,JUL2MAT00057.spu,JUL2MAT00058.spu,JUL2MAT00059.spu,JUL2MAT00060.spu,JUL2MAT00061.spu,JUL2MAT00062.spu,JUL2MAT00063.spu,JUL2MAT00064.spu,JUL2MAT00065.spu,JUL2MAT00066.spu,JUL2MAT00067.spu,JUL2MAT00068.spu,JUL2MAT00069.spu,JUL2MAT00070.spu,JUL2MAT00071.spu,JUL2MAT00072.spu,JUL2MAT00073.spu,JUL2MAT00074.spu,JUL2MAT00075.spu,JUL2MAT00076.spu,JUL2MAT00077.spu,JUL2MAT00078.spu,JUL2MAT00079.spu,JUL2MAT00080.spu,JUL2MAT00081.spu,JUL2MAT00082.spu,JUL2MAT00083.spu,JUL2MAT00084.spu,JUL2MAT00085.spu
 896 , 0.422294 , 0.356108 , 0.325533 , 0.324716 , 0.250594 , 0.346817 , 0.342536 , 0.359477 , 0.396341 , 0.40977 , 0.257761 , 0.184952 , 0.318073 , 0.360838 , 0.306019 , 0.276806 , 0.1889 , 0.191337 , 0.216242 , 0.200451 , 0.514773 , 0.44905 , 0.372069 , 0.402644 , 0.324471 , 0.426922 , 0.287716 , 0.280427 , 0.35444 , 0.393788 , 0.414201 , 0.394156 , 0.392904 , 0.430897 , 0.360062 , 0.375445 , 0.23728 , 0.209442 , 0.179071 , 0.422022 , 0.358987 , 0.428685 , 0.248429 , 0.294237 , 0.348873 , 0.339173 , 0.407075 , 0.432238 , 0.483974 , 0.264908 , 0.340099 , 0.261586 , 0.406564 , 0.381299 , 0.338758 , 0.287832 , 0.246966 , 0.274321 , 0.350894 , 0.395558 , 0.249818 , 0.254501 , 0.208142 , 0.226812 , 0.373818 , 0.417802 , 0.223436 , 0.362084 , 0.292719 , 0.53669 , 0.421913 , 0.380625 , 0.433572 , 0.35555 , 0.321892 , 0.331761 , 0.249818 , 0.302554 , 0.371 , 0.374138 
 897 , 0.42232 , 0.356565 , 0.325588 , 0.324798 , 0.25058 , 0.347279 , 0.343155 , 0.360277 , 0.396323 , 0.410199 , 0.258051 , 0.185008 , 0.318724 , 0.361209 , 0.30661 , 0.277306 , 0.189273 , 0.191622 , 0.216546 , 0.20053 , 0.514753 , 0.449275 , 0.372601 , 0.402917 , 0.324393 , 0.427314 , 0.288111 , 0.280573 , 0.354385 , 0.394137 , 0.41441 , 0.394204 , 0.393036 , 0.43108 , 0.36027 , 0.375118 , 0.237542 , 0.20954 , 0.179285 , 0.422185 , 0.359022 , 0.428704 , 0.248542 , 0.294563 , 0.348797 , 0.339079 , 0.407358 , 0.432686 , 0.484491 , 0.265138 , 0.340186 , 0.261399 , 0.406642 , 0.38128 , 0.338735 , 0.287895 , 0.247152 , 0.274526 , 0.350984 , 0.395736 , 0.250081 , 0.254684 , 0.20813 , 0.227135 , 0.373964 , 0.417953 , 0.223409 , 0.362025 , 0.292802 , 0.536863 , 0.422509 , 0.380956 , 0.433955 , 0.355749 , 0.32197 , 0.332303 , 0.249919 , 0.302547 , 0.371035 , 0.374322 
 898 , 0.421931 , 0.356609 , 0.325475 , 0.324934 , 0.250557 , 0.347404 , 0.343417 , 0.360623 , 0.395852 , 0.410719 , 0.258092 , 0.184816 , 0.319467 , 0.361745 , 0.307242 , 0.277751 , 0.189648 , 0.191729 , 0.216875 , 0.200541 , 0.514933 , 0.449659 , 0.373247 , 0.40338 , 0.324556 , 0.427553 , 0.288104 , 0.280765 , 0.354419 , 0.394575 , 0.414585 , 0.394122 , 0.393352 , 0.431487 , 0.360373 , 0.374943 , 0.237825 , 0.209692 , 0.179504 , 0.422194 , 0.359021 , 0.428851 , 0.248394 , 0.294639 , 0.348695 , 0.339275 , 0.407699 , 0.432885 , 0.484867 , 0.265242 , 0.340363 , 0.261302 , 0.40659 , 0.381248 , 0.338835 , 0.287901 , 0.24732 , 0.274824 , 0.351094 , 0.395825 , 0.25034 , 0.254868 , 0.208171 , 0.227418 , 0.373598 , 0.418038 , 0.223349 , 0.362089 , 0.292875 , 0.536917 , 0.42308 , 0.381079 , 0.433994 , 0.356075 , 0.321974 , 0.332767 , 0.249915 , 0.302667 , 0.370942 , 0.374335 
 899 , 0.421489 , 0.356619 , 0.325355 , 0.325078 , 0.250533 , 0.347494 , 0.34366 , 0.360948 , 0.395334 , 0.411267 , 0.258107 , 0.184599 , 0.320254 , 0.362309 , 0.307905 , 0.278206 , 0.190032 , 0.191827 , 0.217231 , 0.200553 , 0.51513 , 0.450084 , 0.373934 , 0.403883 , 0.324746 , 0.427796 , 0.288063 , 0.280977 , 0.354458 , 0.395036 , 0.414756 , 0.394033 , 0.393694 , 0.431929 , 0.360473 , 0.374774 , 0.238123 , 0.209861 , 0.179735 , 0.422187 , 0.359024 , 0.429022 , 0.248223 , 0.294688 , 0.348578 , 0.339493 , 0.408063 , 0.433073 , 0.485249 , 0.265342 , 0.340564 , 0.261217 , 0.406518 , 0.381223 , 0.338951 , 0.2879 , 0.247492 , 0.275144 , 0.351206 , 0.395916 , 0.250615 , 0.255059 , 0.208215 , 0.227711 , 0.373162 , 0.418123 , 0.223287 , 0.36216 , 0.292947 , 0.536971 , 0.423671 , 0.381196 , 0.434008 , 0.356429 , 0.321968 , 0.333254 , 0.249903 , 0.302804 , 0.370845 , 0.37434 
 900 , 0.421293 , 0.356225 , 0.325193 , 0.325105 , 0.250463 , 0.347575 , 0.343869 , 0.361181 , 0.394906 , 0.411482 , 0.257998 , 0.184712 , 0.320878 , 0.363024 , 0.308218 , 0.278496 , 0.190235 , 0.191795 , 0.217243 , 0.200384 , 0.515705 , 0.450576 , 0.374529 , 0.40446 , 0.324977 , 0.427977 , 0.28805 , 0.281049 , 0.354631 , 0.395365 , 0.415068 , 0.394035 , 0.394062 , 0.432325 , 0.360613 , 0.37486 , 0.238275 , 0.210039 , 0.179918 , 0.42215 , 0.358919 , 0.429388 , 0.247809 , 0.294586 , 0.348413 , 0.33977 , 0.408322 , 0.433163 , 0.485537 , 0.265418 , 0.34085 , 0.26111 , 0.406405 , 0.38124 , 0.339102 , 0.287949 , 0.247438 , 0.275647 , 0.351464 , 0.395858 , 0.250915 , 0.255283 , 0.208371 , 0.228019 , 0.372909 , 0.4182 , 0.223191 , 0.362261 , 0.292986 , 0.537136 , 0.424088 , 0.381267 , 0.434101 , 0.356589 , 0.321979 , 0.333565 , 0.249808 , 0.302945 , 0.370856 , 0.374333 
 901 , 0.421192 , 0.355524 , 0.325034 , 0.324892 , 0.250325 , 0.347985 , 0.344024 , 0.361432 , 0.394643 , 0.411255 , 0.25785 , 0.185054 , 0.321174 , 0.363628 , 0.3083 , 0.27872 , 0.190208 , 0.191777 , 0.216891 , 0.200097 , 0.51638 , 0.450974 , 0.374959 , 0.40493 , 0.325135 , 0.428232 , 0.288111 , 0.280902 , 0.354796 , 0.395404 , 0.415533 , 0.393983 , 0.394488 , 0.432381 , 0.360502 , 0.375141 , 0.238293 , 0.210182 , 0.180035 , 0.422135 , 0.358737 , 0.42972 , 0.247422 , 0.294456 , 0.348255 , 0.340023 , 0.408514 , 0.433311 , 0.485843 , 0.265604 , 0.341262 , 0.260935 , 0.406493 , 0.381365 , 0.33914 , 0.28809 , 0.24726 , 0.276274 , 0.351792 , 0.395788 , 0.251234 , 0.255512 , 0.208518 , 0.22829 , 0.372897 , 0.418161 , 0.222961 , 0.362307 , 0.293069 , 0.537391 , 0.424291 , 0.381251 , 0.434382 , 0.356474 , 0.321942 , 0.333717 , 0.249665 , 0.303039 , 0.371031 , 0.374346 
 902 , 0.421035 , 0.354783 , 0.324898 , 0.324574 , 0.250164 , 0.348634 , 0.344183 , 0.361729 , 0.394426 , 0.410879 , 0.257729 , 0.185389 , 0.321351 , 0.364116 , 0.308404 , 0.27897 , 0.190102 , 0.191835 , 0.216455 , 0.199806 , 0.516976 , 0.451298 , 0.375343 , 0.405316 , 0.325235 , 0.428567 , 0.288195 , 0.280663 , 0.354911 , 0.395303 , 0.416058 , 0.393839 , 0.394959 , 0.432235 , 0.360218 , 0.375437 , 0.238275 , 0.210298 , 0.180136 , 0.42214 , 0.358546 , 0.429956 , 0.247143 , 0.294385 , 0.348121 , 0.340259 , 0.408728 , 0.43357 , 0.486207 , 0.265882 , 0.341722 , 0.260703 , 0.406732 , 0.38154 , 0.339092 , 0.288276 , 0.247095 , 0.276914 , 0.352106 , 0.395768 , 0.251553 , 0.255733 , 0.208626 , 0.228525 , 0.372969 , 0.418047 , 0.222645 , 0.362295 , 0.293191 , 0.537644 , 0.424447 , 0.381183 , 0.434757 , 0.356267 , 0.32187 , 0.333832 , 0.249523 , 0.303097 , 0.371277 , 0.374399 
 903 , 0.420873 , 0.354342 , 0.324837 , 0.32425 , 0.250098 , 0.34928 , 0.344379 , 0.362105 , 0.394419 , 0.410586 , 0.25778 , 0.185815 , 0.321543 , 0.36438 , 0.308508 , 0.279178 , 0.189939 , 0.191931 , 0.216198 , 0.199694 , 0.517524 , 0.451641 , 0.3757 , 0.405678 , 0.325364 , 0.428899 , 0.28821 , 0.2804 , 0.354977 , 0.395236 , 0.416445 , 0.393764 , 0.395344 , 0.43216 , 0.35981 , 0.3757 , 0.238312 , 0.210494 , 0.180253 , 0.422088 , 0.35842 , 0.430135 , 0.246918 , 0.294265 , 0.348024 , 0.340376 , 0.408986 , 0.433814 , 0.486513 , 0.266089 , 0.342111 , 0.2605 , 0.407008 , 0.381728 , 0.339013 , 0.288358 , 0.247013 , 0.277612 , 0.352344 , 0.395789 , 0.251873 , 0.255957 , 0.208624 , 0.228747 , 0.372966 , 0.417903 , 0.222422 , 0.3622 , 0.293279 , 0.537896 , 0.424485 , 0.381067 , 0.435029 , 0.356064 , 0.321833 , 0.333963 , 0.249376 , 0.303189 , 0.371502 , 0.374452 
 904 , 0.420841 , 0.354644 , 0.324981 , 0.324035 , 0.250378 , 0.349866 , 0.344718 , 0.362657 , 0.395009 , 0.410625 , 0.258243 , 0.18641 , 0.32194 , 0.364157 , 0.308561 , 0.279297 , 0.189673 , 0.192045 , 0.216471 , 0.200011 , 0.517891 , 0.451889 , 0.376029 , 0.405969 , 0.325487 , 0.429172 , 0.288041 , 0.280135 , 0.354975 , 0.395394 , 0.416463 , 0.393915 , 0.395476 , 0.43228 , 0.359468 , 0.375806 , 0.238553 , 0.210856 , 0.180383 , 0.421929 , 0.358441 , 0.430152 , 0.246803 , 0.294047 , 0.348008 , 0.340231 , 0.409361 , 0.434037 , 0.486633 , 0.266087 , 0.342292 , 0.260398 , 0.407334 , 0.381968 , 0.338927 , 0.288203 , 0.247148 , 0.278412 , 0.352414 , 0.395949 , 0.252195 , 0.256168 , 0.208363 , 0.228931 , 0.372813 , 0.417686 , 0.222458 , 0.361961 , 0.293237 , 0.538094 , 0.424321 , 0.380874 , 0.435105 , 0.355867 , 0.321967 , 0.334197 , 0.249263 , 0.303386 , 0.371657 , 0.37459 
 905 , 0.421151 , 0.354879 , 0.32519 , 0.324102 , 0.25088 , 0.350438 , 0.345158 , 0.363241 , 0.395748 , 0.410917 , 0.258668 , 0.186954 , 0.322784 , 0.364173 , 0.308487 , 0.279474 , 0.189522 , 0.192003 , 0.216886 , 0.200297 , 0.518207 , 0.451854 , 0.376456 , 0.4063 , 0.325454 , 0.429357 , 0.287924 , 0.279988 , 0.355068 , 0.39591 , 0.416433 , 0.394234 , 0.395525 , 0.432426 , 0.359982 , 0.37578 , 0.239017 , 0.211214 , 0.180512 , 0.421807 , 0.358434 , 0.430162 , 0.246575 , 0.293872 , 0.347923 , 0.340143 , 0.409748 , 0.434292 , 0.486768 , 0.266029 , 0.342488 , 0.260412 , 0.407618 , 0.382195 , 0.339041 , 0.288093 , 0.247311 , 0.27921 , 0.352547 , 0.396201 , 0.252537 , 0.256403 , 0.208125 , 0.229175 , 0.372738 , 0.417467 , 0.222577 , 0.361889 , 0.293135 , 0.538243 , 0.424382 , 0.380762 , 0.43534 , 0.355649 , 0.322317 , 0.334633 , 0.249191 , 0.303667 , 0.371744 , 0.374928 
 906 , 0.421474 , 0.355126 , 0.325404 , 0.32418 , 0.251394 , 0.351035 , 0.345618 , 0.36385 , 0.396513 , 0.411222 , 0.259117 , 0.187521 , 0.323659 , 0.364188 , 0.308416 , 0.279655 , 0.189367 , 0.191964 , 0.21731 , 0.200593 , 0.518538 , 0.451818 , 0.376895 , 0.406637 , 0.325411 , 0.429549 , 0.287804 , 0.279838 , 0.355166 , 0.396439 , 0.416402 , 0.394566 , 0.395573 , 0.432585 , 0.360516 , 0.375752 , 0.239498 , 0.211589 , 0.18065 , 0.421684 , 0.358433 , 0.430178 , 0.246342 , 0.293687 , 0.347836 , 0.340052 , 0.410153 , 0.43456 , 0.486909 , 0.265967 , 0.342689 , 0.260429 , 0.407908 , 0.382427 , 0.339159 , 0.287987 , 0.247478 , 0.280034 , 0.352691 , 0.396459 , 0.252888 , 0.256642 , 0.207883 , 0.229422 , 0.372661 , 0.417247 , 0.222693 , 0.361814 , 0.293038 , 0.538393 , 0.424456 , 0.380641 , 0.435574 , 0.35543 , 0.322692 , 0.335088 , 0.249115 , 0.303953 , 0.371843 , 0.375272 
 907 , 0.422055 , 0.354984 , 0.325677 , 0.325196 , 0.251357 , 0.351868 , 0.345987 , 0.363961 , 0.396487 , 0.411798 , 0.258959 , 0.187336 , 0.32399 , 0.36455 , 0.30855 , 0.280652 , 0.189558 , 0.191841 , 0.217619 , 0.200689 , 0.518852 , 0.451742 , 0.377571 , 0.40692 , 0.325514 , 0.429866 , 0.288023 , 0.280116 , 0.355479 , 0.397164 , 0.416872 , 0.394685 , 0.395674 , 0.433009 , 0.361319 , 0.375681 , 0.239827 , 0.21159 , 0.180913 , 0.421607 , 0.358656 , 0.430232 , 0.246486 , 0.293768 , 0.347796 , 0.340331 , 0.41026 , 0.434818 , 0.487201 , 0.266059 , 0.342817 , 0.260592 , 0.408146 , 0.382564 , 0.339619 , 0.288287 , 0.247692 , 0.279317 , 0.352776 , 0.396866 , 0.25295 , 0.256771 , 0.208189 , 0.229787 , 0.37266 , 0.417272 , 0.222653 , 0.362037 , 0.293104 , 0.538425 , 0.424853 , 0.380952 , 0.435855 , 0.355526 , 0.322872 , 0.335609 , 0.249284 , 0.304214 , 0.371806 , 0.375735 
 908 , 0.422599 , 0.355291 , 0.325651 , 0.325997 , 0.251183 , 0.352509 , 0.346646 , 0.363936 , 0.396386 , 0.412414 , 0.25915 , 0.18737 , 0.323914 , 0.365097 , 0.308829 , 0.281679 , 0.189853 , 0.191991 , 0.218014 , 0.200948 , 0.51965 , 0.452437 , 0.37839 , 0.407318 , 0.325725 , 0.430356 , 0.288363 , 0.280457 , 0.355881 , 0.397546 , 0.41749 , 0.395124 , 0.39606 , 0.433884 , 0.361446 , 0.376015 , 0.240034 , 0.211751 , 0.181398 , 0.421853 , 0.359295 , 0.430654 , 0.246786 , 0.294029 , 0.348057 , 0.34079 , 0.410609 , 0.435316 , 0.487899 , 0.266329 , 0.343165 , 0.260853 , 0.408512 , 0.38295 , 0.340084 , 0.288668 , 0.248028 , 0.278645 , 0.353004 , 0.397343 , 0.253158 , 0.256809 , 0.208657 , 0.230263 , 0.372846 , 0.417585 , 0.222785 , 0.362165 , 0.293527 , 0.538942 , 0.425171 , 0.381464 , 0.436035 , 0.355949 , 0.32276 , 0.336372 , 0.249738 , 0.304506 , 0.372038 , 0.376076 
 909 , 0.423169 , 0.355611 , 0.325622 , 0.326825 , 0.251002 , 0.353171 , 0.347332 , 0.363911 , 0.396272 , 0.413048 , 0.259349 , 0.187407 , 0.323827 , 0.365664 , 0.309118 , 0.282745 , 0.19016 , 0.192158 , 0.218416 , 0.201226 , 0.520485 , 0.453172 , 0.379252 , 0.407726 , 0.325948 , 0.430864 , 0.288713 , 0.280808 , 0.356305 , 0.397938 , 0.418132 , 0.395579 , 0.396456 , 0.434799 , 0.361566 , 0.37637 , 0.240255 , 0.211918 , 0.181894 , 0.422116 , 0.359962 , 0.431095 , 0.2471 , 0.2943 , 0.348331 , 0.341269 , 0.410968 , 0.435839 , 0.488633 , 0.266608 , 0.343526 , 0.261123 , 0.408895 , 0.383344 , 0.340562 , 0.289059 , 0.248385 , 0.277946 , 0.353246 , 0.397843 , 0.253388 , 0.256847 , 0.209144 , 0.23076 , 0.373039 , 0.417915 , 0.222922 , 0.362293 , 0.293974 , 0.53949 , 0.425494 , 0.381998 , 0.436227 , 0.356393 , 0.322638 , 0.33717 , 0.250213 , 0.304802 , 0.372285 , 0.376431 
 910 , 0.423566 , 0.35613 , 0.325892 , 0.327045 , 0.250963 , 0.353221 , 0.347789 , 0.364153 , 0.396684 , 0.413624 , 0.259365 , 0.187631 , 0.324101 , 0.366398 , 0.30944 , 0.283412 , 0.190635 , 0.192547 , 0.219036 , 0.201505 , 0.521558 , 0.454015 , 0.380103 , 0.408328 , 0.32617 , 0.431609 , 0.289068 , 0.281039 , 0.356673 , 0.39821 , 0.418642 , 0.396074 , 0.397036 , 0.435515 , 0.361786 , 0.376868 , 0.240709 , 0.212207 , 0.182348 , 0.42261 , 0.360403 , 0.431581 , 0.247281 , 0.29467 , 0.348739 , 0.341666 , 0.411427 , 0.436396 , 0.489339 , 0.267117 , 0.344073 , 0.261339 , 0.409386 , 0.383731 , 0.340906 , 0.289475 , 0.248488 , 0.277947 , 0.353669 , 0.39821 , 0.253743 , 0.257066 , 0.209704 , 0.231249 , 0.373532 , 0.418256 , 0.222996 , 0.362566 , 0.294385 , 0.540045 , 0.426102 , 0.382585 , 0.436627 , 0.356985 , 0.322806 , 0.337963 , 0.250766 , 0.305113 , 0.372535 , 0.376692 
 911 , 0.423598 , 0.356556 , 0.326474 , 0.326894 , 0.250887 , 0.353012 , 0.347916 , 0.364566 , 0.397521 , 0.413961 , 0.259066 , 0.18783 , 0.324448 , 0.36685 , 0.309709 , 0.283727 , 0.191022 , 0.192973 , 0.219565 , 0.201675 , 0.522334 , 0.454757 , 0.3806 , 0.40877 , 0.326366 , 0.432103 , 0.289324 , 0.281186 , 0.356841 , 0.398368 , 0.418773 , 0.396322 , 0.397406 , 0.435789 , 0.362004 , 0.377103 , 0.241223 , 0.212477 , 0.182591 , 0.422866 , 0.360398 , 0.432062 , 0.247282 , 0.294827 , 0.348858 , 0.341857 , 0.411766 , 0.43667 , 0.489589 , 0.267646 , 0.344534 , 0.261391 , 0.409719 , 0.383913 , 0.341031 , 0.289724 , 0.2484 , 0.278231 , 0.354062 , 0.398294 , 0.253889 , 0.257501 , 0.210118 , 0.2316 , 0.374006 , 0.418536 , 0.222811 , 0.362906 , 0.294393 , 0.540279 , 0.426763 , 0.382836 , 0.437009 , 0.357545 , 0.323086 , 0.338428 , 0.251063 , 0.30525 , 0.372664 , 0.376784 
 912 , 0.4235 , 0.356896 , 0.327158 , 0.32669 , 0.250746 , 0.352806 , 0.347928 , 0.365008 , 0.398477 , 0.414213 , 0.258642 , 0.187988 , 0.32475 , 0.367132 , 0.30995 , 0.283956 , 0.191339 , 0.193367 , 0.220012 , 0.201792 , 0.522934 , 0.455441 , 0.380935 , 0.409106 , 0.326548 , 0.43244 , 0.289532 , 0.281318 , 0.35693 , 0.39851 , 0.418738 , 0.396448 , 0.397629 , 0.435906 , 0.3622 , 0.377184 , 0.241725 , 0.212727 , 0.182752 , 0.422964 , 0.36022 , 0.432542 , 0.247232 , 0.294857 , 0.34881 , 0.34198 , 0.412036 , 0.436801 , 0.489635 , 0.268145 , 0.344917 , 0.261375 , 0.40996 , 0.384001 , 0.341091 , 0.289892 , 0.248264 , 0.278503 , 0.354413 , 0.398287 , 0.2539 , 0.258011 , 0.210468 , 0.231889 , 0.37441 , 0.418792 , 0.222508 , 0.363238 , 0.294206 , 0.54036 , 0.427393 , 0.382916 , 0.437344 , 0.358062 , 0.323373 , 0.338751 , 0.251228 , 0.305317 , 0.372734 , 0.376825 
 913 , 0.42317 , 0.357275 , 0.32752 , 0.326484 , 0.250803 , 0.352975 , 0.348201 , 0.365543 , 0.399395 , 0.414502 , 0.258625 , 0.188199 , 0.32517 , 0.36748 , 0.310225 , 0.284018 , 0.191876 , 0.193813 , 0.220256 , 0.201857 , 0.523499 , 0.45606 , 0.381118 , 0.409484 , 0.32668 , 0.432711 , 0.289653 , 0.281418 , 0.357085 , 0.398548 , 0.418762 , 0.396693 , 0.397783 , 0.435962 , 0.362381 , 0.37717 , 0.242183 , 0.21299 , 0.182836 , 0.423041 , 0.360044 , 0.433016 , 0.247079 , 0.294846 , 0.348742 , 0.342133 , 0.412254 , 0.43691 , 0.489614 , 0.268505 , 0.345228 , 0.261333 , 0.410033 , 0.38407 , 0.341029 , 0.290038 , 0.248088 , 0.278635 , 0.354796 , 0.39825 , 0.253993 , 0.258428 , 0.210647 , 0.232154 , 0.374705 , 0.419053 , 0.22222 , 0.363478 , 0.293973 , 0.540395 , 0.42789 , 0.382919 , 0.437601 , 0.358345 , 0.323538 , 0.339086 , 0.25125 , 0.305349 , 0.372836 , 0.376899 
 914 , 0.422566 , 0.357671 , 0.327144 , 0.326274 , 0.251087 , 0.353649 , 0.34883 , 0.366223 , 0.399888 , 0.414844 , 0.259287 , 0.18848 , 0.325754 , 0.367876 , 0.310521 , 0.28378 , 0.192786 , 0.194224 , 0.220222 , 0.201878 , 0.523798 , 0.456346 , 0.381186 , 0.409897 , 0.326679 , 0.432953 , 0.289578 , 0.281371 , 0.357361 , 0.398369 , 0.419056 , 0.397155 , 0.397816 , 0.436017 , 0.362558 , 0.377055 , 0.242583 , 0.21327 , 0.182811 , 0.423186 , 0.359912 , 0.433337 , 0.246801 , 0.294808 , 0.348823 , 0.342418 , 0.412421 , 0.437083 , 0.489674 , 0.268635 , 0.345428 , 0.261305 , 0.409917 , 0.384189 , 0.340845 , 0.290138 , 0.247833 , 0.27857 , 0.355255 , 0.398261 , 0.254387 , 0.258545 , 0.210571 , 0.232398 , 0.374821 , 0.419285 , 0.222024 , 0.363395 , 0.29383 , 0.540516 , 0.42808 , 0.382907 , 0.437711 , 0.358076 , 0.323547 , 0.339475 , 0.251033 , 0.305398 , 0.372938 , 0.37715 
 915 , 0.422181 , 0.358044 , 0.326458 , 0.326086 , 0.251223 , 0.354171 , 0.349365 , 0.366918 , 0.399835 , 0.415185 , 0.259989 , 0.188755 , 0.326296 , 0.368223 , 0.310743 , 0.283511 , 0.193723 , 0.19446 , 0.220313 , 0.201969 , 0.523804 , 0.456307 , 0.381545 , 0.410312 , 0.32658 , 0.43336 , 0.289439 , 0.281172 , 0.357651 , 0.398152 , 0.419687 , 0.397692 , 0.397868 , 0.436246 , 0.362782 , 0.377023 , 0.243031 , 0.213534 , 0.182841 , 0.423485 , 0.359828 , 0.433455 , 0.246593 , 0.29488 , 0.349189 , 0.342842 , 0.412664 , 0.43745 , 0.490076 , 0.268796 , 0.345681 , 0.261381 , 0.40998 , 0.384458 , 0.340815 , 0.290256 , 0.247566 , 0.27859 , 0.355799 , 0.398416 , 0.255075 , 0.258455 , 0.210546 , 0.232716 , 0.374955 , 0.419491 , 0.221956 , 0.363038 , 0.29396 , 0.540884 , 0.428149 , 0.38314 , 0.437842 , 0.357584 , 0.323653 , 0.339929 , 0.250824 , 0.305566 , 0.372974 , 0.377591 
 916 , 0.421854 , 0.358348 , 0.325773 , 0.325895 , 0.251314 , 0.354659 , 0.349879 , 0.367609 , 0.399798 , 0.415517 , 0.260649 , 0.189034 , 0.326836 , 0.368577 , 0.310927 , 0.283294 , 0.194558 , 0.194653 , 0.220418 , 0.202045 , 0.523804 , 0.45629 , 0.38194 , 0.410718 , 0.326497 , 0.433741 , 0.289319 , 0.280972 , 0.357962 , 0.39797 , 0.420303 , 0.398221 , 0.397937 , 0.436517 , 0.363012 , 0.377019 , 0.243455 , 0.21379 , 0.18288 , 0.42381 , 0.359729 , 0.433585 , 0.246399 , 0.294958 , 0.349534 , 0.343265 , 0.412891 , 0.437823 , 0.49049 , 0.268949 , 0.345926 , 0.261469 , 0.410054 , 0.384736 , 0.340822 , 0.290354 , 0.247307 , 0.278643 , 0.356338 , 0.398553 , 0.255769 , 0.258375 , 0.210534 , 0.233023 , 0.375096 , 0.419687 , 0.221846 , 0.362667 , 0.294098 , 0.541289 , 0.428203 , 0.383382 , 0.437986 , 0.357109 , 0.323755 , 0.340375 , 0.250624 , 0.305735 , 0.373025 , 0.378014 
 917 , 0.422321 , 0.357874 , 0.325129 , 0.325794 , 0.250939 , 0.354774 , 0.350085 , 0.368113 , 0.399984 , 0.415651 , 0.260778 , 0.189397 , 0.327225 , 0.368907 , 0.310588 , 0.283793 , 0.19418 , 0.194268 , 0.22065 , 0.201888 , 0.523774 , 0.456512 , 0.382756 , 0.410942 , 0.326533 , 0.433842 , 0.289425 , 0.280706 , 0.358465 , 0.39822 , 0.420645 , 0.398572 , 0.398213 , 0.437079 , 0.363208 , 0.37728 , 0.243557 , 0.21383 , 0.182991 , 0.424377 , 0.35955 , 0.433781 , 0.246311 , 0.295057 , 0.349569 , 0.343659 , 0.412862 , 0.438137 , 0.490947 , 0.268988 , 0.346095 , 0.261673 , 0.410243 , 0.384961 , 0.341251 , 0.29011 , 0.247098 , 0.279091 , 0.356612 , 0.398498 , 0.256367 , 0.258437 , 0.210635 , 0.233175 , 0.37517 , 0.419871 , 0.221233 , 0.362149 , 0.294236 , 0.541938 , 0.42817 , 0.383753 , 0.438253 , 0.356938 , 0.323731 , 0.340681 , 0.2506 , 0.305866 , 0.373134 , 0.378203 
