JUL8MAT00090.spu,JUL8MAT00089.spu,JUL8MAT00088.spu,JUL8MAT00087.spu,JUL8MAT00086.spu,
Wavelength,JUL8MAT00091.spu,JUL8MAT00092.spu,JUL8MAT00093.spu,JUL8MAT00094.spu,JUL8MAT00095.spu,JUL8MAT00096.spu,JUL8MAT00097.spu,JUL8MAT00098.spu,JUL8MAT00099.spu,JUL8MAT00100.spu
  (nm),7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3
  time  ,8:32 PM",8:41 PM",8:48 PM",8:54 PM",9:01 PM",0:08 PM",0:16 PM",0:22 PM",0:28 PM",0:35 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,
 473 , 0.042287 , 0.033639 , 0.03155 , 0.030029 , 0.024688 , 0.067085 , 0.029224 , 0.036207 , 0.038164 , 0.032327 
 474 , 0.042503 , 0.033818 , 0.031698 , 0.030113 , 0.024763 , 0.067432 , 0.029357 , 0.036314 , 0.038335 , 0.032466 
 475 , 0.042727 , 0.033997 , 0.03185 , 0.030201 , 0.02484 , 0.067783 , 0.029493 , 0.036425 , 0.038505 , 0.032608 
 476 , 0.042945 , 0.034175 , 0.032002 , 0.030284 , 0.024912 , 0.068129 , 0.02963 , 0.036531 , 0.038682 , 0.032745 
 477 , 0.043091 , 0.034266 , 0.032132 , 0.030376 , 0.024919 , 0.068398 , 0.02967 , 0.036617 , 0.038806 , 0.032888 
 478 , 0.043209 , 0.034323 , 0.032256 , 0.030468 , 0.024891 , 0.068635 , 0.029671 , 0.036702 , 0.038914 , 0.033031 
 479 , 0.043327 , 0.03438 , 0.032375 , 0.03056 , 0.024869 , 0.068872 , 0.029678 , 0.036787 , 0.039021 , 0.033168 
 480 , 0.043469 , 0.034419 , 0.032492 , 0.030655 , 0.024865 , 0.069095 , 0.029737 , 0.036872 , 0.039106 , 0.033243 
 481 , 0.043641 , 0.034429 , 0.032591 , 0.030742 , 0.024886 , 0.0693 , 0.02989 , 0.036967 , 0.039142 , 0.03319 
 482 , 0.043814 , 0.034434 , 0.03269 , 0.030828 , 0.024907 , 0.069501 , 0.030043 , 0.037063 , 0.039183 , 0.033144 
 483 , 0.043988 , 0.034444 , 0.032794 , 0.030915 , 0.024928 , 0.069707 , 0.030197 , 0.03716 , 0.039224 , 0.033097 
 484 , 0.044129 , 0.034639 , 0.032955 , 0.03103 , 0.025031 , 0.069951 , 0.030278 , 0.037316 , 0.039488 , 0.033281 
 485 , 0.044277 , 0.034836 , 0.033118 , 0.031142 , 0.025131 , 0.070199 , 0.030356 , 0.037474 , 0.039747 , 0.033466 
 486 , 0.04442 , 0.035038 , 0.033281 , 0.03126 , 0.02523 , 0.070453 , 0.030435 , 0.037627 , 0.040013 , 0.033652 
 487 , 0.04461 , 0.035158 , 0.033369 , 0.031368 , 0.025319 , 0.070753 , 0.030555 , 0.037826 , 0.04022 , 0.033728 
 488 , 0.044816 , 0.035243 , 0.033422 , 0.031477 , 0.025407 , 0.07108 , 0.030698 , 0.038051 , 0.0404 , 0.033758 
 489 , 0.045022 , 0.035328 , 0.033474 , 0.031585 , 0.025489 , 0.071408 , 0.030835 , 0.038276 , 0.040573 , 0.033782 
 490 , 0.045293 , 0.035476 , 0.033617 , 0.031731 , 0.025613 , 0.07178 , 0.030992 , 0.038498 , 0.040771 , 0.033892 
 491 , 0.045695 , 0.035778 , 0.033969 , 0.031975 , 0.025816 , 0.072261 , 0.03118 , 0.038718 , 0.041002 , 0.034187 
 492 , 0.046092 , 0.036074 , 0.034315 , 0.032209 , 0.026018 , 0.072737 , 0.031368 , 0.038937 , 0.04124 , 0.034478 
 493 , 0.046483 , 0.036371 , 0.034662 , 0.032448 , 0.026215 , 0.073208 , 0.031551 , 0.039151 , 0.041472 , 0.034768 
 494 , 0.046853 , 0.03657 , 0.03495 , 0.032657 , 0.026406 , 0.073561 , 0.031755 , 0.039413 , 0.04184 , 0.035001 
 495 , 0.047219 , 0.036771 , 0.03524 , 0.032869 , 0.026597 , 0.0739 , 0.031956 , 0.039674 , 0.042213 , 0.035224 
 496 , 0.04758 , 0.036965 , 0.035525 , 0.033082 , 0.026782 , 0.074244 , 0.032157 , 0.039935 , 0.042586 , 0.035441 
 497 , 0.047998 , 0.037246 , 0.035856 , 0.033378 , 0.027026 , 0.074666 , 0.032464 , 0.040267 , 0.042947 , 0.035715 
 498 , 0.048459 , 0.037592 , 0.036207 , 0.033747 , 0.027312 , 0.075144 , 0.032844 , 0.040652 , 0.043297 , 0.036017 
 499 , 0.048915 , 0.037931 , 0.036559 , 0.034115 , 0.027593 , 0.075622 , 0.033224 , 0.04103 , 0.043647 , 0.036323 
 500 , 0.049388 , 0.038299 , 0.036939 , 0.034491 , 0.027905 , 0.0761 , 0.033601 , 0.041419 , 0.044045 , 0.036659 
 501 , 0.049916 , 0.038764 , 0.037426 , 0.034901 , 0.028301 , 0.076627 , 0.033966 , 0.041843 , 0.044626 , 0.037107 
 502 , 0.050446 , 0.039218 , 0.037903 , 0.035312 , 0.028702 , 0.077149 , 0.034327 , 0.042263 , 0.045196 , 0.03755 
 503 , 0.050964 , 0.039672 , 0.038374 , 0.035716 , 0.029091 , 0.077672 , 0.034687 , 0.042683 , 0.045766 , 0.037988 
 504 , 0.051761 , 0.040328 , 0.038973 , 0.036281 , 0.029622 , 0.078355 , 0.035201 , 0.043311 , 0.046428 , 0.038621 
 505 , 0.052594 , 0.041005 , 0.039588 , 0.036866 , 0.030167 , 0.079065 , 0.035729 , 0.043963 , 0.047099 , 0.039269 
 506 , 0.053411 , 0.041678 , 0.040193 , 0.037446 , 0.030714 , 0.079758 , 0.036258 , 0.044604 , 0.04776 , 0.039918 
 507 , 0.05434 , 0.042398 , 0.040916 , 0.038206 , 0.03132 , 0.080458 , 0.036876 , 0.045299 , 0.048453 , 0.040591 
 508 , 0.055361 , 0.043164 , 0.041743 , 0.03913 , 0.032001 , 0.081154 , 0.037585 , 0.046035 , 0.04917 , 0.041288 
 509 , 0.056378 , 0.043926 , 0.042565 , 0.040051 , 0.032672 , 0.081845 , 0.03829 , 0.046766 , 0.049888 , 0.041974 
 510 , 0.057394 , 0.044723 , 0.043405 , 0.040937 , 0.033365 , 0.082539 , 0.038999 , 0.047512 , 0.050633 , 0.042701 
 511 , 0.058451 , 0.045715 , 0.04439 , 0.041688 , 0.034198 , 0.083229 , 0.039742 , 0.048366 , 0.051598 , 0.043651 
 512 , 0.059509 , 0.046708 , 0.045381 , 0.042441 , 0.035024 , 0.083916 , 0.040488 , 0.049214 , 0.052561 , 0.044602 
 513 , 0.060569 , 0.047696 , 0.046363 , 0.043194 , 0.035857 , 0.084604 , 0.041229 , 0.050057 , 0.053525 , 0.04555 
 514 , 0.06186 , 0.048839 , 0.047533 , 0.044304 , 0.036937 , 0.085419 , 0.042201 , 0.051072 , 0.054583 , 0.046554 
 515 , 0.063208 , 0.05002 , 0.048736 , 0.045504 , 0.038079 , 0.086271 , 0.043229 , 0.05212 , 0.055669 , 0.047575 
 516 , 0.064558 , 0.051205 , 0.049941 , 0.046701 , 0.039217 , 0.087118 , 0.044253 , 0.053171 , 0.056751 , 0.048593 
 517 , 0.066135 , 0.052602 , 0.051348 , 0.048058 , 0.040509 , 0.088148 , 0.045364 , 0.054349 , 0.058007 , 0.049822 
 518 , 0.067982 , 0.054249 , 0.053001 , 0.049606 , 0.041974 , 0.089404 , 0.04657 , 0.055667 , 0.059466 , 0.051298 
 519 , 0.069823 , 0.055889 , 0.054648 , 0.051153 , 0.043443 , 0.090655 , 0.047773 , 0.056982 , 0.060917 , 0.052772 
 520 , 0.071696 , 0.057555 , 0.05632 , 0.05273 , 0.044918 , 0.091932 , 0.049008 , 0.05833 , 0.062397 , 0.054269 
 521 , 0.073898 , 0.059489 , 0.058262 , 0.054667 , 0.046573 , 0.0935 , 0.050539 , 0.060033 , 0.064178 , 0.056004 
 522 , 0.076088 , 0.061417 , 0.060196 , 0.0566 , 0.048222 , 0.095056 , 0.052064 , 0.061732 , 0.065947 , 0.057733 
 523 , 0.078278 , 0.063343 , 0.062124 , 0.058533 , 0.049868 , 0.09661 , 0.053588 , 0.063425 , 0.067711 , 0.059463 
 524 , 0.080612 , 0.065378 , 0.064172 , 0.060567 , 0.051688 , 0.09834 , 0.05521 , 0.065205 , 0.069488 , 0.061262 
 525 , 0.082998 , 0.067451 , 0.066258 , 0.062632 , 0.053564 , 0.100127 , 0.05686 , 0.067019 , 0.071275 , 0.063088 
 526 , 0.085376 , 0.069519 , 0.068346 , 0.064699 , 0.055434 , 0.101917 , 0.058512 , 0.068824 , 0.073057 , 0.064911 
 527 , 0.087696 , 0.071579 , 0.070395 , 0.066721 , 0.057256 , 0.103679 , 0.060118 , 0.070584 , 0.074874 , 0.066715 
 528 , 0.089928 , 0.073624 , 0.072411 , 0.068692 , 0.059 , 0.105396 , 0.061666 , 0.072269 , 0.076745 , 0.068513 
 529 , 0.092154 , 0.075661 , 0.074425 , 0.070667 , 0.060746 , 0.107112 , 0.063213 , 0.073953 , 0.078612 , 0.070313 
 530 , 0.094374 , 0.077687 , 0.076433 , 0.072623 , 0.062478 , 0.108819 , 0.064746 , 0.075631 , 0.080469 , 0.072097 
 531 , 0.096433 , 0.079442 , 0.078241 , 0.074399 , 0.064042 , 0.110436 , 0.066153 , 0.077211 , 0.082032 , 0.073691 
 532 , 0.098485 , 0.081191 , 0.080051 , 0.076166 , 0.065605 , 0.112045 , 0.067561 , 0.078784 , 0.083593 , 0.075293 
 533 , 0.100537 , 0.082946 , 0.081855 , 0.077939 , 0.067172 , 0.11366 , 0.068964 , 0.080359 , 0.085155 , 0.076886 
 534 , 0.102281 , 0.084452 , 0.083392 , 0.07939 , 0.06844 , 0.114971 , 0.07012 , 0.081627 , 0.086463 , 0.078227 
 535 , 0.103892 , 0.085851 , 0.084805 , 0.080697 , 0.069565 , 0.116162 , 0.071157 , 0.082764 , 0.087658 , 0.079443 
 536 , 0.105508 , 0.087247 , 0.086215 , 0.082001 , 0.070698 , 0.117353 , 0.072194 , 0.083896 , 0.088854 , 0.080661 
 537 , 0.107015 , 0.088522 , 0.087536 , 0.083222 , 0.071755 , 0.118475 , 0.073193 , 0.084988 , 0.089999 , 0.081777 
 538 , 0.108321 , 0.089553 , 0.088676 , 0.084284 , 0.072658 , 0.11944 , 0.074096 , 0.086012 , 0.091057 , 0.082682 
 539 , 0.109621 , 0.090578 , 0.089816 , 0.08534 , 0.073567 , 0.120408 , 0.075003 , 0.087042 , 0.09212 , 0.083585 
 540 , 0.110922 , 0.0916 , 0.090956 , 0.086394 , 0.074467 , 0.121374 , 0.075909 , 0.088063 , 0.093176 , 0.084493 
 541 , 0.112151 , 0.09261 , 0.091996 , 0.087408 , 0.075306 , 0.122403 , 0.076682 , 0.08899 , 0.094119 , 0.085384 
 542 , 0.113374 , 0.093616 , 0.093033 , 0.088417 , 0.07614 , 0.123438 , 0.077448 , 0.089913 , 0.095059 , 0.086277 
 543 , 0.114597 , 0.094628 , 0.094069 , 0.089432 , 0.076978 , 0.12447 , 0.078211 , 0.09084 , 0.096003 , 0.087174 
 544 , 0.115725 , 0.095597 , 0.095048 , 0.090343 , 0.077723 , 0.125481 , 0.078969 , 0.09169 , 0.096971 , 0.088095 
 545 , 0.116788 , 0.096542 , 0.096005 , 0.091202 , 0.078432 , 0.126482 , 0.079711 , 0.092487 , 0.097957 , 0.089031 
 546 , 0.117842 , 0.097485 , 0.096958 , 0.092064 , 0.079138 , 0.127487 , 0.080464 , 0.093288 , 0.098941 , 0.089966 
 547 , 0.118856 , 0.09834 , 0.097818 , 0.092879 , 0.07978 , 0.128418 , 0.081154 , 0.094067 , 0.099816 , 0.090791 
 548 , 0.11977 , 0.098943 , 0.098453 , 0.09357 , 0.08026 , 0.129156 , 0.081715 , 0.094777 , 0.100411 , 0.09135 
 549 , 0.120676 , 0.099537 , 0.099087 , 0.094262 , 0.080746 , 0.129892 , 0.082276 , 0.095494 , 0.101005 , 0.091914 
 550 , 0.121586 , 0.100141 , 0.099724 , 0.094948 , 0.081233 , 0.130629 , 0.082839 , 0.096206 , 0.101601 , 0.092474 
 551 , 0.12209 , 0.100437 , 0.10011 , 0.095301 , 0.08144 , 0.131101 , 0.083098 , 0.096569 , 0.101991 , 0.092757 
 552 , 0.122555 , 0.100712 , 0.100475 , 0.095637 , 0.08162 , 0.131561 , 0.08333 , 0.096908 , 0.102374 , 0.093005 
 553 , 0.123021 , 0.100995 , 0.100848 , 0.095967 , 0.0818 , 0.132021 , 0.083569 , 0.097247 , 0.10275 , 0.093261 
 554 , 0.123121 , 0.100999 , 0.100894 , 0.096014 , 0.081733 , 0.132215 , 0.08363 , 0.097344 , 0.10291 , 0.093305 
 555 , 0.122965 , 0.100805 , 0.100715 , 0.095859 , 0.081487 , 0.132229 , 0.083565 , 0.097272 , 0.102898 , 0.093207 
 556 , 0.122802 , 0.100612 , 0.100535 , 0.095703 , 0.081234 , 0.132236 , 0.0835 , 0.0972 , 0.102885 , 0.093116 
 557 , 0.122581 , 0.100348 , 0.100285 , 0.095483 , 0.080924 , 0.132198 , 0.08337 , 0.097083 , 0.102801 , 0.092939 
 558 , 0.122154 , 0.099844 , 0.099816 , 0.095065 , 0.080443 , 0.132018 , 0.083017 , 0.096802 , 0.102481 , 0.092498 
 559 , 0.121725 , 0.099348 , 0.099348 , 0.094642 , 0.079959 , 0.131833 , 0.082674 , 0.096522 , 0.102161 , 0.092059 
 560 , 0.121296 , 0.098847 , 0.098882 , 0.094227 , 0.07947 , 0.131648 , 0.082325 , 0.096235 , 0.101835 , 0.091621 
 561 , 0.120681 , 0.098206 , 0.09824 , 0.093521 , 0.078752 , 0.131403 , 0.081884 , 0.095815 , 0.101456 , 0.091136 
 562 , 0.120036 , 0.097537 , 0.097564 , 0.092776 , 0.078002 , 0.131148 , 0.081422 , 0.095381 , 0.101068 , 0.090647 
 563 , 0.119386 , 0.096863 , 0.096898 , 0.092034 , 0.077241 , 0.130885 , 0.080962 , 0.094941 , 0.100673 , 0.090159 
 564 , 0.118608 , 0.096005 , 0.096066 , 0.091239 , 0.076394 , 0.130549 , 0.080439 , 0.094432 , 0.100172 , 0.089523 
 565 , 0.117723 , 0.094982 , 0.095105 , 0.090405 , 0.075458 , 0.130156 , 0.079871 , 0.093848 , 0.099573 , 0.088766 
 566 , 0.116835 , 0.093958 , 0.094149 , 0.089575 , 0.074521 , 0.129761 , 0.079306 , 0.093272 , 0.098974 , 0.088012 
 567 , 0.115926 , 0.092937 , 0.093194 , 0.088711 , 0.073579 , 0.129361 , 0.078704 , 0.092653 , 0.098353 , 0.087237 
 568 , 0.11491 , 0.091889 , 0.092238 , 0.087711 , 0.072603 , 0.128916 , 0.07795 , 0.091862 , 0.097639 , 0.086381 
 569 , 0.113891 , 0.09084 , 0.091281 , 0.086717 , 0.071626 , 0.128468 , 0.077197 , 0.091074 , 0.096925 , 0.085523 
 570 , 0.112874 , 0.08979 , 0.09032 , 0.085716 , 0.070649 , 0.12802 , 0.07644 , 0.090287 , 0.096211 , 0.084669 
 571 , 0.111793 , 0.088734 , 0.089247 , 0.084668 , 0.069656 , 0.127522 , 0.075662 , 0.089524 , 0.095504 , 0.0838 
 572 , 0.110699 , 0.087671 , 0.088154 , 0.083617 , 0.068665 , 0.127002 , 0.074881 , 0.088768 , 0.094801 , 0.082931 
 573 , 0.109608 , 0.086607 , 0.087054 , 0.082564 , 0.067675 , 0.126486 , 0.074102 , 0.088013 , 0.094097 , 0.082058 
 574 , 0.108548 , 0.085561 , 0.086011 , 0.081543 , 0.066709 , 0.125992 , 0.073377 , 0.087297 , 0.093354 , 0.081189 
 575 , 0.107535 , 0.084532 , 0.08503 , 0.080557 , 0.065767 , 0.125548 , 0.072715 , 0.086619 , 0.092579 , 0.080321 
 576 , 0.106518 , 0.083502 , 0.08404 , 0.079577 , 0.06483 , 0.125101 , 0.072055 , 0.08594 , 0.091803 , 0.079456 
 577 , 0.105508 , 0.082494 , 0.083078 , 0.078605 , 0.063897 , 0.124627 , 0.071392 , 0.085252 , 0.091045 , 0.078617 
 578 , 0.104542 , 0.081647 , 0.082227 , 0.077754 , 0.063013 , 0.124049 , 0.070711 , 0.084529 , 0.090393 , 0.077898 
 579 , 0.103577 , 0.080794 , 0.081376 , 0.07691 , 0.06213 , 0.123474 , 0.070028 , 0.083798 , 0.089733 , 0.077183 
 580 , 0.102608 , 0.079944 , 0.080522 , 0.076063 , 0.06124 , 0.122892 , 0.06934 , 0.083068 , 0.089077 , 0.076463 
 581 , 0.101666 , 0.079006 , 0.079624 , 0.075278 , 0.060412 , 0.122229 , 0.0687 , 0.08238 , 0.088346 , 0.075681 
 582 , 0.100725 , 0.078042 , 0.078716 , 0.074492 , 0.059589 , 0.121538 , 0.068066 , 0.081689 , 0.087599 , 0.074887 
 583 , 0.099775 , 0.077067 , 0.077802 , 0.073706 , 0.058757 , 0.120844 , 0.06743 , 0.081 , 0.086849 , 0.07408 
 584 , 0.099009 , 0.076316 , 0.077095 , 0.073047 , 0.058108 , 0.120354 , 0.066918 , 0.0804 , 0.086289 , 0.073485 
 585 , 0.098454 , 0.075804 , 0.076629 , 0.072535 , 0.057662 , 0.120106 , 0.066551 , 0.079911 , 0.085973 , 0.073132 
 586 , 0.097882 , 0.07529 , 0.076153 , 0.072013 , 0.057207 , 0.119848 , 0.06618 , 0.079406 , 0.08565 , 0.072769 
 587 , 0.097309 , 0.07477 , 0.075673 , 0.071493 , 0.05675 , 0.119592 , 0.065817 , 0.078926 , 0.085333 , 0.072407 
 588 , 0.096835 , 0.074368 , 0.075239 , 0.071054 , 0.056352 , 0.119315 , 0.065577 , 0.078666 , 0.085086 , 0.07208 
 589 , 0.096352 , 0.073951 , 0.074798 , 0.07061 , 0.05595 , 0.119032 , 0.065333 , 0.078393 , 0.084826 , 0.071741 
 590 , 0.095856 , 0.073521 , 0.074349 , 0.070153 , 0.05553 , 0.118741 , 0.065082 , 0.078119 , 0.084558 , 0.071396 
 591 , 0.095657 , 0.073258 , 0.074074 , 0.069952 , 0.055276 , 0.118718 , 0.064991 , 0.078042 , 0.08444 , 0.071182 
 592 , 0.095548 , 0.073039 , 0.07384 , 0.069832 , 0.055072 , 0.118786 , 0.064948 , 0.078031 , 0.08438 , 0.071 
 593 , 0.095437 , 0.072817 , 0.073601 , 0.069708 , 0.054862 , 0.118853 , 0.064906 , 0.078017 , 0.084311 , 0.070814 
 594 , 0.095324 , 0.072648 , 0.073451 , 0.069595 , 0.054695 , 0.118935 , 0.064859 , 0.077991 , 0.084292 , 0.070708 
 595 , 0.095204 , 0.072552 , 0.073428 , 0.069501 , 0.054582 , 0.119037 , 0.064806 , 0.077926 , 0.084331 , 0.070723 
 596 , 0.095085 , 0.072451 , 0.073405 , 0.069408 , 0.054469 , 0.11914 , 0.064749 , 0.077862 , 0.084371 , 0.070726 
 597 , 0.094968 , 0.072346 , 0.07338 , 0.06933 , 0.05436 , 0.119251 , 0.0647 , 0.0778 , 0.084407 , 0.070739 
 598 , 0.094917 , 0.072203 , 0.073321 , 0.069362 , 0.054279 , 0.11942 , 0.064704 , 0.077807 , 0.084397 , 0.070732 
 599 , 0.094877 , 0.072053 , 0.073257 , 0.069394 , 0.0542 , 0.119587 , 0.064705 , 0.07782 , 0.084396 , 0.070724 
 600 , 0.094832 , 0.071898 , 0.073193 , 0.069433 , 0.054121 , 0.119758 , 0.064713 , 0.077829 , 0.084396 , 0.070716 
 601 , 0.094717 , 0.071773 , 0.073076 , 0.069371 , 0.054018 , 0.11987 , 0.06467 , 0.077736 , 0.084329 , 0.07065 
 602 , 0.094575 , 0.071656 , 0.07293 , 0.069281 , 0.053913 , 0.119965 , 0.064615 , 0.077602 , 0.084222 , 0.070555 
 603 , 0.094428 , 0.071545 , 0.072791 , 0.069191 , 0.053803 , 0.120062 , 0.064561 , 0.077463 , 0.084115 , 0.070455 
 604 , 0.094255 , 0.071397 , 0.072633 , 0.069051 , 0.053622 , 0.120159 , 0.064481 , 0.077366 , 0.084047 , 0.07036 
 605 , 0.094078 , 0.071214 , 0.072475 , 0.068841 , 0.053342 , 0.120257 , 0.064361 , 0.077348 , 0.08405 , 0.070266 
 606 , 0.0939 , 0.071036 , 0.072317 , 0.068636 , 0.053062 , 0.120356 , 0.064247 , 0.077329 , 0.084058 , 0.070177 
 607 , 0.09372 , 0.070842 , 0.072156 , 0.068421 , 0.052778 , 0.12046 , 0.064122 , 0.077302 , 0.084052 , 0.070079 
 608 , 0.093513 , 0.070499 , 0.071905 , 0.068201 , 0.052553 , 0.120566 , 0.064018 , 0.077138 , 0.083837 , 0.069783 
 609 , 0.093298 , 0.070151 , 0.07165 , 0.067978 , 0.052322 , 0.12067 , 0.06391 , 0.076968 , 0.083621 , 0.069483 
 610 , 0.093071 , 0.069797 , 0.071396 , 0.067755 , 0.052091 , 0.120776 , 0.063798 , 0.0768 , 0.083401 , 0.069177 
 611 , 0.092774 , 0.069503 , 0.071146 , 0.067525 , 0.051825 , 0.120859 , 0.063558 , 0.076562 , 0.08322 , 0.068986 
 612 , 0.092439 , 0.069229 , 0.070886 , 0.067286 , 0.051538 , 0.120925 , 0.063271 , 0.076302 , 0.083058 , 0.068839 
 613 , 0.092105 , 0.068955 , 0.070626 , 0.067046 , 0.051245 , 0.120993 , 0.062978 , 0.076035 , 0.082896 , 0.068693 
 614 , 0.091763 , 0.068653 , 0.070313 , 0.066804 , 0.050944 , 0.12108 , 0.062721 , 0.075817 , 0.082701 , 0.068494 
 615 , 0.091406 , 0.068324 , 0.069912 , 0.066547 , 0.050629 , 0.121189 , 0.062521 , 0.075672 , 0.082433 , 0.068171 
 616 , 0.09105 , 0.067994 , 0.069498 , 0.066288 , 0.050312 , 0.121296 , 0.062326 , 0.07552 , 0.082166 , 0.067847 
 617 , 0.090692 , 0.067663 , 0.069088 , 0.066028 , 0.049994 , 0.121408 , 0.06213 , 0.075374 , 0.081891 , 0.067522 
 618 , 0.090549 , 0.067529 , 0.068926 , 0.065845 , 0.049753 , 0.121668 , 0.062071 , 0.075235 , 0.081808 , 0.067266 
 619 , 0.090396 , 0.067388 , 0.068762 , 0.065664 , 0.049507 , 0.121937 , 0.062014 , 0.075098 , 0.081723 , 0.067014 
 620 , 0.090243 , 0.067246 , 0.068598 , 0.065483 , 0.049262 , 0.122214 , 0.061952 , 0.074961 , 0.081632 , 0.066755 
 621 , 0.090102 , 0.067072 , 0.068474 , 0.065337 , 0.049049 , 0.122487 , 0.061849 , 0.074884 , 0.081644 , 0.06666 
 622 , 0.089977 , 0.066888 , 0.068373 , 0.0652 , 0.048863 , 0.122768 , 0.061726 , 0.074835 , 0.081703 , 0.066648 
 623 , 0.089852 , 0.066704 , 0.068259 , 0.065063 , 0.048671 , 0.123044 , 0.061596 , 0.07478 , 0.08177 , 0.06663 
 624 , 0.089791 , 0.066569 , 0.068164 , 0.065012 , 0.048526 , 0.123357 , 0.061515 , 0.074745 , 0.081795 , 0.0666 
 625 , 0.089858 , 0.066511 , 0.06809 , 0.065106 , 0.048464 , 0.123717 , 0.06154 , 0.07477 , 0.08176 , 0.066536 
 626 , 0.089922 , 0.066461 , 0.068018 , 0.065202 , 0.04841 , 0.124083 , 0.061567 , 0.074792 , 0.081721 , 0.066467 
 627 , 0.089993 , 0.0664 , 0.067947 , 0.065306 , 0.048356 , 0.124452 , 0.061589 , 0.074815 , 0.081683 , 0.0664 
 628 , 0.090039 , 0.06645 , 0.068036 , 0.065311 , 0.04836 , 0.12475 , 0.06161 , 0.074854 , 0.081703 , 0.066487 
 629 , 0.090084 , 0.066508 , 0.068116 , 0.065312 , 0.048359 , 0.125054 , 0.061636 , 0.074888 , 0.081716 , 0.06657 
 630 , 0.090129 , 0.066561 , 0.068202 , 0.065319 , 0.048365 , 0.125353 , 0.061656 , 0.074929 , 0.08173 , 0.066661 
 631 , 0.090138 , 0.066562 , 0.068154 , 0.065307 , 0.048288 , 0.125676 , 0.061699 , 0.075022 , 0.081809 , 0.066581 
 632 , 0.09015 , 0.066525 , 0.068045 , 0.065281 , 0.048174 , 0.126027 , 0.061753 , 0.075151 , 0.081912 , 0.066419 
 633 , 0.090161 , 0.066489 , 0.067936 , 0.06526 , 0.04806 , 0.126373 , 0.061814 , 0.07528 , 0.082022 , 0.066257 
 634 , 0.090158 , 0.066415 , 0.067852 , 0.065223 , 0.047956 , 0.126706 , 0.061828 , 0.075344 , 0.082082 , 0.066133 
 635 , 0.090104 , 0.066267 , 0.067825 , 0.06518 , 0.047869 , 0.127007 , 0.06177 , 0.075249 , 0.082058 , 0.066116 
 636 , 0.09005 , 0.066121 , 0.0678 , 0.06514 , 0.047782 , 0.127311 , 0.061712 , 0.075158 , 0.082031 , 0.066096 
 637 , 0.089994 , 0.065973 , 0.06778 , 0.065092 , 0.047695 , 0.127615 , 0.06166 , 0.075059 , 0.081998 , 0.06608 
 638 , 0.089708 , 0.065737 , 0.067605 , 0.064854 , 0.047444 , 0.127804 , 0.06141 , 0.074783 , 0.081836 , 0.065901 
 639 , 0.089406 , 0.065502 , 0.067429 , 0.064611 , 0.04719 , 0.127977 , 0.061155 , 0.074506 , 0.081678 , 0.065723 
 640 , 0.089109 , 0.065266 , 0.067253 , 0.064367 , 0.046941 , 0.128157 , 0.060904 , 0.074235 , 0.08152 , 0.06555 
 641 , 0.088765 , 0.064929 , 0.066947 , 0.064116 , 0.046664 , 0.128309 , 0.060613 , 0.073978 , 0.081156 , 0.065189 
 642 , 0.088381 , 0.064533 , 0.066561 , 0.063853 , 0.046361 , 0.128456 , 0.060294 , 0.073711 , 0.080652 , 0.064718 
 643 , 0.088003 , 0.064131 , 0.066168 , 0.06359 , 0.046064 , 0.128605 , 0.059974 , 0.073444 , 0.080154 , 0.064245 
 644 , 0.087577 , 0.063775 , 0.065785 , 0.063265 , 0.04576 , 0.128718 , 0.059654 , 0.073134 , 0.079673 , 0.063788 
 645 , 0.087072 , 0.063514 , 0.065439 , 0.062798 , 0.045454 , 0.128768 , 0.059359 , 0.072733 , 0.079267 , 0.063348 
 646 , 0.086563 , 0.063255 , 0.065087 , 0.062333 , 0.045148 , 0.128816 , 0.059066 , 0.072331 , 0.078864 , 0.062903 
 647 , 0.086046 , 0.062996 , 0.064728 , 0.061853 , 0.044836 , 0.128866 , 0.058767 , 0.071928 , 0.078461 , 0.062457 
 648 , 0.085596 , 0.062603 , 0.064385 , 0.061497 , 0.044454 , 0.128969 , 0.058481 , 0.071607 , 0.078168 , 0.062108 
 649 , 0.085149 , 0.062208 , 0.064025 , 0.061146 , 0.044059 , 0.12908 , 0.05819 , 0.07129 , 0.077872 , 0.061764 
 650 , 0.08469 , 0.061807 , 0.063664 , 0.060788 , 0.043664 , 0.129192 , 0.057892 , 0.070965 , 0.07757 , 0.061413 
 651 , 0.084333 , 0.061455 , 0.063366 , 0.060525 , 0.043348 , 0.129348 , 0.057587 , 0.070618 , 0.077217 , 0.061074 
 652 , 0.08402 , 0.061146 , 0.063111 , 0.060325 , 0.043093 , 0.129543 , 0.057274 , 0.070233 , 0.076839 , 0.060738 
 653 , 0.083707 , 0.06083 , 0.062848 , 0.060125 , 0.042831 , 0.129734 , 0.056961 , 0.069849 , 0.076467 , 0.060396 
 654 , 0.083342 , 0.060539 , 0.062557 , 0.059873 , 0.042573 , 0.129887 , 0.05662 , 0.069464 , 0.076093 , 0.060061 
 655 , 0.082885 , 0.060316 , 0.062211 , 0.059507 , 0.042312 , 0.129937 , 0.056222 , 0.069078 , 0.075713 , 0.05974 
