JUL8MAT00005.spu,JUL8MAT00003.spu,JUL8MAT00004.spu,
Wavelength,JUL8MAT00006.spu,JUL8MAT00007.spu,JUL8MAT00008.spu,JUL8MAT00009.spu,JUL8MAT00010.spu,JUL8MAT00011.spu,JUL8MAT00012.spu,JUL8MAT00013.spu,JUL8MAT00014.spu,JUL8MAT00015.spu,JUL8MAT00016.spu,JUL8MAT00017.spu,JUL8MAT00018.spu,JUL8MAT00019.spu,JUL8MAT00020.spu,JUL8MAT00021.spu,JUL8MAT00022.spu,JUL8MAT00023.spu,JUL8MAT00024.spu,JUL8MAT00025.spu
  (nm),7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2
  time  ,9:48 PM",9:57 PM",0:06 PM",0:49 PM",1:02 PM",2:28 PM",2:40 PM",2:49 PM",2:57 PM",3:08 PM",4:02 PM",4:09 PM",4:17 PM",4:25 PM",4:32 PM",5:02 PM",5:11 PM",5:24 PM",5:34 PM",6:02 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 386 , 0.009381 , 0.00698 , 0.00708 , 0.01023 , 0.006811 , 0.009032 , 0.006771 , 0.011595 , 0.002886 , 0.009597 , 0.009675 , 0.022698 , 0.012903 , 0.011702 , 0.009593 , 0.023133 , 0.017049 , 0.020821 , 0.016093 , 0.008322 
 387 , 0.009576 , 0.007206 , 0.007076 , 0.010548 , 0.006988 , 0.009353 , 0.006943 , 0.011578 , 0.003169 , 0.009679 , 0.009935 , 0.023036 , 0.013059 , 0.011872 , 0.009773 , 0.023214 , 0.017228 , 0.020839 , 0.016322 , 0.008368 
 388 , 0.009762 , 0.007423 , 0.007072 , 0.010846 , 0.007155 , 0.009661 , 0.007109 , 0.01157 , 0.003439 , 0.009756 , 0.010181 , 0.023355 , 0.013209 , 0.012042 , 0.009952 , 0.023316 , 0.017417 , 0.020878 , 0.016549 , 0.008422 
 389 , 0.009879 , 0.007588 , 0.007099 , 0.011069 , 0.007338 , 0.009923 , 0.007336 , 0.011643 , 0.003664 , 0.009867 , 0.010402 , 0.023657 , 0.013371 , 0.012188 , 0.010133 , 0.023466 , 0.017616 , 0.020958 , 0.016796 , 0.008532 
 390 , 0.009786 , 0.007606 , 0.007233 , 0.011077 , 0.007587 , 0.010054 , 0.007788 , 0.011982 , 0.00377 , 0.010102 , 0.010571 , 0.023942 , 0.013586 , 0.012267 , 0.010338 , 0.02376 , 0.017846 , 0.021146 , 0.017121 , 0.008818 
 391 , 0.009698 , 0.007622 , 0.007363 , 0.011081 , 0.007825 , 0.010182 , 0.008221 , 0.012307 , 0.003872 , 0.01033 , 0.010731 , 0.024219 , 0.013793 , 0.012347 , 0.010536 , 0.024048 , 0.018064 , 0.021333 , 0.017441 , 0.009096 
 392 , 0.009613 , 0.00764 , 0.007486 , 0.011087 , 0.008051 , 0.010307 , 0.008636 , 0.012619 , 0.003972 , 0.010552 , 0.010888 , 0.024484 , 0.013992 , 0.012426 , 0.010729 , 0.024328 , 0.018275 , 0.021515 , 0.01775 , 0.009367 
 393 , 0.009882 , 0.007952 , 0.007784 , 0.011492 , 0.008271 , 0.010467 , 0.008707 , 0.012786 , 0.004228 , 0.010833 , 0.011159 , 0.024782 , 0.014273 , 0.012653 , 0.010956 , 0.024793 , 0.018524 , 0.021763 , 0.017962 , 0.009637 
 394 , 0.01019 , 0.00829 , 0.008089 , 0.011932 , 0.008474 , 0.010622 , 0.008718 , 0.012917 , 0.004491 , 0.011105 , 0.011432 , 0.025065 , 0.014545 , 0.012887 , 0.011173 , 0.025258 , 0.018759 , 0.022004 , 0.018146 , 0.009889 
 395 , 0.010472 , 0.008601 , 0.00837 , 0.012336 , 0.00866 , 0.010767 , 0.00873 , 0.013038 , 0.004735 , 0.011357 , 0.011681 , 0.025325 , 0.014797 , 0.013102 , 0.011373 , 0.025687 , 0.018979 , 0.022232 , 0.018317 , 0.010121 
 396 , 0.010789 , 0.008856 , 0.008627 , 0.012741 , 0.008972 , 0.01116 , 0.008967 , 0.013248 , 0.004952 , 0.011714 , 0.012 , 0.025729 , 0.015098 , 0.013522 , 0.011782 , 0.026083 , 0.019331 , 0.02267 , 0.018734 , 0.010509 
 397 , 0.011119 , 0.009046 , 0.008847 , 0.013133 , 0.009387 , 0.01176 , 0.009396 , 0.01353 , 0.005137 , 0.012154 , 0.012365 , 0.026239 , 0.015431 , 0.014109 , 0.012365 , 0.026429 , 0.019788 , 0.023285 , 0.019358 , 0.011015 
 398 , 0.011405 , 0.009212 , 0.009039 , 0.013468 , 0.009745 , 0.012277 , 0.009767 , 0.013773 , 0.005298 , 0.012533 , 0.012681 , 0.026683 , 0.015719 , 0.014615 , 0.01287 , 0.026726 , 0.020182 , 0.023818 , 0.019898 , 0.011457 
 399 , 0.011657 , 0.009375 , 0.009238 , 0.013741 , 0.010035 , 0.012715 , 0.010099 , 0.014009 , 0.005462 , 0.012855 , 0.012973 , 0.02709 , 0.015988 , 0.015054 , 0.013292 , 0.027007 , 0.020538 , 0.024276 , 0.020363 , 0.011854 
 400 , 0.011877 , 0.009664 , 0.009624 , 0.013828 , 0.010099 , 0.012967 , 0.010413 , 0.014388 , 0.005791 , 0.013032 , 0.01332 , 0.027593 , 0.016325 , 0.015422 , 0.013507 , 0.027403 , 0.020931 , 0.024624 , 0.020722 , 0.012315 
 401 , 0.012072 , 0.009914 , 0.009968 , 0.013901 , 0.010159 , 0.013191 , 0.010692 , 0.014722 , 0.006081 , 0.013188 , 0.013627 , 0.028041 , 0.016625 , 0.015744 , 0.013697 , 0.027753 , 0.021279 , 0.024931 , 0.021038 , 0.012722 
 402 , 0.012244 , 0.010141 , 0.010275 , 0.013971 , 0.01021 , 0.013389 , 0.010941 , 0.015024 , 0.006339 , 0.013328 , 0.013902 , 0.02844 , 0.016891 , 0.016036 , 0.013865 , 0.028064 , 0.021588 , 0.025206 , 0.021322 , 0.013088 
 403 , 0.012426 , 0.010347 , 0.01034 , 0.014198 , 0.010396 , 0.013582 , 0.011186 , 0.015173 , 0.006549 , 0.013557 , 0.014188 , 0.028755 , 0.017133 , 0.016311 , 0.014104 , 0.028379 , 0.021882 , 0.025426 , 0.021499 , 0.013331 
 404 , 0.0126 , 0.010539 , 0.010331 , 0.014466 , 0.010617 , 0.013769 , 0.011419 , 0.015271 , 0.00674 , 0.013805 , 0.014466 , 0.029034 , 0.017357 , 0.016576 , 0.014352 , 0.028687 , 0.02216 , 0.025623 , 0.021637 , 0.013529 
 405 , 0.012764 , 0.010718 , 0.01032 , 0.014717 , 0.010822 , 0.013946 , 0.011639 , 0.015362 , 0.006912 , 0.014036 , 0.014724 , 0.029294 , 0.017562 , 0.016824 , 0.014584 , 0.028975 , 0.022417 , 0.025804 , 0.021765 , 0.013713 
 406 , 0.012875 , 0.01085 , 0.010364 , 0.014907 , 0.011017 , 0.014109 , 0.011819 , 0.015506 , 0.007065 , 0.014221 , 0.014954 , 0.029557 , 0.017749 , 0.017023 , 0.014806 , 0.029245 , 0.02264 , 0.025993 , 0.021969 , 0.013884 
 407 , 0.012906 , 0.010914 , 0.010493 , 0.015018 , 0.011197 , 0.01427 , 0.011952 , 0.01573 , 0.007181 , 0.014355 , 0.015143 , 0.029835 , 0.017908 , 0.01716 , 0.015029 , 0.029498 , 0.022815 , 0.026204 , 0.022298 , 0.014043 
 408 , 0.012934 , 0.010979 , 0.010612 , 0.015124 , 0.011371 , 0.014423 , 0.012079 , 0.015942 , 0.007293 , 0.014483 , 0.015324 , 0.030099 , 0.018061 , 0.01729 , 0.015238 , 0.02974 , 0.022983 , 0.026402 , 0.022609 , 0.014194 
 409 , 0.012962 , 0.011036 , 0.010726 , 0.01522 , 0.011537 , 0.014566 , 0.012199 , 0.016147 , 0.007399 , 0.014599 , 0.015493 , 0.03035 , 0.018207 , 0.017414 , 0.015437 , 0.029969 , 0.023142 , 0.026593 , 0.022906 , 0.014338 
 410 , 0.013154 , 0.011203 , 0.011004 , 0.015406 , 0.011647 , 0.014769 , 0.012322 , 0.016332 , 0.007535 , 0.014758 , 0.015726 , 0.030582 , 0.018426 , 0.017628 , 0.015602 , 0.030243 , 0.02334 , 0.026812 , 0.023133 , 0.014543 
 411 , 0.013329 , 0.011357 , 0.011266 , 0.015582 , 0.011752 , 0.01496 , 0.012434 , 0.016511 , 0.007664 , 0.014903 , 0.015942 , 0.030795 , 0.01863 , 0.01783 , 0.015756 , 0.030503 , 0.023526 , 0.027022 , 0.023351 , 0.01474 
 412 , 0.013496 , 0.011504 , 0.011512 , 0.015748 , 0.011851 , 0.015141 , 0.012542 , 0.016676 , 0.007783 , 0.015042 , 0.016149 , 0.031001 , 0.018829 , 0.018019 , 0.015905 , 0.030749 , 0.023703 , 0.027222 , 0.023554 , 0.014924 
 413 , 0.013629 , 0.011639 , 0.011651 , 0.015895 , 0.01195 , 0.015403 , 0.012745 , 0.016852 , 0.007867 , 0.015215 , 0.01636 , 0.031283 , 0.019003 , 0.018242 , 0.016106 , 0.030991 , 0.023916 , 0.027381 , 0.023739 , 0.015088 
 414 , 0.013743 , 0.011765 , 0.01173 , 0.016027 , 0.012051 , 0.015699 , 0.012994 , 0.017024 , 0.007932 , 0.015401 , 0.016568 , 0.031602 , 0.019161 , 0.018477 , 0.016336 , 0.031227 , 0.024145 , 0.027514 , 0.023905 , 0.015239 
 415 , 0.013847 , 0.011881 , 0.011807 , 0.016155 , 0.012145 , 0.01598 , 0.013233 , 0.017188 , 0.007992 , 0.015576 , 0.016765 , 0.031906 , 0.019317 , 0.0187 , 0.016555 , 0.031455 , 0.02436 , 0.027643 , 0.024069 , 0.015382 
 416 , 0.014016 , 0.012018 , 0.011925 , 0.016294 , 0.012245 , 0.01622 , 0.013465 , 0.017373 , 0.008098 , 0.015755 , 0.016974 , 0.032186 , 0.019503 , 0.018921 , 0.016771 , 0.031697 , 0.024561 , 0.027785 , 0.024244 , 0.015544 
 417 , 0.01435 , 0.012206 , 0.012159 , 0.016481 , 0.012375 , 0.016371 , 0.013689 , 0.017637 , 0.008325 , 0.01595 , 0.017228 , 0.032435 , 0.019792 , 0.019151 , 0.017008 , 0.032014 , 0.024731 , 0.027983 , 0.024488 , 0.015777 
 418 , 0.014676 , 0.012385 , 0.012385 , 0.016657 , 0.012504 , 0.016519 , 0.013908 , 0.017895 , 0.00854 , 0.016143 , 0.017472 , 0.032678 , 0.020075 , 0.019371 , 0.017235 , 0.032318 , 0.024897 , 0.028172 , 0.024719 , 0.016001 
 419 , 0.014989 , 0.012559 , 0.012603 , 0.016827 , 0.012622 , 0.016664 , 0.014118 , 0.01814 , 0.008752 , 0.01633 , 0.017706 , 0.032911 , 0.020344 , 0.019584 , 0.017456 , 0.032612 , 0.025058 , 0.028356 , 0.024943 , 0.016219 
 420 , 0.01516 , 0.012804 , 0.012704 , 0.017008 , 0.01272 , 0.01686 , 0.014224 , 0.018228 , 0.00888 , 0.016504 , 0.017924 , 0.033156 , 0.020536 , 0.019748 , 0.017608 , 0.032824 , 0.025236 , 0.028572 , 0.025124 , 0.016392 
 421 , 0.015314 , 0.013051 , 0.012798 , 0.017187 , 0.012814 , 0.017063 , 0.014313 , 0.018297 , 0.009 , 0.016673 , 0.018128 , 0.033398 , 0.020712 , 0.019904 , 0.017754 , 0.033024 , 0.025411 , 0.028788 , 0.025303 , 0.016556 
 422 , 0.015463 , 0.013295 , 0.012887 , 0.017361 , 0.012903 , 0.017256 , 0.014401 , 0.018363 , 0.009119 , 0.016836 , 0.018331 , 0.033632 , 0.020887 , 0.020055 , 0.017894 , 0.033216 , 0.025584 , 0.029 , 0.025475 , 0.016719 
 423 , 0.015607 , 0.013463 , 0.013032 , 0.017552 , 0.013073 , 0.017439 , 0.014543 , 0.018478 , 0.00917 , 0.017016 , 0.018543 , 0.033866 , 0.021061 , 0.020229 , 0.01808 , 0.033448 , 0.025793 , 0.029204 , 0.025614 , 0.016894 
 424 , 0.015749 , 0.01357 , 0.013227 , 0.017757 , 0.013317 , 0.017606 , 0.014733 , 0.018631 , 0.009175 , 0.017215 , 0.018774 , 0.034103 , 0.021243 , 0.020418 , 0.018304 , 0.033711 , 0.026034 , 0.029405 , 0.025728 , 0.017088 
 425 , 0.015892 , 0.013677 , 0.013419 , 0.017963 , 0.013554 , 0.01777 , 0.014916 , 0.018787 , 0.009178 , 0.017409 , 0.019004 , 0.034338 , 0.021424 , 0.020608 , 0.018529 , 0.033969 , 0.026275 , 0.029606 , 0.025841 , 0.017274 
 426 , 0.016042 , 0.013796 , 0.013615 , 0.018156 , 0.013763 , 0.017946 , 0.01509 , 0.018951 , 0.009214 , 0.017604 , 0.019223 , 0.034565 , 0.021597 , 0.020797 , 0.018741 , 0.034218 , 0.026496 , 0.029793 , 0.025952 , 0.017451 
 427 , 0.016268 , 0.013957 , 0.013829 , 0.018307 , 0.013833 , 0.018154 , 0.015206 , 0.019167 , 0.009397 , 0.01779 , 0.019411 , 0.034745 , 0.021726 , 0.021002 , 0.018894 , 0.03441 , 0.026625 , 0.029924 , 0.026067 , 0.017571 
 428 , 0.016496 , 0.014119 , 0.01404 , 0.018453 , 0.013899 , 0.018362 , 0.015326 , 0.019382 , 0.009577 , 0.017976 , 0.019602 , 0.034924 , 0.021855 , 0.021199 , 0.019051 , 0.034601 , 0.026749 , 0.030059 , 0.026181 , 0.017686 
 429 , 0.016719 , 0.014281 , 0.014248 , 0.0186 , 0.013965 , 0.018571 , 0.015442 , 0.019595 , 0.009758 , 0.018159 , 0.019786 , 0.035103 , 0.021983 , 0.021401 , 0.019204 , 0.034791 , 0.026872 , 0.030189 , 0.026294 , 0.017805 
 430 , 0.017008 , 0.014513 , 0.014476 , 0.018847 , 0.014137 , 0.018868 , 0.015679 , 0.019816 , 0.009917 , 0.018362 , 0.020029 , 0.035374 , 0.02224 , 0.021626 , 0.019449 , 0.035011 , 0.027067 , 0.030393 , 0.02654 , 0.017969 
 431 , 0.017314 , 0.014763 , 0.014704 , 0.019109 , 0.014326 , 0.019185 , 0.015944 , 0.020038 , 0.010063 , 0.018571 , 0.020278 , 0.035663 , 0.022518 , 0.021854 , 0.01971 , 0.03523 , 0.027277 , 0.03061 , 0.026814 , 0.018147 
 432 , 0.017612 , 0.015004 , 0.014923 , 0.019366 , 0.014513 , 0.019493 , 0.016204 , 0.02025 , 0.01021 , 0.01877 , 0.02052 , 0.035943 , 0.022795 , 0.022076 , 0.019967 , 0.035444 , 0.027483 , 0.030823 , 0.027082 , 0.018322 
 433 , 0.017908 , 0.015246 , 0.015174 , 0.019631 , 0.01471 , 0.019758 , 0.016449 , 0.020515 , 0.010372 , 0.019031 , 0.020796 , 0.036259 , 0.023071 , 0.022361 , 0.020234 , 0.035714 , 0.027723 , 0.031066 , 0.027379 , 0.018529 
 434 , 0.018211 , 0.015484 , 0.015454 , 0.019891 , 0.014918 , 0.019977 , 0.016685 , 0.020839 , 0.01055 , 0.01936 , 0.021104 , 0.036627 , 0.023351 , 0.022716 , 0.020509 , 0.036053 , 0.028002 , 0.03135 , 0.027711 , 0.018781 
 435 , 0.018503 , 0.015716 , 0.015725 , 0.020149 , 0.01512 , 0.020188 , 0.016909 , 0.021155 , 0.010727 , 0.019678 , 0.021406 , 0.03698 , 0.023622 , 0.023061 , 0.02078 , 0.036379 , 0.028275 , 0.031627 , 0.028037 , 0.019026 
 436 , 0.0188 , 0.015956 , 0.015995 , 0.020416 , 0.015329 , 0.020416 , 0.017136 , 0.021466 , 0.010903 , 0.019998 , 0.02171 , 0.037353 , 0.023906 , 0.023409 , 0.021052 , 0.036717 , 0.028558 , 0.031916 , 0.028362 , 0.019271 
 437 , 0.019297 , 0.016405 , 0.016348 , 0.020887 , 0.01571 , 0.020927 , 0.017464 , 0.021835 , 0.011121 , 0.020413 , 0.022167 , 0.038023 , 0.02444 , 0.023926 , 0.021481 , 0.037363 , 0.029103 , 0.032483 , 0.028824 , 0.019621 
 438 , 0.019787 , 0.016852 , 0.016699 , 0.021363 , 0.016092 , 0.021439 , 0.017789 , 0.0222 , 0.011334 , 0.020822 , 0.022627 , 0.038692 , 0.024968 , 0.024441 , 0.021907 , 0.037999 , 0.02964 , 0.033048 , 0.02928 , 0.019972 
 439 , 0.020276 , 0.017299 , 0.017048 , 0.021831 , 0.016467 , 0.021945 , 0.018113 , 0.022563 , 0.011547 , 0.021232 , 0.023079 , 0.039359 , 0.025494 , 0.024954 , 0.02233 , 0.038637 , 0.030181 , 0.033606 , 0.029738 , 0.020317 
 440 , 0.020659 , 0.01761 , 0.017396 , 0.022247 , 0.016821 , 0.022432 , 0.018478 , 0.022971 , 0.011752 , 0.021643 , 0.023505 , 0.039959 , 0.025946 , 0.025412 , 0.022748 , 0.039248 , 0.030648 , 0.034087 , 0.030193 , 0.020645 
 441 , 0.021004 , 0.017866 , 0.017748 , 0.022642 , 0.017165 , 0.02291 , 0.018854 , 0.023399 , 0.011956 , 0.022058 , 0.023917 , 0.04054 , 0.026368 , 0.025855 , 0.023164 , 0.039849 , 0.031083 , 0.034532 , 0.03065 , 0.020967 
 442 , 0.021346 , 0.018122 , 0.018098 , 0.023039 , 0.017507 , 0.023387 , 0.019233 , 0.023821 , 0.012156 , 0.022472 , 0.024327 , 0.041123 , 0.026788 , 0.026292 , 0.023578 , 0.040446 , 0.031523 , 0.034976 , 0.031108 , 0.021289 
 443 , 0.021709 , 0.018419 , 0.018473 , 0.023424 , 0.01782 , 0.023835 , 0.019579 , 0.024245 , 0.012357 , 0.022873 , 0.024738 , 0.041694 , 0.027216 , 0.026748 , 0.02397 , 0.040988 , 0.031955 , 0.035428 , 0.031544 , 0.021593 
 444 , 0.022099 , 0.018792 , 0.018899 , 0.023794 , 0.018059 , 0.024219 , 0.019857 , 0.024673 , 0.012568 , 0.023261 , 0.025147 , 0.042253 , 0.027648 , 0.027228 , 0.024316 , 0.041418 , 0.032376 , 0.035893 , 0.031956 , 0.021869 
 445 , 0.022491 , 0.019163 , 0.019326 , 0.024161 , 0.018303 , 0.0246 , 0.020136 , 0.025104 , 0.012777 , 0.023642 , 0.025553 , 0.04281 , 0.028082 , 0.027707 , 0.02466 , 0.041847 , 0.032804 , 0.03636 , 0.032364 , 0.022146 
 446 , 0.022882 , 0.019532 , 0.019757 , 0.02453 , 0.018544 , 0.024984 , 0.020416 , 0.025529 , 0.012982 , 0.024031 , 0.025958 , 0.043368 , 0.028514 , 0.02819 , 0.025004 , 0.04228 , 0.033228 , 0.036823 , 0.032773 , 0.022423 
 447 , 0.02316 , 0.019733 , 0.019944 , 0.024793 , 0.018768 , 0.025261 , 0.020643 , 0.025773 , 0.013115 , 0.024286 , 0.026235 , 0.043662 , 0.028753 , 0.028502 , 0.025205 , 0.042607 , 0.033507 , 0.037109 , 0.033044 , 0.022663 
 448 , 0.02344 , 0.019923 , 0.02013 , 0.025057 , 0.018993 , 0.025537 , 0.020873 , 0.026017 , 0.013243 , 0.024536 , 0.026507 , 0.043949 , 0.028988 , 0.028806 , 0.025405 , 0.042934 , 0.033783 , 0.037386 , 0.033313 , 0.022899 
 449 , 0.023716 , 0.020119 , 0.020312 , 0.025317 , 0.019215 , 0.025809 , 0.0211 , 0.026256 , 0.013377 , 0.024788 , 0.02678 , 0.044237 , 0.029224 , 0.029117 , 0.025601 , 0.043261 , 0.03406 , 0.037667 , 0.033578 , 0.023137 
 450 , 0.023906 , 0.020247 , 0.020416 , 0.025475 , 0.019376 , 0.025995 , 0.021261 , 0.026423 , 0.013425 , 0.024935 , 0.026963 , 0.044428 , 0.029393 , 0.029327 , 0.02574 , 0.043435 , 0.034218 , 0.037795 , 0.033744 , 0.023279 
 451 , 0.024041 , 0.020332 , 0.020464 , 0.025574 , 0.019496 , 0.026129 , 0.021376 , 0.026537 , 0.013429 , 0.025014 , 0.027092 , 0.044566 , 0.029522 , 0.029476 , 0.025839 , 0.043507 , 0.034291 , 0.037826 , 0.033842 , 0.023363 
 452 , 0.024176 , 0.020416 , 0.020518 , 0.025668 , 0.019617 , 0.026259 , 0.021496 , 0.026651 , 0.013433 , 0.025093 , 0.027222 , 0.044699 , 0.029652 , 0.029631 , 0.025938 , 0.043584 , 0.034364 , 0.037853 , 0.033941 , 0.023447 
 453 , 0.024272 , 0.020494 , 0.02056 , 0.025758 , 0.019715 , 0.026374 , 0.021573 , 0.026736 , 0.013437 , 0.025157 , 0.027321 , 0.04478 , 0.02974 , 0.02975 , 0.026008 , 0.043609 , 0.034399 , 0.037856 , 0.034002 , 0.023498 
 454 , 0.024248 , 0.020571 , 0.020576 , 0.025846 , 0.01974 , 0.026434 , 0.02154 , 0.026718 , 0.013466 , 0.025187 , 0.027337 , 0.044693 , 0.029711 , 0.029797 , 0.025998 , 0.043496 , 0.034326 , 0.03778 , 0.033941 , 0.023457 
 455 , 0.024225 , 0.020648 , 0.020587 , 0.025932 , 0.019764 , 0.026498 , 0.021507 , 0.026705 , 0.013494 , 0.02521 , 0.027352 , 0.04461 , 0.029681 , 0.029843 , 0.025988 , 0.043382 , 0.034253 , 0.037709 , 0.033879 , 0.023421 
 456 , 0.024205 , 0.020728 , 0.020602 , 0.026017 , 0.019792 , 0.026566 , 0.021473 , 0.026686 , 0.013522 , 0.025237 , 0.027366 , 0.044526 , 0.029655 , 0.029892 , 0.025972 , 0.043273 , 0.034179 , 0.037632 , 0.033822 , 0.02338 
 457 , 0.024139 , 0.020611 , 0.020611 , 0.025939 , 0.019799 , 0.02666 , 0.021513 , 0.026711 , 0.013503 , 0.025222 , 0.027382 , 0.044439 , 0.029623 , 0.029853 , 0.025949 , 0.043161 , 0.034084 , 0.037512 , 0.033713 , 0.023312 
 458 , 0.024068 , 0.020474 , 0.020623 , 0.025841 , 0.0198 , 0.026754 , 0.021557 , 0.026734 , 0.013484 , 0.025196 , 0.027398 , 0.044352 , 0.029595 , 0.029804 , 0.025925 , 0.043049 , 0.033988 , 0.037393 , 0.033599 , 0.023239 
 459 , 0.024002 , 0.020332 , 0.020631 , 0.025742 , 0.0198 , 0.026851 , 0.0216 , 0.026762 , 0.01346 , 0.025175 , 0.027418 , 0.044265 , 0.029561 , 0.029755 , 0.025896 , 0.042937 , 0.033887 , 0.037268 , 0.033489 , 0.023172 
 460 , 0.023905 , 0.020227 , 0.020608 , 0.025652 , 0.019712 , 0.02682 , 0.021588 , 0.026731 , 0.01344 , 0.025137 , 0.027345 , 0.044116 , 0.029483 , 0.029691 , 0.025815 , 0.04276 , 0.03376 , 0.037122 , 0.033359 , 0.023063 
 461 , 0.023787 , 0.020138 , 0.020562 , 0.025574 , 0.019547 , 0.026667 , 0.021527 , 0.026657 , 0.013412 , 0.025077 , 0.027204 , 0.04391 , 0.029351 , 0.029607 , 0.025682 , 0.042531 , 0.033605 , 0.036958 , 0.033216 , 0.02292 
 462 , 0.023669 , 0.020054 , 0.02051 , 0.025495 , 0.019379 , 0.026519 , 0.021465 , 0.026588 , 0.013389 , 0.025015 , 0.027063 , 0.043704 , 0.029222 , 0.029526 , 0.025554 , 0.042308 , 0.033444 , 0.036794 , 0.033072 , 0.022777 
 463 , 0.02356 , 0.019965 , 0.020443 , 0.025411 , 0.019235 , 0.026375 , 0.021388 , 0.026487 , 0.013341 , 0.024943 , 0.02693 , 0.043491 , 0.029088 , 0.029434 , 0.025425 , 0.042074 , 0.033277 , 0.036618 , 0.032912 , 0.02263 
 464 , 0.023486 , 0.019865 , 0.020262 , 0.025321 , 0.019193 , 0.02625 , 0.021245 , 0.026274 , 0.013195 , 0.024778 , 0.026841 , 0.043226 , 0.028941 , 0.029256 , 0.025301 , 0.041793 , 0.033051 , 0.036352 , 0.032673 , 0.022465 
 465 , 0.023416 , 0.019765 , 0.020083 , 0.025225 , 0.019154 , 0.026124 , 0.021098 , 0.026067 , 0.013045 , 0.024619 , 0.02675 , 0.04296 , 0.028789 , 0.029078 , 0.025177 , 0.041512 , 0.03282 , 0.036091 , 0.032435 , 0.022295 
 466 , 0.023345 , 0.019665 , 0.019904 , 0.025133 , 0.019115 , 0.026003 , 0.020951 , 0.025855 , 0.012896 , 0.024459 , 0.026663 , 0.042694 , 0.028637 , 0.0289 , 0.025056 , 0.041237 , 0.032594 , 0.035826 , 0.032193 , 0.022122 
 467 , 0.023223 , 0.01956 , 0.019765 , 0.02503 , 0.019046 , 0.025944 , 0.020925 , 0.025782 , 0.012824 , 0.024364 , 0.0266 , 0.042545 , 0.028522 , 0.028831 , 0.024954 , 0.04099 , 0.032437 , 0.035652 , 0.032037 , 0.02201 
 468 , 0.023096 , 0.019458 , 0.019638 , 0.02493 , 0.018965 , 0.025896 , 0.020927 , 0.025745 , 0.012773 , 0.024286 , 0.026545 , 0.042422 , 0.028407 , 0.028796 , 0.024854 , 0.040749 , 0.032297 , 0.035505 , 0.031899 , 0.021912 
 469 , 0.022966 , 0.019351 , 0.019512 , 0.024825 , 0.018889 , 0.025853 , 0.020927 , 0.025702 , 0.012717 , 0.024207 , 0.026495 , 0.042303 , 0.028298 , 0.028755 , 0.024759 , 0.040505 , 0.032157 , 0.035357 , 0.031766 , 0.021809 
 470 , 0.022894 , 0.019314 , 0.019455 , 0.024805 , 0.018872 , 0.025873 , 0.020918 , 0.02568 , 0.012717 , 0.024183 , 0.026489 , 0.042222 , 0.02823 , 0.028752 , 0.024715 , 0.040383 , 0.032074 , 0.03525 , 0.031707 , 0.021756 
 471 , 0.022892 , 0.019357 , 0.019475 , 0.024887 , 0.018924 , 0.02597 , 0.020901 , 0.025683 , 0.012778 , 0.024228 , 0.026549 , 0.042197 , 0.028215 , 0.028798 , 0.024741 , 0.040404 , 0.032065 , 0.035194 , 0.031749 , 0.021753 
 472 , 0.022889 , 0.019406 , 0.019495 , 0.02497 , 0.018977 , 0.026072 , 0.020884 , 0.025681 , 0.012843 , 0.024278 , 0.026608 , 0.042172 , 0.0282 , 0.028849 , 0.024768 , 0.040426 , 0.03206 , 0.035139 , 0.031787 , 0.021755 
 473 , 0.022897 , 0.019445 , 0.01952 , 0.025049 , 0.01903 , 0.026174 , 0.020881 , 0.025689 , 0.012903 , 0.024333 , 0.026673 , 0.042158 , 0.028199 , 0.028896 , 0.024804 , 0.040448 , 0.032056 , 0.035098 , 0.031835 , 0.021757 
 474 , 0.02293 , 0.019426 , 0.019568 , 0.025088 , 0.019129 , 0.026306 , 0.021051 , 0.025806 , 0.012919 , 0.024422 , 0.026783 , 0.04229 , 0.028322 , 0.02896 , 0.024913 , 0.040472 , 0.032114 , 0.035174 , 0.031921 , 0.021801 
 475 , 0.022964 , 0.019408 , 0.019616 , 0.025124 , 0.019228 , 0.026436 , 0.021212 , 0.025919 , 0.012934 , 0.024513 , 0.02689 , 0.042424 , 0.028444 , 0.029026 , 0.025029 , 0.040496 , 0.032176 , 0.035254 , 0.032005 , 0.021851 
 476 , 0.022998 , 0.019393 , 0.019664 , 0.025164 , 0.019322 , 0.026565 , 0.021379 , 0.026038 , 0.012953 , 0.024604 , 0.026998 , 0.042558 , 0.028565 , 0.029088 , 0.02514 , 0.040525 , 0.032232 , 0.035333 , 0.032089 , 0.021896 
 477 , 0.023073 , 0.019398 , 0.01974 , 0.025235 , 0.019331 , 0.02663 , 0.021421 , 0.026116 , 0.01297 , 0.024668 , 0.027073 , 0.042642 , 0.028601 , 0.029201 , 0.025173 , 0.040585 , 0.032244 , 0.035362 , 0.032106 , 0.021907 
