JUL8MAT00029.spu,JUL8MAT00028.spu,JUL8MAT00027.spu,JUL8MAT00026.spu,
Wavelength,JUL8MAT00031.spu,JUL8MAT00032.spu,JUL8MAT00033.spu,JUL8MAT00034.spu,JUL8MAT00035.spu,JUL8MAT00036.spu,JUL8MAT00037.spu,JUL8MAT00038.spu,JUL8MAT00039.spu,JUL8MAT00040.spu,JUL8MAT00041.spu,JUL8MAT00042.spu,JUL8MAT00043.spu,JUL8MAT00044.spu,JUL8MAT00045.spu
  (nm),7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2
  time  ,3:09 PM",3:18 PM",3:27 PM",3:37 PM",3:44 PM",5:02 PM",5:14 PM",6:48 PM",6:56 PM",8:53 PM",9:33 PM",9:41 PM",9:50 PM",9:59 PM",0:07 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,
 423 , 0.023593 , 0.019919 , 0.02903 , 0.023155 , 0.016856 , 0.030033 , 0.017357 , 0.015634 , 0.018073 , 0.016523 , 0.017708 , 0.022426 , 0.016496 , 0.018241 , 0.022462 
 424 , 0.02392 , 0.020183 , 0.029324 , 0.023412 , 0.017046 , 0.030497 , 0.017618 , 0.01575 , 0.01831 , 0.016661 , 0.017989 , 0.022734 , 0.016634 , 0.018457 , 0.022693 
 425 , 0.024245 , 0.020448 , 0.029614 , 0.023665 , 0.017227 , 0.030958 , 0.017881 , 0.015865 , 0.018548 , 0.016795 , 0.018267 , 0.023044 , 0.016772 , 0.018668 , 0.022919 
 426 , 0.024556 , 0.020714 , 0.029923 , 0.023922 , 0.017409 , 0.031388 , 0.018126 , 0.015995 , 0.018777 , 0.016947 , 0.018528 , 0.023326 , 0.016919 , 0.018888 , 0.02316 
 427 , 0.024788 , 0.021 , 0.030334 , 0.024204 , 0.017559 , 0.031674 , 0.018297 , 0.016187 , 0.018978 , 0.017156 , 0.018723 , 0.023513 , 0.017133 , 0.019141 , 0.023453 
 428 , 0.025021 , 0.021287 , 0.030742 , 0.024482 , 0.01771 , 0.031955 , 0.018473 , 0.016375 , 0.01918 , 0.017366 , 0.018915 , 0.0237 , 0.017343 , 0.019389 , 0.023747 
 429 , 0.025255 , 0.02157 , 0.031151 , 0.02476 , 0.017861 , 0.032233 , 0.018645 , 0.016564 , 0.019382 , 0.017577 , 0.019107 , 0.023883 , 0.017549 , 0.019643 , 0.024042 
 430 , 0.025646 , 0.021941 , 0.031581 , 0.025164 , 0.018058 , 0.032734 , 0.018929 , 0.016793 , 0.01966 , 0.017903 , 0.019388 , 0.02418 , 0.017833 , 0.019927 , 0.024307 
 431 , 0.026069 , 0.022328 , 0.032015 , 0.025589 , 0.018257 , 0.033278 , 0.019237 , 0.017023 , 0.019958 , 0.018257 , 0.01969 , 0.0245 , 0.018135 , 0.020217 , 0.024566 
 432 , 0.026483 , 0.022706 , 0.032439 , 0.026009 , 0.018456 , 0.033818 , 0.019541 , 0.017252 , 0.020247 , 0.018603 , 0.019982 , 0.024815 , 0.018432 , 0.020498 , 0.024815 
 433 , 0.02693 , 0.023104 , 0.032939 , 0.026405 , 0.018716 , 0.034366 , 0.01989 , 0.017481 , 0.020553 , 0.018917 , 0.020285 , 0.025174 , 0.018745 , 0.020839 , 0.025155 
 434 , 0.027417 , 0.023522 , 0.033532 , 0.026777 , 0.019053 , 0.034924 , 0.02031 , 0.01771 , 0.020873 , 0.019193 , 0.020604 , 0.025592 , 0.019077 , 0.021244 , 0.025607 
 435 , 0.027898 , 0.023928 , 0.034113 , 0.02714 , 0.019389 , 0.035474 , 0.020716 , 0.017941 , 0.021187 , 0.019467 , 0.020915 , 0.026008 , 0.019404 , 0.021644 , 0.026047 
 436 , 0.02837 , 0.024338 , 0.034689 , 0.027507 , 0.019717 , 0.036028 , 0.02111 , 0.018176 , 0.021507 , 0.019746 , 0.021232 , 0.026413 , 0.019731 , 0.022037 , 0.026487 
 437 , 0.028888 , 0.024909 , 0.035322 , 0.028092 , 0.020104 , 0.036786 , 0.021498 , 0.0186 , 0.021986 , 0.020228 , 0.021722 , 0.026921 , 0.020218 , 0.022474 , 0.027076 
 438 , 0.029403 , 0.025471 , 0.035956 , 0.028665 , 0.020484 , 0.037548 , 0.021889 , 0.019019 , 0.02246 , 0.020707 , 0.022212 , 0.027422 , 0.020702 , 0.022905 , 0.027654 
 439 , 0.029917 , 0.026037 , 0.036585 , 0.029241 , 0.020866 , 0.038297 , 0.022275 , 0.019441 , 0.022931 , 0.021178 , 0.022695 , 0.027918 , 0.021178 , 0.023336 , 0.028236 
 440 , 0.030489 , 0.026572 , 0.037227 , 0.029814 , 0.02119 , 0.039071 , 0.022686 , 0.019767 , 0.023393 , 0.021585 , 0.023175 , 0.028448 , 0.021544 , 0.023772 , 0.028739 
 441 , 0.031093 , 0.027096 , 0.037873 , 0.030378 , 0.02149 , 0.03985 , 0.023115 , 0.020054 , 0.023851 , 0.021963 , 0.023646 , 0.028995 , 0.021858 , 0.024219 , 0.029205 
 442 , 0.031692 , 0.027625 , 0.038523 , 0.030952 , 0.02179 , 0.040631 , 0.023542 , 0.020342 , 0.024314 , 0.022344 , 0.024122 , 0.029536 , 0.022174 , 0.02466 , 0.02968 
 443 , 0.032238 , 0.028107 , 0.03918 , 0.031495 , 0.022113 , 0.041361 , 0.023944 , 0.020648 , 0.024757 , 0.022738 , 0.024531 , 0.030019 , 0.022522 , 0.025097 , 0.030154 
 444 , 0.032681 , 0.028505 , 0.039837 , 0.031985 , 0.022469 , 0.042001 , 0.024296 , 0.02099 , 0.025177 , 0.023165 , 0.024829 , 0.030386 , 0.022931 , 0.025514 , 0.030642 
 445 , 0.033126 , 0.028905 , 0.040494 , 0.032478 , 0.022827 , 0.04264 , 0.02465 , 0.021323 , 0.0256 , 0.023596 , 0.025127 , 0.030755 , 0.023338 , 0.025929 , 0.031128 
 446 , 0.033569 , 0.029301 , 0.04115 , 0.03297 , 0.023183 , 0.043279 , 0.025001 , 0.021659 , 0.026015 , 0.024025 , 0.025422 , 0.031125 , 0.023742 , 0.026347 , 0.031612 
 447 , 0.033927 , 0.029677 , 0.041558 , 0.033292 , 0.023394 , 0.04382 , 0.025244 , 0.021846 , 0.026241 , 0.024274 , 0.025767 , 0.031376 , 0.023974 , 0.026619 , 0.031955 
 448 , 0.034287 , 0.030052 , 0.04196 , 0.03361 , 0.023603 , 0.044354 , 0.025477 , 0.022026 , 0.026462 , 0.024526 , 0.026115 , 0.031624 , 0.024202 , 0.026887 , 0.03229 
 449 , 0.034642 , 0.030435 , 0.042359 , 0.033929 , 0.023814 , 0.044892 , 0.025712 , 0.022207 , 0.026678 , 0.024774 , 0.026459 , 0.031873 , 0.024431 , 0.027155 , 0.032626 
 450 , 0.034848 , 0.030657 , 0.042571 , 0.034117 , 0.023918 , 0.045193 , 0.025876 , 0.022304 , 0.026843 , 0.024936 , 0.026624 , 0.032041 , 0.024537 , 0.027322 , 0.032834 
 451 , 0.034966 , 0.030792 , 0.042668 , 0.03423 , 0.023966 , 0.045353 , 0.025994 , 0.022354 , 0.026972 , 0.025045 , 0.026674 , 0.032157 , 0.024573 , 0.027421 , 0.032966 
 452 , 0.035089 , 0.03092 , 0.042764 , 0.034348 , 0.024008 , 0.045514 , 0.026106 , 0.022398 , 0.027099 , 0.025153 , 0.026729 , 0.032272 , 0.024603 , 0.02752 , 0.033092 
 453 , 0.03516 , 0.031009 , 0.042851 , 0.034437 , 0.024041 , 0.045651 , 0.026175 , 0.022439 , 0.027195 , 0.02524 , 0.026769 , 0.032354 , 0.024629 , 0.027604 , 0.033188 
 454 , 0.035109 , 0.030957 , 0.042906 , 0.034452 , 0.024041 , 0.045714 , 0.026087 , 0.022442 , 0.027185 , 0.025284 , 0.026789 , 0.032323 , 0.024638 , 0.027636 , 0.033192 
 455 , 0.035057 , 0.03091 , 0.042958 , 0.034464 , 0.02404 , 0.045774 , 0.026003 , 0.022449 , 0.027173 , 0.025327 , 0.026813 , 0.03229 , 0.024639 , 0.027672 , 0.033194 
 456 , 0.035004 , 0.030861 , 0.043013 , 0.03448 , 0.024044 , 0.045837 , 0.025919 , 0.022461 , 0.02716 , 0.025368 , 0.026835 , 0.032262 , 0.024645 , 0.027706 , 0.033195 
 457 , 0.035005 , 0.030813 , 0.042957 , 0.034435 , 0.023948 , 0.045865 , 0.02589 , 0.022395 , 0.027164 , 0.025309 , 0.026796 , 0.03219 , 0.024595 , 0.027663 , 0.033112 
 458 , 0.035017 , 0.03077 , 0.042895 , 0.034384 , 0.023842 , 0.045887 , 0.025873 , 0.022324 , 0.027172 , 0.025245 , 0.026746 , 0.032118 , 0.024535 , 0.027609 , 0.033014 
 459 , 0.035027 , 0.03072 , 0.042832 , 0.034337 , 0.023741 , 0.045912 , 0.025859 , 0.022253 , 0.027179 , 0.02518 , 0.026701 , 0.032045 , 0.024474 , 0.027559 , 0.03292 
 460 , 0.034943 , 0.030649 , 0.042757 , 0.034208 , 0.02366 , 0.045836 , 0.025778 , 0.022175 , 0.027074 , 0.025081 , 0.026588 , 0.031907 , 0.024427 , 0.027511 , 0.032852 
 461 , 0.034771 , 0.030559 , 0.042663 , 0.034014 , 0.023595 , 0.045673 , 0.025645 , 0.022083 , 0.026874 , 0.024942 , 0.026418 , 0.031707 , 0.02439 , 0.027474 , 0.032797 
 462 , 0.034593 , 0.030473 , 0.042571 , 0.033815 , 0.023529 , 0.045502 , 0.025512 , 0.021989 , 0.026668 , 0.024808 , 0.026252 , 0.031507 , 0.02435 , 0.027436 , 0.032744 
 463 , 0.034419 , 0.030385 , 0.042456 , 0.033631 , 0.023449 , 0.045347 , 0.025371 , 0.021898 , 0.026478 , 0.024688 , 0.026097 , 0.031327 , 0.024291 , 0.027362 , 0.032672 
 464 , 0.034236 , 0.030311 , 0.042243 , 0.033525 , 0.023308 , 0.045242 , 0.025202 , 0.021835 , 0.026338 , 0.024644 , 0.026023 , 0.031221 , 0.024134 , 0.027143 , 0.03252 
 465 , 0.034056 , 0.030229 , 0.042029 , 0.033413 , 0.023166 , 0.045135 , 0.025032 , 0.021765 , 0.026198 , 0.024604 , 0.025952 , 0.031118 , 0.023976 , 0.026925 , 0.032373 
 466 , 0.033871 , 0.030156 , 0.041819 , 0.033304 , 0.023024 , 0.045029 , 0.024863 , 0.021699 , 0.026057 , 0.024567 , 0.025876 , 0.031013 , 0.023813 , 0.026702 , 0.032224 
 467 , 0.033768 , 0.030029 , 0.041769 , 0.033189 , 0.022912 , 0.044991 , 0.024779 , 0.021655 , 0.02601 , 0.024474 , 0.025767 , 0.030877 , 0.023739 , 0.026667 , 0.032108 
 468 , 0.033681 , 0.029893 , 0.041758 , 0.033073 , 0.022807 , 0.044969 , 0.024719 , 0.021611 , 0.025981 , 0.024378 , 0.025646 , 0.030739 , 0.023688 , 0.026677 , 0.031996 
 469 , 0.033594 , 0.029758 , 0.04175 , 0.032963 , 0.022696 , 0.04495 , 0.024663 , 0.021571 , 0.025952 , 0.024278 , 0.025521 , 0.030595 , 0.023631 , 0.026687 , 0.031884 
 470 , 0.033559 , 0.029712 , 0.041806 , 0.032949 , 0.022683 , 0.045008 , 0.024615 , 0.021567 , 0.025941 , 0.024256 , 0.025455 , 0.030521 , 0.023646 , 0.026741 , 0.031874 
 471 , 0.033594 , 0.029772 , 0.041947 , 0.033067 , 0.022777 , 0.04517 , 0.024586 , 0.021604 , 0.025949 , 0.024325 , 0.025462 , 0.03053 , 0.023746 , 0.026846 , 0.03198 
 472 , 0.03363 , 0.029832 , 0.042088 , 0.033184 , 0.022871 , 0.045337 , 0.024552 , 0.021646 , 0.025962 , 0.024393 , 0.02547 , 0.030539 , 0.023845 , 0.026951 , 0.032087 
 473 , 0.033677 , 0.029904 , 0.042228 , 0.033287 , 0.022962 , 0.045504 , 0.024536 , 0.021686 , 0.025972 , 0.024459 , 0.025485 , 0.03056 , 0.023936 , 0.027059 , 0.032196 
 474 , 0.033834 , 0.030024 , 0.042362 , 0.033228 , 0.02298 , 0.045709 , 0.024639 , 0.021733 , 0.026009 , 0.0245 , 0.025614 , 0.030646 , 0.023966 , 0.027134 , 0.032273 
 475 , 0.033985 , 0.030148 , 0.042496 , 0.033172 , 0.023005 , 0.045917 , 0.024743 , 0.021781 , 0.026049 , 0.024542 , 0.025746 , 0.030734 , 0.023997 , 0.027212 , 0.032354 
 476 , 0.034141 , 0.030272 , 0.042631 , 0.033116 , 0.023029 , 0.046124 , 0.024842 , 0.021828 , 0.026089 , 0.024585 , 0.025872 , 0.030823 , 0.024028 , 0.027289 , 0.032436 
 477 , 0.034181 , 0.030382 , 0.042765 , 0.033185 , 0.023078 , 0.046244 , 0.024885 , 0.021875 , 0.026149 , 0.024616 , 0.025927 , 0.030877 , 0.024085 , 0.027404 , 0.03255 
 478 , 0.03418 , 0.030483 , 0.042903 , 0.033306 , 0.023135 , 0.046337 , 0.024908 , 0.02192 , 0.026211 , 0.024639 , 0.025948 , 0.030912 , 0.024148 , 0.02753 , 0.03268 
 479 , 0.034179 , 0.030584 , 0.043037 , 0.033428 , 0.023197 , 0.04643 , 0.024927 , 0.021964 , 0.026274 , 0.024663 , 0.025973 , 0.030946 , 0.024212 , 0.027657 , 0.032811 
 480 , 0.034191 , 0.030626 , 0.043116 , 0.033506 , 0.023211 , 0.04653 , 0.024918 , 0.022012 , 0.026309 , 0.024715 , 0.025992 , 0.030973 , 0.024248 , 0.027715 , 0.032867 
 481 , 0.034207 , 0.030573 , 0.043089 , 0.033502 , 0.023138 , 0.046645 , 0.02486 , 0.02205 , 0.026301 , 0.024813 , 0.026006 , 0.030983 , 0.024238 , 0.027659 , 0.032797 
 482 , 0.034229 , 0.03052 , 0.043066 , 0.033504 , 0.023066 , 0.046765 , 0.024796 , 0.022093 , 0.026288 , 0.02491 , 0.026024 , 0.030997 , 0.024227 , 0.027599 , 0.032727 
 483 , 0.034251 , 0.030473 , 0.043044 , 0.033501 , 0.022994 , 0.046884 , 0.024739 , 0.022135 , 0.026281 , 0.025008 , 0.026043 , 0.031006 , 0.024216 , 0.027544 , 0.032662 
 484 , 0.034344 , 0.030521 , 0.0432 , 0.033537 , 0.023035 , 0.047064 , 0.024825 , 0.022146 , 0.026356 , 0.025001 , 0.026046 , 0.030976 , 0.024277 , 0.027681 , 0.032766 
 485 , 0.034437 , 0.03057 , 0.04336 , 0.033574 , 0.023084 , 0.047248 , 0.024909 , 0.022158 , 0.026429 , 0.024997 , 0.026051 , 0.030952 , 0.02434 , 0.027819 , 0.032876 
 486 , 0.034535 , 0.030619 , 0.04352 , 0.033615 , 0.023127 , 0.047426 , 0.024997 , 0.022171 , 0.026506 , 0.024992 , 0.026051 , 0.030924 , 0.024398 , 0.027963 , 0.032985 
 487 , 0.034636 , 0.030742 , 0.04374 , 0.033713 , 0.023232 , 0.047598 , 0.025052 , 0.022257 , 0.026543 , 0.025073 , 0.026136 , 0.030994 , 0.024516 , 0.02809 , 0.03313 
 488 , 0.034733 , 0.030897 , 0.043987 , 0.033846 , 0.02336 , 0.047761 , 0.025092 , 0.02238 , 0.026556 , 0.02519 , 0.026263 , 0.031109 , 0.024659 , 0.028217 , 0.0333 
 489 , 0.03483 , 0.031053 , 0.044235 , 0.033975 , 0.023493 , 0.047919 , 0.025132 , 0.022499 , 0.02657 , 0.025312 , 0.026389 , 0.031223 , 0.024802 , 0.028342 , 0.033465 
 490 , 0.034986 , 0.031242 , 0.04448 , 0.034141 , 0.023633 , 0.048171 , 0.025234 , 0.022634 , 0.02666 , 0.02546 , 0.026552 , 0.031381 , 0.024946 , 0.028493 , 0.033657 
 491 , 0.035272 , 0.031523 , 0.044721 , 0.03438 , 0.023792 , 0.048646 , 0.025478 , 0.022796 , 0.026938 , 0.025674 , 0.026814 , 0.031626 , 0.025097 , 0.028697 , 0.033916 
 492 , 0.035554 , 0.031799 , 0.044967 , 0.034614 , 0.023951 , 0.049111 , 0.025723 , 0.022959 , 0.027211 , 0.025888 , 0.027071 , 0.031876 , 0.025248 , 0.028895 , 0.03417 
 493 , 0.035837 , 0.032075 , 0.045203 , 0.034848 , 0.024105 , 0.049571 , 0.025963 , 0.023117 , 0.027484 , 0.026097 , 0.027329 , 0.032116 , 0.025399 , 0.029099 , 0.034424 
 494 , 0.036125 , 0.032366 , 0.045619 , 0.035228 , 0.024303 , 0.050016 , 0.026195 , 0.023359 , 0.027751 , 0.026387 , 0.027492 , 0.032298 , 0.025672 , 0.029389 , 0.034709 
 495 , 0.036414 , 0.032654 , 0.046042 , 0.035609 , 0.024506 , 0.050451 , 0.026433 , 0.023603 , 0.028017 , 0.026677 , 0.027643 , 0.032478 , 0.02595 , 0.029684 , 0.034996 
 496 , 0.036704 , 0.032943 , 0.046466 , 0.035996 , 0.024705 , 0.050887 , 0.02666 , 0.023842 , 0.028278 , 0.026967 , 0.0278 , 0.032652 , 0.026224 , 0.029979 , 0.035279 
 497 , 0.037034 , 0.033262 , 0.046896 , 0.036341 , 0.024938 , 0.051386 , 0.026907 , 0.024083 , 0.028579 , 0.027266 , 0.028032 , 0.032867 , 0.026532 , 0.030267 , 0.035586 
 498 , 0.037393 , 0.033603 , 0.047325 , 0.036663 , 0.025193 , 0.051929 , 0.027164 , 0.024322 , 0.0289 , 0.02757 , 0.028321 , 0.033112 , 0.026856 , 0.030552 , 0.035902 
 499 , 0.037752 , 0.033938 , 0.047755 , 0.036985 , 0.025448 , 0.052467 , 0.027421 , 0.024561 , 0.029226 , 0.027875 , 0.02861 , 0.033359 , 0.027181 , 0.030838 , 0.036223 
 500 , 0.038143 , 0.034315 , 0.048216 , 0.037338 , 0.025735 , 0.053026 , 0.027719 , 0.024821 , 0.029578 , 0.028221 , 0.028931 , 0.033646 , 0.027516 , 0.031166 , 0.036581 
 501 , 0.038667 , 0.034813 , 0.048765 , 0.037829 , 0.026113 , 0.053649 , 0.028186 , 0.025139 , 0.030029 , 0.028704 , 0.029353 , 0.034086 , 0.027887 , 0.03161 , 0.037059 
 502 , 0.039188 , 0.03531 , 0.049312 , 0.038317 , 0.026487 , 0.054271 , 0.02865 , 0.025459 , 0.030481 , 0.029185 , 0.029778 , 0.034517 , 0.028256 , 0.032061 , 0.037535 
 503 , 0.039711 , 0.035802 , 0.04986 , 0.038801 , 0.026863 , 0.05489 , 0.02911 , 0.025774 , 0.030925 , 0.029662 , 0.030199 , 0.034955 , 0.028626 , 0.032503 , 0.038012 
 504 , 0.040351 , 0.03657 , 0.050659 , 0.039596 , 0.027424 , 0.055813 , 0.029737 , 0.026267 , 0.03158 , 0.030354 , 0.030761 , 0.035509 , 0.029245 , 0.033159 , 0.038672 
 505 , 0.041011 , 0.037372 , 0.051494 , 0.040433 , 0.028015 , 0.056783 , 0.030381 , 0.026779 , 0.032264 , 0.031076 , 0.031341 , 0.036073 , 0.029898 , 0.033845 , 0.039356 
 506 , 0.04167 , 0.038175 , 0.052328 , 0.041271 , 0.028599 , 0.057747 , 0.031029 , 0.027293 , 0.032947 , 0.031791 , 0.031924 , 0.03664 , 0.030555 , 0.034524 , 0.040034 
 507 , 0.042447 , 0.038967 , 0.053162 , 0.042131 , 0.029178 , 0.058784 , 0.031759 , 0.027866 , 0.033772 , 0.032605 , 0.032584 , 0.03728 , 0.031218 , 0.035245 , 0.040739 
 508 , 0.043337 , 0.039758 , 0.053992 , 0.043014 , 0.029759 , 0.059885 , 0.032569 , 0.028495 , 0.034732 , 0.033516 , 0.033311 , 0.037988 , 0.031896 , 0.036002 , 0.041459 
 509 , 0.044228 , 0.04055 , 0.054823 , 0.043898 , 0.030334 , 0.060988 , 0.033385 , 0.029128 , 0.035688 , 0.034428 , 0.034039 , 0.038701 , 0.032573 , 0.036759 , 0.042178 
 510 , 0.04512 , 0.041348 , 0.055647 , 0.044789 , 0.030935 , 0.062071 , 0.034212 , 0.029745 , 0.036636 , 0.035343 , 0.034745 , 0.039386 , 0.033267 , 0.037517 , 0.042897 
 511 , 0.045991 , 0.042178 , 0.056424 , 0.045708 , 0.031636 , 0.063022 , 0.035156 , 0.030276 , 0.03756 , 0.036276 , 0.035297 , 0.039959 , 0.034008 , 0.038283 , 0.043603 
 512 , 0.046862 , 0.043009 , 0.057202 , 0.046622 , 0.032342 , 0.063971 , 0.036092 , 0.030813 , 0.038475 , 0.037202 , 0.035847 , 0.040533 , 0.034748 , 0.039052 , 0.044309 
 513 , 0.047733 , 0.043845 , 0.057985 , 0.047542 , 0.033049 , 0.064921 , 0.037029 , 0.031345 , 0.039397 , 0.038134 , 0.036403 , 0.041107 , 0.035488 , 0.039822 , 0.045016 
 514 , 0.048745 , 0.044883 , 0.058818 , 0.04862 , 0.033884 , 0.065981 , 0.038111 , 0.032026 , 0.040536 , 0.039326 , 0.037229 , 0.041897 , 0.036286 , 0.040645 , 0.045831 
 515 , 0.049792 , 0.045976 , 0.059663 , 0.049732 , 0.034748 , 0.06707 , 0.039228 , 0.032737 , 0.04173 , 0.04058 , 0.038122 , 0.042739 , 0.037097 , 0.041479 , 0.046674 
 516 , 0.050834 , 0.047071 , 0.060503 , 0.05085 , 0.035618 , 0.068155 , 0.040341 , 0.033453 , 0.042921 , 0.041835 , 0.039016 , 0.043581 , 0.037909 , 0.042315 , 0.047518 
 517 , 0.0521 , 0.04831 , 0.061522 , 0.052133 , 0.036649 , 0.069512 , 0.041706 , 0.034289 , 0.044339 , 0.04329 , 0.040024 , 0.044535 , 0.038877 , 0.043388 , 0.048517 
 518 , 0.053634 , 0.049728 , 0.062745 , 0.053617 , 0.037898 , 0.071198 , 0.043385 , 0.035278 , 0.046043 , 0.044977 , 0.04116 , 0.045626 , 0.04004 , 0.044752 , 0.049701 
 519 , 0.055164 , 0.051143 , 0.063968 , 0.055103 , 0.039142 , 0.072882 , 0.045063 , 0.03627 , 0.047747 , 0.04667 , 0.042301 , 0.046714 , 0.041207 , 0.046117 , 0.050889 
 520 , 0.056731 , 0.052599 , 0.06524 , 0.056637 , 0.040403 , 0.074598 , 0.046757 , 0.037282 , 0.049484 , 0.048395 , 0.043458 , 0.047829 , 0.042403 , 0.047501 , 0.052116 
 521 , 0.058584 , 0.054415 , 0.066933 , 0.05859 , 0.041835 , 0.07665 , 0.048655 , 0.038529 , 0.051529 , 0.050482 , 0.044805 , 0.049165 , 0.043897 , 0.049025 , 0.05367 
 522 , 0.060438 , 0.056235 , 0.06863 , 0.06054 , 0.043264 , 0.078699 , 0.05055 , 0.039774 , 0.053571 , 0.052575 , 0.046149 , 0.050499 , 0.045391 , 0.05055 , 0.055228 
 523 , 0.062289 , 0.058052 , 0.070329 , 0.062494 , 0.044695 , 0.08075 , 0.052444 , 0.041023 , 0.055613 , 0.054665 , 0.047493 , 0.051839 , 0.046888 , 0.052073 , 0.056784 
 524 , 0.064237 , 0.059902 , 0.071997 , 0.064462 , 0.046188 , 0.082909 , 0.054466 , 0.042267 , 0.057746 , 0.056766 , 0.048995 , 0.053267 , 0.048349 , 0.053641 , 0.058334 
 525 , 0.066217 , 0.061764 , 0.073656 , 0.066432 , 0.047707 , 0.085111 , 0.056537 , 0.04351 , 0.059919 , 0.058877 , 0.050559 , 0.054733 , 0.049802 , 0.055227 , 0.059878 
 526 , 0.068199 , 0.063627 , 0.075316 , 0.068405 , 0.049223 , 0.087304 , 0.058608 , 0.044751 , 0.062087 , 0.060983 , 0.052115 , 0.056199 , 0.051257 , 0.056816 , 0.061429 
 527 , 0.070171 , 0.065485 , 0.076994 , 0.070344 , 0.050754 , 0.089453 , 0.060655 , 0.045966 , 0.064203 , 0.06307 , 0.053596 , 0.05763 , 0.05267 , 0.058395 , 0.062993 
 528 , 0.072137 , 0.06733 , 0.078693 , 0.072227 , 0.052303 , 0.091511 , 0.06266 , 0.04713 , 0.066228 , 0.065127 , 0.054931 , 0.059002 , 0.054027 , 0.059966 , 0.0646 
 529 , 0.07411 , 0.069174 , 0.080399 , 0.074116 , 0.053847 , 0.093575 , 0.064661 , 0.048295 , 0.068256 , 0.067186 , 0.056269 , 0.060372 , 0.055381 , 0.061538 , 0.066201 
 530 , 0.076068 , 0.071009 , 0.082097 , 0.075995 , 0.055386 , 0.095635 , 0.066644 , 0.049461 , 0.070277 , 0.069235 , 0.05761 , 0.061731 , 0.056733 , 0.063103 , 0.067796 
 531 , 0.077687 , 0.072698 , 0.083665 , 0.077699 , 0.056698 , 0.097582 , 0.068311 , 0.050548 , 0.072114 , 0.071039 , 0.058972 , 0.06299 , 0.058025 , 0.064501 , 0.069159 
 532 , 0.079311 , 0.074383 , 0.08523 , 0.079398 , 0.058015 , 0.099537 , 0.069975 , 0.051632 , 0.073956 , 0.072848 , 0.06033 , 0.064243 , 0.059315 , 0.065902 , 0.070526 
 533 , 0.080938 , 0.076067 , 0.086795 , 0.081101 , 0.059325 , 0.101491 , 0.071638 , 0.052713 , 0.075799 , 0.074657 , 0.061689 , 0.065494 , 0.060604 , 0.067303 , 0.071888 
 534 , 0.082313 , 0.077385 , 0.088045 , 0.082401 , 0.060352 , 0.103081 , 0.07304 , 0.053603 , 0.077328 , 0.076104 , 0.0627 , 0.066442 , 0.061614 , 0.06852 , 0.072971 
 535 , 0.083579 , 0.078532 , 0.089143 , 0.083529 , 0.061246 , 0.104499 , 0.074318 , 0.054413 , 0.078702 , 0.077403 , 0.063549 , 0.067252 , 0.062495 , 0.069656 , 0.073927 
 536 , 0.084847 , 0.079674 , 0.090236 , 0.084657 , 0.062139 , 0.105913 , 0.075591 , 0.055223 , 0.080086 , 0.078698 , 0.064402 , 0.06806 , 0.063382 , 0.070792 , 0.074888 
 537 , 0.086009 , 0.080785 , 0.091314 , 0.085735 , 0.063008 , 0.107251 , 0.076773 , 0.05597 , 0.081346 , 0.079906 , 0.065212 , 0.06883 , 0.064231 , 0.071836 , 0.075817 
 538 , 0.08696 , 0.081794 , 0.092375 , 0.08673 , 0.063808 , 0.108436 , 0.077759 , 0.05659 , 0.082388 , 0.080943 , 0.06595 , 0.069499 , 0.064991 , 0.07267 , 0.076698 
 539 , 0.087916 , 0.082814 , 0.093428 , 0.087723 , 0.064613 , 0.109627 , 0.078751 , 0.057207 , 0.08343 , 0.081979 , 0.066692 , 0.070171 , 0.065755 , 0.073514 , 0.077583 
 540 , 0.08887 , 0.083826 , 0.094487 , 0.088715 , 0.065416 , 0.11081 , 0.079736 , 0.057821 , 0.084477 , 0.083014 , 0.067432 , 0.07084 , 0.066517 , 0.07435 , 0.078467 
 541 , 0.089809 , 0.084686 , 0.095442 , 0.089518 , 0.066084 , 0.111923 , 0.080598 , 0.058355 , 0.085423 , 0.083923 , 0.068134 , 0.071485 , 0.067087 , 0.075036 , 0.079227 
 542 , 0.090756 , 0.085553 , 0.096393 , 0.09032 , 0.066743 , 0.113034 , 0.081448 , 0.058891 , 0.086365 , 0.084826 , 0.068835 , 0.072128 , 0.067659 , 0.075713 , 0.079987 
 543 , 0.091694 , 0.086418 , 0.097349 , 0.09112 , 0.067412 , 0.114143 , 0.082309 , 0.059429 , 0.087311 , 0.085733 , 0.069539 , 0.072774 , 0.068228 , 0.076393 , 0.08075 
 544 , 0.092525 , 0.087279 , 0.098263 , 0.091916 , 0.06805 , 0.115213 , 0.08314 , 0.059974 , 0.088229 , 0.086611 , 0.070178 , 0.073374 , 0.068849 , 0.07714 , 0.081502 
 545 , 0.093286 , 0.088135 , 0.099161 , 0.092714 , 0.068688 , 0.116272 , 0.083971 , 0.060518 , 0.089148 , 0.087464 , 0.07078 , 0.073945 , 0.069491 , 0.077932 , 0.082241 
