JUL8MAT00029.spu,JUL8MAT00028.spu,JUL8MAT00027.spu,JUL8MAT00026.spu,
Wavelength,JUL8MAT00031.spu,JUL8MAT00032.spu,JUL8MAT00033.spu,JUL8MAT00034.spu,JUL8MAT00035.spu,JUL8MAT00036.spu,JUL8MAT00037.spu,JUL8MAT00038.spu,JUL8MAT00039.spu,JUL8MAT00040.spu,JUL8MAT00041.spu,JUL8MAT00042.spu,JUL8MAT00043.spu,JUL8MAT00044.spu,JUL8MAT00045.spu
  (nm),7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2,7/8/2016 2
  time  ,3:09 PM",3:18 PM",3:27 PM",3:37 PM",3:44 PM",5:02 PM",5:14 PM",6:48 PM",6:56 PM",8:53 PM",9:33 PM",9:41 PM",9:50 PM",9:59 PM",0:07 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,
 546 , 0.094051 , 0.088995 , 0.100057 , 0.093502 , 0.069317 , 0.117324 , 0.084799 , 0.061064 , 0.090073 , 0.088321 , 0.071379 , 0.074511 , 0.070143 , 0.07872 , 0.082982 
 547 , 0.094742 , 0.089777 , 0.100888 , 0.09425 , 0.069885 , 0.118324 , 0.085549 , 0.061581 , 0.090912 , 0.0891 , 0.071936 , 0.075029 , 0.070734 , 0.079423 , 0.083684 
 548 , 0.095236 , 0.090379 , 0.101551 , 0.094896 , 0.070274 , 0.119198 , 0.086076 , 0.062014 , 0.091525 , 0.0897 , 0.072373 , 0.075424 , 0.071207 , 0.079914 , 0.084271 
 549 , 0.095729 , 0.090989 , 0.102215 , 0.095549 , 0.070664 , 0.120079 , 0.086596 , 0.062453 , 0.092146 , 0.090307 , 0.072816 , 0.075818 , 0.07168 , 0.080405 , 0.084851 
 550 , 0.096224 , 0.091594 , 0.102887 , 0.096197 , 0.071054 , 0.120951 , 0.087118 , 0.062894 , 0.092761 , 0.090909 , 0.073255 , 0.076214 , 0.072154 , 0.080898 , 0.08544 
 551 , 0.096517 , 0.091762 , 0.103221 , 0.096416 , 0.071231 , 0.121386 , 0.087344 , 0.06306 , 0.093033 , 0.091083 , 0.073457 , 0.076402 , 0.072293 , 0.08113 , 0.085743 
 552 , 0.096797 , 0.091888 , 0.103538 , 0.096601 , 0.071382 , 0.12178 , 0.087557 , 0.063207 , 0.093282 , 0.091221 , 0.073625 , 0.076567 , 0.072406 , 0.081349 , 0.086029 
 553 , 0.097077 , 0.09202 , 0.103855 , 0.096781 , 0.07154 , 0.122176 , 0.087765 , 0.063354 , 0.09353 , 0.091359 , 0.073799 , 0.076739 , 0.072518 , 0.081561 , 0.086315 
 554 , 0.09703 , 0.091968 , 0.104001 , 0.096706 , 0.071505 , 0.122257 , 0.087709 , 0.063359 , 0.093466 , 0.091253 , 0.073779 , 0.076709 , 0.07247 , 0.081608 , 0.086427 
 555 , 0.09674 , 0.091804 , 0.10403 , 0.096444 , 0.071338 , 0.122116 , 0.087428 , 0.063273 , 0.093153 , 0.090975 , 0.073624 , 0.076537 , 0.072309 , 0.081534 , 0.086389 
 556 , 0.096452 , 0.091634 , 0.104059 , 0.096182 , 0.071165 , 0.121968 , 0.087154 , 0.063187 , 0.09284 , 0.090704 , 0.073469 , 0.076366 , 0.072155 , 0.08146 , 0.086358 
 557 , 0.096094 , 0.091395 , 0.104004 , 0.095872 , 0.070923 , 0.121777 , 0.086784 , 0.063066 , 0.092452 , 0.090365 , 0.073286 , 0.076167 , 0.071946 , 0.081317 , 0.086245 
 558 , 0.095521 , 0.090932 , 0.103669 , 0.095406 , 0.070456 , 0.121451 , 0.086122 , 0.062812 , 0.091832 , 0.08981 , 0.073023 , 0.075871 , 0.071592 , 0.080956 , 0.085874 
 559 , 0.094943 , 0.090465 , 0.103328 , 0.094943 , 0.069989 , 0.12113 , 0.085465 , 0.062562 , 0.091216 , 0.089252 , 0.072757 , 0.075572 , 0.071235 , 0.080592 , 0.085505 
 560 , 0.094366 , 0.089999 , 0.102993 , 0.094473 , 0.069523 , 0.120802 , 0.084803 , 0.062313 , 0.090595 , 0.088702 , 0.072492 , 0.075274 , 0.07088 , 0.080229 , 0.085138 
 561 , 0.093679 , 0.089351 , 0.102595 , 0.093786 , 0.068944 , 0.120315 , 0.084016 , 0.061921 , 0.089804 , 0.087897 , 0.071965 , 0.074799 , 0.070498 , 0.079821 , 0.084762 
 562 , 0.092977 , 0.088663 , 0.102184 , 0.093064 , 0.068349 , 0.119786 , 0.083199 , 0.061515 , 0.088975 , 0.087054 , 0.071406 , 0.074298 , 0.07011 , 0.079397 , 0.084389 
 563 , 0.092278 , 0.087985 , 0.10178 , 0.092338 , 0.067749 , 0.119265 , 0.082379 , 0.061104 , 0.088137 , 0.086215 , 0.070843 , 0.073799 , 0.069717 , 0.078973 , 0.084016 
 564 , 0.091456 , 0.087218 , 0.101312 , 0.091561 , 0.067077 , 0.118634 , 0.081428 , 0.060627 , 0.087132 , 0.085277 , 0.070292 , 0.073269 , 0.069222 , 0.078425 , 0.083594 
 565 , 0.090529 , 0.086386 , 0.100799 , 0.090739 , 0.066352 , 0.117924 , 0.080365 , 0.060101 , 0.086005 , 0.084265 , 0.06976 , 0.072715 , 0.06865 , 0.077771 , 0.083136 
 566 , 0.089608 , 0.085552 , 0.100286 , 0.089921 , 0.065625 , 0.117209 , 0.079302 , 0.059577 , 0.084879 , 0.083253 , 0.06923 , 0.07217 , 0.068074 , 0.077127 , 0.082678 
 567 , 0.088667 , 0.084691 , 0.09975 , 0.089057 , 0.064878 , 0.116464 , 0.078228 , 0.059038 , 0.08373 , 0.082203 , 0.068678 , 0.071601 , 0.067463 , 0.076454 , 0.082171 
 568 , 0.087665 , 0.083678 , 0.099099 , 0.087962 , 0.064016 , 0.115573 , 0.077102 , 0.058448 , 0.082503 , 0.081006 , 0.068043 , 0.070972 , 0.066727 , 0.075663 , 0.081432 
 569 , 0.086671 , 0.082673 , 0.098448 , 0.086863 , 0.063156 , 0.114684 , 0.075977 , 0.057851 , 0.08127 , 0.079802 , 0.067398 , 0.070339 , 0.065982 , 0.074882 , 0.080693 
 570 , 0.085669 , 0.081661 , 0.097795 , 0.085771 , 0.062302 , 0.113795 , 0.074854 , 0.05725 , 0.080039 , 0.078601 , 0.066761 , 0.069707 , 0.065241 , 0.07409 , 0.079956 
 571 , 0.084547 , 0.080709 , 0.097103 , 0.084755 , 0.06148 , 0.112879 , 0.073676 , 0.056682 , 0.078809 , 0.077426 , 0.066013 , 0.06898 , 0.064573 , 0.073373 , 0.079295 
 572 , 0.083406 , 0.079769 , 0.09639 , 0.083757 , 0.060675 , 0.111966 , 0.072495 , 0.056124 , 0.077597 , 0.076263 , 0.065239 , 0.068231 , 0.063924 , 0.07267 , 0.078648 
 573 , 0.082267 , 0.078821 , 0.095682 , 0.082757 , 0.059869 , 0.111053 , 0.071316 , 0.05556 , 0.076388 , 0.075097 , 0.064475 , 0.06748 , 0.063271 , 0.071968 , 0.078002 
 574 , 0.081195 , 0.077884 , 0.094954 , 0.081811 , 0.059022 , 0.110152 , 0.070176 , 0.05499 , 0.075212 , 0.073938 , 0.063774 , 0.066815 , 0.062617 , 0.071223 , 0.077342 
 575 , 0.080168 , 0.076946 , 0.094226 , 0.080925 , 0.05814 , 0.109247 , 0.069084 , 0.054416 , 0.074077 , 0.072771 , 0.063145 , 0.066239 , 0.061948 , 0.070421 , 0.076677 
 576 , 0.079147 , 0.076006 , 0.093503 , 0.080031 , 0.057257 , 0.108348 , 0.067988 , 0.053844 , 0.072944 , 0.071607 , 0.062517 , 0.06567 , 0.061276 , 0.069622 , 0.076012 
 577 , 0.078143 , 0.075065 , 0.092776 , 0.079133 , 0.056399 , 0.10744 , 0.066911 , 0.053267 , 0.071819 , 0.070451 , 0.061883 , 0.065081 , 0.060611 , 0.068831 , 0.075359 
 578 , 0.07723 , 0.074124 , 0.092068 , 0.07817 , 0.055693 , 0.106507 , 0.06595 , 0.052665 , 0.070739 , 0.069353 , 0.061202 , 0.064415 , 0.059982 , 0.068103 , 0.074761 
 579 , 0.076324 , 0.073174 , 0.09135 , 0.077203 , 0.054985 , 0.105569 , 0.064991 , 0.052065 , 0.069657 , 0.068253 , 0.060519 , 0.06374 , 0.059357 , 0.067374 , 0.074165 
 580 , 0.075417 , 0.072228 , 0.090638 , 0.076241 , 0.054275 , 0.104637 , 0.064033 , 0.051461 , 0.068578 , 0.067151 , 0.059838 , 0.063068 , 0.058727 , 0.066648 , 0.073574 
 581 , 0.074372 , 0.071254 , 0.089753 , 0.075206 , 0.053491 , 0.103441 , 0.062967 , 0.050819 , 0.067452 , 0.06605 , 0.059124 , 0.06237 , 0.057965 , 0.065789 , 0.072766 
 582 , 0.073294 , 0.070284 , 0.08884 , 0.074159 , 0.05268 , 0.102173 , 0.061869 , 0.050175 , 0.066312 , 0.064947 , 0.058407 , 0.06168 , 0.057168 , 0.06489 , 0.071906 
 583 , 0.072215 , 0.069313 , 0.08793 , 0.073111 , 0.051874 , 0.100902 , 0.060775 , 0.049532 , 0.065174 , 0.063847 , 0.057691 , 0.06099 , 0.056375 , 0.063989 , 0.071042 
 584 , 0.071154 , 0.068297 , 0.086901 , 0.072029 , 0.051057 , 0.099629 , 0.059711 , 0.048857 , 0.064066 , 0.062758 , 0.056927 , 0.060244 , 0.055569 , 0.063106 , 0.070155 
 585 , 0.070108 , 0.067212 , 0.085721 , 0.070895 , 0.050218 , 0.098345 , 0.058676 , 0.048132 , 0.062986 , 0.061694 , 0.056114 , 0.059425 , 0.054761 , 0.062232 , 0.069242 
 586 , 0.069056 , 0.066118 , 0.084528 , 0.069752 , 0.049375 , 0.097051 , 0.057629 , 0.047408 , 0.061898 , 0.060621 , 0.055294 , 0.058599 , 0.053946 , 0.061356 , 0.068322 
 587 , 0.068032 , 0.065063 , 0.083394 , 0.068666 , 0.048574 , 0.09581 , 0.056629 , 0.046721 , 0.060849 , 0.059587 , 0.054511 , 0.05781 , 0.053178 , 0.060518 , 0.067447 
 588 , 0.067312 , 0.064415 , 0.082787 , 0.068055 , 0.04811 , 0.095047 , 0.055977 , 0.04636 , 0.060123 , 0.058869 , 0.054012 , 0.057339 , 0.0528 , 0.060005 , 0.066999 
 589 , 0.066577 , 0.063754 , 0.082167 , 0.067434 , 0.047639 , 0.094276 , 0.055314 , 0.045995 , 0.059384 , 0.058141 , 0.053503 , 0.056861 , 0.052416 , 0.059491 , 0.066545 
 590 , 0.065835 , 0.063081 , 0.081537 , 0.066799 , 0.047166 , 0.093485 , 0.054644 , 0.045621 , 0.058634 , 0.057403 , 0.052993 , 0.056375 , 0.052029 , 0.058964 , 0.066085 
 591 , 0.065545 , 0.062751 , 0.081268 , 0.066474 , 0.046878 , 0.093146 , 0.054299 , 0.045434 , 0.058188 , 0.05704 , 0.052844 , 0.056254 , 0.051797 , 0.058708 , 0.06589 
 592 , 0.065386 , 0.062503 , 0.0811 , 0.066242 , 0.046651 , 0.09294 , 0.054056 , 0.0453 , 0.057832 , 0.05679 , 0.052806 , 0.056231 , 0.051609 , 0.058535 , 0.06578 
 593 , 0.065223 , 0.06225 , 0.080932 , 0.066006 , 0.046419 , 0.092731 , 0.053807 , 0.045167 , 0.057472 , 0.056534 , 0.052768 , 0.05621 , 0.051415 , 0.058351 , 0.065659 
 594 , 0.065084 , 0.062031 , 0.080803 , 0.065793 , 0.046244 , 0.09253 , 0.053613 , 0.045056 , 0.057199 , 0.056304 , 0.052696 , 0.056176 , 0.051295 , 0.058238 , 0.065564 
 595 , 0.06498 , 0.061861 , 0.080725 , 0.065625 , 0.046148 , 0.092365 , 0.0535 , 0.044975 , 0.057067 , 0.056102 , 0.052589 , 0.056113 , 0.051277 , 0.058208 , 0.065503 
 596 , 0.064876 , 0.061691 , 0.080643 , 0.065458 , 0.046057 , 0.092194 , 0.053388 , 0.044894 , 0.056937 , 0.055901 , 0.052471 , 0.056051 , 0.051254 , 0.05818 , 0.065442 
 597 , 0.064765 , 0.061524 , 0.080569 , 0.065299 , 0.04596 , 0.092043 , 0.053269 , 0.044823 , 0.056799 , 0.055709 , 0.052362 , 0.055987 , 0.051241 , 0.058155 , 0.065384 
 598 , 0.06462 , 0.061462 , 0.080537 , 0.065197 , 0.045876 , 0.092068 , 0.053116 , 0.044877 , 0.056616 , 0.055649 , 0.052326 , 0.055991 , 0.051289 , 0.058155 , 0.065427 
 599 , 0.064464 , 0.061394 , 0.080509 , 0.065089 , 0.045798 , 0.092098 , 0.052965 , 0.044926 , 0.05643 , 0.055585 , 0.052285 , 0.055997 , 0.051344 , 0.058158 , 0.065464 
 600 , 0.064302 , 0.061325 , 0.08048 , 0.064982 , 0.045714 , 0.092124 , 0.052813 , 0.044981 , 0.056239 , 0.055522 , 0.052246 , 0.056004 , 0.051394 , 0.058161 , 0.065501 
 601 , 0.064132 , 0.061137 , 0.080332 , 0.064828 , 0.045537 , 0.092102 , 0.052672 , 0.044947 , 0.056058 , 0.055287 , 0.052196 , 0.056031 , 0.051344 , 0.058062 , 0.06546 
 602 , 0.06397 , 0.060914 , 0.080124 , 0.064661 , 0.045333 , 0.092065 , 0.052539 , 0.044882 , 0.05589 , 0.054989 , 0.052142 , 0.056072 , 0.051257 , 0.057922 , 0.065391 
 603 , 0.063808 , 0.060685 , 0.079917 , 0.064495 , 0.045123 , 0.092023 , 0.052405 , 0.044812 , 0.055716 , 0.054691 , 0.052089 , 0.056108 , 0.051166 , 0.057782 , 0.065316 
 604 , 0.063642 , 0.060462 , 0.079774 , 0.064362 , 0.044958 , 0.091958 , 0.052248 , 0.044754 , 0.055498 , 0.054418 , 0.052022 , 0.056094 , 0.051077 , 0.057652 , 0.06527 
 605 , 0.063435 , 0.060242 , 0.07974 , 0.064268 , 0.044845 , 0.091819 , 0.05206 , 0.044695 , 0.055199 , 0.054183 , 0.051925 , 0.055995 , 0.051001 , 0.057538 , 0.065263 
 606 , 0.063232 , 0.060015 , 0.079704 , 0.064173 , 0.044732 , 0.091674 , 0.05187 , 0.044635 , 0.054894 , 0.053941 , 0.051827 , 0.055889 , 0.050929 , 0.057427 , 0.065255 
 607 , 0.06302 , 0.059784 , 0.079666 , 0.064064 , 0.044614 , 0.091531 , 0.051671 , 0.04457 , 0.054589 , 0.05369 , 0.05172 , 0.055784 , 0.050842 , 0.057303 , 0.065238 
 608 , 0.062786 , 0.059564 , 0.079532 , 0.063729 , 0.044402 , 0.091321 , 0.051364 , 0.044451 , 0.054246 , 0.053384 , 0.051552 , 0.055663 , 0.050631 , 0.057037 , 0.065087 
 609 , 0.062552 , 0.05935 , 0.0794 , 0.063393 , 0.044183 , 0.091111 , 0.051052 , 0.044329 , 0.053904 , 0.053085 , 0.051392 , 0.055538 , 0.05041 , 0.056767 , 0.064935 
 610 , 0.062313 , 0.059125 , 0.07927 , 0.063052 , 0.04397 , 0.090896 , 0.050741 , 0.044213 , 0.053557 , 0.052775 , 0.051226 , 0.055413 , 0.050196 , 0.056497 , 0.064779 
 611 , 0.062054 , 0.058847 , 0.079141 , 0.062723 , 0.043773 , 0.090721 , 0.050419 , 0.044092 , 0.053221 , 0.052412 , 0.050981 , 0.055203 , 0.050025 , 0.056326 , 0.064613 
 612 , 0.061791 , 0.058544 , 0.079008 , 0.062396 , 0.043591 , 0.090569 , 0.0501 , 0.043963 , 0.052877 , 0.052029 , 0.050705 , 0.054968 , 0.049884 , 0.056205 , 0.064454 
 613 , 0.061528 , 0.058236 , 0.07887 , 0.062069 , 0.043408 , 0.090417 , 0.049776 , 0.043835 , 0.052533 , 0.051641 , 0.050425 , 0.054733 , 0.049738 , 0.056079 , 0.064301 
 614 , 0.061238 , 0.057961 , 0.078772 , 0.061789 , 0.043201 , 0.090278 , 0.049451 , 0.043709 , 0.052192 , 0.051268 , 0.050186 , 0.05456 , 0.049602 , 0.055918 , 0.064174 
 615 , 0.06089 , 0.057764 , 0.078762 , 0.06161 , 0.042959 , 0.090153 , 0.049115 , 0.043587 , 0.051857 , 0.050921 , 0.050023 , 0.054502 , 0.049482 , 0.055697 , 0.064082 
 616 , 0.060536 , 0.05756 , 0.078758 , 0.061424 , 0.04271 , 0.090031 , 0.048771 , 0.043467 , 0.051515 , 0.050568 , 0.049864 , 0.054443 , 0.049361 , 0.055476 , 0.063994 
 617 , 0.060187 , 0.057355 , 0.078748 , 0.061238 , 0.04246 , 0.089907 , 0.048427 , 0.043343 , 0.051172 , 0.050214 , 0.049705 , 0.054388 , 0.049234 , 0.055255 , 0.063902 
 618 , 0.060106 , 0.057143 , 0.078726 , 0.061054 , 0.042272 , 0.089908 , 0.048264 , 0.043155 , 0.050913 , 0.049943 , 0.049635 , 0.054342 , 0.049006 , 0.055036 , 0.063796 
 619 , 0.060028 , 0.056926 , 0.078703 , 0.060868 , 0.042085 , 0.089901 , 0.048104 , 0.042968 , 0.050647 , 0.049665 , 0.049562 , 0.054291 , 0.048781 , 0.054811 , 0.063694 
 620 , 0.05995 , 0.056715 , 0.078681 , 0.060682 , 0.041892 , 0.089889 , 0.047938 , 0.042782 , 0.050386 , 0.049387 , 0.049485 , 0.05424 , 0.048551 , 0.054582 , 0.063586 
 621 , 0.059857 , 0.056598 , 0.078759 , 0.060499 , 0.041792 , 0.089838 , 0.047774 , 0.042672 , 0.050203 , 0.049192 , 0.049388 , 0.054147 , 0.048415 , 0.054517 , 0.06353 
 622 , 0.059749 , 0.056518 , 0.078884 , 0.06032 , 0.041729 , 0.089773 , 0.047614 , 0.042599 , 0.050056 , 0.049045 , 0.049289 , 0.054038 , 0.048338 , 0.054544 , 0.063507 
 623 , 0.059646 , 0.056439 , 0.079009 , 0.060141 , 0.041666 , 0.089709 , 0.047454 , 0.042521 , 0.04991 , 0.048897 , 0.049191 , 0.053929 , 0.048255 , 0.054571 , 0.063485 
 624 , 0.059556 , 0.056383 , 0.079133 , 0.060025 , 0.041587 , 0.08971 , 0.047311 , 0.042492 , 0.049797 , 0.048761 , 0.049127 , 0.05387 , 0.048194 , 0.054573 , 0.063492 
 625 , 0.059481 , 0.056401 , 0.079248 , 0.060021 , 0.041472 , 0.089841 , 0.0472 , 0.042553 , 0.049767 , 0.048675 , 0.049117 , 0.0539 , 0.048167 , 0.054517 , 0.063554 
 626 , 0.059412 , 0.056415 , 0.079364 , 0.060008 , 0.041353 , 0.089969 , 0.047084 , 0.042611 , 0.049732 , 0.048583 , 0.049108 , 0.053937 , 0.04814 , 0.054457 , 0.063618 
 627 , 0.059339 , 0.05643 , 0.079482 , 0.060001 , 0.041234 , 0.090104 , 0.046975 , 0.042669 , 0.049697 , 0.048492 , 0.0491 , 0.05397 , 0.048114 , 0.054392 , 0.063683 
 628 , 0.059337 , 0.056438 , 0.079705 , 0.060017 , 0.041223 , 0.090278 , 0.046934 , 0.042626 , 0.049696 , 0.048419 , 0.049104 , 0.05407 , 0.048057 , 0.054388 , 0.063771 
 629 , 0.059338 , 0.056435 , 0.079922 , 0.06004 , 0.041218 , 0.090453 , 0.046892 , 0.042584 , 0.049691 , 0.048335 , 0.049103 , 0.054174 , 0.048 , 0.054382 , 0.063865 
 630 , 0.059333 , 0.056438 , 0.080146 , 0.060059 , 0.041207 , 0.090634 , 0.046845 , 0.042543 , 0.049691 , 0.048257 , 0.049103 , 0.054279 , 0.047949 , 0.054377 , 0.06396 
 631 , 0.059328 , 0.056436 , 0.080351 , 0.06013 , 0.041173 , 0.090794 , 0.046779 , 0.042536 , 0.049616 , 0.048208 , 0.049099 , 0.054364 , 0.047928 , 0.054375 , 0.064032 
 632 , 0.059306 , 0.056443 , 0.080539 , 0.060225 , 0.041134 , 0.090927 , 0.046705 , 0.042543 , 0.049518 , 0.048175 , 0.049099 , 0.054428 , 0.047916 , 0.054379 , 0.064095 
 633 , 0.05929 , 0.056444 , 0.080733 , 0.060321 , 0.041089 , 0.091065 , 0.046624 , 0.04255 , 0.049414 , 0.048141 , 0.049095 , 0.054487 , 0.047904 , 0.054377 , 0.064153 
 634 , 0.059279 , 0.056425 , 0.080884 , 0.060311 , 0.04103 , 0.091179 , 0.04655 , 0.042542 , 0.049321 , 0.048062 , 0.049067 , 0.054521 , 0.047864 , 0.054361 , 0.064159 
 635 , 0.059273 , 0.056344 , 0.080958 , 0.060085 , 0.040918 , 0.091263 , 0.046493 , 0.042521 , 0.049228 , 0.047902 , 0.048985 , 0.054482 , 0.047786 , 0.054295 , 0.064057 
 636 , 0.059269 , 0.056265 , 0.081027 , 0.05986 , 0.040812 , 0.091353 , 0.046437 , 0.042499 , 0.049142 , 0.047748 , 0.048904 , 0.054446 , 0.047709 , 0.05423 , 0.063953 
 637 , 0.059265 , 0.056181 , 0.081101 , 0.059641 , 0.040706 , 0.091444 , 0.046381 , 0.042477 , 0.049055 , 0.047593 , 0.048828 , 0.054409 , 0.047632 , 0.054165 , 0.063854 
 638 , 0.059053 , 0.056074 , 0.081122 , 0.059519 , 0.040567 , 0.091438 , 0.046091 , 0.042436 , 0.048808 , 0.047394 , 0.04862 , 0.054211 , 0.047538 , 0.054066 , 0.063745 
 639 , 0.058835 , 0.055963 , 0.081144 , 0.059401 , 0.040425 , 0.091432 , 0.045791 , 0.042386 , 0.048558 , 0.047185 , 0.048402 , 0.054018 , 0.047435 , 0.053968 , 0.063629 
 640 , 0.058621 , 0.05585 , 0.081166 , 0.059278 , 0.040283 , 0.091426 , 0.045496 , 0.042341 , 0.0483 , 0.046976 , 0.048189 , 0.053825 , 0.047332 , 0.053864 , 0.063512 
 641 , 0.058317 , 0.055618 , 0.081054 , 0.059042 , 0.039992 , 0.091377 , 0.045162 , 0.042234 , 0.047944 , 0.046662 , 0.047956 , 0.053655 , 0.047108 , 0.053572 , 0.063331 
 642 , 0.057967 , 0.05532 , 0.080868 , 0.058748 , 0.039622 , 0.091306 , 0.044804 , 0.042096 , 0.047529 , 0.046289 , 0.047725 , 0.053499 , 0.046826 , 0.053175 , 0.06311 
 643 , 0.057615 , 0.055015 , 0.080682 , 0.058454 , 0.039256 , 0.091229 , 0.044446 , 0.041952 , 0.047108 , 0.045916 , 0.047488 , 0.053337 , 0.046543 , 0.052778 , 0.062888 
 644 , 0.057295 , 0.054678 , 0.080502 , 0.058118 , 0.038917 , 0.091119 , 0.044106 , 0.041775 , 0.046694 , 0.045534 , 0.047232 , 0.053143 , 0.046252 , 0.052437 , 0.062623 
 645 , 0.057058 , 0.054297 , 0.080342 , 0.057682 , 0.03867 , 0.090934 , 0.043811 , 0.041515 , 0.046275 , 0.045119 , 0.046932 , 0.052877 , 0.04595 , 0.052203 , 0.062256 
 646 , 0.056822 , 0.05391 , 0.080182 , 0.057244 , 0.038415 , 0.090746 , 0.043515 , 0.041255 , 0.045859 , 0.044707 , 0.046629 , 0.052611 , 0.045645 , 0.05197 , 0.061893 
 647 , 0.05658 , 0.053522 , 0.080022 , 0.056794 , 0.038161 , 0.090563 , 0.043218 , 0.040988 , 0.045431 , 0.044288 , 0.046326 , 0.05234 , 0.045341 , 0.051732 , 0.061524 
 648 , 0.056292 , 0.053358 , 0.080068 , 0.056517 , 0.038006 , 0.090353 , 0.042846 , 0.040838 , 0.045047 , 0.044003 , 0.04604 , 0.052015 , 0.045126 , 0.051462 , 0.061308 
 649 , 0.055982 , 0.053198 , 0.080113 , 0.056248 , 0.037839 , 0.090139 , 0.042471 , 0.040692 , 0.044663 , 0.043719 , 0.045753 , 0.051684 , 0.044906 , 0.051187 , 0.061088 
 650 , 0.055678 , 0.053026 , 0.080153 , 0.055973 , 0.037673 , 0.089925 , 0.042095 , 0.04054 , 0.044272 , 0.04343 , 0.04546 , 0.051347 , 0.04468 , 0.050911 , 0.060875 
 651 , 0.055446 , 0.052819 , 0.080007 , 0.055672 , 0.037456 , 0.089766 , 0.041747 , 0.040411 , 0.043972 , 0.0431 , 0.045206 , 0.051138 , 0.044436 , 0.050617 , 0.060625 
 652 , 0.055268 , 0.052589 , 0.079747 , 0.055342 , 0.037208 , 0.089633 , 0.041406 , 0.040296 , 0.043729 , 0.042743 , 0.044969 , 0.051003 , 0.044182 , 0.050317 , 0.06035 
 653 , 0.055085 , 0.052353 , 0.079481 , 0.055012 , 0.036954 , 0.089499 , 0.041065 , 0.04018 , 0.043485 , 0.042386 , 0.044727 , 0.050861 , 0.043922 , 0.050017 , 0.060074 
 654 , 0.054856 , 0.052108 , 0.079267 , 0.054692 , 0.036701 , 0.089348 , 0.040741 , 0.040039 , 0.043206 , 0.042028 , 0.044464 , 0.05068 , 0.043648 , 0.04974 , 0.059814 
 655 , 0.054522 , 0.051837 , 0.079155 , 0.054409 , 0.036445 , 0.08916 , 0.040473 , 0.039832 , 0.042835 , 0.041674 , 0.044155 , 0.050404 , 0.043345 , 0.049531 , 0.059599 
 656 , 0.054194 , 0.051563 , 0.079049 , 0.05412 , 0.036188 , 0.088965 , 0.040208 , 0.039629 , 0.042464 , 0.041319 , 0.043847 , 0.050123 , 0.043042 , 0.049324 , 0.059387 
 657 , 0.05386 , 0.05129 , 0.078937 , 0.053826 , 0.035931 , 0.08877 , 0.039942 , 0.039426 , 0.042087 , 0.040964 , 0.043539 , 0.049843 , 0.042739 , 0.049117 , 0.05917 
 658 , 0.053571 , 0.050983 , 0.078887 , 0.053588 , 0.035714 , 0.088617 , 0.039645 , 0.03931 , 0.04174 , 0.040653 , 0.043343 , 0.049635 , 0.042488 , 0.048819 , 0.058872 
 659 , 0.053294 , 0.050683 , 0.078851 , 0.053362 , 0.035497 , 0.088474 , 0.039355 , 0.039202 , 0.041405 , 0.040352 , 0.043155 , 0.049431 , 0.042243 , 0.048525 , 0.058573 
 660 , 0.053012 , 0.050377 , 0.078809 , 0.053136 , 0.035286 , 0.088332 , 0.039065 , 0.039093 , 0.04107 , 0.040056 , 0.042962 , 0.049233 , 0.042005 , 0.048231 , 0.05828 
 661 , 0.052791 , 0.050083 , 0.078767 , 0.052791 , 0.035098 , 0.088149 , 0.03882 , 0.038939 , 0.040797 , 0.039726 , 0.042667 , 0.048938 , 0.041726 , 0.047998 , 0.05802 
 662 , 0.052599 , 0.049794 , 0.078725 , 0.052372 , 0.03492 , 0.087961 , 0.038609 , 0.038756 , 0.040558 , 0.039368 , 0.042298 , 0.048581 , 0.041425 , 0.047799 , 0.057783 
 663 , 0.052412 , 0.049505 , 0.078678 , 0.051959 , 0.034743 , 0.087773 , 0.038393 , 0.038568 , 0.040325 , 0.039016 , 0.041934 , 0.04823 , 0.04113 , 0.047601 , 0.057546 
 664 , 0.052195 , 0.04928 , 0.078615 , 0.051616 , 0.03457 , 0.087632 , 0.038159 , 0.03842 , 0.040082 , 0.038692 , 0.041624 , 0.047936 , 0.04087 , 0.047397 , 0.057338 
 665 , 0.051927 , 0.049175 , 0.078532 , 0.051428 , 0.03438 , 0.087584 , 0.037864 , 0.038335 , 0.039828 , 0.038426 , 0.041445 , 0.047779 , 0.040685 , 0.047188 , 0.057199 
 666 , 0.051665 , 0.049071 , 0.078449 , 0.051239 , 0.034192 , 0.087526 , 0.03757 , 0.038256 , 0.039573 , 0.038154 , 0.041271 , 0.047629 , 0.040504 , 0.046987 , 0.057064 
 667 , 0.051397 , 0.048967 , 0.078365 , 0.051051 , 0.034004 , 0.087474 , 0.037269 , 0.038177 , 0.039319 , 0.037888 , 0.041091 , 0.047473 , 0.040324 , 0.046781 , 0.056923 
 668 , 0.051322 , 0.048815 , 0.078231 , 0.050896 , 0.033828 , 0.087567 , 0.037205 , 0.03807 , 0.039155 , 0.037763 , 0.040986 , 0.047468 , 0.040105 , 0.046575 , 0.056797 
