
Wavelength,WSG1_00030.spu,WSG1_00031.spu,WSG1_00032.spu,WSG1_00033.spu,WSG1_00034.spu
  (nm),7/30/2018 ,7/30/2018 ,7/30/2018 ,7/30/2018 ,7/30/2018 
  time  ,15:49 PM,16:04 PM,16:15 PM,16:30 PM,16:41 PM
temp C,SW,SW,SW,SW,SW
,,,,,
 659 , 0.10537 , 0.08692 , 0.08184 , 0.10278 , 0.09074 
 660 , 0.10537 , 0.08685 , 0.08173 , 0.10293 , 0.09088 
 661 , 0.10531 , 0.08672 , 0.08158 , 0.10303 , 0.09098 
 662 , 0.10519 , 0.08658 , 0.08142 , 0.10312 , 0.09105 
 663 , 0.10508 , 0.08645 , 0.08125 , 0.1032 , 0.09113 
 664 , 0.1049 , 0.08624 , 0.08104 , 0.10322 , 0.09114 
 665 , 0.10467 , 0.08597 , 0.08081 , 0.10323 , 0.09112 
 666 , 0.10449 , 0.08573 , 0.08063 , 0.10328 , 0.09114 
 667 , 0.10431 , 0.08549 , 0.08044 , 0.10333 , 0.09115 
 668 , 0.10412 , 0.08526 , 0.08021 , 0.10326 , 0.09108 
 669 , 0.10394 , 0.08503 , 0.07997 , 0.10318 , 0.091 
 670 , 0.10375 , 0.08481 , 0.07974 , 0.10309 , 0.09092 
 671 , 0.10361 , 0.08463 , 0.07958 , 0.10303 , 0.09089 
 672 , 0.10349 , 0.08449 , 0.07947 , 0.10298 , 0.09089 
 673 , 0.10338 , 0.08435 , 0.07936 , 0.10293 , 0.09088 
 674 , 0.10327 , 0.08423 , 0.07927 , 0.10287 , 0.09086 
 675 , 0.10322 , 0.08423 , 0.07926 , 0.10282 , 0.09085 
 676 , 0.10319 , 0.08424 , 0.07926 , 0.10278 , 0.09086 
 677 , 0.10317 , 0.08424 , 0.07927 , 0.10275 , 0.09086 
 678 , 0.10302 , 0.08422 , 0.07926 , 0.10253 , 0.09069 
 679 , 0.10309 , 0.08436 , 0.07941 , 0.10252 , 0.09071 
 680 , 0.10316 , 0.08451 , 0.07957 , 0.10251 , 0.09073 
 681 , 0.10307 , 0.08462 , 0.07968 , 0.10223 , 0.09055 
 682 , 0.10331 , 0.08507 , 0.08009 , 0.10223 , 0.09063 
 683 , 0.10356 , 0.08553 , 0.0805 , 0.10223 , 0.09071 
 684 , 0.10397 , 0.08614 , 0.08108 , 0.10233 , 0.09088 
 685 , 0.10474 , 0.08712 , 0.08204 , 0.10264 , 0.09123 
 686 , 0.10549 , 0.0881 , 0.083 , 0.10294 , 0.09157 
 687 , 0.10626 , 0.08908 , 0.08397 , 0.10325 , 0.09191 
 688 , 0.10825 , 0.09123 , 0.08604 , 0.1045 , 0.09318 
 689 , 0.10985 , 0.09305 , 0.0878 , 0.10537 , 0.0941 
 690 , 0.11144 , 0.09486 , 0.08956 , 0.10624 , 0.09503 
 691 , 0.11396 , 0.09746 , 0.09209 , 0.10783 , 0.09661 
 692 , 0.11656 , 0.10012 , 0.0947 , 0.10942 , 0.09819 
 693 , 0.11913 , 0.10276 , 0.09728 , 0.11099 , 0.09976 
 694 , 0.12187 , 0.10552 , 0.1 , 0.11266 , 0.10144 
 695 , 0.12502 , 0.10862 , 0.10307 , 0.11458 , 0.10339 
 696 , 0.12813 , 0.11167 , 0.1061 , 0.11646 , 0.10531 
 697 , 0.1312 , 0.11469 , 0.1091 , 0.11833 , 0.10721 
 698 , 0.13475 , 0.11812 , 0.11255 , 0.12052 , 0.10945 
 699 , 0.13838 , 0.12162 , 0.11607 , 0.1228 , 0.11175 
 700 , 0.14198 , 0.12509 , 0.11956 , 0.12506 , 0.11403 
 701 , 0.14586 , 0.12877 , 0.12327 , 0.12752 , 0.11654 
 702 , 0.14996 , 0.13261 , 0.12717 , 0.13016 , 0.11923 
 703 , 0.15402 , 0.13643 , 0.13103 , 0.13278 , 0.12189 
 704 , 0.158 , 0.14015 , 0.13482 , 0.13536 , 0.12452 
 705 , 0.16209 , 0.14395 , 0.13867 , 0.13812 , 0.12733 
 706 , 0.16629 , 0.14783 , 0.14261 , 0.14097 , 0.13021 
 707 , 0.17047 , 0.1517 , 0.14654 , 0.14381 , 0.13309 
 708 , 0.17381 , 0.15477 , 0.1497 , 0.14592 , 0.13532 
 709 , 0.17791 , 0.1585 , 0.15352 , 0.14867 , 0.13813 
 710 , 0.18205 , 0.16228 , 0.15739 , 0.15145 , 0.14098 
 711 , 0.1847 , 0.16476 , 0.15999 , 0.15307 , 0.14277 
 712 , 0.18825 , 0.16811 , 0.1634 , 0.1555 , 0.14533 
 713 , 0.1919 , 0.17155 , 0.16692 , 0.158 , 0.14796 
 714 , 0.1954 , 0.17483 , 0.17031 , 0.16036 , 0.15048 
 715 , 0.19862 , 0.1778 , 0.17346 , 0.16247 , 0.15282 
 716 , 0.20207 , 0.18096 , 0.17683 , 0.16474 , 0.15533 
 717 , 0.20566 , 0.18425 , 0.18032 , 0.16711 , 0.15794 
 718 , 0.21001 , 0.18825 , 0.1845 , 0.17026 , 0.16124 
 719 , 0.21354 , 0.19152 , 0.18797 , 0.17274 , 0.16391 
 720 , 0.21716 , 0.19488 , 0.19153 , 0.17528 , 0.16665 
 721 , 0.22191 , 0.19927 , 0.19611 , 0.17878 , 0.17032 
 722 , 0.22532 , 0.20246 , 0.19952 , 0.18123 , 0.17299 
 723 , 0.22875 , 0.20567 , 0.20294 , 0.1837 , 0.17568 
 724 , 0.23265 , 0.20932 , 0.20678 , 0.18656 , 0.17873 
 725 , 0.23619 , 0.21268 , 0.21032 , 0.18921 , 0.18151 
 726 , 0.23915 , 0.2155 , 0.21332 , 0.19137 , 0.18384 
 727 , 0.24208 , 0.2183 , 0.21631 , 0.19352 , 0.18615 
 728 , 0.24584 , 0.22183 , 0.22002 , 0.19637 , 0.18916 
 729 , 0.24842 , 0.22429 , 0.22264 , 0.19828 , 0.19126 
 730 , 0.25094 , 0.22669 , 0.22521 , 0.20014 , 0.19331 
 731 , 0.25357 , 0.22917 , 0.22783 , 0.20212 , 0.19544 
 732 , 0.25568 , 0.23118 , 0.23 , 0.20371 , 0.19719 
 733 , 0.25773 , 0.23314 , 0.23213 , 0.20526 , 0.1989 
 734 , 0.25937 , 0.23473 , 0.2339 , 0.2065 , 0.20029 
 735 , 0.26086 , 0.23619 , 0.23556 , 0.20762 , 0.20157 
 736 , 0.26256 , 0.23785 , 0.2374 , 0.20892 , 0.20301 
 737 , 0.26419 , 0.23944 , 0.23918 , 0.21016 , 0.20439 
 738 , 0.26487 , 0.24021 , 0.24004 , 0.2107 , 0.20507 
 739 , 0.2661 , 0.24146 , 0.24137 , 0.21168 , 0.2062 
 740 , 0.26732 , 0.24269 , 0.24269 , 0.21264 , 0.20731 
 741 , 0.26785 , 0.24323 , 0.2433 , 0.21301 , 0.20784 
 742 , 0.26899 , 0.24439 , 0.24456 , 0.21393 , 0.20885 
 743 , 0.27013 , 0.24555 , 0.24582 , 0.21485 , 0.20985 
 744 , 0.27079 , 0.2463 , 0.24661 , 0.21544 , 0.21048 
 745 , 0.27142 , 0.24702 , 0.24726 , 0.21602 , 0.21105 
 746 , 0.27238 , 0.24804 , 0.2482 , 0.21685 , 0.21188 
 747 , 0.27325 , 0.24896 , 0.24905 , 0.2176 , 0.21263 
 748 , 0.27286 , 0.24877 , 0.24876 , 0.21728 , 0.21237 
 749 , 0.27367 , 0.24968 , 0.24957 , 0.21793 , 0.21306 
 750 , 0.2745 , 0.25062 , 0.2504 , 0.21859 , 0.21377 
 751 , 0.27223 , 0.24873 , 0.24839 , 0.21685 , 0.21206 
 752 , 0.27255 , 0.24921 , 0.24874 , 0.2172 , 0.21237 
 753 , 0.27289 , 0.24971 , 0.24911 , 0.21756 , 0.21269 
 754 , 0.27097 , 0.24806 , 0.24742 , 0.21603 , 0.21126 
 755 , 0.26867 , 0.24595 , 0.24536 , 0.21406 , 0.20954 
 756 , 0.26756 , 0.24493 , 0.24441 , 0.21303 , 0.20876 
 757 , 0.26659 , 0.24405 , 0.24358 , 0.2121 , 0.2081 
 758 , 0.26717 , 0.24458 , 0.24414 , 0.21235 , 0.20866 
 759 , 0.26556 , 0.2431 , 0.24268 , 0.21084 , 0.20749 
 760 , 0.26381 , 0.24151 , 0.2411 , 0.20921 , 0.20624 
 761 , 0.27231 , 0.24944 , 0.2489 , 0.21592 , 0.21292 
 762 , 0.27265 , 0.24995 , 0.24928 , 0.21622 , 0.2132 
 763 , 0.27298 , 0.25046 , 0.24965 , 0.21651 , 0.21348 
 764 , 0.2777 , 0.25506 , 0.25406 , 0.22039 , 0.21719 
 765 , 0.28211 , 0.25947 , 0.25821 , 0.22416 , 0.22064 
 766 , 0.28404 , 0.26157 , 0.26007 , 0.22595 , 0.22215 
 767 , 0.28568 , 0.26337 , 0.26166 , 0.22748 , 0.22343 
 768 , 0.28635 , 0.26421 , 0.26237 , 0.22818 , 0.22394 
 769 , 0.28772 , 0.2657 , 0.26375 , 0.22943 , 0.225 
 770 , 0.28903 , 0.26711 , 0.26506 , 0.23062 , 0.22601 
 771 , 0.28671 , 0.26516 , 0.26304 , 0.22884 , 0.22423 
 772 , 0.28703 , 0.26566 , 0.26344 , 0.22915 , 0.22455 
 773 , 0.28734 , 0.26615 , 0.26384 , 0.22945 , 0.22485 
 774 , 0.28623 , 0.2653 , 0.26295 , 0.22862 , 0.22406 
 775 , 0.28556 , 0.26484 , 0.26248 , 0.22815 , 0.22364 
 776 , 0.28561 , 0.26502 , 0.26267 , 0.22823 , 0.22377 
 777 , 0.28545 , 0.26501 , 0.26266 , 0.22816 , 0.22373 
 778 , 0.28484 , 0.26456 , 0.26215 , 0.22767 , 0.22328 
 779 , 0.28519 , 0.26503 , 0.26253 , 0.22796 , 0.22359 
 780 , 0.28554 , 0.26551 , 0.2629 , 0.22825 , 0.2239 
 781 , 0.28519 , 0.26536 , 0.26259 , 0.22798 , 0.22364 
 782 , 0.28583 , 0.26614 , 0.26321 , 0.22851 , 0.22415 
 783 , 0.28649 , 0.26694 , 0.26383 , 0.22906 , 0.22467 
 784 , 0.28681 , 0.26743 , 0.26414 , 0.22933 , 0.22495 
 785 , 0.28738 , 0.26811 , 0.26465 , 0.22978 , 0.22541 
 786 , 0.28813 , 0.26898 , 0.26533 , 0.23038 , 0.22602 
 787 , 0.28891 , 0.26985 , 0.26604 , 0.231 , 0.22665 
 788 , 0.28967 , 0.27069 , 0.26676 , 0.23165 , 0.22725 
 789 , 0.29041 , 0.27151 , 0.26745 , 0.23227 , 0.22786 
 790 , 0.29118 , 0.27236 , 0.26816 , 0.23291 , 0.22849 
 791 , 0.29226 , 0.27352 , 0.26923 , 0.2338 , 0.22939 
 792 , 0.29304 , 0.27444 , 0.27004 , 0.23447 , 0.23005 
 793 , 0.29385 , 0.27537 , 0.27088 , 0.23515 , 0.23072 
 794 , 0.2949 , 0.2765 , 0.27185 , 0.236 , 0.23151 
 795 , 0.29581 , 0.27746 , 0.27262 , 0.23669 , 0.23214 
 796 , 0.29664 , 0.27834 , 0.2733 , 0.23733 , 0.2327 
 797 , 0.29744 , 0.27921 , 0.27398 , 0.23795 , 0.23327 
 798 , 0.29809 , 0.27999 , 0.2746 , 0.23847 , 0.23382 
 799 , 0.29873 , 0.28075 , 0.27523 , 0.23899 , 0.23437 
 800 , 0.29939 , 0.28153 , 0.27587 , 0.23951 , 0.23492 
 801 , 0.29968 , 0.282 , 0.27613 , 0.23977 , 0.23512 
 802 , 0.30001 , 0.28252 , 0.27643 , 0.24007 , 0.23536 
 803 , 0.30034 , 0.28306 , 0.27674 , 0.24037 , 0.23561 
 804 , 0.2997 , 0.28265 , 0.27616 , 0.23989 , 0.23514 
 805 , 0.29953 , 0.28266 , 0.276 , 0.23979 , 0.23503 
 806 , 0.29964 , 0.28293 , 0.27609 , 0.2399 , 0.23513 
 807 , 0.29905 , 0.28252 , 0.27553 , 0.23943 , 0.23467 
 808 , 0.29766 , 0.28132 , 0.27422 , 0.23827 , 0.23357 
 809 , 0.29723 , 0.28104 , 0.27382 , 0.23789 , 0.23323 
 810 , 0.29678 , 0.28074 , 0.27341 , 0.23749 , 0.23287 
 811 , 0.29597 , 0.28012 , 0.27269 , 0.23684 , 0.2323 
 812 , 0.29525 , 0.27961 , 0.27202 , 0.23625 , 0.2318 
 813 , 0.2945 , 0.27907 , 0.2713 , 0.23563 , 0.23128 
 814 , 0.29591 , 0.2805 , 0.27252 , 0.23671 , 0.23235 
 815 , 0.29615 , 0.2808 , 0.27268 , 0.23686 , 0.23248 
 816 , 0.29592 , 0.28065 , 0.27241 , 0.23664 , 0.23224 
 817 , 0.29707 , 0.28188 , 0.27345 , 0.23756 , 0.23312 
 818 , 0.2992 , 0.28414 , 0.27543 , 0.2393 , 0.23481 
 819 , 0.2997 , 0.28482 , 0.27587 , 0.23972 , 0.23519 
 820 , 0.30024 , 0.28556 , 0.27636 , 0.24018 , 0.23561 
 821 , 0.30248 , 0.28782 , 0.27852 , 0.24199 , 0.23743 
 822 , 0.30319 , 0.28866 , 0.27931 , 0.24261 , 0.2381 
 823 , 0.3039 , 0.2895 , 0.2801 , 0.24324 , 0.23877 
 824 , 0.30502 , 0.29075 , 0.28123 , 0.2442 , 0.2397 
 825 , 0.30592 , 0.2917 , 0.28206 , 0.2449 , 0.24034 
 826 , 0.30678 , 0.2926 , 0.28284 , 0.24554 , 0.24093 
 827 , 0.30784 , 0.29367 , 0.28378 , 0.24632 , 0.24165 
 828 , 0.30891 , 0.29477 , 0.28476 , 0.24715 , 0.24241 
 829 , 0.30971 , 0.29571 , 0.28556 , 0.24782 , 0.24302 
 830 , 0.31058 , 0.29671 , 0.28641 , 0.24855 , 0.24369 
 831 , 0.31219 , 0.29843 , 0.28789 , 0.24982 , 0.24487 
 832 , 0.31351 , 0.29981 , 0.28906 , 0.25085 , 0.24578 
 833 , 0.31483 , 0.30119 , 0.29023 , 0.25187 , 0.24668 
 834 , 0.31614 , 0.30263 , 0.29149 , 0.253 , 0.24768 
 835 , 0.31772 , 0.30431 , 0.29298 , 0.2543 , 0.24885 
 836 , 0.31932 , 0.306 , 0.29449 , 0.2556 , 0.25003 
 837 , 0.32038 , 0.30716 , 0.29549 , 0.25646 , 0.25079 
 838 , 0.3214 , 0.30827 , 0.29645 , 0.25731 , 0.25154 
 839 , 0.32281 , 0.30978 , 0.2978 , 0.2585 , 0.25263 
 840 , 0.32403 , 0.3111 , 0.29897 , 0.25952 , 0.25356 
 841 , 0.32448 , 0.31162 , 0.29938 , 0.25988 , 0.25384 
 842 , 0.32605 , 0.31324 , 0.30084 , 0.26113 , 0.25499 
 843 , 0.32766 , 0.31488 , 0.30231 , 0.26241 , 0.25616 
 844 , 0.32798 , 0.31533 , 0.30257 , 0.26261 , 0.25638 
 845 , 0.32936 , 0.31675 , 0.30382 , 0.26365 , 0.25746 
 846 , 0.33083 , 0.31826 , 0.30515 , 0.26477 , 0.25862 
 847 , 0.33186 , 0.31933 , 0.30613 , 0.26557 , 0.25942 
 848 , 0.33285 , 0.32038 , 0.30713 , 0.26635 , 0.26018 
 849 , 0.33408 , 0.32169 , 0.30836 , 0.26732 , 0.2611 
 850 , 0.33554 , 0.32321 , 0.30978 , 0.26846 , 0.26219 
 851 , 0.33742 , 0.32513 , 0.31149 , 0.26992 , 0.26359 
 852 , 0.33867 , 0.32642 , 0.31257 , 0.27089 , 0.26448 
 853 , 0.33995 , 0.32773 , 0.31367 , 0.27189 , 0.26539 
 854 , 0.34202 , 0.32984 , 0.31552 , 0.2736 , 0.26691 
 855 , 0.34296 , 0.33097 , 0.31645 , 0.27445 , 0.26761 
 856 , 0.34392 , 0.33211 , 0.31739 , 0.27531 , 0.26833 
 857 , 0.34459 , 0.333 , 0.31806 , 0.2759 , 0.26881 
 858 , 0.34535 , 0.33391 , 0.31876 , 0.2765 , 0.26932 
 859 , 0.34626 , 0.33492 , 0.31957 , 0.2772 , 0.26992 
 860 , 0.34687 , 0.33561 , 0.32009 , 0.27765 , 0.27029 
 861 , 0.34687 , 0.33568 , 0.32009 , 0.27758 , 0.27022 
 862 , 0.34727 , 0.3362 , 0.32049 , 0.27785 , 0.27047 
 863 , 0.34768 , 0.33673 , 0.32089 , 0.27812 , 0.27073 
 864 , 0.34826 , 0.33735 , 0.32134 , 0.27858 , 0.27107 
 865 , 0.34838 , 0.33749 , 0.32134 , 0.27868 , 0.27104 
 866 , 0.3485 , 0.33764 , 0.32134 , 0.27878 , 0.271 
 867 , 0.34901 , 0.3383 , 0.32175 , 0.27916 , 0.27133 
 868 , 0.34921 , 0.33873 , 0.32195 , 0.27926 , 0.27148 
 869 , 0.34922 , 0.33899 , 0.32199 , 0.2792 , 0.27151 
 870 , 0.34921 , 0.33921 , 0.32199 , 0.27914 , 0.27153 
 871 , 0.34908 , 0.33926 , 0.32181 , 0.27904 , 0.27148 
 872 , 0.34887 , 0.33917 , 0.32152 , 0.27887 , 0.27134 
 873 , 0.34863 , 0.33908 , 0.32121 , 0.27868 , 0.27117 
 874 , 0.34811 , 0.33871 , 0.32066 , 0.27825 , 0.27074 
 875 , 0.34792 , 0.33865 , 0.32041 , 0.27811 , 0.27054 
 876 , 0.34772 , 0.33859 , 0.32016 , 0.27796 , 0.27032 
 877 , 0.34759 , 0.33853 , 0.31997 , 0.27787 , 0.27008 
 878 , 0.34748 , 0.33849 , 0.31979 , 0.27775 , 0.26983 
 879 , 0.34736 , 0.33845 , 0.31961 , 0.27761 , 0.26958 
 880 , 0.34717 , 0.33839 , 0.31935 , 0.27743 , 0.2693 
 881 , 0.34701 , 0.33843 , 0.31915 , 0.27729 , 0.26908 
 882 , 0.34701 , 0.33865 , 0.31912 , 0.27725 , 0.26898 
 883 , 0.34693 , 0.33879 , 0.31902 , 0.27714 , 0.26883 
 884 , 0.34639 , 0.33851 , 0.31852 , 0.27661 , 0.26839 
 885 , 0.34644 , 0.33884 , 0.31859 , 0.27666 , 0.26842 
 886 , 0.34649 , 0.33919 , 0.31867 , 0.2767 , 0.26845 
 887 , 0.34433 , 0.33729 , 0.31668 , 0.27501 , 0.26675 
 888 , 0.34382 , 0.33692 , 0.31609 , 0.27456 , 0.26632 
 889 , 0.34367 , 0.33689 , 0.3158 , 0.27438 , 0.26616 
 890 , 0.34213 , 0.33548 , 0.31419 , 0.27307 , 0.26493 
 891 , 0.34049 , 0.33398 , 0.31251 , 0.27171 , 0.26363 
 892 , 0.33987 , 0.33352 , 0.31182 , 0.27119 , 0.26313 
 893 , 0.33933 , 0.33314 , 0.31118 , 0.27074 , 0.26268 
 894 , 0.33907 , 0.33302 , 0.31077 , 0.27054 , 0.2624 
 895 , 0.33827 , 0.33235 , 0.3098 , 0.26987 , 0.26165 
 896 , 0.3374 , 0.33164 , 0.30875 , 0.26915 , 0.26084 
 897 , 0.34133 , 0.3357 , 0.3122 , 0.27205 , 0.26369 
 898 , 0.34122 , 0.3358 , 0.31205 , 0.27172 , 0.26348 
 899 , 0.34067 , 0.33549 , 0.31149 , 0.27104 , 0.26293 
 900 , 0.34265 , 0.33774 , 0.31331 , 0.27251 , 0.26444 
 901 , 0.3444 , 0.33985 , 0.31491 , 0.2739 , 0.2658 
 902 , 0.34487 , 0.34074 , 0.31531 , 0.27425 , 0.26615 
 903 , 0.34521 , 0.34145 , 0.31559 , 0.27453 , 0.26639 
 904 , 0.34529 , 0.34173 , 0.31563 , 0.27462 , 0.26639 
 905 , 0.34554 , 0.34213 , 0.31579 , 0.27484 , 0.2665 
 906 , 0.34579 , 0.34255 , 0.31596 , 0.27506 , 0.26663 
 907 , 0.34526 , 0.34209 , 0.31543 , 0.27478 , 0.26637 
 908 , 0.34507 , 0.34195 , 0.31518 , 0.2748 , 0.26639 
 909 , 0.34488 , 0.3418 , 0.31492 , 0.27483 , 0.26642 
 910 , 0.34676 , 0.34373 , 0.31655 , 0.27643 , 0.26784 
 911 , 0.3478 , 0.34487 , 0.31746 , 0.2773 , 0.26852 
 912 , 0.34799 , 0.34517 , 0.31761 , 0.27748 , 0.26855 
 913 , 0.34953 , 0.34682 , 0.31888 , 0.27867 , 0.26955 
 914 , 0.35209 , 0.34949 , 0.32091 , 0.28057 , 0.27123 
 915 , 0.35255 , 0.35004 , 0.32107 , 0.28084 , 0.2713 
 916 , 0.35301 , 0.35059 , 0.32126 , 0.28112 , 0.27141 
 917 , 0.35354 , 0.35123 , 0.3219 , 0.28157 , 0.27194 
 918 , 0.35457 , 0.35244 , 0.3228 , 0.28242 , 0.27278 
 919 , 0.35562 , 0.35365 , 0.3237 , 0.28329 , 0.27363 
 920 , 0.35144 , 0.3495 , 0.31957 , 0.27982 , 0.27015 
 921 , 0.34995 , 0.34798 , 0.31798 , 0.27839 , 0.26871 
 922 , 0.34986 , 0.34786 , 0.3177 , 0.27806 , 0.26835 
 923 , 0.34465 , 0.34269 , 0.31279 , 0.27371 , 0.26405 
 924 , 0.33765 , 0.33576 , 0.30619 , 0.26798 , 0.25832 
 925 , 0.33563 , 0.33372 , 0.30395 , 0.26614 , 0.25626 
 926 , 0.33235 , 0.33034 , 0.30047 , 0.26324 , 0.25319 
 927 , 0.3244 , 0.32194 , 0.29245 , 0.2564 , 0.2465 
 928 , 0.31979 , 0.31689 , 0.28752 , 0.25227 , 0.24244 
 929 , 0.31435 , 0.31093 , 0.28168 , 0.2474 , 0.23765 
 930 , 0.31419 , 0.31065 , 0.28089 , 0.24669 , 0.23717 
 931 , 0.30948 , 0.306 , 0.27595 , 0.24236 , 0.23329 
 932 , 0.30266 , 0.29925 , 0.26896 , 0.23625 , 0.22775 
 933 , 0.30683 , 0.30347 , 0.27215 , 0.2389 , 0.23059 
 934 , 0.31213 , 0.3088 , 0.27671 , 0.24263 , 0.23437 
 935 , 0.30839 , 0.30512 , 0.27321 , 0.23928 , 0.23135 
 936 , 0.30931 , 0.30604 , 0.27368 , 0.23952 , 0.23178 
 937 , 0.32125 , 0.31783 , 0.28356 , 0.24833 , 0.2404 
 938 , 0.32269 , 0.31914 , 0.28403 , 0.24895 , 0.2411 
 939 , 0.32419 , 0.3205 , 0.28452 , 0.24958 , 0.24184 
 940 , 0.32737 , 0.32374 , 0.28693 , 0.25246 , 0.24424 
 941 , 0.32789 , 0.32426 , 0.28676 , 0.2529 , 0.24444 
 942 , 0.32814 , 0.3245 , 0.28631 , 0.25308 , 0.24442 
 943 , 0.32837 , 0.32417 , 0.28608 , 0.25316 , 0.2442 
 944 , 0.32767 , 0.32329 , 0.28565 , 0.25285 , 0.2435 
 945 , 0.32632 , 0.32221 , 0.28502 , 0.25232 , 0.24253 
 946 , 0.3262 , 0.32215 , 0.28508 , 0.25245 , 0.24225 
 947 , 0.32746 , 0.32278 , 0.28544 , 0.25309 , 0.24252 
 948 , 0.32722 , 0.32108 , 0.2838 , 0.25234 , 0.24141 
 949 , 0.32717 , 0.31965 , 0.28238 , 0.25181 , 0.24053 
 950 , 0.32935 , 0.32123 , 0.28339 , 0.25389 , 0.24217 
 951 , 0.32908 , 0.32054 , 0.28266 , 0.25386 , 0.24193 
 952 , 0.32879 , 0.31985 , 0.28192 , 0.25381 , 0.24168 
 953 , 0.33181 , 0.32224 , 0.28428 , 0.2561 , 0.24402 
 954 , 0.33404 , 0.32403 , 0.2859 , 0.25794 , 0.2459 
 955 , 0.33547 , 0.32514 , 0.28679 , 0.25928 , 0.24721 
 956 , 0.33807 , 0.32718 , 0.2887 , 0.26149 , 0.24917 
 957 , 0.34077 , 0.32928 , 0.29078 , 0.26382 , 0.251 
 958 , 0.34164 , 0.3299 , 0.29146 , 0.26483 , 0.25153 
 959 , 0.34307 , 0.33116 , 0.29267 , 0.26622 , 0.25251 
 960 , 0.34663 , 0.33486 , 0.29594 , 0.26908 , 0.25525 
 961 , 0.34679 , 0.33459 , 0.29617 , 0.26906 , 0.25543 
 962 , 0.34693 , 0.33433 , 0.29638 , 0.26904 , 0.25559 
 963 , 0.34862 , 0.3357 , 0.29805 , 0.27082 , 0.25709 
 964 , 0.34948 , 0.33656 , 0.29907 , 0.27206 , 0.2579 
 965 , 0.35002 , 0.33721 , 0.29983 , 0.27304 , 0.25846 
 966 , 0.34889 , 0.33608 , 0.29876 , 0.27247 , 0.25745 
 967 , 0.34833 , 0.33536 , 0.29787 , 0.27213 , 0.25679 
 968 , 0.34955 , 0.33629 , 0.29845 , 0.27311 , 0.25757 
 969 , 0.34887 , 0.33553 , 0.29757 , 0.27262 , 0.25718 
 970 , 0.34482 , 0.33185 , 0.29419 , 0.26959 , 0.25478 
 971 , 0.34505 , 0.33256 , 0.2947 , 0.27009 , 0.25549 
 972 , 0.34526 , 0.33324 , 0.29519 , 0.27057 , 0.25616 
 973 , 0.34327 , 0.33149 , 0.29348 , 0.26931 , 0.2548 
 974 , 0.34334 , 0.33133 , 0.29328 , 0.26937 , 0.25481 
 975 , 0.34371 , 0.3314 , 0.29329 , 0.26963 , 0.25503 
 976 , 0.34539 , 0.33282 , 0.29456 , 0.2707 , 0.25625 
 977 , 0.34704 , 0.33439 , 0.29596 , 0.27188 , 0.2576 
 978 , 0.34827 , 0.33566 , 0.29707 , 0.27289 , 0.25873 
 979 , 0.34995 , 0.33733 , 0.29876 , 0.27441 , 0.2601 
 980 , 0.35198 , 0.33927 , 0.30099 , 0.27637 , 0.26152 
 981 , 0.3533 , 0.34044 , 0.30258 , 0.27756 , 0.26224 
 982 , 0.35441 , 0.34143 , 0.30397 , 0.27854 , 0.26278 
 983 , 0.35402 , 0.34115 , 0.30405 , 0.27795 , 0.26208 
 984 , 0.35495 , 0.34216 , 0.30523 , 0.27845 , 0.26249 
 985 , 0.35592 , 0.3432 , 0.30645 , 0.27899 , 0.26292 
 986 , 0.3553 , 0.34277 , 0.30576 , 0.27821 , 0.26221 
 987 , 0.35535 , 0.34297 , 0.30546 , 0.27796 , 0.262 
 988 , 0.3559 , 0.34363 , 0.30553 , 0.27809 , 0.26214 
 989 , 0.35522 , 0.34323 , 0.30469 , 0.27743 , 0.26149 
 990 , 0.35426 , 0.34275 , 0.30382 , 0.27669 , 0.26072 
 991 , 0.35462 , 0.3437 , 0.30426 , 0.27699 , 0.26095 
 992 , 0.35461 , 0.34429 , 0.30448 , 0.27707 , 0.26097 
 993 , 0.35356 , 0.34375 , 0.30405 , 0.27653 , 0.2604 
 994 , 0.35361 , 0.34415 , 0.30445 , 0.27687 , 0.26048 
 995 , 0.35367 , 0.34456 , 0.30486 , 0.27723 , 0.26057 
 996 , 0.35292 , 0.34385 , 0.30449 , 0.27667 , 0.25984 
 997 , 0.35308 , 0.34399 , 0.30489 , 0.27683 , 0.25982 
 998 , 0.35355 , 0.3444 , 0.30556 , 0.27723 , 0.26002 
 999 , 0.35361 , 0.34465 , 0.30578 , 0.27732 , 0.25962 
 1000 , 0.35355 , 0.34497 , 0.3058 , 0.27731 , 0.25911 
 1001 , 0.3536 , 0.34548 , 0.30589 , 0.2774 , 0.25885 
 1002 , 0.3538 , 0.34614 , 0.30603 , 0.27746 , 0.25873 
 1003 , 0.3542 , 0.34692 , 0.30622 , 0.2774 , 0.25871 
 1004 , 0.35411 , 0.34711 , 0.30626 , 0.27689 , 0.25791 
 1005 , 0.35404 , 0.34734 , 0.30632 , 0.27638 , 0.25712 
 1006 , 0.35418 , 0.34783 , 0.30666 , 0.27607 , 0.25686 
 1007 , 0.35345 , 0.34759 , 0.3061 , 0.27516 , 0.25618 
 1008 , 0.35255 , 0.34723 , 0.30538 , 0.27411 , 0.25542 
 1009 , 0.35213 , 0.34695 , 0.30499 , 0.27349 , 0.25482 
 1010 , 0.35138 , 0.34618 , 0.30423 , 0.27261 , 0.2539 
 1011 , 0.35025 , 0.34499 , 0.30311 , 0.27143 , 0.25269 
 1012 , 0.34903 , 0.34367 , 0.3016 , 0.27018 , 0.25136 
