
Wavelength,MNAT_00220.spu,MNAT_00221.spu,MNAT_00222.spu,MNAT_00223.spu,MNAT_00228.spu,MNAT_00229.spu,MNAT_00230.spu,MNAT_00231.spu,MNAT_00236.spu,MNAT_00237.spu,MNAT_00238.spu,MNAT_00239.spu,MNAT_00244.spu,MNAT_00245.spu,MNAT_00246.spu,MNAT_00247.spu
  (nm),8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 ,8/11/2018 
  time  ,41:41 PM,42:27 PM,42:36 PM,42:46 PM,45:53 PM,46:02 PM,46:12 PM,46:24 PM,07:12 PM,07:23 PM,07:34 PM,07:43 PM,09:28 PM,09:38 PM,09:49 PM,09:57 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,
 403 , 0.01306 , 0.01475 , 0.01638 , 0.01644 , 0.00711 , 0.00951 , 0.01982 , 0.02266 , 0.01067 , 0.012 , 0.01426 , 0.01861 , 0.02262 , 0.02776 , 0.0195 , 0.01455 
 404 , 0.01312 , 0.01489 , 0.01638 , 0.01656 , 0.00712 , 0.00937 , 0.01956 , 0.02272 , 0.01077 , 0.01217 , 0.01425 , 0.01849 , 0.02249 , 0.02755 , 0.01939 , 0.01449 
 405 , 0.01318 , 0.01501 , 0.01637 , 0.01666 , 0.00712 , 0.00923 , 0.01933 , 0.02278 , 0.01087 , 0.01232 , 0.01425 , 0.01839 , 0.02238 , 0.02735 , 0.0193 , 0.01443 
 406 , 0.01321 , 0.01507 , 0.01637 , 0.0168 , 0.00719 , 0.00918 , 0.0192 , 0.02294 , 0.01101 , 0.01256 , 0.0143 , 0.01837 , 0.02235 , 0.02727 , 0.01928 , 0.0144 
 407 , 0.01322 , 0.01506 , 0.01638 , 0.01701 , 0.00735 , 0.00925 , 0.01922 , 0.0233 , 0.01125 , 0.01297 , 0.01444 , 0.01849 , 0.02246 , 0.02738 , 0.01939 , 0.01442 
 408 , 0.01322 , 0.01504 , 0.0164 , 0.0172 , 0.00749 , 0.00932 , 0.01924 , 0.02362 , 0.01146 , 0.01334 , 0.01457 , 0.0186 , 0.02256 , 0.02747 , 0.0195 , 0.01443 
 409 , 0.01322 , 0.01502 , 0.01641 , 0.01738 , 0.00763 , 0.00938 , 0.01926 , 0.02393 , 0.01167 , 0.01369 , 0.0147 , 0.0187 , 0.02266 , 0.02756 , 0.0196 , 0.01445 
 410 , 0.01332 , 0.0153 , 0.01657 , 0.01745 , 0.00766 , 0.00937 , 0.01926 , 0.02439 , 0.01185 , 0.01416 , 0.01481 , 0.01881 , 0.02279 , 0.02773 , 0.0197 , 0.01454 
 411 , 0.0134 , 0.01556 , 0.01672 , 0.01752 , 0.00768 , 0.00937 , 0.01926 , 0.02481 , 0.01203 , 0.01459 , 0.01491 , 0.01892 , 0.02291 , 0.02788 , 0.0198 , 0.01461 
 412 , 0.01348 , 0.0158 , 0.01686 , 0.01757 , 0.0077 , 0.00936 , 0.01926 , 0.02521 , 0.01219 , 0.01499 , 0.015 , 0.01901 , 0.02302 , 0.02802 , 0.01989 , 0.01469 
 413 , 0.01361 , 0.01598 , 0.01697 , 0.0178 , 0.0078 , 0.00938 , 0.01931 , 0.02569 , 0.01246 , 0.01541 , 0.01516 , 0.01915 , 0.02315 , 0.02824 , 0.02004 , 0.01475 
 414 , 0.01377 , 0.01612 , 0.01708 , 0.01811 , 0.00795 , 0.00941 , 0.01938 , 0.02622 , 0.01278 , 0.01584 , 0.01536 , 0.01932 , 0.02329 , 0.02849 , 0.02023 , 0.0148 
 415 , 0.01392 , 0.01626 , 0.01719 , 0.0184 , 0.00809 , 0.00944 , 0.01945 , 0.02672 , 0.01308 , 0.01625 , 0.01555 , 0.01948 , 0.02343 , 0.02873 , 0.02041 , 0.01485 
 416 , 0.01403 , 0.01638 , 0.0173 , 0.01865 , 0.0082 , 0.00948 , 0.01953 , 0.0272 , 0.01338 , 0.01665 , 0.01571 , 0.01964 , 0.02357 , 0.02895 , 0.02058 , 0.01491 
 417 , 0.01407 , 0.01652 , 0.01748 , 0.01884 , 0.0083 , 0.00957 , 0.01964 , 0.02769 , 0.01371 , 0.01713 , 0.01587 , 0.01987 , 0.02379 , 0.02919 , 0.02077 , 0.01503 
 418 , 0.01412 , 0.01666 , 0.01765 , 0.01902 , 0.0084 , 0.00965 , 0.01975 , 0.02816 , 0.01403 , 0.01758 , 0.01602 , 0.02009 , 0.02399 , 0.02943 , 0.02094 , 0.01515 
 419 , 0.01417 , 0.01678 , 0.01782 , 0.01919 , 0.00849 , 0.00973 , 0.01986 , 0.02861 , 0.01433 , 0.01801 , 0.01616 , 0.02029 , 0.02419 , 0.02966 , 0.02111 , 0.01526 
 420 , 0.01438 , 0.01714 , 0.01815 , 0.0195 , 0.00865 , 0.00987 , 0.02003 , 0.02921 , 0.01468 , 0.01854 , 0.01643 , 0.02061 , 0.02448 , 0.03004 , 0.02141 , 0.01543 
 421 , 0.01461 , 0.01753 , 0.0185 , 0.01983 , 0.00881 , 0.01002 , 0.02022 , 0.02982 , 0.01503 , 0.01907 , 0.01671 , 0.02095 , 0.02479 , 0.03044 , 0.02173 , 0.0156 
 422 , 0.01483 , 0.0179 , 0.01884 , 0.02015 , 0.00898 , 0.01017 , 0.0204 , 0.03042 , 0.01537 , 0.01959 , 0.01699 , 0.02127 , 0.02508 , 0.03082 , 0.02204 , 0.01578 
 423 , 0.01498 , 0.01807 , 0.01901 , 0.02044 , 0.00909 , 0.01027 , 0.02052 , 0.03089 , 0.01565 , 0.01999 , 0.0172 , 0.02148 , 0.02529 , 0.03112 , 0.02224 , 0.01592 
 424 , 0.01509 , 0.01811 , 0.01906 , 0.02074 , 0.00917 , 0.01036 , 0.02063 , 0.0313 , 0.01591 , 0.02033 , 0.0174 , 0.02164 , 0.02546 , 0.03138 , 0.0224 , 0.01607 
 425 , 0.0152 , 0.01815 , 0.01911 , 0.02104 , 0.00925 , 0.01044 , 0.02073 , 0.03171 , 0.01616 , 0.02067 , 0.01759 , 0.02179 , 0.02563 , 0.03164 , 0.02255 , 0.01621 
 426 , 0.0153 , 0.01822 , 0.0192 , 0.0213 , 0.00934 , 0.01053 , 0.02084 , 0.03211 , 0.01642 , 0.021 , 0.01778 , 0.02195 , 0.0258 , 0.03191 , 0.02271 , 0.01635 
 427 , 0.01543 , 0.01847 , 0.01948 , 0.02147 , 0.00945 , 0.01063 , 0.02103 , 0.03258 , 0.01676 , 0.02134 , 0.01798 , 0.02225 , 0.02605 , 0.03228 , 0.02294 , 0.01648 
 428 , 0.01556 , 0.01873 , 0.01976 , 0.02163 , 0.00955 , 0.01073 , 0.02123 , 0.03304 , 0.01709 , 0.02169 , 0.01818 , 0.02254 , 0.0263 , 0.03265 , 0.02317 , 0.0166 
 429 , 0.01568 , 0.01898 , 0.02003 , 0.02179 , 0.00966 , 0.01084 , 0.02141 , 0.0335 , 0.01742 , 0.02203 , 0.01837 , 0.02283 , 0.02654 , 0.03302 , 0.02339 , 0.01673 
 430 , 0.01589 , 0.01925 , 0.0203 , 0.02214 , 0.00978 , 0.01095 , 0.02159 , 0.03397 , 0.01776 , 0.02237 , 0.01862 , 0.02312 , 0.02687 , 0.03345 , 0.02372 , 0.01693 
 431 , 0.01609 , 0.0195 , 0.02053 , 0.02249 , 0.00989 , 0.01104 , 0.02174 , 0.03438 , 0.01807 , 0.02268 , 0.01885 , 0.02336 , 0.02718 , 0.03384 , 0.02402 , 0.01712 
 432 , 0.01629 , 0.01974 , 0.02076 , 0.02283 , 0.00999 , 0.01114 , 0.02187 , 0.03479 , 0.01837 , 0.02299 , 0.01908 , 0.0236 , 0.02749 , 0.03423 , 0.02432 , 0.0173 
 433 , 0.01646 , 0.01994 , 0.02098 , 0.02316 , 0.01007 , 0.01124 , 0.02203 , 0.03519 , 0.01866 , 0.02328 , 0.01931 , 0.02386 , 0.0278 , 0.03464 , 0.0246 , 0.0175 
 434 , 0.01657 , 0.02006 , 0.02116 , 0.02344 , 0.01011 , 0.01133 , 0.02218 , 0.03554 , 0.01889 , 0.02352 , 0.01951 , 0.02411 , 0.02808 , 0.03503 , 0.0248 , 0.01767 
 435 , 0.01668 , 0.02016 , 0.02133 , 0.0237 , 0.01014 , 0.01142 , 0.02232 , 0.03587 , 0.01911 , 0.02375 , 0.01971 , 0.02436 , 0.02835 , 0.03541 , 0.02499 , 0.01784 
 436 , 0.01678 , 0.02027 , 0.02149 , 0.02395 , 0.01016 , 0.01151 , 0.02245 , 0.03618 , 0.01932 , 0.02396 , 0.01989 , 0.02459 , 0.0286 , 0.03577 , 0.02518 , 0.01799 
 437 , 0.01695 , 0.02049 , 0.02173 , 0.02415 , 0.01018 , 0.01166 , 0.02256 , 0.03645 , 0.01955 , 0.02414 , 0.02003 , 0.02485 , 0.02887 , 0.03622 , 0.02546 , 0.01817 
 438 , 0.01712 , 0.02071 , 0.02196 , 0.02435 , 0.0102 , 0.0118 , 0.02267 , 0.03672 , 0.01978 , 0.02431 , 0.02016 , 0.0251 , 0.02914 , 0.03667 , 0.02572 , 0.01835 
 439 , 0.01728 , 0.02093 , 0.02219 , 0.02454 , 0.01022 , 0.01194 , 0.02277 , 0.03698 , 0.02 , 0.02447 , 0.02029 , 0.02535 , 0.0294 , 0.03709 , 0.02598 , 0.01852 
 440 , 0.0174 , 0.02102 , 0.02232 , 0.02477 , 0.01023 , 0.01202 , 0.02285 , 0.03715 , 0.02013 , 0.02457 , 0.02044 , 0.02555 , 0.02962 , 0.0374 , 0.02616 , 0.01864 
 441 , 0.0175 , 0.02108 , 0.02242 , 0.02503 , 0.01025 , 0.01208 , 0.02295 , 0.03731 , 0.02024 , 0.02465 , 0.0206 , 0.02574 , 0.02984 , 0.03768 , 0.02633 , 0.01875 
 442 , 0.01761 , 0.02115 , 0.02252 , 0.02528 , 0.01027 , 0.01215 , 0.02304 , 0.03746 , 0.02035 , 0.02473 , 0.02076 , 0.02594 , 0.03006 , 0.03796 , 0.0265 , 0.01886 
 443 , 0.0177 , 0.02122 , 0.02267 , 0.02549 , 0.01029 , 0.01223 , 0.02313 , 0.03762 , 0.02046 , 0.02481 , 0.02092 , 0.02614 , 0.03029 , 0.03826 , 0.02667 , 0.01898 
 444 , 0.01776 , 0.02134 , 0.02292 , 0.02564 , 0.01033 , 0.01236 , 0.02322 , 0.03782 , 0.02061 , 0.02488 , 0.02108 , 0.02639 , 0.03054 , 0.03863 , 0.02689 , 0.01913 
 445 , 0.01782 , 0.02146 , 0.02316 , 0.02578 , 0.01037 , 0.01248 , 0.0233 , 0.038 , 0.02076 , 0.02496 , 0.02125 , 0.02662 , 0.03079 , 0.03899 , 0.0271 , 0.01928 
 446 , 0.01788 , 0.02158 , 0.02339 , 0.02593 , 0.01041 , 0.0126 , 0.02339 , 0.03819 , 0.0209 , 0.02503 , 0.02141 , 0.02686 , 0.03104 , 0.03934 , 0.0273 , 0.01942 
 447 , 0.01805 , 0.02179 , 0.0236 , 0.02614 , 0.01047 , 0.01273 , 0.02351 , 0.03837 , 0.02103 , 0.0251 , 0.02162 , 0.02712 , 0.03135 , 0.03974 , 0.02755 , 0.01961 
 448 , 0.01823 , 0.02202 , 0.02382 , 0.02636 , 0.01053 , 0.01286 , 0.02364 , 0.03858 , 0.02116 , 0.02519 , 0.02184 , 0.02739 , 0.03167 , 0.04016 , 0.02781 , 0.01981 
 449 , 0.0184 , 0.02225 , 0.02403 , 0.02658 , 0.01059 , 0.01299 , 0.02377 , 0.03879 , 0.02129 , 0.02527 , 0.02206 , 0.02767 , 0.03199 , 0.04058 , 0.02806 , 0.02 
 450 , 0.01849 , 0.02234 , 0.02415 , 0.02678 , 0.0106 , 0.01307 , 0.02381 , 0.0389 , 0.02135 , 0.02527 , 0.02222 , 0.02786 , 0.03221 , 0.04088 , 0.02824 , 0.02013 
 451 , 0.01856 , 0.02237 , 0.02423 , 0.027 , 0.01059 , 0.01313 , 0.02383 , 0.03898 , 0.02139 , 0.02523 , 0.02236 , 0.02803 , 0.03242 , 0.04116 , 0.0284 , 0.02024 
 452 , 0.01862 , 0.02239 , 0.02432 , 0.02722 , 0.01058 , 0.01319 , 0.02385 , 0.03907 , 0.02144 , 0.0252 , 0.0225 , 0.02821 , 0.03262 , 0.04144 , 0.02856 , 0.02035 
 453 , 0.01867 , 0.02244 , 0.02441 , 0.02739 , 0.01058 , 0.01326 , 0.02386 , 0.03913 , 0.02147 , 0.02516 , 0.02263 , 0.02838 , 0.03282 , 0.0417 , 0.02871 , 0.02046 
 454 , 0.01874 , 0.02258 , 0.02458 , 0.02751 , 0.01062 , 0.01334 , 0.0239 , 0.03922 , 0.02153 , 0.02514 , 0.02279 , 0.02858 , 0.03307 , 0.042 , 0.02892 , 0.02064 
 455 , 0.01881 , 0.02271 , 0.02476 , 0.02763 , 0.01067 , 0.01343 , 0.02394 , 0.03931 , 0.02159 , 0.02513 , 0.02295 , 0.02879 , 0.03331 , 0.04229 , 0.02912 , 0.02082 
 456 , 0.01888 , 0.02285 , 0.02493 , 0.02774 , 0.01071 , 0.01352 , 0.02398 , 0.0394 , 0.02165 , 0.02511 , 0.0231 , 0.029 , 0.03356 , 0.04259 , 0.02933 , 0.02099 
 457 , 0.01896 , 0.02298 , 0.02504 , 0.02792 , 0.01071 , 0.01359 , 0.02398 , 0.03938 , 0.02165 , 0.02505 , 0.02322 , 0.02918 , 0.03374 , 0.04284 , 0.02944 , 0.02109 
 458 , 0.01903 , 0.0231 , 0.02515 , 0.0281 , 0.0107 , 0.01366 , 0.02398 , 0.03934 , 0.02163 , 0.02498 , 0.02333 , 0.02936 , 0.0339 , 0.04307 , 0.02954 , 0.02118 
 459 , 0.0191 , 0.02322 , 0.02526 , 0.02827 , 0.01069 , 0.01373 , 0.02398 , 0.0393 , 0.02161 , 0.02492 , 0.02344 , 0.02954 , 0.03406 , 0.04331 , 0.02965 , 0.02127 
 460 , 0.0191 , 0.02326 , 0.02529 , 0.02837 , 0.01065 , 0.01375 , 0.02393 , 0.03921 , 0.02158 , 0.02479 , 0.02349 , 0.02965 , 0.03416 , 0.04349 , 0.02971 , 0.02133 
 461 , 0.01905 , 0.02323 , 0.02526 , 0.0284 , 0.0106 , 0.01374 , 0.02384 , 0.03909 , 0.02153 , 0.02461 , 0.02349 , 0.02969 , 0.03423 , 0.04363 , 0.02976 , 0.02135 
 462 , 0.01899 , 0.0232 , 0.02523 , 0.02843 , 0.01055 , 0.01372 , 0.02376 , 0.03896 , 0.02149 , 0.02443 , 0.02349 , 0.02974 , 0.0343 , 0.04377 , 0.0298 , 0.02138 
 463 , 0.01894 , 0.02319 , 0.02521 , 0.02845 , 0.0105 , 0.01371 , 0.02367 , 0.03883 , 0.02143 , 0.02424 , 0.02349 , 0.02979 , 0.03436 , 0.0439 , 0.02984 , 0.0214 
 464 , 0.01894 , 0.02325 , 0.02527 , 0.02844 , 0.01046 , 0.01371 , 0.02359 , 0.03866 , 0.02132 , 0.02407 , 0.02352 , 0.0298 , 0.0344 , 0.04394 , 0.02985 , 0.02143 
 465 , 0.01895 , 0.0233 , 0.02533 , 0.02842 , 0.01042 , 0.01371 , 0.02351 , 0.0385 , 0.02122 , 0.02389 , 0.02355 , 0.02981 , 0.03445 , 0.04399 , 0.02987 , 0.02146 
 466 , 0.01895 , 0.02336 , 0.02539 , 0.0284 , 0.01037 , 0.01371 , 0.02343 , 0.03834 , 0.02111 , 0.0237 , 0.02358 , 0.02982 , 0.03449 , 0.04404 , 0.02989 , 0.0215 
 467 , 0.01899 , 0.02341 , 0.02543 , 0.02851 , 0.01038 , 0.01372 , 0.02335 , 0.03818 , 0.02103 , 0.02353 , 0.02363 , 0.02987 , 0.03456 , 0.04414 , 0.02994 , 0.02154 
 468 , 0.01903 , 0.02346 , 0.02545 , 0.02863 , 0.01038 , 0.01371 , 0.02326 , 0.03801 , 0.02093 , 0.02335 , 0.02367 , 0.02992 , 0.03462 , 0.04422 , 0.02998 , 0.02159 
 469 , 0.01908 , 0.0235 , 0.02548 , 0.02874 , 0.01039 , 0.01371 , 0.02317 , 0.03785 , 0.02084 , 0.02317 , 0.02372 , 0.02997 , 0.03468 , 0.0443 , 0.03002 , 0.02163 
 470 , 0.01906 , 0.02351 , 0.02549 , 0.02881 , 0.01035 , 0.01368 , 0.02307 , 0.03765 , 0.02071 , 0.02296 , 0.02371 , 0.02998 , 0.03471 , 0.04437 , 0.03002 , 0.02163 
 471 , 0.01893 , 0.02343 , 0.02546 , 0.02876 , 0.01024 , 0.01359 , 0.02293 , 0.03737 , 0.02049 , 0.02266 , 0.02361 , 0.0299 , 0.03466 , 0.04435 , 0.02994 , 0.02156 
 472 , 0.0188 , 0.02335 , 0.02542 , 0.02871 , 0.01013 , 0.0135 , 0.02278 , 0.03708 , 0.02027 , 0.02237 , 0.02351 , 0.02982 , 0.0346 , 0.04432 , 0.02986 , 0.02148 
 473 , 0.01869 , 0.0233 , 0.0254 , 0.02867 , 0.01002 , 0.01343 , 0.02264 , 0.03682 , 0.02006 , 0.0221 , 0.02341 , 0.02976 , 0.03457 , 0.04431 , 0.02979 , 0.02141 
 474 , 0.01873 , 0.02339 , 0.02543 , 0.02873 , 0.00999 , 0.01341 , 0.02255 , 0.03665 , 0.01991 , 0.02188 , 0.02339 , 0.02977 , 0.0346 , 0.04433 , 0.02977 , 0.02144 
 475 , 0.01875 , 0.02348 , 0.02545 , 0.02877 , 0.00995 , 0.01339 , 0.02246 , 0.03647 , 0.01975 , 0.02167 , 0.02336 , 0.02977 , 0.03463 , 0.04434 , 0.02974 , 0.02146 
 476 , 0.01878 , 0.02356 , 0.02548 , 0.02882 , 0.00991 , 0.01338 , 0.02237 , 0.03629 , 0.0196 , 0.02145 , 0.02332 , 0.02978 , 0.03465 , 0.04435 , 0.02971 , 0.02148 
 477 , 0.01878 , 0.02353 , 0.02544 , 0.02885 , 0.00983 , 0.01334 , 0.02227 , 0.03605 , 0.01943 , 0.02118 , 0.0233 , 0.02976 , 0.03464 , 0.04435 , 0.02967 , 0.02145 
 478 , 0.01878 , 0.02347 , 0.02539 , 0.02888 , 0.00974 , 0.01331 , 0.02218 , 0.03581 , 0.01926 , 0.0209 , 0.02329 , 0.02975 , 0.03462 , 0.04435 , 0.02964 , 0.0214 
 479 , 0.01878 , 0.02341 , 0.02533 , 0.02891 , 0.00965 , 0.01328 , 0.02209 , 0.03556 , 0.0191 , 0.02062 , 0.02327 , 0.02973 , 0.0346 , 0.04436 , 0.02961 , 0.02135 
 480 , 0.01874 , 0.02337 , 0.02531 , 0.0289 , 0.00957 , 0.01324 , 0.02199 , 0.03531 , 0.01892 , 0.02033 , 0.02324 , 0.0297 , 0.03456 , 0.04432 , 0.02957 , 0.0213 
 481 , 0.0187 , 0.02345 , 0.0254 , 0.02891 , 0.00954 , 0.01324 , 0.02192 , 0.03515 , 0.01878 , 0.0201 , 0.02322 , 0.0297 , 0.03456 , 0.04433 , 0.02961 , 0.0213 
 482 , 0.01865 , 0.02352 , 0.02549 , 0.02891 , 0.00952 , 0.01323 , 0.02185 , 0.03498 , 0.01864 , 0.01987 , 0.02321 , 0.0297 , 0.03456 , 0.04433 , 0.02965 , 0.02129 
 483 , 0.01861 , 0.0236 , 0.02558 , 0.02891 , 0.00949 , 0.01322 , 0.02178 , 0.03482 , 0.01849 , 0.01963 , 0.0232 , 0.02971 , 0.03457 , 0.04434 , 0.02968 , 0.02129 
 484 , 0.01869 , 0.02368 , 0.02566 , 0.02905 , 0.00947 , 0.01325 , 0.02174 , 0.03465 , 0.01835 , 0.01941 , 0.0232 , 0.02974 , 0.03459 , 0.04442 , 0.02965 , 0.02132 
 485 , 0.01877 , 0.02378 , 0.02574 , 0.02919 , 0.00945 , 0.01327 , 0.02171 , 0.03448 , 0.01822 , 0.0192 , 0.02322 , 0.02978 , 0.03461 , 0.0445 , 0.02962 , 0.02134 
 486 , 0.01885 , 0.02387 , 0.02582 , 0.02933 , 0.00943 , 0.01329 , 0.02167 , 0.03432 , 0.01808 , 0.01898 , 0.02323 , 0.02982 , 0.03464 , 0.04458 , 0.02959 , 0.02137 
 487 , 0.01893 , 0.02398 , 0.02595 , 0.02952 , 0.00943 , 0.01334 , 0.0217 , 0.03424 , 0.01799 , 0.01882 , 0.02331 , 0.02993 , 0.03476 , 0.04475 , 0.02964 , 0.02143 
 488 , 0.01898 , 0.02406 , 0.02605 , 0.02968 , 0.00943 , 0.01338 , 0.02171 , 0.03414 , 0.01788 , 0.01865 , 0.02339 , 0.03001 , 0.03487 , 0.04488 , 0.02969 , 0.02147 
 489 , 0.01904 , 0.02413 , 0.02616 , 0.02983 , 0.00944 , 0.01342 , 0.02173 , 0.03405 , 0.01777 , 0.01848 , 0.02346 , 0.0301 , 0.03497 , 0.04502 , 0.02974 , 0.02151 
 490 , 0.01915 , 0.02429 , 0.02634 , 0.03005 , 0.00946 , 0.0135 , 0.02179 , 0.03403 , 0.01772 , 0.01836 , 0.02361 , 0.03027 , 0.03516 , 0.04525 , 0.02987 , 0.02161 
 491 , 0.01933 , 0.02456 , 0.02665 , 0.03031 , 0.0095 , 0.01365 , 0.02191 , 0.03408 , 0.01772 , 0.01832 , 0.02383 , 0.03052 , 0.03543 , 0.04557 , 0.03012 , 0.02179 
 492 , 0.01952 , 0.02483 , 0.02696 , 0.03058 , 0.00954 , 0.01379 , 0.02203 , 0.03414 , 0.01771 , 0.01829 , 0.02405 , 0.03078 , 0.0357 , 0.04588 , 0.03036 , 0.02197 
 493 , 0.0197 , 0.0251 , 0.02726 , 0.03083 , 0.00958 , 0.01393 , 0.02214 , 0.03419 , 0.01771 , 0.01825 , 0.02427 , 0.03103 , 0.03596 , 0.04618 , 0.03059 , 0.02214 
 494 , 0.0199 , 0.02528 , 0.02748 , 0.03109 , 0.00957 , 0.01407 , 0.02223 , 0.03422 , 0.01766 , 0.01815 , 0.02442 , 0.0312 , 0.03617 , 0.04646 , 0.03075 , 0.02226 
 495 , 0.0201 , 0.02546 , 0.02772 , 0.03136 , 0.00957 , 0.01421 , 0.02232 , 0.03427 , 0.01762 , 0.01806 , 0.02457 , 0.03139 , 0.0364 , 0.04677 , 0.03092 , 0.02239 
 496 , 0.02031 , 0.02563 , 0.02795 , 0.03162 , 0.00956 , 0.01435 , 0.02242 , 0.03432 , 0.01758 , 0.01797 , 0.02472 , 0.03157 , 0.03663 , 0.04707 , 0.03109 , 0.02251 
 497 , 0.02051 , 0.02586 , 0.02824 , 0.03192 , 0.00962 , 0.01456 , 0.02257 , 0.03443 , 0.01759 , 0.01791 , 0.02495 , 0.03181 , 0.0369 , 0.04737 , 0.03132 , 0.02268 
 498 , 0.02073 , 0.02614 , 0.02859 , 0.03228 , 0.00973 , 0.01483 , 0.0228 , 0.03463 , 0.01763 , 0.0179 , 0.02527 , 0.03212 , 0.03724 , 0.04772 , 0.03161 , 0.0229 
 499 , 0.02095 , 0.02641 , 0.02894 , 0.03263 , 0.00984 , 0.01511 , 0.02303 , 0.03483 , 0.01768 , 0.01789 , 0.02558 , 0.03243 , 0.03758 , 0.04808 , 0.0319 , 0.02311 
 500 , 0.02121 , 0.02673 , 0.02935 , 0.03302 , 0.00995 , 0.01541 , 0.02328 , 0.03506 , 0.01774 , 0.0179 , 0.02592 , 0.03277 , 0.03795 , 0.04847 , 0.03222 , 0.02336 
 501 , 0.02158 , 0.02711 , 0.0299 , 0.03345 , 0.01008 , 0.01577 , 0.0236 , 0.03537 , 0.0178 , 0.01793 , 0.02636 , 0.03319 , 0.03837 , 0.04892 , 0.03259 , 0.02367 
 502 , 0.02195 , 0.02749 , 0.03045 , 0.03389 , 0.01021 , 0.01613 , 0.02391 , 0.03568 , 0.01786 , 0.01797 , 0.0268 , 0.03361 , 0.03879 , 0.04937 , 0.03295 , 0.02399 
 503 , 0.02232 , 0.02786 , 0.031 , 0.03432 , 0.01033 , 0.0165 , 0.02423 , 0.03599 , 0.01792 , 0.018 , 0.02723 , 0.03403 , 0.0392 , 0.04982 , 0.03331 , 0.0243 
 504 , 0.02275 , 0.02826 , 0.03156 , 0.03488 , 0.01048 , 0.01694 , 0.02466 , 0.03649 , 0.01801 , 0.01809 , 0.02779 , 0.03454 , 0.03973 , 0.05042 , 0.03378 , 0.02468 
 505 , 0.02319 , 0.02863 , 0.03211 , 0.03543 , 0.01063 , 0.01739 , 0.0251 , 0.03698 , 0.01809 , 0.01817 , 0.02835 , 0.03504 , 0.04026 , 0.05102 , 0.03425 , 0.02505 
 506 , 0.02361 , 0.02901 , 0.03265 , 0.03598 , 0.01077 , 0.01783 , 0.02553 , 0.03748 , 0.01817 , 0.01826 , 0.02891 , 0.03554 , 0.04077 , 0.05161 , 0.03471 , 0.02541 
 507 , 0.02405 , 0.0294 , 0.0333 , 0.0365 , 0.01094 , 0.01834 , 0.02603 , 0.03805 , 0.0183 , 0.01837 , 0.02954 , 0.03608 , 0.04133 , 0.05221 , 0.03524 , 0.02581 
 508 , 0.02452 , 0.02982 , 0.03405 , 0.03702 , 0.01113 , 0.01892 , 0.02661 , 0.03872 , 0.01846 , 0.01853 , 0.03026 , 0.03668 , 0.04194 , 0.05286 , 0.03584 , 0.02624 
 509 , 0.02497 , 0.03025 , 0.03479 , 0.03753 , 0.01133 , 0.0195 , 0.02718 , 0.03938 , 0.01863 , 0.01869 , 0.03097 , 0.03728 , 0.04254 , 0.05349 , 0.03644 , 0.02667 
 510 , 0.02545 , 0.03067 , 0.03553 , 0.03804 , 0.01152 , 0.02009 , 0.02779 , 0.04006 , 0.01879 , 0.01885 , 0.03167 , 0.03786 , 0.04314 , 0.0541 , 0.03703 , 0.0271 
 511 , 0.02615 , 0.03123 , 0.03643 , 0.03875 , 0.01181 , 0.02087 , 0.02867 , 0.04105 , 0.01904 , 0.01911 , 0.0325 , 0.03852 , 0.04387 , 0.05482 , 0.03772 , 0.02768 
 512 , 0.02685 , 0.0318 , 0.03735 , 0.03947 , 0.01209 , 0.02166 , 0.02957 , 0.04205 , 0.01929 , 0.01938 , 0.03335 , 0.0392 , 0.04462 , 0.05556 , 0.03842 , 0.02826 
 513 , 0.02756 , 0.03237 , 0.03827 , 0.04019 , 0.01238 , 0.02245 , 0.03048 , 0.04305 , 0.01955 , 0.01966 , 0.0342 , 0.03988 , 0.04537 , 0.05631 , 0.03913 , 0.02885 
 514 , 0.02832 , 0.03294 , 0.0393 , 0.04099 , 0.01275 , 0.02336 , 0.0316 , 0.04431 , 0.01986 , 0.01999 , 0.03525 , 0.0407 , 0.04614 , 0.05709 , 0.03992 , 0.02951 
 515 , 0.0291 , 0.0335 , 0.04035 , 0.04181 , 0.01313 , 0.0243 , 0.03279 , 0.04564 , 0.02019 , 0.02034 , 0.03636 , 0.04156 , 0.04693 , 0.05789 , 0.04073 , 0.03019 
 516 , 0.02988 , 0.03407 , 0.04141 , 0.04264 , 0.01351 , 0.02525 , 0.03398 , 0.04697 , 0.02051 , 0.02068 , 0.03747 , 0.04242 , 0.04772 , 0.05869 , 0.04155 , 0.03087 
 517 , 0.03077 , 0.03477 , 0.04264 , 0.04354 , 0.01395 , 0.02632 , 0.03541 , 0.04856 , 0.02091 , 0.02109 , 0.03871 , 0.04338 , 0.04867 , 0.05965 , 0.04252 , 0.03165 
 518 , 0.03169 , 0.03552 , 0.04393 , 0.04438 , 0.01441 , 0.02746 , 0.037 , 0.05031 , 0.02134 , 0.0215 , 0.03999 , 0.04433 , 0.04967 , 0.06063 , 0.04355 , 0.03244 
