
Wavelength,MNAT_00089.spu,MNAT_00088.spu,MNAT_00087.spu,MNAT_00086.spu,MNAT_00085.spu,MNAT_00084.spu,MNAT_00083.spu,MNAT_00082.spu,MNAT_00081.spu,MNAT_00080.spu,MNAT_00079.spu,MNAT_00078.spu,MNAT_00077.spu,MNAT_00076.spu,MNAT_00075.spu,MNAT_00074.spu,MNAT_00073.spu,MNAT_00072.spu,MNAT_00071.spu,MNAT_00070.spu,MNAT_00069.spu,MNAT_00068.spu,MNAT_00067.spu,MNAT_00066.spu,MNAT_00065.spu,MNAT_00064.spu,MNAT_00063.spu,MNAT_00062.spu,MNAT_00061.spu,MNAT_00060.spu
 316 , 0.10783 , 0.13501 , 0.08139 , 0.13105 , 0.08929 , 0.16192 , 0.10697 , 0.14477 , 0.14017 , 0.15681 , 0.13265 , 0.13226 , 0.08632 , 0.11054 , 0.11121 , 0.15686 , 0.16712 , 0.12853 , 0.14446 , 0.10578 , 0.25761 , 0.22491 , 0.24652 , 0.27261 , 0.24427 , 0.14577 , 0.14262 , 0.10783 , 0.18769 , 0.14924 
 317 , 0.12081 , 0.13339 , 0.09767 , 0.13655 , 0.09645 , 0.17643 , 0.11853 , 0.14954 , 0.14305 , 0.16811 , 0.14333 , 0.12592 , 0.09103 , 0.12076 , 0.12047 , 0.16403 , 0.17574 , 0.14067 , 0.15817 , 0.11854 , 0.26828 , 0.23763 , 0.25156 , 0.28317 , 0.25659 , 0.15297 , 0.14775 , 0.12081 , 0.19468 , 0.1551 
 318 , 0.13327 , 0.13305 , 0.11265 , 0.14318 , 0.10437 , 0.19199 , 0.13078 , 0.15567 , 0.14749 , 0.17922 , 0.15509 , 0.12322 , 0.09612 , 0.13084 , 0.13012 , 0.17193 , 0.18414 , 0.15168 , 0.17078 , 0.13071 , 0.27839 , 0.24961 , 0.25782 , 0.29429 , 0.26877 , 0.16054 , 0.15454 , 0.13273 , 0.20269 , 0.16194 
 319 , 0.14292 , 0.14313 , 0.1172 , 0.16062 , 0.12009 , 0.21833 , 0.15185 , 0.17511 , 0.16726 , 0.18997 , 0.17812 , 0.15195 , 0.10561 , 0.14072 , 0.14495 , 0.18724 , 0.1923 , 0.15541 , 0.17576 , 0.14062 , 0.2857 , 0.25732 , 0.2752 , 0.31057 , 0.2821 , 0.17256 , 0.17708 , 0.1371 , 0.22162 , 0.17868 
 320 , 0.15235 , 0.15309 , 0.12165 , 0.17768 , 0.13555 , 0.24367 , 0.17269 , 0.19391 , 0.18637 , 0.20038 , 0.20051 , 0.18037 , 0.11483 , 0.15045 , 0.15946 , 0.2023 , 0.20019 , 0.15903 , 0.18056 , 0.15001 , 0.29281 , 0.26482 , 0.29229 , 0.32686 , 0.29514 , 0.18431 , 0.19901 , 0.14138 , 0.23993 , 0.19496 
 321 , 0.16158 , 0.16295 , 0.126 , 0.19437 , 0.15077 , 0.26807 , 0.1933 , 0.21211 , 0.20485 , 0.21046 , 0.22229 , 0.20849 , 0.12381 , 0.16001 , 0.17366 , 0.2171 , 0.20783 , 0.16256 , 0.18517 , 0.15892 , 0.29973 , 0.27212 , 0.3091 , 0.34315 , 0.30792 , 0.19581 , 0.22034 , 0.14556 , 0.25766 , 0.21081 
 322 , 0.17726 , 0.17657 , 0.13481 , 0.21195 , 0.15878 , 0.29235 , 0.20258 , 0.22099 , 0.21804 , 0.2327 , 0.23719 , 0.23017 , 0.1382 , 0.17376 , 0.19057 , 0.23266 , 0.22486 , 0.17554 , 0.20086 , 0.17394 , 0.32106 , 0.2946 , 0.33634 , 0.3737 , 0.34267 , 0.2175 , 0.23697 , 0.15604 , 0.28476 , 0.22597 
 323 , 0.19501 , 0.1913 , 0.14511 , 0.22954 , 0.164 , 0.31611 , 0.2075 , 0.22623 , 0.22903 , 0.25928 , 0.24927 , 0.24898 , 0.15434 , 0.18882 , 0.20819 , 0.24816 , 0.24505 , 0.1919 , 0.22029 , 0.19113 , 0.34738 , 0.32215 , 0.36693 , 0.4094 , 0.38528 , 0.24259 , 0.25156 , 0.16866 , 0.31491 , 0.2406 
 324 , 0.21212 , 0.20543 , 0.15503 , 0.24659 , 0.16904 , 0.33915 , 0.21228 , 0.23133 , 0.23979 , 0.28544 , 0.26097 , 0.26702 , 0.16998 , 0.20333 , 0.22527 , 0.26295 , 0.2646 , 0.20792 , 0.23903 , 0.20823 , 0.37287 , 0.34858 , 0.39641 , 0.44435 , 0.427 , 0.2669 , 0.2657 , 0.18083 , 0.34428 , 0.25478 
 325 , 0.23098 , 0.22308 , 0.17195 , 0.26287 , 0.18156 , 0.36778 , 0.22591 , 0.24334 , 0.25436 , 0.31204 , 0.27519 , 0.28566 , 0.18446 , 0.22174 , 0.24184 , 0.28293 , 0.28501 , 0.22542 , 0.26006 , 0.22562 , 0.39648 , 0.37351 , 0.42663 , 0.47857 , 0.46144 , 0.28979 , 0.28535 , 0.19716 , 0.37211 , 0.27219 
 326 , 0.25368 , 0.24786 , 0.2024 , 0.2782 , 0.20831 , 0.40761 , 0.25632 , 0.26852 , 0.27644 , 0.33993 , 0.29446 , 0.30601 , 0.19718 , 0.24791 , 0.25793 , 0.31315 , 0.30761 , 0.2461 , 0.28596 , 0.24378 , 0.4175 , 0.39646 , 0.45915 , 0.51221 , 0.48363 , 0.31067 , 0.31579 , 0.22167 , 0.39774 , 0.2961 
 327 , 0.27549 , 0.27201 , 0.23226 , 0.293 , 0.23427 , 0.44647 , 0.28569 , 0.29319 , 0.29754 , 0.3666 , 0.31325 , 0.32577 , 0.20959 , 0.27332 , 0.27354 , 0.34248 , 0.32943 , 0.26595 , 0.31124 , 0.26133 , 0.43759 , 0.41884 , 0.49086 , 0.54483 , 0.50445 , 0.33093 , 0.34533 , 0.24547 , 0.42272 , 0.31909 
 328 , 0.29649 , 0.29557 , 0.2615 , 0.30732 , 0.25945 , 0.48435 , 0.31409 , 0.31734 , 0.31772 , 0.39215 , 0.33155 , 0.34497 , 0.22169 , 0.29797 , 0.28872 , 0.371 , 0.3505 , 0.28506 , 0.33591 , 0.2783 , 0.45688 , 0.44066 , 0.52178 , 0.57645 , 0.52418 , 0.35055 , 0.374 , 0.26859 , 0.44707 , 0.34123 
 329 , 0.3069 , 0.3032 , 0.26947 , 0.32192 , 0.26234 , 0.51545 , 0.33094 , 0.33329 , 0.33101 , 0.42083 , 0.36292 , 0.37106 , 0.23296 , 0.31263 , 0.30419 , 0.38688 , 0.37436 , 0.30561 , 0.36166 , 0.30345 , 0.49 , 0.47649 , 0.55063 , 0.60424 , 0.56391 , 0.35887 , 0.39886 , 0.28158 , 0.48022 , 0.36468 
 330 , 0.31656 , 0.31002 , 0.27642 , 0.33612 , 0.26431 , 0.5453 , 0.34694 , 0.34845 , 0.34352 , 0.44868 , 0.39377 , 0.39681 , 0.2439 , 0.32636 , 0.31929 , 0.40196 , 0.3975 , 0.32568 , 0.38679 , 0.32815 , 0.52289 , 0.51196 , 0.57866 , 0.63097 , 0.60372 , 0.36651 , 0.42282 , 0.29391 , 0.51275 , 0.3875 
 331 , 0.32595 , 0.31662 , 0.2831 , 0.34993 , 0.26619 , 0.57406 , 0.36265 , 0.36305 , 0.35558 , 0.47564 , 0.42347 , 0.42197 , 0.25453 , 0.33947 , 0.33406 , 0.41689 , 0.4198 , 0.34528 , 0.41124 , 0.35207 , 0.55516 , 0.54643 , 0.6059 , 0.6567 , 0.64335 , 0.37371 , 0.446 , 0.30606 , 0.54421 , 0.40971 
 332 , 0.34376 , 0.32823 , 0.2964 , 0.36394 , 0.27613 , 0.60651 , 0.3811 , 0.38244 , 0.37345 , 0.50295 , 0.44703 , 0.44499 , 0.26469 , 0.35508 , 0.34734 , 0.44194 , 0.43762 , 0.36204 , 0.43202 , 0.36626 , 0.58268 , 0.57062 , 0.63502 , 0.68751 , 0.67461 , 0.39871 , 0.46071 , 0.31798 , 0.57814 , 0.43198 
 333 , 0.36727 , 0.3432 , 0.31411 , 0.37801 , 0.29147 , 0.6412 , 0.40134 , 0.40492 , 0.39518 , 0.53023 , 0.46616 , 0.46633 , 0.27446 , 0.37221 , 0.35956 , 0.47379 , 0.45221 , 0.37672 , 0.45011 , 0.3737 , 0.60673 , 0.58753 , 0.66518 , 0.72147 , 0.69993 , 0.43592 , 0.4696 , 0.32974 , 0.61352 , 0.45409 
 334 , 0.39005 , 0.35751 , 0.33128 , 0.39146 , 0.30635 , 0.67484 , 0.42087 , 0.4266 , 0.41633 , 0.55645 , 0.48462 , 0.48674 , 0.28381 , 0.38891 , 0.37126 , 0.50436 , 0.46629 , 0.39093 , 0.4675 , 0.38082 , 0.62984 , 0.60384 , 0.69413 , 0.75393 , 0.72407 , 0.47282 , 0.47806 , 0.34102 , 0.64795 , 0.47535 
 335 , 0.4126 , 0.37628 , 0.35044 , 0.40733 , 0.32443 , 0.70971 , 0.44225 , 0.44882 , 0.43781 , 0.58313 , 0.50757 , 0.51014 , 0.29522 , 0.40857 , 0.38788 , 0.53511 , 0.48385 , 0.40761 , 0.48865 , 0.39292 , 0.65551 , 0.62604 , 0.72712 , 0.78721 , 0.75555 , 0.5097 , 0.49413 , 0.35495 , 0.68153 , 0.49771 
 336 , 0.4365 , 0.41397 , 0.37914 , 0.43398 , 0.3563 , 0.75253 , 0.47335 , 0.47562 , 0.46238 , 0.6142 , 0.54997 , 0.54742 , 0.31567 , 0.44148 , 0.42483 , 0.57011 , 0.51653 , 0.43549 , 0.52629 , 0.42492 , 0.69383 , 0.67282 , 0.77897 , 0.82844 , 0.81744 , 0.54797 , 0.54013 , 0.38048 , 0.71575 , 0.52663 
 337 , 0.4595 , 0.45041 , 0.40664 , 0.45977 , 0.38737 , 0.79394 , 0.5029 , 0.5013 , 0.48614 , 0.64439 , 0.59095 , 0.58348 , 0.33544 , 0.47306 , 0.46085 , 0.60379 , 0.54799 , 0.4622 , 0.56269 , 0.45614 , 0.73072 , 0.71804 , 0.82906 , 0.86749 , 0.87857 , 0.58527 , 0.58536 , 0.40505 , 0.74825 , 0.55461 
 338 , 0.48166 , 0.48566 , 0.43303 , 0.48472 , 0.41768 , 0.83401 , 0.53102 , 0.52593 , 0.50911 , 0.67372 , 0.63058 , 0.61837 , 0.35457 , 0.50339 , 0.496 , 0.63621 , 0.57831 , 0.48781 , 0.59791 , 0.48661 , 0.76627 , 0.76177 , 0.8775 , 0.90452 , 0.93894 , 0.62164 , 0.62985 , 0.42869 , 0.77915 , 0.58169 
 339 , 0.50882 , 0.51 , 0.4583 , 0.50717 , 0.43235 , 0.87664 , 0.55718 , 0.55476 , 0.53204 , 0.70516 , 0.66051 , 0.64946 , 0.37239 , 0.52481 , 0.51857 , 0.66673 , 0.60823 , 0.50482 , 0.62889 , 0.51563 , 0.79908 , 0.80166 , 0.91639 , 0.95739 , 0.9866 , 0.65132 , 0.66333 , 0.45063 , 0.81742 , 0.61352 
 340 , 0.53625 , 0.53151 , 0.48258 , 0.52858 , 0.44361 , 0.91835 , 0.58231 , 0.58362 , 0.55434 , 0.73615 , 0.68764 , 0.6788 , 0.38947 , 0.54394 , 0.53809 , 0.69588 , 0.63737 , 0.51966 , 0.65809 , 0.54363 , 0.8304 , 0.83953 , 0.95222 , 1.01248 , 1.0304 , 0.67883 , 0.69378 , 0.47157 , 0.856 , 0.64543 
 341 , 0.56282 , 0.5522 , 0.50593 , 0.54933 , 0.45444 , 0.95817 , 0.60686 , 0.61159 , 0.57586 , 0.76595 , 0.71361 , 0.70681 , 0.40596 , 0.56248 , 0.55686 , 0.7238 , 0.66572 , 0.53398 , 0.68608 , 0.57067 , 0.86051 , 0.87581 , 0.98652 , 1.06693 , 1.0722 , 0.70517 , 0.72306 , 0.49169 , 0.89338 , 0.67625 
 342 , 0.58714 , 0.57658 , 0.52886 , 0.57388 , 0.46914 , 1.00047 , 0.63394 , 0.64213 , 0.59867 , 0.79967 , 0.74368 , 0.73537 , 0.42407 , 0.58524 , 0.57823 , 0.75499 , 0.69121 , 0.55542 , 0.7159 , 0.59482 , 0.89788 , 0.91558 , 1.02533 , 1.12135 , 1.11734 , 0.73495 , 0.75404 , 0.51309 , 0.93221 , 0.70863 
 343 , 0.60891 , 0.6054 , 0.5515 , 0.60293 , 0.48841 , 1.04615 , 0.66399 , 0.67576 , 0.62314 , 0.83819 , 0.77871 , 0.7649 , 0.44418 , 0.61301 , 0.60277 , 0.79018 , 0.71347 , 0.58522 , 0.74817 , 0.61577 , 0.94399 , 0.95981 , 1.0697 , 1.17547 , 1.16684 , 0.76891 , 0.78721 , 0.53608 , 0.97295 , 0.74305 
 344 , 0.62958 , 0.63306 , 0.57341 , 0.63081 , 0.50684 , 1.09034 , 0.69283 , 0.70804 , 0.64671 , 0.87531 , 0.81235 , 0.79358 , 0.46354 , 0.63979 , 0.62642 , 0.82384 , 0.73469 , 0.61381 , 0.77939 , 0.6359 , 0.98858 , 1.00259 , 1.11244 , 1.2276 , 1.21454 , 0.8014 , 0.81906 , 0.55798 , 1.01234 , 0.77636 
 345 , 0.65075 , 0.66049 , 0.59511 , 0.65776 , 0.52532 , 1.13403 , 0.72069 , 0.73955 , 0.67035 , 0.912 , 0.84579 , 0.82202 , 0.48249 , 0.6664 , 0.64979 , 0.85722 , 0.75643 , 0.64155 , 0.81059 , 0.65593 , 1.03221 , 1.04424 , 1.15486 , 1.279 , 1.26171 , 0.83352 , 0.8505 , 0.58003 , 1.0515 , 0.80844 
 346 , 0.68923 , 0.6973 , 0.62367 , 0.68594 , 0.55374 , 1.19002 , 0.75096 , 0.77694 , 0.70588 , 0.95914 , 0.89238 , 0.85951 , 0.50497 , 0.70292 , 0.68062 , 0.90395 , 0.79628 , 0.67217 , 0.85453 , 0.6849 , 1.08241 , 1.09061 , 1.21212 , 1.34371 , 1.32386 , 0.87681 , 0.89255 , 0.61548 , 1.10553 , 0.83927 
 347 , 0.72652 , 0.73297 , 0.65096 , 0.71296 , 0.58109 , 1.24355 , 0.77968 , 0.81278 , 0.73993 , 1.00453 , 0.93736 , 0.8951 , 0.52646 , 0.73795 , 0.71008 , 0.94891 , 0.83451 , 0.70153 , 0.89668 , 0.71251 , 1.13037 , 1.1346 , 1.26721 , 1.40615 , 1.38326 , 0.91861 , 0.93273 , 0.64972 , 1.15695 , 0.86864 
 348 , 0.76269 , 0.76755 , 0.67707 , 0.7389 , 0.60743 , 1.29478 , 0.80696 , 0.84717 , 0.77259 , 1.04824 , 0.98083 , 0.92895 , 0.547 , 0.77158 , 0.73825 , 0.99222 , 0.87122 , 0.72969 , 0.93715 , 0.73886 , 1.17625 , 1.1764 , 1.32023 , 1.46645 , 1.4401 , 0.95901 , 0.97117 , 0.68279 , 1.20592 , 0.89664 
 349 , 0.79418 , 0.8 , 0.70592 , 0.77112 , 0.63627 , 1.34834 , 0.84909 , 0.88277 , 0.80311 , 1.09067 , 1.02024 , 0.96883 , 0.56835 , 0.8008 , 0.76794 , 1.03718 , 0.90761 , 0.76271 , 0.97594 , 0.77042 , 1.22387 , 1.23004 , 1.37572 , 1.52668 , 1.5019 , 0.9944 , 1.01131 , 0.711 , 1.25438 , 0.93664 
 350 , 0.82292 , 0.83062 , 0.73531 , 0.80502 , 0.66535 , 1.40157 , 0.89652 , 0.91783 , 0.83196 , 1.13129 , 1.05695 , 1.01032 , 0.58948 , 0.8275 , 0.7974 , 1.08189 , 0.94301 , 0.79688 , 1.01304 , 0.80334 , 1.27114 , 1.28759 , 1.43071 , 1.58496 , 1.56437 , 1.02677 , 1.05128 , 0.73653 , 1.30158 , 0.98082 
 351 , 0.8504 , 0.85979 , 0.76367 , 0.83743 , 0.69315 , 1.45266 , 0.94245 , 0.95124 , 0.85953 , 1.16989 , 1.09204 , 1.05027 , 0.60967 , 0.85303 , 0.82549 , 1.12504 , 0.97697 , 0.82964 , 1.04853 , 0.83495 , 1.31663 , 1.34331 , 1.48325 , 1.64027 , 1.62448 , 1.05761 , 1.08973 , 0.76101 , 1.34698 , 1.02361 
 352 , 0.87342 , 0.88381 , 0.78602 , 0.8632 , 0.71395 , 1.49244 , 0.97705 , 0.97927 , 0.88159 , 1.20031 , 1.11953 , 1.08082 , 0.6257 , 0.8757 , 0.84848 , 1.1582 , 1.00369 , 0.85311 , 1.07713 , 0.8594 , 1.35237 , 1.38546 , 1.52226 , 1.68296 , 1.66996 , 1.08312 , 1.12002 , 0.7807 , 1.38386 , 1.05332 
 353 , 0.88871 , 0.89885 , 0.79722 , 0.87698 , 0.72187 , 1.51146 , 0.98999 , 0.99804 , 0.8938 , 1.21622 , 1.13329 , 1.0938 , 0.6342 , 0.89376 , 0.86252 , 1.17263 , 1.01724 , 0.85927 , 1.09338 , 0.87067 , 1.37019 , 1.40186 , 1.53636 , 1.70309 , 1.68813 , 1.0994 , 1.13528 , 0.79168 , 1.40528 , 1.05797 
 354 , 0.90329 , 0.91319 , 0.80776 , 0.89016 , 0.72937 , 1.52956 , 1.00229 , 1.01609 , 0.90544 , 1.23134 , 1.14637 , 1.10615 , 0.64233 , 0.91099 , 0.87594 , 1.18633 , 1.03008 , 0.86507 , 1.10888 , 0.88137 , 1.38706 , 1.41734 , 1.54975 , 1.72227 , 1.70535 , 1.11491 , 1.14978 , 0.80221 , 1.42568 , 1.06234 
 355 , 0.9172 , 0.92687 , 0.8177 , 0.90277 , 0.7365 , 1.54678 , 1.01399 , 1.03346 , 0.91653 , 1.24574 , 1.15881 , 1.11791 , 0.65011 , 0.92743 , 0.88879 , 1.19937 , 1.04226 , 0.87055 , 1.12368 , 0.89152 , 1.40307 , 1.43198 , 1.56249 , 1.74057 , 1.72169 , 1.12971 , 1.16358 , 0.81231 , 1.44513 , 1.06647 
 356 , 0.92116 , 0.92804 , 0.82178 , 0.90316 , 0.73781 , 1.5571 , 1.01821 , 1.03737 , 0.9269 , 1.25695 , 1.164 , 1.12123 , 0.65436 , 0.93115 , 0.89191 , 1.21046 , 1.05258 , 0.88012 , 1.13495 , 0.90175 , 1.41382 , 1.44205 , 1.58547 , 1.75037 , 1.74082 , 1.13811 , 1.16696 , 0.81551 , 1.44724 , 1.07716 
 357 , 0.92445 , 0.92853 , 0.82541 , 0.90295 , 0.73878 , 1.56667 , 1.02186 , 1.0404 , 0.9368 , 1.26755 , 1.16862 , 1.124 , 0.65828 , 0.93408 , 0.8944 , 1.22101 , 1.06243 , 0.8895 , 1.14558 , 0.91162 , 1.42387 , 1.45149 , 1.60818 , 1.75929 , 1.75939 , 1.14582 , 1.16967 , 0.81823 , 1.44841 , 1.08777 
 358 , 0.92759 , 0.92901 , 0.8289 , 0.90274 , 0.7397 , 1.57583 , 1.02534 , 1.04326 , 0.94628 , 1.2777 , 1.17304 , 1.12665 , 0.66206 , 0.93689 , 0.89679 , 1.23109 , 1.07192 , 0.89848 , 1.15575 , 0.92113 , 1.43349 , 1.46052 , 1.63009 , 1.76777 , 1.77727 , 1.15319 , 1.17226 , 0.82083 , 1.44953 , 1.09796 
 359 , 0.94173 , 0.93907 , 0.84093 , 0.91784 , 0.75264 , 1.59336 , 1.04227 , 1.0574 , 0.96083 , 1.29356 , 1.19089 , 1.14162 , 0.67111 , 0.95006 , 0.90741 , 1.24581 , 1.0884 , 0.9145 , 1.17456 , 0.93361 , 1.45669 , 1.48349 , 1.65202 , 1.79492 , 1.79555 , 1.16781 , 1.18759 , 0.83222 , 1.46488 , 1.11202 
 360 , 0.96353 , 0.95579 , 0.85882 , 0.94373 , 0.774 , 1.61648 , 1.06863 , 1.0794 , 0.97876 , 1.31318 , 1.21807 , 1.16509 , 0.68368 , 0.97039 , 0.92371 , 1.26359 , 1.10956 , 0.93544 , 1.19928 , 0.94798 , 1.4892 , 1.5161 , 1.67344 , 1.83519 , 1.81359 , 1.18739 , 1.21176 , 0.84958 , 1.48997 , 1.12856 
 361 , 0.98446 , 0.97182 , 0.87591 , 0.96872 , 0.79457 , 1.63845 , 1.09399 , 1.10052 , 0.99587 , 1.33189 , 1.24415 , 1.18751 , 0.69563 , 0.9898 , 0.93927 , 1.28056 , 1.12977 , 0.95564 , 1.22301 , 0.96167 , 1.52033 , 1.54741 , 1.69372 , 1.87403 , 1.83057 , 1.20615 , 1.23491 , 0.86612 , 1.51386 , 1.14433 
 362 , 1.00431 , 0.98789 , 0.8911 , 0.99121 , 0.81202 , 1.66042 , 1.11628 , 1.12019 , 1.01146 , 1.35096 , 1.26638 , 1.20738 , 0.70692 , 1.00714 , 0.9539 , 1.29631 , 1.14875 , 0.97354 , 1.24349 , 0.97451 , 1.5482 , 1.57705 , 1.71526 , 1.91188 , 1.85178 , 1.22265 , 1.25623 , 0.87968 , 1.53716 , 1.15879 
 363 , 1.02213 , 1.00593 , 0.90093 , 1.00576 , 0.81917 , 1.68553 , 1.1288 , 1.13625 , 1.02321 , 1.37404 , 1.27614 , 1.22 , 0.71741 , 1.01876 , 0.9667 , 1.30925 , 1.16541 , 0.98385 , 1.25347 , 0.98566 , 1.56648 , 1.60322 , 1.74484 , 1.949 , 1.8932 , 1.23229 , 1.27304 , 0.88393 , 1.56183 , 1.17016 
 364 , 1.03916 , 1.02319 , 0.91028 , 1.01953 , 0.82596 , 1.70956 , 1.14068 , 1.15151 , 1.0344 , 1.39616 , 1.28539 , 1.23204 , 0.72741 , 1.02984 , 0.97891 , 1.32156 , 1.1813 , 0.9936 , 1.26291 , 0.99625 , 1.58379 , 1.62811 , 1.77303 , 1.98445 , 1.93301 , 1.24143 , 1.28911 , 0.88797 , 1.58558 , 1.18099 
 365 , 1.05545 , 1.03969 , 0.91919 , 1.03259 , 0.83241 , 1.73256 , 1.15196 , 1.16605 , 1.04509 , 1.41739 , 1.29419 , 1.24355 , 0.73696 , 1.04042 , 0.99058 , 1.33327 , 1.19647 , 1.00285 , 1.27187 , 1.00632 , 1.6002 , 1.6518 , 1.79993 , 2.01833 , 1.97129 , 1.25012 , 1.30448 , 0.89182 , 1.60843 , 1.1913 
 366 , 1.04888 , 1.03725 , 0.91669 , 1.03145 , 0.82934 , 1.72414 , 1.14648 , 1.1668 , 1.04242 , 1.41713 , 1.29284 , 1.23398 , 0.73428 , 1.03697 , 0.9819 , 1.32757 , 1.19241 , 1.00062 , 1.26593 , 1.00428 , 1.60362 , 1.65147 , 1.79976 , 2.01733 , 1.97398 , 1.2508 , 1.29931 , 0.8882 , 1.59958 , 1.19096 
 367 , 1.03785 , 1.03098 , 0.91194 , 1.0275 , 0.82444 , 1.70952 , 1.13778 , 1.16475 , 1.0371 , 1.41243 , 1.28953 , 1.22042 , 0.7292 , 1.03076 , 0.96935 , 1.31851 , 1.18455 , 0.99618 , 1.25718 , 0.99987 , 1.6044 , 1.64628 , 1.79405 , 2.00918 , 1.96916 , 1.24991 , 1.29008 , 0.88317 , 1.58443 , 1.18848 
 368 , 1.02733 , 1.02497 , 0.90739 , 1.02371 , 0.81974 , 1.69552 , 1.12946 , 1.16277 , 1.032 , 1.40792 , 1.28634 , 1.20742 , 0.72432 , 1.02479 , 0.95733 , 1.30982 , 1.17705 , 0.99189 , 1.24879 , 0.99561 , 1.60515 , 1.64128 , 1.78858 , 2.00138 , 1.96454 , 1.24906 , 1.28121 , 0.87839 , 1.56997 , 1.1861 
