
Wavelength,WSG2_00006.spu,WSG2_00007.spu,WSG2_00008.spu,WSG2_00009.spu,WSG2_00010.spu,WSG2_00011.spu,WSG2_00012.spu,WSG2_00013.spu,WSG2_00014.spu,WSG2_00015.spu,WSG2_00016.spu,WSG2_00017.spu,WSG2_00018.spu,WSG2_00019.spu,WSG2_00020.spu,WSG2_00021.spu,WSG2_00022.spu,WSG2_00023.spu,WSG2_00024.spu,WSG2_00025.spu,WSG2_00026.spu,WSG2_00027.spu,WSG2_00028.spu,WSG2_00029.spu,WSG2_00030.spu,WSG2_00031.spu,WSG2_00032.spu,WSG2_00033.spu,WSG2_00034.spu,WSG2_00035.spu,WSG2_00036.spu,WSG2_00037.spu,WSG2_00038.spu,WSG2_00039.spu,WSG2_00040.spu,WSG2_00041.spu,WSG2_00042.spu,WSG2_00043.spu,WSG2_00044.spu,WSG2_00045.spu
  (nm),7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2,7/3/2018 2
  time  ,3:31 PM",3:44 PM",3:55 PM",4:05 PM",4:18 PM",5:02 PM",5:12 PM",5:29 PM",5:40 PM",5:49 PM",6:40 PM",6:49 PM",6:58 PM",7:09 PM",7:19 PM",7:42 PM",7:52 PM",8:08 PM",8:18 PM",8:27 PM",9:51 PM",0:04 PM",0:21 PM",0:30 PM",0:41 PM",1:06 PM",1:21 PM",1:34 PM",1:42 PM",1:51 PM",2:09 PM",2:19 PM",2:27 PM",2:43 PM",2:52 PM",3:34 PM",3:43 PM",3:52 PM",4:01 PM",4:08 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 310 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 311 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 312 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 313 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 314 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 315 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00285 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 316 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00884 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 317 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0149 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 318 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.02383 , 0.00061 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 319 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0572 , 0.00641 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 320 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.08833 , 0.0117 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 321 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.11744 , 0.01654 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 322 , 0 , 0 , 0.03103 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00288 , 0 , 0.01147 , 0 , 0.01959 , 0.00348 , 0 , 0.14869 , 0.03665 , 0.01591 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00386 , 0 , 0.01087 , 0 , 0 , 0 , 0 , 0.01116 , 0 , 0 , 0.00965 , 0.00321 , 0 
 323 , 0 , 0 , 0.07373 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00678 , 0 , 0.02717 , 0 , 0.04575 , 0.00827 , 0 , 0.18097 , 0.06297 , 0.03779 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00917 , 0 , 0.02611 , 0 , 0 , 0 , 0 , 0.02644 , 0 , 0 , 0.02295 , 0.00759 , 0 
 324 , 0 , 0 , 0.11597 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.01055 , 0 , 0.04262 , 0 , 0.07076 , 0.01302 , 0 , 0.21324 , 0.08958 , 0.05942 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.01442 , 0 , 0.0415 , 0 , 0 , 0 , 0 , 0.04149 , 0 , 0 , 0.03613 , 0.0119 , 0 
