
Wavelength,NANT_00016.spu,NANT_00017.spu,NANT_00018.spu,NANT_00019.spu,NANT_00020.spu,NANT_00021.spu,NANT_00022.spu,NANT_00023.spu,NANT_00024.spu,NANT_00025.spu,NANT_00026.spu,NANT_00027.spu,NANT_00028.spu,NANT_00029.spu,NANT_00030.spu,NANT_00031.spu,NANT_00032.spu,NANT_00033.spu,NANT_00034.spu,NANT_00035.spu,NANT_00036.spu,NANT_00037.spu,NANT_00038.spu,NANT_00039.spu,NANT_00040.spu,NANT_00041.spu,NANT_00042.spu,NANT_00043.spu,NANT_00044.spu,NANT_00045.spu,NANT_00046.spu,NANT_00047.spu,NANT_00048.spu,NANT_00049.spu,NANT_00050.spu,NANT_00051.spu,NANT_00052.spu,NANT_00053.spu,NANT_00054.spu,NANT_00055.spu,NANT_00056.spu,NANT_00057.spu,NANT_00058.spu,NANT_00059.spu,NANT_00060.spu,NANT_00061.spu,NANT_00062.spu,NANT_00063.spu,NANT_00064.spu,NANT_00065.spu,NANT_00066.spu,NANT_00067.spu,NANT_00068.spu,NANT_00069.spu,NANT_00070.spu,NANT_00071.spu,NANT_00072.spu,NANT_00073.spu,NANT_00074.spu,NANT_00075.spu
  (nm),6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 ,6/25/2018 
  time  ,:41:31 A,:41:39 A,:41:48 A,:41:57 A,:42:05 A,:42:49 A,:42:58 A,:43:09 A,:43:25 A,:43:42 A,:44:21 A,:44:31 A,:44:41 A,:44:50 A,:45:02 A,:45:38 A,:45:47 A,:45:57 A,:46:08 A,:46:19 A,:47:35 A,:47:52 A,:48:08 A,:48:16 A,:48:29 A,:49:07 A,:49:16 A,:49:25 A,:49:37 A,:49:47 A,:50:42 A,:50:53 A,:51:04 A,:51:15 A,:51:26 A,:52:00 A,:52:09 A,:52:18 A,:52:27 A,:52:38 A,:54:18 A,:54:29 A,:54:40 A,:54:51 A,:55:04 A,:55:56 A,:56:09 A,:56:24 A,:56:34 A,:56:50 A,:57:42 A,:57:55 A,:58:08 A,:58:18 A,:58:30 A,:59:24 A,:59:39 A,:59:58 A,:00:08 A,:00:18 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 310 , 0.06111 , 0.04767 , 0.03619 , 0.00945 , 0.02828 , 0.07105 , 0.12238 , 0.11302 , 0.08983 , 0.08851 , 0.09516 , 0.07386 , 0.09643 , 0.12608 , 0.12839 , 0.07278 , 0.00942 , 0.02715 , 0.09 , 0.04385 , 0 , 0.03635 , 0.02754 , 0.02679 , 0.01918 , 0.03853 , 0.0582 , 0.03833 , 0.10601 , 0.11089 , 0.01882 , 0.04268 , 0.05273 , 0.01441 , 0 , 0.07748 , 0.02822 , 0.01908 , 0.00969 , 0.01908 , 0.02892 , 0.01874 , 0 , 0.00955 , 0.02328 , 0.00959 , 0.03448 , 0.03285 , 0.00476 , 0.00923 , 0.06088 , 0.13799 , 0.14071 , 0.07069 , 0.15058 , 0.08779 , 0.0517 , 0.06088 , 0.05129 , 0.0841 
 311 , 0.06749 , 0.05384 , 0.05128 , 0.01334 , 0.02781 , 0.05716 , 0.12296 , 0.10981 , 0.09621 , 0.09368 , 0.0846 , 0.0801 , 0.10534 , 0.11268 , 0.12522 , 0.09065 , 0.01351 , 0.03816 , 0.10857 , 0.04292 , 0 , 0.0513 , 0.03869 , 0.03812 , 0.02705 , 0.04174 , 0.05721 , 0.02899 , 0.1117 , 0.11229 , 0.02667 , 0.05336 , 0.05511 , 0.01411 , 0 , 0.08463 , 0.03978 , 0.02669 , 0.01371 , 0.02669 , 0.02785 , 0.02666 , 0 , 0.01352 , 0.02687 , 0.01352 , 0.04179 , 0.04004 , 0.00056 , 0.01298 , 0.06835 , 0.13363 , 0.13241 , 0.06952 , 0.14877 , 0.09484 , 0.04282 , 0.06835 , 0.0543 , 0.0943 
 312 , 0.07801 , 0.05806 , 0.05317 , 0.02072 , 0.0204 , 0.06822 , 0.14037 , 0.1188 , 0.09742 , 0.0966 , 0.09877 , 0.08667 , 0.11054 , 0.11282 , 0.11964 , 0.09324 , 0.02085 , 0.03645 , 0.10366 , 0.05177 , 0 , 0.06007 , 0.0503 , 0.02929 , 0.03139 , 0.04848 , 0.05984 , 0.03445 , 0.10826 , 0.1252 , 0.02746 , 0.05424 , 0.06506 , 0.01753 , 0 , 0.08081 , 0.03757 , 0.03432 , 0.01751 , 0.02746 , 0.03096 , 0.03096 , 0.00353 , 0.01377 , 0.03065 , 0.0174 , 0.04577 , 0.04753 , 0.0166 , 0.01341 , 0.06789 , 0.14603 , 0.13728 , 0.07762 , 0.16526 , 0.10134 , 0.05094 , 0.0748 , 0.06418 , 0.10132 
 313 , 0.08897 , 0.06185 , 0.05294 , 0.0285 , 0.01211 , 0.08303 , 0.16023 , 0.12943 , 0.0979 , 0.09898 , 0.11619 , 0.09309 , 0.11494 , 0.11505 , 0.11376 , 0.09327 , 0.02845 , 0.03269 , 0.09502 , 0.06164 , 0 , 0.06767 , 0.06174 , 0.01746 , 0.03508 , 0.05553 , 0.06296 , 0.04207 , 0.10327 , 0.13955 , 0.02713 , 0.05356 , 0.07592 , 0.02149 , 0 , 0.0754 , 0.03327 , 0.04174 , 0.02112 , 0.02713 , 0.0346 , 0.0346 , 0.00751 , 0.01344 , 0.0344 , 0.02116 , 0.04912 , 0.05489 , 0.03535 , 0.01331 , 0.0663 , 0.16073 , 0.1439 , 0.0868 , 0.18403 , 0.10761 , 0.0614 , 0.08089 , 0.0749 , 0.10763 
 314 , 0.09975 , 0.06561 , 0.05271 , 0.03609 , 0.00408 , 0.09772 , 0.18008 , 0.13989 , 0.09835 , 0.1013 , 0.13294 , 0.09931 , 0.11933 , 0.11723 , 0.10806 , 0.0933 , 0.03574 , 0.02895 , 0.08652 , 0.07091 , 0 , 0.0751 , 0.07291 , 0.0059 , 0.03867 , 0.0623 , 0.06597 , 0.0495 , 0.09836 , 0.15355 , 0.02681 , 0.0529 , 0.08652 , 0.02538 , 0 , 0.07016 , 0.02911 , 0.04893 , 0.02455 , 0.02681 , 0.03816 , 0.03816 , 0.01136 , 0.01313 , 0.03809 , 0.02479 , 0.05236 , 0.06207 , 0.05353 , 0.01321 , 0.06478 , 0.17531 , 0.15042 , 0.0955 , 0.20196 , 0.11369 , 0.07146 , 0.0867 , 0.08538 , 0.11369 
 315 , 0.11031 , 0.07282 , 0.05942 , 0.04718 , 0.011 , 0.11195 , 0.19088 , 0.15414 , 0.10778 , 0.11103 , 0.14513 , 0.11307 , 0.1299 , 0.12863 , 0.11347 , 0.10384 , 0.04312 , 0.0362 , 0.09073 , 0.08692 , 0.01093 , 0.08755 , 0.08399 , 0.01281 , 0.04751 , 0.07292 , 0.07473 , 0.06221 , 0.10884 , 0.16931 , 0.03587 , 0.05979 , 0.10104 , 0.03483 , 0.00737 , 0.07457 , 0.0421 , 0.05992 , 0.03346 , 0.03744 , 0.04342 , 0.04907 , 0.02072 , 0.02387 , 0.04866 , 0.04127 , 0.06658 , 0.06538 , 0.06664 , 0.026 , 0.07454 , 0.18643 , 0.15503 , 0.10315 , 0.21835 , 0.12148 , 0.08584 , 0.09645 , 0.0995 , 0.12331 
