
Wavelength,LMAT_00155.spu,LMAT_00156.spu,LMAT_00157.spu,LMAT_00158.spu,LMAT_00159.spu,LMAT_00160.spu,LMAT_00161.spu,LMAT_00162.spu,LMAT_00163.spu,LMAT_00164.spu,LMAT_00165.spu,LMAT_00166.spu,LMAT_00167.spu,LMAT_00168.spu,LMAT_00169.spu,LMAT_00170.spu,LMAT_00171.spu,LMAT_00172.spu,LMAT_00173.spu,LMAT_00174.spu,LMAT_00175.spu,LMAT_00176.spu,LMAT_00177.spu,LMAT_00178.spu,LMAT_00179.spu
 320 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 321 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 322 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00271 , 0 , 0 , 0.00279 , 0 , 0 , 0.0055 , 0.00856 , 0 , 0 , 0.01623 
 323 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0064 , 0 , 0 , 0.0066 , 0 , 0 , 0.01304 , 0.0202 , 0 , 0 , 0.03847 
 324 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.01 , 0 , 0 , 0.01037 , 0 , 0 , 0.02047 , 0.03158 , 0 , 0 , 0.06038 
 325 , 0 , 0 , 0.00805 , 0.01381 , 0.00699 , 0.00907 , 0 , 0.01695 , 0.01587 , 0 , 0.01451 , 0.00732 , 0.00249 , 0.01756 , 0.0267 , 0 , 0.00725 , 0.03271 , 0.00996 , 0 , 0.0388 , 0.05113 , 0.00729 , 0.01224 , 0.08666 
 326 , 0 , 0 , 0.03056 , 0.05299 , 0.0268 , 0.03517 , 0 , 0.06528 , 0.06172 , 0 , 0.05577 , 0.02795 , 0.00952 , 0.06696 , 0.06736 , 0 , 0.02789 , 0.08846 , 0.03825 , 0 , 0.0772 , 0.08537 , 0.0283 , 0.04773 , 0.12109 
 327 , 0 , 0 , 0.05149 , 0.09011 , 0.04556 , 0.06041 , 0 , 0.11143 , 0.10636 , 0 , 0.09505 , 0.0473 , 0.01616 , 0.11325 , 0.10581 , 0 , 0.04752 , 0.14034 , 0.06515 , 0 , 0.11371 , 0.11721 , 0.04873 , 0.08246 , 0.15404 
 328 , 0 , 0 , 0.07102 , 0.12535 , 0.06336 , 0.08483 , 0 , 0.15554 , 0.14981 , 0 , 0.13248 , 0.06549 , 0.02245 , 0.15671 , 0.14223 , 0 , 0.06624 , 0.18876 , 0.09075 , 0 , 0.14848 , 0.1469 , 0.06857 , 0.11643 , 0.18562 
 329 , 0 , 0 , 0.08561 , 0.14829 , 0.07184 , 0.10112 , 0.00293 , 0.16298 , 0.16937 , 0.00298 , 0.14755 , 0.07731 , 0.03504 , 0.17436 , 0.1606 , 0 , 0.07527 , 0.2046 , 0.10002 , 0.00652 , 0.15805 , 0.16768 , 0.08084 , 0.12765 , 0.21446 
 330 , 0 , 0 , 0.09962 , 0.16981 , 0.07957 , 0.1162 , 0.00588 , 0.16868 , 0.18714 , 0.00602 , 0.16118 , 0.0883 , 0.04749 , 0.19021 , 0.17765 , 0 , 0.08353 , 0.21862 , 0.10828 , 0.01301 , 0.16632 , 0.18728 , 0.09224 , 0.13743 , 0.24179 
 331 , 0 , 0 , 0.11329 , 0.19043 , 0.08693 , 0.1304 , 0.00873 , 0.1741 , 0.20405 , 0.00898 , 0.17429 , 0.09875 , 0.05953 , 0.20535 , 0.19416 , 0 , 0.09144 , 0.23229 , 0.11623 , 0.0192 , 0.17437 , 0.20612 , 0.10304 , 0.14665 , 0.26771 
 332 , 0.02012 , 0.01671 , 0.13708 , 0.2185 , 0.10243 , 0.15146 , 0.02471 , 0.19887 , 0.22852 , 0.0288 , 0.2018 , 0.12123 , 0.08348 , 0.22954 , 0.21733 , 0.01609 , 0.11468 , 0.26064 , 0.1377 , 0.03611 , 0.19913 , 0.2329 , 0.12566 , 0.17081 , 0.30241 
 333 , 0.05357 , 0.04436 , 0.16709 , 0.25134 , 0.12338 , 0.17711 , 0.04945 , 0.23652 , 0.25779 , 0.05957 , 0.23847 , 0.15187 , 0.11515 , 0.25978 , 0.24454 , 0.04316 , 0.14806 , 0.29821 , 0.16795 , 0.06031 , 0.23478 , 0.26474 , 0.15589 , 0.20507 , 0.34279 
 334 , 0.08553 , 0.07064 , 0.19545 , 0.28288 , 0.14362 , 0.2019 , 0.07323 , 0.27272 , 0.28574 , 0.08878 , 0.2732 , 0.18161 , 0.14549 , 0.28911 , 0.27033 , 0.06941 , 0.18007 , 0.33356 , 0.19674 , 0.08376 , 0.26867 , 0.29524 , 0.18468 , 0.23828 , 0.3817 
 335 , 0.11383 , 0.0936 , 0.22324 , 0.31371 , 0.16605 , 0.22774 , 0.09695 , 0.30822 , 0.31468 , 0.11544 , 0.30689 , 0.21114 , 0.17287 , 0.31919 , 0.29517 , 0.09402 , 0.21056 , 0.36727 , 0.22591 , 0.10679 , 0.30158 , 0.32618 , 0.21352 , 0.2702 , 0.41877 
 336 , 0.13208 , 0.10753 , 0.2533 , 0.34555 , 0.19889 , 0.26015 , 0.12292 , 0.34516 , 0.35109 , 0.13649 , 0.34192 , 0.24244 , 0.19257 , 0.35519 , 0.32037 , 0.11443 , 0.23906 , 0.40053 , 0.26051 , 0.13018 , 0.33558 , 0.36267 , 0.2465 , 0.30028 , 0.45323 
 337 , 0.14938 , 0.12088 , 0.28169 , 0.37572 , 0.22985 , 0.29057 , 0.14731 , 0.38022 , 0.38597 , 0.15644 , 0.37488 , 0.27219 , 0.21098 , 0.38898 , 0.3442 , 0.1337 , 0.26614 , 0.43216 , 0.29412 , 0.15223 , 0.36748 , 0.39713 , 0.27818 , 0.32866 , 0.48577 
 338 , 0.16581 , 0.13369 , 0.30855 , 0.40437 , 0.25908 , 0.31918 , 0.17025 , 0.41352 , 0.41941 , 0.17537 , 0.40595 , 0.30051 , 0.22821 , 0.42077 , 0.36678 , 0.15192 , 0.29192 , 0.46226 , 0.32678 , 0.17306 , 0.39747 , 0.42974 , 0.30865 , 0.35548 , 0.51653 
 339 , 0.19443 , 0.16652 , 0.34187 , 0.44509 , 0.29299 , 0.35627 , 0.20463 , 0.44925 , 0.45893 , 0.20932 , 0.43637 , 0.33741 , 0.26901 , 0.46258 , 0.41043 , 0.18985 , 0.32509 , 0.5044 , 0.35829 , 0.20475 , 0.43783 , 0.47668 , 0.34352 , 0.39585 , 0.56022 
 340 , 0.22393 , 0.20135 , 0.37506 , 0.48583 , 0.326 , 0.39369 , 0.2399 , 0.48365 , 0.49743 , 0.24468 , 0.46527 , 0.37405 , 0.31262 , 0.50456 , 0.45615 , 0.22944 , 0.35808 , 0.54683 , 0.38763 , 0.23675 , 0.47818 , 0.52462 , 0.37729 , 0.43662 , 0.60423 
 341 , 0.25168 , 0.23394 , 0.40659 , 0.52378 , 0.35689 , 0.42956 , 0.27355 , 0.51588 , 0.53326 , 0.27822 , 0.49252 , 0.40837 , 0.35409 , 0.54445 , 0.49946 , 0.2665 , 0.38914 , 0.58678 , 0.41464 , 0.26668 , 0.51613 , 0.57039 , 0.40873 , 0.47478 , 0.64564 
 342 , 0.27611 , 0.26057 , 0.43857 , 0.55833 , 0.38304 , 0.46043 , 0.30264 , 0.55092 , 0.56421 , 0.30428 , 0.52413 , 0.43944 , 0.38666 , 0.58039 , 0.53707 , 0.29653 , 0.42269 , 0.62783 , 0.44305 , 0.29352 , 0.54767 , 0.61111 , 0.43837 , 0.51059 , 0.6864 
 343 , 0.29715 , 0.28111 , 0.4714 , 0.58983 , 0.40436 , 0.48572 , 0.3268 , 0.58991 , 0.59031 , 0.32209 , 0.56121 , 0.46739 , 0.4094 , 0.61207 , 0.56871 , 0.31926 , 0.45944 , 0.67084 , 0.47387 , 0.31747 , 0.57251 , 0.64628 , 0.4667 , 0.54442 , 0.72708 
 344 , 0.31712 , 0.30077 , 0.5027 , 0.61999 , 0.42469 , 0.50971 , 0.34993 , 0.62741 , 0.61519 , 0.3389 , 0.5968 , 0.49397 , 0.43101 , 0.64187 , 0.59893 , 0.34085 , 0.49421 , 0.71208 , 0.5034 , 0.3403 , 0.5962 , 0.6795 , 0.49385 , 0.57655 , 0.76588 
 345 , 0.33689 , 0.3201 , 0.53326 , 0.65089 , 0.44563 , 0.53343 , 0.37246 , 0.66372 , 0.64068 , 0.35616 , 0.63118 , 0.52065 , 0.45261 , 0.67132 , 0.62871 , 0.36194 , 0.52686 , 0.75199 , 0.53183 , 0.36258 , 0.62033 , 0.71217 , 0.52128 , 0.60764 , 0.80404 
 346 , 0.36586 , 0.34565 , 0.57174 , 0.70591 , 0.48559 , 0.56835 , 0.39957 , 0.70249 , 0.68784 , 0.38956 , 0.66844 , 0.5641 , 0.48755 , 0.71616 , 0.66989 , 0.3894 , 0.55399 , 0.79567 , 0.56178 , 0.39017 , 0.6634 , 0.7589 , 0.56601 , 0.64495 , 0.85517 
 347 , 0.39356 , 0.36979 , 0.60826 , 0.75916 , 0.52396 , 0.60147 , 0.42527 , 0.73942 , 0.73292 , 0.42187 , 0.70341 , 0.60557 , 0.52031 , 0.75892 , 0.70869 , 0.41548 , 0.57977 , 0.83713 , 0.58994 , 0.41656 , 0.70427 , 0.80342 , 0.60863 , 0.68021 , 0.90388 
 348 , 0.42009 , 0.39263 , 0.64297 , 0.81072 , 0.56082 , 0.63292 , 0.44967 , 0.77464 , 0.77606 , 0.45315 , 0.73629 , 0.64517 , 0.55109 , 0.79974 , 0.74529 , 0.44028 , 0.60429 , 0.87653 , 0.61647 , 0.44182 , 0.74309 , 0.84589 , 0.64928 , 0.71359 , 0.95034 
 349 , 0.44835 , 0.41919 , 0.68071 , 0.85345 , 0.59481 , 0.66666 , 0.47563 , 0.81367 , 0.81151 , 0.48351 , 0.78035 , 0.68099 , 0.58347 , 0.83883 , 0.78717 , 0.46394 , 0.63727 , 0.9238 , 0.65125 , 0.47192 , 0.78275 , 0.88375 , 0.68357 , 0.74933 , 0.99741 
 350 , 0.47648 , 0.44675 , 0.71873 , 0.89122 , 0.62647 , 0.70012 , 0.50136 , 0.85314 , 0.8427 , 0.51213 , 0.82816 , 0.71424 , 0.61595 , 0.87616 , 0.83021 , 0.48653 , 0.67274 , 0.97292 , 0.68851 , 0.50288 , 0.82166 , 0.91862 , 0.71419 , 0.78497 , 1.04327 
 351 , 0.50331 , 0.47331 , 0.75513 , 0.92704 , 0.65641 , 0.73168 , 0.5257 , 0.89076 , 0.87221 , 0.53889 , 0.87435 , 0.74586 , 0.64732 , 0.91176 , 0.87147 , 0.50808 , 0.7066 , 1.01976 , 0.72418 , 0.53215 , 0.85876 , 0.95173 , 0.74316 , 0.81884 , 1.08683 
 352 , 0.52683 , 0.49628 , 0.78391 , 0.95605 , 0.68184 , 0.76002 , 0.54875 , 0.92235 , 0.89966 , 0.56174 , 0.90989 , 0.7744 , 0.67421 , 0.94171 , 0.9037 , 0.53136 , 0.73654 , 1.05475 , 0.75463 , 0.55751 , 0.89019 , 0.98271 , 0.76829 , 0.85007 , 1.12583 
 353 , 0.54498 , 0.51285 , 0.79888 , 0.97325 , 0.69985 , 0.78381 , 0.57058 , 0.94356 , 0.92468 , 0.57867 , 0.9253 , 0.79837 , 0.693 , 0.96197 , 0.91943 , 0.55927 , 0.76008 , 1.06805 , 0.77601 , 0.57671 , 0.91193 , 1.01115 , 0.78735 , 0.87772 , 1.15797 
 354 , 0.56215 , 0.52848 , 0.81302 , 0.98947 , 0.71685 , 0.80665 , 0.59132 , 0.96364 , 0.94852 , 0.59486 , 0.93985 , 0.82117 , 0.71074 , 0.98107 , 0.93423 , 0.58607 , 0.7824 , 1.08059 , 0.79632 , 0.59493 , 0.9325 , 1.03816 , 0.80546 , 0.904 , 1.1885 
 355 , 0.57844 , 0.54324 , 0.82638 , 1.00478 , 0.73292 , 0.8286 , 0.61106 , 0.98268 , 0.97127 , 0.61035 , 0.95362 , 0.84287 , 0.72751 , 0.99912 , 0.94819 , 0.61183 , 0.80357 , 1.09245 , 0.81563 , 0.61225 , 0.95199 , 1.06384 , 0.82269 , 0.92901 , 1.21752 
 356 , 0.58358 , 0.54824 , 0.83212 , 1.00841 , 0.73999 , 0.83605 , 0.61625 , 0.98846 , 0.98053 , 0.61332 , 0.96163 , 0.84923 , 0.7296 , 1.00481 , 0.95453 , 0.61178 , 0.81524 , 1.10389 , 0.81912 , 0.61214 , 0.96047 , 1.0635 , 0.82914 , 0.93789 , 1.2201 
 357 , 0.58796 , 0.55255 , 0.83725 , 1.01129 , 0.74637 , 0.8425 , 0.62051 , 0.99336 , 0.98878 , 0.61554 , 0.96901 , 0.85454 , 0.73088 , 1.00967 , 0.96026 , 0.61046 , 0.82594 , 1.11485 , 0.82168 , 0.61118 , 0.96803 , 1.06192 , 0.83477 , 0.94565 , 1.22126 
 358 , 0.59216 , 0.55666 , 0.84217 , 1.01402 , 0.75253 , 0.84869 , 0.62457 , 0.99804 , 0.99669 , 0.61767 , 0.97603 , 0.8596 , 0.73211 , 1.01435 , 0.96578 , 0.60921 , 0.83617 , 1.12535 , 0.82412 , 0.61027 , 0.97526 , 1.06041 , 0.84015 , 0.95315 , 1.22237 
 359 , 0.60282 , 0.56751 , 0.85637 , 1.03029 , 0.76687 , 0.86223 , 0.63577 , 1.01281 , 1.0156 , 0.62759 , 0.99165 , 0.87254 , 0.74346 , 1.02977 , 0.98201 , 0.61586 , 0.85395 , 1.14447 , 0.83814 , 0.62065 , 0.99319 , 1.07542 , 0.85749 , 0.96978 , 1.24395 
 360 , 0.6179 , 0.58307 , 0.87696 , 1.056 , 0.78679 , 0.88066 , 0.65191 , 1.03438 , 1.04197 , 0.64282 , 1.01315 , 0.89088 , 0.76179 , 1.05241 , 1.0054 , 0.62796 , 0.87694 , 1.16946 , 0.86029 , 0.63896 , 1.01844 , 1.10187 , 0.88294 , 0.99258 , 1.27982 
 361 , 0.63228 , 0.59805 , 0.89668 , 1.08069 , 0.80587 , 0.89814 , 0.66741 , 1.05485 , 1.06713 , 0.65731 , 1.0337 , 0.90841 , 0.7793 , 1.0739 , 1.02755 , 0.63951 , 0.89903 , 1.19339 , 0.88161 , 0.65659 , 1.04254 , 1.12711 , 0.90716 , 1.01433 , 1.31428 
 362 , 0.64462 , 0.61027 , 0.91544 , 1.10375 , 0.82242 , 0.91494 , 0.68175 , 1.07478 , 1.08967 , 0.66955 , 1.0513 , 0.92411 , 0.7953 , 1.09338 , 1.04878 , 0.65058 , 0.91763 , 1.21565 , 0.90006 , 0.67093 , 1.06432 , 1.15057 , 0.92872 , 1.03596 , 1.34362 
 363 , 0.65061 , 0.61294 , 0.93243 , 1.1229 , 0.83117 , 0.93176 , 0.69317 , 1.09557 , 1.10509 , 0.67506 , 1.05963 , 0.93456 , 0.80749 , 1.1081 , 1.07037 , 0.66109 , 0.92445 , 1.23352 , 0.90882 , 0.6737 , 1.08006 , 1.17048 , 0.94331 , 1.05983 , 1.35645 
 364 , 0.65627 , 0.61544 , 0.94853 , 1.14114 , 0.83946 , 0.94782 , 0.70407 , 1.11538 , 1.11973 , 0.68031 , 1.06751 , 0.94443 , 0.81907 , 1.12209 , 1.09119 , 0.67106 , 0.93086 , 1.25036 , 0.91707 , 0.67629 , 1.09505 , 1.18953 , 0.95724 , 1.08261 , 1.36862 
 365 , 0.66163 , 0.6178 , 0.96381 , 1.15853 , 0.84733 , 0.96317 , 0.71449 , 1.13429 , 1.13365 , 0.68531 , 1.07498 , 0.95378 , 0.83009 , 1.13539 , 1.11127 , 0.68054 , 0.93689 , 1.26623 , 0.92484 , 0.6787 , 1.10933 , 1.20779 , 0.97056 , 1.10437 , 1.38018 
 366 , 0.66466 , 0.61789 , 0.96586 , 1.15294 , 0.8462 , 0.96046 , 0.7125 , 1.12783 , 1.12816 , 0.68915 , 1.0704 , 0.95188 , 0.82844 , 1.13196 , 1.10673 , 0.67899 , 0.93764 , 1.26881 , 0.91984 , 0.67924 , 1.10848 , 1.20232 , 0.9701 , 1.10006 , 1.38129 
 367 , 0.66719 , 0.6176 , 0.96519 , 1.14284 , 0.84331 , 0.95412 , 0.70803 , 1.1164 , 1.1189 , 0.69266 , 1.06356 , 0.9478 , 0.82426 , 1.12523 , 1.09723 , 0.67525 , 0.93739 , 1.26871 , 0.91247 , 0.6795 , 1.10454 , 1.19213 , 0.9668 , 1.09056 , 1.38028 
 368 , 0.66962 , 0.61731 , 0.96454 , 1.13323 , 0.84053 , 0.94811 , 0.7038 , 1.10549 , 1.11004 , 0.69602 , 1.05702 , 0.94388 , 0.82026 , 1.11878 , 1.08823 , 0.6717 , 0.93716 , 1.26861 , 0.90542 , 0.67975 , 1.10078 , 1.18242 , 0.96365 , 1.08159 , 1.37931 
 369 , 0.65331 , 0.59971 , 0.93999 , 1.10055 , 0.81774 , 0.92459 , 0.68413 , 1.07336 , 1.07731 , 0.67613 , 1.02666 , 0.91851 , 0.79832 , 1.08797 , 1.05559 , 0.65334 , 0.91592 , 1.23671 , 0.87998 , 0.66289 , 1.07335 , 1.14876 , 0.93822 , 1.05195 , 1.34419 
 370 , 0.61599 , 0.56274 , 0.88857 , 1.042 , 0.77253 , 0.88138 , 0.64727 , 1.0174 , 1.01787 , 0.63027 , 0.96956 , 0.86908 , 0.75627 , 1.0298 , 0.99661 , 0.61843 , 0.87089 , 1.16915 , 0.83385 , 0.62672 , 1.01926 , 1.08838 , 0.88785 , 0.99918 , 1.27091 
 371 , 0.58213 , 0.52907 , 0.84182 , 0.9882 , 0.73127 , 0.84166 , 0.61352 , 0.96604 , 0.96354 , 0.58847 , 0.91709 , 0.82402 , 0.71799 , 0.97661 , 0.9426 , 0.5865 , 0.82988 , 1.10779 , 0.79152 , 0.5937 , 0.96961 , 1.03335 , 0.84182 , 0.95058 , 1.20462 
 372 , 0.55075 , 0.49814 , 0.79805 , 0.93769 , 0.69296 , 0.80369 , 0.58205 , 0.9178 , 0.91256 , 0.55018 , 0.86781 , 0.78141 , 0.68172 , 0.92669 , 0.89192 , 0.55688 , 0.79114 , 1.05096 , 0.75164 , 0.56263 , 0.92293 , 0.98165 , 0.79891 , 0.90475 , 1.14309 
 373 , 0.51007 , 0.46176 , 0.73656 , 0.86736 , 0.64347 , 0.74269 , 0.53998 , 0.84975 , 0.84054 , 0.50719 , 0.7995 , 0.71731 , 0.62524 , 0.85544 , 0.82052 , 0.51848 , 0.7318 , 0.97592 , 0.69428 , 0.51713 , 0.85462 , 0.9053 , 0.74072 , 0.83785 , 1.05849 
 374 , 0.47522 , 0.4308 , 0.684 , 0.80769 , 0.60116 , 0.69079 , 0.50416 , 0.79192 , 0.77957 , 0.4708 , 0.74167 , 0.66279 , 0.57755 , 0.79514 , 0.76037 , 0.48585 , 0.68139 , 0.91221 , 0.64557 , 0.47871 , 0.79723 , 0.84088 , 0.69142 , 0.7813 , 0.98668 
 375 , 0.44504 , 0.40414 , 0.63856 , 0.75641 , 0.56457 , 0.6461 , 0.4733 , 0.74216 , 0.72729 , 0.43961 , 0.6921 , 0.61586 , 0.53673 , 0.74346 , 0.709 , 0.45778 , 0.63803 , 0.85744 , 0.60371 , 0.44585 , 0.74834 , 0.78581 , 0.64912 , 0.73288 , 0.92496 
 376 , 0.389 , 0.35268 , 0.55933 , 0.66217 , 0.49399 , 0.56452 , 0.41364 , 0.65041 , 0.63626 , 0.38314 , 0.60539 , 0.5381 , 0.46913 , 0.64856 , 0.61994 , 0.40111 , 0.55822 , 0.75135 , 0.52551 , 0.3901 , 0.65569 , 0.68729 , 0.56743 , 0.64204 , 0.80905 
 377 , 0.33586 , 0.30358 , 0.48502 , 0.57275 , 0.42677 , 0.4874 , 0.35654 , 0.56316 , 0.55042 , 0.32967 , 0.52371 , 0.46561 , 0.40599 , 0.5586 , 0.53597 , 0.34672 , 0.48289 , 0.64983 , 0.45163 , 0.33781 , 0.56736 , 0.59431 , 0.48936 , 0.5558 , 0.69899 
 378 , 0.29575 , 0.26647 , 0.42899 , 0.5051 , 0.37616 , 0.42919 , 0.3133 , 0.49703 , 0.48522 , 0.28917 , 0.46183 , 0.41072 , 0.35809 , 0.49055 , 0.47217 , 0.30572 , 0.42625 , 0.573 , 0.39608 , 0.29816 , 0.50053 , 0.52402 , 0.43032 , 0.49077 , 0.61596 
 379 , 0.25186 , 0.2265 , 0.36598 , 0.43008 , 0.31984 , 0.36506 , 0.2665 , 0.42299 , 0.41286 , 0.2456 , 0.39347 , 0.34953 , 0.3047 , 0.41655 , 0.40206 , 0.2604 , 0.36386 , 0.48911 , 0.33607 , 0.25377 , 0.42688 , 0.44659 , 0.36578 , 0.41912 , 0.52495 
 380 , 0.19994 , 0.17991 , 0.28943 , 0.34033 , 0.25217 , 0.2887 , 0.21184 , 0.33369 , 0.32649 , 0.195 , 0.31194 , 0.27616 , 0.24072 , 0.32978 , 0.31913 , 0.20627 , 0.28937 , 0.39014 , 0.26595 , 0.20044 , 0.33927 , 0.35448 , 0.28979 , 0.3337 , 0.4171 
 381 , 0.16547 , 0.14891 , 0.23855 , 0.28077 , 0.20732 , 0.23795 , 0.1756 , 0.2744 , 0.2693 , 0.16137 , 0.25778 , 0.22762 , 0.19831 , 0.2723 , 0.26414 , 0.17034 , 0.2399 , 0.3245 , 0.21951 , 0.1652 , 0.2812 , 0.29335 , 0.23953 , 0.27702 , 0.3456 
 382 , 0.14092 , 0.12679 , 0.20229 , 0.23836 , 0.17541 , 0.20177 , 0.1498 , 0.23218 , 0.22863 , 0.13741 , 0.21917 , 0.19313 , 0.16814 , 0.23142 , 0.22502 , 0.14477 , 0.20466 , 0.27778 , 0.18648 , 0.14017 , 0.23988 , 0.24982 , 0.20382 , 0.23665 , 0.29472 
 383 , 0.11188 , 0.09996 , 0.16022 , 0.18905 , 0.13941 , 0.16006 , 0.1189 , 0.18431 , 0.18053 , 0.10792 , 0.17227 , 0.15223 , 0.13271 , 0.1826 , 0.1774 , 0.11532 , 0.16288 , 0.22034 , 0.1473 , 0.11059 , 0.19059 , 0.19742 , 0.16215 , 0.18829 , 0.2331 
 384 , 0.09262 , 0.08216 , 0.13231 , 0.15632 , 0.11553 , 0.13242 , 0.09839 , 0.15257 , 0.14859 , 0.08835 , 0.14116 , 0.12512 , 0.10922 , 0.15029 , 0.14581 , 0.09582 , 0.13515 , 0.18225 , 0.12131 , 0.091 , 0.15791 , 0.16272 , 0.13454 , 0.15626 , 0.19229 
 385 , 0.07939 , 0.06992 , 0.1131 , 0.13379 , 0.09909 , 0.11342 , 0.08429 , 0.13073 , 0.12661 , 0.07488 , 0.11976 , 0.10648 , 0.09307 , 0.12809 , 0.12409 , 0.08244 , 0.11609 , 0.15608 , 0.10344 , 0.07753 , 0.13545 , 0.13889 , 0.11557 , 0.13427 , 0.16426 
 386 , 0.06816 , 0.06012 , 0.09736 , 0.11499 , 0.08544 , 0.09777 , 0.0726 , 0.11234 , 0.10886 , 0.06432 , 0.10288 , 0.09154 , 0.08019 , 0.10994 , 0.10676 , 0.07117 , 0.10037 , 0.13488 , 0.08893 , 0.06691 , 0.1172 , 0.12003 , 0.09972 , 0.11609 , 0.14166 
 387 , 0.05907 , 0.05248 , 0.08491 , 0.09994 , 0.07453 , 0.08534 , 0.06327 , 0.09754 , 0.09495 , 0.0562 , 0.08986 , 0.07989 , 0.07016 , 0.0956 , 0.09326 , 0.0621 , 0.08788 , 0.11819 , 0.07752 , 0.05871 , 0.1028 , 0.10542 , 0.08702 , 0.1016 , 0.12394 
