  time  ,00:11 PM,00:24 PM,00:41 PM,00:56 PM,01:52 PM,02:10 PM,02:21 PM,02:37 PM,02:51 PM,03:38 PM,03:57 PM,04:10 PM,04:19 PM,04:32 PM,04:45 PM,05:25 PM,05:38 PM,05:51 PM,06:05 PM,06:19 PM,07:05 PM,07:17 PM,07:45 PM,07:58 PM,08:13 PM,09:03 PM,09:15 PM,09:27 PM,09:38 PM,09:52 PM,10:31 PM,10:42 PM,10:56 PM,11:11 PM,11:23 PM,11:39 PM,11:49 PM,12:01 PM,12:13 PM,12:24 PM,13:02 PM,13:13 PM,13:28 PM,13:39 PM,13:50 PM,14:36 PM,14:54 PM,15:05 PM,15:18 PM,15:31 PM,17:09 PM,17:20 PM,17:30 PM,17:39 PM,17:50 PM,18:24 PM,18:36 PM,18:46 PM,18:56 PM,19:05 PM,19:43 PM,19:52 PM,20:02 PM,20:12 PM,20:22 PM,20:45 PM,21:01 PM,21:15 PM,21:29 PM,21:59 PM,22:39 PM,22:49 PM,23:00 PM,23:10 PM,23:22 PM,24:00 PM,24:09 PM,24:19 PM,24:30 PM,24:41 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 765 , 0.71486 , 0.77722 , 0.83188 , 0.67675 , 0.74585 , 0.42171 , 0.80146 , 0.25861 , 0.79101 , 0.80768 , 0.67235 , 0.77243 , 0.69753 , 0.92358 , 0.83624 , 0.97971 , 0.91686 , 0.99508 , 0.79176 , 0.60685 , 0.51566 , 0.64594 , 0.93215 , 1.03707 , 0.88202 , 0.61732 , 0.76889 , 0.53552 , 0.54096 , 0.48805 , 0.39825 , 0.57922 , 0.32879 , 0.42464 , 0.44593 , 0.68859 , 0.76668 , 1.0425 , 0.76177 , 0.75115 , 0.9447 , 0.76753 , 1.00284 , 1.0241 , 0.78699 , 0.78398 , 0.73369 , 0.78188 , 0.5816 , 0.6293 , 0.79029 , 0.85095 , 0.75983 , 0.7321 , 0.67128 , 0.99214 , 1.12388 , 0.99265 , 0.92131 , 1.23054 , 0.78711 , 0.87834 , 0.80764 , 0.53765 , 0.68562 , 0.78508 , 0.73475 , 0.80503 , 0.74366 , 0.85515 , 0.86643 , 0.94639 , 0.68743 , 0.57467 , 0.7317 , 0.72245 , 0.80808 , 0.85523 , 0.92096 , 0.80207 
 766 , 0.71322 , 0.77584 , 0.83013 , 0.67436 , 0.74298 , 0.42069 , 0.80026 , 0.25682 , 0.79039 , 0.80556 , 0.66943 , 0.77005 , 0.69546 , 0.92126 , 0.83415 , 0.9784 , 0.91574 , 0.99293 , 0.79054 , 0.60442 , 0.51308 , 0.64442 , 0.92972 , 1.03464 , 0.8804 , 0.61548 , 0.76915 , 0.53402 , 0.53862 , 0.48687 , 0.39766 , 0.58036 , 0.32775 , 0.42514 , 0.44436 , 0.68608 , 0.76495 , 1.04084 , 0.75981 , 0.74952 , 0.94162 , 0.76516 , 1.0004 , 1.02105 , 0.78432 , 0.78284 , 0.7317 , 0.7807 , 0.57961 , 0.62769 , 0.7876 , 0.84936 , 0.75873 , 0.72989 , 0.66937 , 0.98949 , 1.12248 , 0.98864 , 0.91882 , 1.2292 , 0.78578 , 0.87749 , 0.80684 , 0.53589 , 0.68378 , 0.78343 , 0.7336 , 0.80338 , 0.74205 , 0.85229 , 0.86552 , 0.94628 , 0.68655 , 0.57381 , 0.73041 , 0.7207 , 0.80542 , 0.85437 , 0.91871 , 0.79981 
 767 , 0.71121 , 0.774 , 0.8279 , 0.67171 , 0.73985 , 0.41946 , 0.79857 , 0.25505 , 0.78923 , 0.80306 , 0.66632 , 0.76732 , 0.69308 , 0.91849 , 0.83163 , 0.97647 , 0.91406 , 0.99025 , 0.78882 , 0.60182 , 0.51041 , 0.64257 , 0.92685 , 1.03165 , 0.87829 , 0.61338 , 0.76876 , 0.53228 , 0.53616 , 0.48545 , 0.39684 , 0.58098 , 0.3266 , 0.42528 , 0.44265 , 0.68334 , 0.76281 , 1.03858 , 0.75747 , 0.7475 , 0.93817 , 0.76245 , 0.99747 , 1.01754 , 0.78134 , 0.78122 , 0.72939 , 0.77903 , 0.57739 , 0.62578 , 0.78459 , 0.84731 , 0.75715 , 0.72737 , 0.66716 , 0.98639 , 1.12036 , 0.9843 , 0.9159 , 1.22703 , 0.78399 , 0.87607 , 0.80551 , 0.53393 , 0.68164 , 0.78136 , 0.73201 , 0.80131 , 0.74006 , 0.84913 , 0.86403 , 0.94545 , 0.68525 , 0.57262 , 0.7287 , 0.7186 , 0.80244 , 0.85295 , 0.91601 , 0.79718 
 768 , 0.70748 , 0.77022 , 0.8235 , 0.66772 , 0.73536 , 0.4174 , 0.79476 , 0.25328 , 0.78586 , 0.79886 , 0.66214 , 0.76273 , 0.68926 , 0.91374 , 0.82721 , 0.97192 , 0.91007 , 0.9853 , 0.78501 , 0.59841 , 0.50728 , 0.63941 , 0.92206 , 1.02619 , 0.87407 , 0.61018 , 0.76579 , 0.5295 , 0.53304 , 0.48308 , 0.39505 , 0.57979 , 0.32508 , 0.42422 , 0.44034 , 0.67949 , 0.75887 , 1.0339 , 0.75343 , 0.74387 , 0.93292 , 0.75817 , 0.99248 , 1.01194 , 0.77686 , 0.77754 , 0.72575 , 0.77534 , 0.57414 , 0.62269 , 0.78012 , 0.8433 , 0.75358 , 0.72341 , 0.6637 , 0.98127 , 1.11525 , 0.9782 , 0.91104 , 1.22137 , 0.78017 , 0.87251 , 0.80198 , 0.53106 , 0.6782 , 0.77748 , 0.72863 , 0.79741 , 0.73643 , 0.84452 , 0.86014 , 0.94176 , 0.68225 , 0.57008 , 0.72525 , 0.71487 , 0.79792 , 0.84918 , 0.91135 , 0.79292 
 769 , 0.70712 , 0.77016 , 0.82305 , 0.66694 , 0.73448 , 0.41732 , 0.79474 , 0.25275 , 0.7862 , 0.79852 , 0.66116 , 0.76179 , 0.68882 , 0.91339 , 0.82671 , 0.97203 , 0.91043 , 0.98509 , 0.78497 , 0.59791 , 0.50663 , 0.63936 , 0.92173 , 1.02564 , 0.87405 , 0.60993 , 0.76649 , 0.52929 , 0.53252 , 0.48303 , 0.39518 , 0.58127 , 0.32514 , 0.42516 , 0.44016 , 0.67895 , 0.75861 , 1.03408 , 0.75303 , 0.74378 , 0.93218 , 0.75755 , 0.99234 , 1.01127 , 0.77617 , 0.77761 , 0.72563 , 0.77536 , 0.57372 , 0.62267 , 0.77944 , 0.84334 , 0.75363 , 0.72293 , 0.66345 , 0.98094 , 1.11556 , 0.97686 , 0.91059 , 1.22158 , 0.78006 , 0.87312 , 0.80222 , 0.53072 , 0.67803 , 0.77735 , 0.72875 , 0.79728 , 0.73634 , 0.8439 , 0.86029 , 0.94245 , 0.68248 , 0.57022 , 0.7252 , 0.71456 , 0.79723 , 0.84935 , 0.91098 , 0.79246 
 770 , 0.70679 , 0.77011 , 0.82262 , 0.6662 , 0.73365 , 0.41725 , 0.79472 , 0.25225 , 0.78652 , 0.79819 , 0.66023 , 0.76091 , 0.6884 , 0.91306 , 0.82625 , 0.97214 , 0.91077 , 0.98489 , 0.78493 , 0.59743 , 0.50601 , 0.63932 , 0.92142 , 1.02511 , 0.87403 , 0.60969 , 0.76714 , 0.52909 , 0.53202 , 0.48298 , 0.3953 , 0.58267 , 0.3252 , 0.42604 , 0.43999 , 0.67843 , 0.75836 , 1.03426 , 0.75266 , 0.74371 , 0.93147 , 0.75697 , 0.9922 , 1.01065 , 0.77551 , 0.77769 , 0.72551 , 0.77538 , 0.57332 , 0.62265 , 0.7788 , 0.84338 , 0.75367 , 0.72248 , 0.66321 , 0.98063 , 1.11585 , 0.9756 , 0.91015 , 1.22178 , 0.77995 , 0.87369 , 0.80244 , 0.5304 , 0.67787 , 0.77722 , 0.72885 , 0.79716 , 0.73625 , 0.84332 , 0.86044 , 0.94311 , 0.6827 , 0.57035 , 0.72517 , 0.71426 , 0.79657 , 0.8495 , 0.91064 , 0.79203 
 771 , 0.69814 , 0.76064 , 0.81266 , 0.65804 , 0.72453 , 0.41245 , 0.78514 , 0.24927 , 0.77724 , 0.78861 , 0.65204 , 0.75117 , 0.68003 , 0.9022 , 0.81613 , 0.96045 , 0.90022 , 0.973 , 0.77558 , 0.59042 , 0.50011 , 0.63184 , 0.91049 , 1.01245 , 0.8637 , 0.6025 , 0.75798 , 0.52286 , 0.52585 , 0.47737 , 0.39083 , 0.57677 , 0.32175 , 0.42167 , 0.43515 , 0.6703 , 0.74927 , 1.02233 , 0.74365 , 0.73502 , 0.9203 , 0.74774 , 0.98057 , 0.99837 , 0.76611 , 0.76846 , 0.71721 , 0.76617 , 0.56649 , 0.61557 , 0.76951 , 0.83359 , 0.7448 , 0.71391 , 0.65544 , 0.96925 , 1.10287 , 0.96364 , 0.89938 , 1.20746 , 0.77067 , 0.86386 , 0.7932 , 0.5243 , 0.66995 , 0.76811 , 0.72038 , 0.78797 , 0.72774 , 0.8335 , 0.85025 , 0.93215 , 0.67487 , 0.56384 , 0.71674 , 0.70586 , 0.78704 , 0.83954 , 0.89984 , 0.78266 
 772 , 0.69837 , 0.76078 , 0.81308 , 0.65838 , 0.72456 , 0.41286 , 0.78536 , 0.24955 , 0.77765 , 0.78892 , 0.65224 , 0.75107 , 0.68025 , 0.90276 , 0.81639 , 0.96075 , 0.90095 , 0.97338 , 0.77597 , 0.59099 , 0.50071 , 0.6323 , 0.91107 , 1.01264 , 0.86421 , 0.60297 , 0.75815 , 0.52327 , 0.52648 , 0.47782 , 0.3913 , 0.57799 , 0.3224 , 0.42255 , 0.43592 , 0.67068 , 0.74962 , 1.02335 , 0.74405 , 0.73563 , 0.92082 , 0.74802 , 0.98121 , 0.99867 , 0.76648 , 0.76886 , 0.71801 , 0.76657 , 0.56681 , 0.61624 , 0.77003 , 0.83429 , 0.74525 , 0.71441 , 0.65596 , 0.97007 , 1.1036 , 0.96403 , 0.89995 , 1.2081 , 0.77104 , 0.8647 , 0.79385 , 0.5249 , 0.67041 , 0.76852 , 0.72081 , 0.78868 , 0.7283 , 0.83419 , 0.8506 , 0.93264 , 0.6754 , 0.56434 , 0.71728 , 0.70631 , 0.7874 , 0.84008 , 0.90038 , 0.78308 
 773 , 0.69858 , 0.76091 , 0.81349 , 0.65871 , 0.7246 , 0.41327 , 0.78558 , 0.24983 , 0.77806 , 0.78922 , 0.65244 , 0.75097 , 0.68047 , 0.90331 , 0.81664 , 0.96105 , 0.90167 , 0.97375 , 0.77636 , 0.59154 , 0.5013 , 0.63274 , 0.91164 , 1.01282 , 0.86472 , 0.60343 , 0.75831 , 0.52367 , 0.5271 , 0.47826 , 0.39175 , 0.57918 , 0.32304 , 0.42341 , 0.43668 , 0.67105 , 0.74998 , 1.02435 , 0.74445 , 0.73623 , 0.92134 , 0.7483 , 0.98185 , 0.99896 , 0.76683 , 0.76924 , 0.7188 , 0.76698 , 0.56711 , 0.61689 , 0.77054 , 0.83498 , 0.7457 , 0.7149 , 0.65646 , 0.97088 , 1.10432 , 0.9644 , 0.90051 , 1.20873 , 0.7714 , 0.86553 , 0.79449 , 0.52549 , 0.67085 , 0.76893 , 0.72124 , 0.78938 , 0.72885 , 0.83487 , 0.85094 , 0.93312 , 0.67592 , 0.56484 , 0.71781 , 0.70675 , 0.78775 , 0.8406 , 0.90092 , 0.7835 
 774 , 0.69549 , 0.75763 , 0.81017 , 0.65592 , 0.72134 , 0.41174 , 0.78216 , 0.24898 , 0.7749 , 0.78594 , 0.6496 , 0.74744 , 0.67747 , 0.89966 , 0.81313 , 0.95683 , 0.89822 , 0.96955 , 0.77323 , 0.58937 , 0.49962 , 0.63024 , 0.908 , 1.00822 , 0.8612 , 0.60115 , 0.75497 , 0.52163 , 0.52531 , 0.47649 , 0.39043 , 0.57766 , 0.32219 , 0.42228 , 0.43543 , 0.66829 , 0.74696 , 1.02053 , 0.7415 , 0.73336 , 0.91763 , 0.74523 , 0.9779 , 0.9946 , 0.76374 , 0.76613 , 0.71624 , 0.76391 , 0.56481 , 0.61469 , 0.76759 , 0.83181 , 0.74277 , 0.71208 , 0.6539 , 0.9672 , 1.1001 , 0.96034 , 0.89693 , 1.204 , 0.76827 , 0.86235 , 0.79159 , 0.52366 , 0.66816 , 0.76592 , 0.71843 , 0.78658 , 0.72615 , 0.83178 , 0.84734 , 0.92923 , 0.67327 , 0.5627 , 0.71496 , 0.70391 , 0.7846 , 0.83723 , 0.89735 , 0.78046 
 775 , 0.69419 , 0.75636 , 0.80896 , 0.65475 , 0.72009 , 0.41132 , 0.78087 , 0.24883 , 0.77381 , 0.78483 , 0.6484 , 0.74581 , 0.67616 , 0.89825 , 0.81175 , 0.95496 , 0.89707 , 0.96776 , 0.7722 , 0.58873 , 0.49928 , 0.6294 , 0.90676 , 1.00611 , 0.85992 , 0.60048 , 0.75352 , 0.52092 , 0.52485 , 0.47595 , 0.39015 , 0.57762 , 0.32217 , 0.42222 , 0.4353 , 0.66723 , 0.74595 , 1.01924 , 0.74055 , 0.73227 , 0.91639 , 0.74419 , 0.97645 , 0.99277 , 0.76272 , 0.76511 , 0.71545 , 0.76289 , 0.564 , 0.61404 , 0.76667 , 0.83078 , 0.74185 , 0.71103 , 0.65298 , 0.966 , 1.09879 , 0.95872 , 0.89565 , 1.20262 , 0.76717 , 0.86139 , 0.79088 , 0.52312 , 0.66711 , 0.76511 , 0.71761 , 0.786 , 0.72552 , 0.83098 , 0.84594 , 0.92772 , 0.67235 , 0.56203 , 0.71387 , 0.70292 , 0.78367 , 0.83599 , 0.89613 , 0.77965 
 776 , 0.69482 , 0.75715 , 0.80995 , 0.65536 , 0.72084 , 0.41203 , 0.78175 , 0.24936 , 0.77485 , 0.78588 , 0.64898 , 0.7462 , 0.67671 , 0.89926 , 0.81258 , 0.95568 , 0.89835 , 0.96861 , 0.77328 , 0.5897 , 0.50029 , 0.63029 , 0.908 , 1.00674 , 0.86102 , 0.60143 , 0.75412 , 0.52162 , 0.52581 , 0.47669 , 0.39093 , 0.57915 , 0.32303 , 0.42331 , 0.43636 , 0.66799 , 0.74696 , 1.02071 , 0.74163 , 0.73318 , 0.91768 , 0.74517 , 0.97768 , 0.99364 , 0.76378 , 0.76618 , 0.7166 , 0.76394 , 0.56474 , 0.61505 , 0.76782 , 0.832 , 0.74295 , 0.71191 , 0.65383 , 0.96741 , 1.10045 , 0.9597 , 0.8968 , 1.20454 , 0.76814 , 0.86278 , 0.79234 , 0.52399 , 0.66787 , 0.7664 , 0.71875 , 0.78756 , 0.72688 , 0.83247 , 0.84687 , 0.92876 , 0.67327 , 0.56291 , 0.71474 , 0.70387 , 0.78488 , 0.83703 , 0.89733 , 0.78098 
 777 , 0.69496 , 0.75737 , 0.81036 , 0.6555 , 0.72106 , 0.41243 , 0.78207 , 0.2497 , 0.77534 , 0.78634 , 0.64907 , 0.74604 , 0.67679 , 0.89963 , 0.81281 , 0.95568 , 0.899 , 0.96878 , 0.77381 , 0.59023 , 0.50093 , 0.63073 , 0.90858 , 1.00669 , 0.8615 , 0.60194 , 0.75418 , 0.52195 , 0.52637 , 0.4771 , 0.39142 , 0.58027 , 0.32363 , 0.4241 , 0.4371 , 0.66829 , 0.74743 , 1.0215 , 0.74217 , 0.73358 , 0.91829 , 0.74561 , 0.97818 , 0.99384 , 0.76427 , 0.76672 , 0.71724 , 0.76445 , 0.56506 , 0.61561 , 0.7684 , 0.83265 , 0.74351 , 0.7123 , 0.65423 , 0.9681 , 1.10132 , 0.95995 , 0.8973 , 1.20558 , 0.76859 , 0.86357 , 0.79323 , 0.52449 , 0.66818 , 0.76715 , 0.71938 , 0.78855 , 0.72771 , 0.83335 , 0.84721 , 0.92914 , 0.67374 , 0.56339 , 0.71512 , 0.70434 , 0.78552 , 0.8375 , 0.89791 , 0.78173 
 778 , 0.69363 , 0.75599 , 0.80912 , 0.65429 , 0.71968 , 0.41194 , 0.78077 , 0.24945 , 0.77431 , 0.78506 , 0.6477 , 0.74432 , 0.67558 , 0.89818 , 0.81128 , 0.95365 , 0.89787 , 0.96703 , 0.77279 , 0.58944 , 0.5005 , 0.62983 , 0.9072 , 1.00472 , 0.86022 , 0.6011 , 0.7528 , 0.52115 , 0.52579 , 0.4765 , 0.39109 , 0.58025 , 0.32346 , 0.42409 , 0.43687 , 0.66731 , 0.7464 , 1.02042 , 0.74119 , 0.73251 , 0.91682 , 0.74446 , 0.97642 , 0.99214 , 0.76305 , 0.76567 , 0.71642 , 0.76337 , 0.56415 , 0.61485 , 0.76728 , 0.83164 , 0.74251 , 0.71131 , 0.65337 , 0.96653 , 1.09989 , 0.95789 , 0.89586 , 1.20405 , 0.76757 , 0.86263 , 0.79246 , 0.52386 , 0.66729 , 0.76629 , 0.71856 , 0.78793 , 0.72699 , 0.8324 , 0.84587 , 0.92749 , 0.67287 , 0.56269 , 0.71418 , 0.7034 , 0.78438 , 0.83631 , 0.89662 , 0.78065 
 779 , 0.6942 , 0.75682 , 0.81022 , 0.65493 , 0.72039 , 0.41265 , 0.78173 , 0.24992 , 0.77554 , 0.78606 , 0.6482 , 0.74477 , 0.67631 , 0.89943 , 0.8121 , 0.95447 , 0.89937 , 0.96808 , 0.77402 , 0.59035 , 0.50154 , 0.63073 , 0.90841 , 1.00564 , 0.86138 , 0.60199 , 0.75366 , 0.52187 , 0.52676 , 0.4773 , 0.39191 , 0.58193 , 0.32424 , 0.42529 , 0.43789 , 0.66824 , 0.74754 , 1.02227 , 0.74232 , 0.73354 , 0.91787 , 0.74543 , 0.97742 , 0.99329 , 0.76398 , 0.76678 , 0.71763 , 0.76447 , 0.56483 , 0.61586 , 0.76834 , 0.83294 , 0.74358 , 0.71234 , 0.65432 , 0.96773 , 1.10162 , 0.95853 , 0.89698 , 1.20598 , 0.76878 , 0.86415 , 0.79393 , 0.52474 , 0.66833 , 0.76758 , 0.71978 , 0.78953 , 0.72831 , 0.8338 , 0.84691 , 0.92842 , 0.67384 , 0.56357 , 0.71524 , 0.70435 , 0.7854 , 0.83747 , 0.89781 , 0.78169 
 780 , 0.69477 , 0.75766 , 0.81133 , 0.65559 , 0.7211 , 0.41337 , 0.78269 , 0.25039 , 0.77679 , 0.78708 , 0.6487 , 0.74523 , 0.67705 , 0.9007 , 0.81294 , 0.9553 , 0.90089 , 0.96913 , 0.77526 , 0.59128 , 0.5026 , 0.63164 , 0.90964 , 1.00656 , 0.86255 , 0.60288 , 0.75453 , 0.52259 , 0.52774 , 0.47811 , 0.39274 , 0.58363 , 0.32502 , 0.4265 , 0.43892 , 0.66918 , 0.7487 , 1.02414 , 0.74346 , 0.73459 , 0.91894 , 0.74642 , 0.97844 , 0.99445 , 0.76493 , 0.76789 , 0.71885 , 0.76557 , 0.56551 , 0.61689 , 0.76942 , 0.83426 , 0.74466 , 0.71338 , 0.65528 , 0.96894 , 1.10336 , 0.95917 , 0.89811 , 1.20794 , 0.77001 , 0.86569 , 0.79543 , 0.52563 , 0.66939 , 0.76888 , 0.72101 , 0.79116 , 0.72964 , 0.83522 , 0.84796 , 0.92936 , 0.67483 , 0.56445 , 0.71632 , 0.70531 , 0.78643 , 0.83864 , 0.89901 , 0.78273 
 781 , 0.69367 , 0.75669 , 0.81048 , 0.65474 , 0.72006 , 0.41308 , 0.78179 , 0.25021 , 0.77619 , 0.7862 , 0.64772 , 0.74393 , 0.67617 , 0.89982 , 0.81183 , 0.95405 , 0.90022 , 0.9679 , 0.77466 , 0.59068 , 0.50239 , 0.63103 , 0.90876 , 1.00507 , 0.86176 , 0.60236 , 0.75367 , 0.52208 , 0.52736 , 0.47778 , 0.39259 , 0.58398 , 0.32506 , 0.42668 , 0.43882 , 0.66851 , 0.748 , 1.02364 , 0.7428 , 0.73384 , 0.91786 , 0.74554 , 0.97728 , 0.99326 , 0.76403 , 0.76724 , 0.71837 , 0.76487 , 0.56478 , 0.6165 , 0.76862 , 0.8336 , 0.74405 , 0.71269 , 0.65466 , 0.96805 , 1.10247 , 0.95777 , 0.89708 , 1.20707 , 0.76928 , 0.86524 , 0.79509 , 0.52528 , 0.66882 , 0.76836 , 0.72055 , 0.79092 , 0.72926 , 0.83466 , 0.847 , 0.92837 , 0.67425 , 0.56399 , 0.71568 , 0.70456 , 0.78558 , 0.83774 , 0.89809 , 0.78191 
 782 , 0.69501 , 0.7583 , 0.81243 , 0.65614 , 0.72141 , 0.41422 , 0.78344 , 0.25086 , 0.77818 , 0.78793 , 0.64891 , 0.74509 , 0.6775 , 0.90177 , 0.81333 , 0.95586 , 0.90244 , 0.96983 , 0.77654 , 0.59199 , 0.50372 , 0.63245 , 0.91073 , 1.00662 , 0.8637 , 0.6037 , 0.75513 , 0.52323 , 0.52864 , 0.47894 , 0.39364 , 0.58614 , 0.32612 , 0.42823 , 0.44011 , 0.66994 , 0.74958 , 1.02636 , 0.74444 , 0.73537 , 0.9197 , 0.74701 , 0.9792 , 0.99517 , 0.76558 , 0.76894 , 0.72021 , 0.76653 , 0.5658 , 0.61806 , 0.77018 , 0.83551 , 0.74578 , 0.71418 , 0.65608 , 0.97009 , 1.1049 , 0.95935 , 0.89873 , 1.20981 , 0.77078 , 0.86739 , 0.7972 , 0.52655 , 0.67026 , 0.77019 , 0.72223 , 0.79313 , 0.73106 , 0.8366 , 0.84853 , 0.93021 , 0.67578 , 0.56521 , 0.71719 , 0.70597 , 0.78712 , 0.83931 , 0.89989 , 0.78352 
 783 , 0.69639 , 0.75994 , 0.81443 , 0.65758 , 0.72278 , 0.41538 , 0.78512 , 0.25153 , 0.78021 , 0.7897 , 0.65011 , 0.74628 , 0.67885 , 0.90375 , 0.81486 , 0.9577 , 0.9047 , 0.9718 , 0.77845 , 0.59332 , 0.50508 , 0.6339 , 0.91273 , 1.0082 , 0.86569 , 0.60506 , 0.75662 , 0.5244 , 0.52994 , 0.48013 , 0.39471 , 0.58834 , 0.3272 , 0.4298 , 0.44144 , 0.6714 , 0.75119 , 1.02914 , 0.74612 , 0.73693 , 0.92158 , 0.74851 , 0.98117 , 0.99712 , 0.76716 , 0.77067 , 0.72208 , 0.76822 , 0.56683 , 0.61964 , 0.77177 , 0.83747 , 0.74755 , 0.71571 , 0.65752 , 0.97218 , 1.10738 , 0.96096 , 0.90042 , 1.2126 , 0.77231 , 0.86958 , 0.79934 , 0.52784 , 0.67172 , 0.77207 , 0.72394 , 0.79539 , 0.73291 , 0.83859 , 0.85009 , 0.93208 , 0.67733 , 0.56645 , 0.71872 , 0.7074 , 0.78869 , 0.8409 , 0.90173 , 0.78516 
 784 , 0.69695 , 0.76072 , 0.81545 , 0.6582 , 0.72332 , 0.41607 , 0.78587 , 0.25189 , 0.78132 , 0.79057 , 0.65052 , 0.74661 , 0.6794 , 0.90467 , 0.81545 , 0.95841 , 0.90607 , 0.9726 , 0.77944 , 0.59399 , 0.50586 , 0.63465 , 0.91366 , 1.00865 , 0.86664 , 0.60573 , 0.75718 , 0.52494 , 0.53066 , 0.48077 , 0.39532 , 0.58982 , 0.32786 , 0.43085 , 0.44226 , 0.67206 , 0.75194 , 1.03072 , 0.74696 , 0.73763 , 0.92237 , 0.74916 , 0.98203 , 0.99791 , 0.76783 , 0.7715 , 0.72312 , 0.769 , 0.56721 , 0.62049 , 0.77246 , 0.83844 , 0.74844 , 0.71642 , 0.65821 , 0.9731 , 1.10855 , 0.96148 , 0.90107 , 1.21406 , 0.77295 , 0.87079 , 0.80055 , 0.52851 , 0.67241 , 0.77307 , 0.72479 , 0.79672 , 0.73391 , 0.83963 , 0.85066 , 0.93294 , 0.67805 , 0.56703 , 0.7194 , 0.70804 , 0.78936 , 0.84154 , 0.90252 , 0.78589 
 785 , 0.69801 , 0.7621 , 0.81707 , 0.65936 , 0.72447 , 0.41701 , 0.78732 , 0.25245 , 0.78304 , 0.79209 , 0.65143 , 0.74756 , 0.68049 , 0.90638 , 0.81672 , 0.95995 , 0.90835 , 0.97413 , 0.78108 , 0.59515 , 0.50712 , 0.63594 , 0.91541 , 1.0101 , 0.86831 , 0.60698 , 0.75837 , 0.52588 , 0.53184 , 0.48179 , 0.39629 , 0.5918 , 0.32875 , 0.43222 , 0.4434 , 0.67323 , 0.75333 , 1.03315 , 0.74845 , 0.73893 , 0.92393 , 0.75038 , 0.98375 , 0.99943 , 0.76903 , 0.773 , 0.7247 , 0.77038 , 0.56805 , 0.62179 , 0.7738 , 0.84011 , 0.74991 , 0.71775 , 0.65943 , 0.97485 , 1.1107 , 0.96282 , 0.90251 , 1.21667 , 0.7743 , 0.87283 , 0.80238 , 0.52955 , 0.67363 , 0.77474 , 0.72629 , 0.79872 , 0.73558 , 0.84145 , 0.85201 , 0.9347 , 0.67927 , 0.56812 , 0.72067 , 0.70934 , 0.79079 , 0.84305 , 0.90421 , 0.78735 
 786 , 0.69953 , 0.76399 , 0.81923 , 0.66097 , 0.72613 , 0.4182 , 0.78932 , 0.25318 , 0.78528 , 0.79416 , 0.65278 , 0.749 , 0.68203 , 0.90871 , 0.81855 , 0.96215 , 0.91125 , 0.9763 , 0.78325 , 0.59671 , 0.50876 , 0.63767 , 0.91781 , 1.01227 , 0.87057 , 0.60866 , 0.76007 , 0.52719 , 0.53338 , 0.48312 , 0.39754 , 0.59422 , 0.32987 , 0.4339 , 0.44483 , 0.67485 , 0.75524 , 1.03629 , 0.75045 , 0.74072 , 0.92612 , 0.75207 , 0.98614 , 1.00159 , 0.77071 , 0.77504 , 0.72675 , 0.77228 , 0.56928 , 0.62351 , 0.77565 , 0.84237 , 0.75188 , 0.71957 , 0.6611 , 0.97729 , 1.11361 , 0.96482 , 0.90456 , 1.22012 , 0.7762 , 0.87549 , 0.80477 , 0.53094 , 0.6753 , 0.77693 , 0.72831 , 0.80127 , 0.73777 , 0.84386 , 0.85395 , 0.93711 , 0.68096 , 0.5696 , 0.72244 , 0.71114 , 0.7928 , 0.84518 , 0.90655 , 0.78937 
 787 , 0.70111 , 0.76595 , 0.82148 , 0.66267 , 0.72786 , 0.41944 , 0.79142 , 0.25394 , 0.78763 , 0.7963 , 0.65421 , 0.75052 , 0.68364 , 0.91116 , 0.82046 , 0.96448 , 0.91421 , 0.97858 , 0.78552 , 0.59834 , 0.51047 , 0.63947 , 0.92029 , 1.01454 , 0.87294 , 0.61041 , 0.76188 , 0.52855 , 0.53498 , 0.4845 , 0.39884 , 0.59671 , 0.33105 , 0.43563 , 0.44631 , 0.67656 , 0.75723 , 1.03955 , 0.75254 , 0.7426 , 0.9284 , 0.75384 , 0.98865 , 1.00388 , 0.77248 , 0.77716 , 0.72887 , 0.77427 , 0.57057 , 0.62529 , 0.77758 , 0.84471 , 0.75392 , 0.72147 , 0.66284 , 0.97984 , 1.11665 , 0.96692 , 0.9067 , 1.22371 , 0.77817 , 0.87825 , 0.80725 , 0.5324 , 0.67707 , 0.77921 , 0.73042 , 0.80393 , 0.74003 , 0.84637 , 0.85599 , 0.93959 , 0.68272 , 0.57114 , 0.72429 , 0.71303 , 0.79488 , 0.8474 , 0.90898 , 0.79147 
