  time  ,:54:32 A,:54:39 A,:54:47 A,:54:55 A,:55:04 A,:55:21 A,:55:37 A,:55:44 A,:55:52 A,:56:00 A,:56:34 A,:56:43 A,:56:51 A,:57:00 A,:57:08 A,:57:33 A,:57:41 A,:57:50 A,:57:57 A,:58:04 A,:58:57 A,:59:10 A,:59:18 A,:59:26 A,:59:33 A,:00:17 A,:00:28 A,:00:35 A,:00:46 A,:00:54 A,:01:48 A,:02:00 A,:02:10 A,:02:18 A,:02:27 A,:02:48 A,:02:57 A,:03:06 A,:03:17 A,:03:27 A,:04:13 A,:04:23 A,:04:30 A,:04:38 A,:04:46 A,:05:06 A,:05:15 A,:05:25 A,:05:34 A,:05:44 A,:06:22 A,:06:32 A,:06:42 A,:06:53 A,:07:05 A,:07:32 A,:07:42 A,:07:54 A,:08:03 A,:08:13 A,:09:01 A,:09:09 A,:09:17 A,:09:25 A,:09:33 A,:09:58 A,:10:34 A,:10:41 A,:10:48 A,:10:56 A,:12:44 A,:12:51 A,:12:58 A,:13:13 A,:13:22 A,:13:41 A,:13:48 A,:13:54 A,:14:03 A,:14:16 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 1018 , 0.081064 , 0.271865 , 0.309719 , 0.237146 , 0.26839 , 0.238317 , 0.342631 , 0.239449 , 0.283286 , 0.279787 , 0.125503 , 0.331531 , 0.352963 , 0.206159 , 0.061051 , 0.133678 , 0.120906 , 0.226809 , 0.292146 , 0.218289 , 0.313214 , 0.40564 , 0.238283 , 0.304889 , 0.362027 , 0.24185 , 0.322491 , 0.212535 , 0.411963 , 0.235965 , 0.23578 , 0.33138 , 0.329587 , 0.431587 , 0.351442 , 0.139689 , 0.253101 , 0.289599 , 0.190981 , 0.320873 , 0.278348 , 0.29271 , 0.29372 , 0.230191 , 0.352876 , 0.248387 , 0.362474 , 0.388023 , 0.315469 , 0.281989 , 0.264809 , 0.18791 , 0.273173 , 0.332756 , 0.403813 , 0.327609 , 0.21653 , 0.244766 , 0.176703 , 0.361526 , 0.262034 , 0.277517 , 0.28195 , 0.256041 , 0.368928 , 0.431646 , 0.273629 , 0.313539 , 0.312426 , 0.288559 , 0.36539 , 0.244144 , 0.2441 , 0.246219 , 0.242759 , 0.128094 , 0.156704 , 0.120804 , 0.137916 , 0.238055 
 1019 , 0.080867 , 0.271028 , 0.310099 , 0.23462 , 0.265912 , 0.236301 , 0.342378 , 0.23822 , 0.283752 , 0.280803 , 0.126201 , 0.331534 , 0.350739 , 0.207306 , 0.058825 , 0.13255 , 0.11955 , 0.225928 , 0.292832 , 0.216634 , 0.311421 , 0.405517 , 0.237044 , 0.304128 , 0.362331 , 0.240838 , 0.320739 , 0.211703 , 0.412222 , 0.23582 , 0.235562 , 0.330373 , 0.327861 , 0.432029 , 0.35038 , 0.138599 , 0.253397 , 0.289466 , 0.189466 , 0.318917 , 0.279326 , 0.290879 , 0.293343 , 0.22945 , 0.352425 , 0.248174 , 0.3627 , 0.387361 , 0.315118 , 0.282377 , 0.263682 , 0.187061 , 0.271937 , 0.332987 , 0.405051 , 0.326107 , 0.216027 , 0.244599 , 0.176276 , 0.361471 , 0.260894 , 0.277004 , 0.280366 , 0.254471 , 0.366577 , 0.431709 , 0.272646 , 0.313233 , 0.312067 , 0.287984 , 0.365445 , 0.242539 , 0.242874 , 0.245663 , 0.241975 , 0.127624 , 0.155939 , 0.119783 , 0.136578 , 0.236694 
 1020 , 0.080246 , 0.269729 , 0.310752 , 0.231881 , 0.264563 , 0.233556 , 0.340133 , 0.236712 , 0.28314 , 0.282703 , 0.126702 , 0.3308 , 0.34776 , 0.207652 , 0.056624 , 0.130878 , 0.117506 , 0.22434 , 0.292933 , 0.21493 , 0.310077 , 0.405511 , 0.235687 , 0.303605 , 0.362307 , 0.23912 , 0.319011 , 0.210813 , 0.412143 , 0.235503 , 0.235547 , 0.329368 , 0.327067 , 0.432493 , 0.349538 , 0.137011 , 0.25289 , 0.288801 , 0.18724 , 0.316322 , 0.279712 , 0.289185 , 0.29268 , 0.229133 , 0.350543 , 0.248054 , 0.361822 , 0.386813 , 0.31487 , 0.281833 , 0.262402 , 0.186293 , 0.27169 , 0.331796 , 0.404758 , 0.324517 , 0.215649 , 0.243553 , 0.175485 , 0.361069 , 0.260227 , 0.276614 , 0.279289 , 0.253546 , 0.365575 , 0.431662 , 0.272302 , 0.3125 , 0.311029 , 0.288223 , 0.363866 , 0.240334 , 0.241111 , 0.244767 , 0.241159 , 0.126974 , 0.154932 , 0.118492 , 0.135369 , 0.235809 
 1021 , 0.079439 , 0.268101 , 0.311486 , 0.229015 , 0.263681 , 0.230495 , 0.336871 , 0.235051 , 0.281977 , 0.284986 , 0.127064 , 0.329593 , 0.344377 , 0.207492 , 0.054398 , 0.128883 , 0.115114 , 0.222344 , 0.292719 , 0.21315 , 0.308939 , 0.4055 , 0.234245 , 0.30317 , 0.362091 , 0.237016 , 0.317294 , 0.209817 , 0.41186 , 0.235051 , 0.235594 , 0.328259 , 0.326697 , 0.43298 , 0.348738 , 0.135147 , 0.251959 , 0.287853 , 0.184674 , 0.313383 , 0.27977 , 0.287465 , 0.291831 , 0.228996 , 0.347914 , 0.247952 , 0.360378 , 0.386223 , 0.31464 , 0.280794 , 0.261037 , 0.185523 , 0.271857 , 0.32987 , 0.403685 , 0.32283 , 0.215343 , 0.242037 , 0.174476 , 0.36047 , 0.259742 , 0.276199 , 0.278387 , 0.252871 , 0.365176 , 0.431505 , 0.27225 , 0.311501 , 0.309609 , 0.288833 , 0.361436 , 0.237782 , 0.239034 , 0.243672 , 0.240262 , 0.126205 , 0.153749 , 0.117026 , 0.134162 , 0.235133 
 1022 , 0.077491 , 0.266728 , 0.310859 , 0.227409 , 0.262831 , 0.227782 , 0.334144 , 0.23378 , 0.280709 , 0.28556 , 0.126255 , 0.328824 , 0.342703 , 0.205832 , 0.052269 , 0.127572 , 0.113116 , 0.220728 , 0.29165 , 0.212242 , 0.307412 , 0.404233 , 0.232976 , 0.302731 , 0.361337 , 0.234908 , 0.316586 , 0.209521 , 0.410977 , 0.23423 , 0.234995 , 0.326738 , 0.326651 , 0.433454 , 0.347564 , 0.133676 , 0.250539 , 0.286547 , 0.182987 , 0.311149 , 0.278535 , 0.28616 , 0.29041 , 0.229244 , 0.345018 , 0.247209 , 0.35941 , 0.385832 , 0.314674 , 0.279697 , 0.259883 , 0.184594 , 0.271569 , 0.328209 , 0.40205 , 0.321248 , 0.214657 , 0.240552 , 0.173905 , 0.359976 , 0.259205 , 0.276028 , 0.277402 , 0.25236 , 0.3652 , 0.431203 , 0.271913 , 0.310297 , 0.308545 , 0.289723 , 0.359047 , 0.236239 , 0.237159 , 0.242266 , 0.239119 , 0.125669 , 0.153084 , 0.115696 , 0.133545 , 0.234796 
 1023 , 0.074897 , 0.266061 , 0.309482 , 0.226179 , 0.262469 , 0.225719 , 0.332947 , 0.232888 , 0.280133 , 0.284523 , 0.124931 , 0.328635 , 0.341789 , 0.204318 , 0.050141 , 0.126956 , 0.111463 , 0.219826 , 0.290174 , 0.212029 , 0.305421 , 0.402391 , 0.232091 , 0.302627 , 0.360067 , 0.233208 , 0.316835 , 0.209786 , 0.409603 , 0.233256 , 0.234242 , 0.325686 , 0.326667 , 0.432358 , 0.346454 , 0.132767 , 0.249199 , 0.285185 , 0.181965 , 0.309327 , 0.27673 , 0.285577 , 0.288936 , 0.229741 , 0.342925 , 0.246265 , 0.359158 , 0.385911 , 0.314761 , 0.279191 , 0.259133 , 0.183512 , 0.271306 , 0.327233 , 0.400829 , 0.320436 , 0.213643 , 0.239642 , 0.173756 , 0.359129 , 0.258897 , 0.275986 , 0.276899 , 0.251872 , 0.365994 , 0.430642 , 0.271325 , 0.309559 , 0.308152 , 0.290353 , 0.357176 , 0.23577 , 0.23531 , 0.241305 , 0.238037 , 0.125163 , 0.1528 , 0.114711 , 0.133275 , 0.23459 
 1024 , 0.072333 , 0.266284 , 0.308216 , 0.224241 , 0.262862 , 0.224319 , 0.333689 , 0.232204 , 0.280783 , 0.282569 , 0.123928 , 0.328926 , 0.34036 , 0.204519 , 0.047867 , 0.126779 , 0.109932 , 0.219681 , 0.288862 , 0.212047 , 0.303003 , 0.400843 , 0.231643 , 0.303071 , 0.358456 , 0.232156 , 0.317627 , 0.210251 , 0.407983 , 0.232364 , 0.23386 , 0.325804 , 0.326433 , 0.428702 , 0.345806 , 0.13236 , 0.248451 , 0.284075 , 0.181094 , 0.307442 , 0.275264 , 0.285721 , 0.287909 , 0.230278 , 0.34235 , 0.245609 , 0.359579 , 0.386547 , 0.31466 , 0.279684 , 0.25882 , 0.182319 , 0.271537 , 0.327072 , 0.400823 , 0.320759 , 0.212439 , 0.239621 , 0.173847 , 0.35756 , 0.258994 , 0.275879 , 0.277259 , 0.251239 , 0.367634 , 0.429806 , 0.270607 , 0.309761 , 0.308492 , 0.290281 , 0.356059 , 0.236029 , 0.233245 , 0.241373 , 0.237278 , 0.12446 , 0.152605 , 0.11412 , 0.132951 , 0.234252 
 1025 , 0.069066 , 0.266079 , 0.306004 , 0.221852 , 0.263986 , 0.222801 , 0.334543 , 0.230596 , 0.280472 , 0.279934 , 0.122197 , 0.327785 , 0.337993 , 0.204246 , 0.046015 , 0.126368 , 0.108404 , 0.219095 , 0.28771 , 0.211891 , 0.300897 , 0.399166 , 0.230839 , 0.302622 , 0.356645 , 0.231144 , 0.317912 , 0.210128 , 0.406317 , 0.231149 , 0.233363 , 0.325406 , 0.32577 , 0.424514 , 0.344562 , 0.131707 , 0.247441 , 0.282851 , 0.180241 , 0.305819 , 0.273355 , 0.285733 , 0.286785 , 0.230247 , 0.341975 , 0.244665 , 0.359668 , 0.386536 , 0.314269 , 0.27992 , 0.257993 , 0.181297 , 0.271863 , 0.326351 , 0.400581 , 0.321066 , 0.210893 , 0.239336 , 0.173579 , 0.355346 , 0.258647 , 0.275056 , 0.277507 , 0.250324 , 0.369231 , 0.428186 , 0.269794 , 0.309933 , 0.308077 , 0.289377 , 0.355075 , 0.236032 , 0.231488 , 0.241482 , 0.235911 , 0.123893 , 0.152282 , 0.113385 , 0.132337 , 0.2336 
 1026 , 0.064567 , 0.264859 , 0.301902 , 0.218779 , 0.266243 , 0.221118 , 0.335324 , 0.2272 , 0.278073 , 0.27616 , 0.119096 , 0.324012 , 0.334074 , 0.202901 , 0.04513 , 0.125449 , 0.107024 , 0.217564 , 0.287119 , 0.211429 , 0.299524 , 0.397387 , 0.229282 , 0.300372 , 0.354707 , 0.230173 , 0.317233 , 0.208858 , 0.404743 , 0.229311 , 0.232469 , 0.323886 , 0.32421 , 0.41988 , 0.34219 , 0.13063 , 0.245901 , 0.28155 , 0.179537 , 0.30502 , 0.270674 , 0.285337 , 0.285525 , 0.229069 , 0.342074 , 0.243155 , 0.359002 , 0.38533 , 0.313412 , 0.279565 , 0.255949 , 0.180671 , 0.272219 , 0.324603 , 0.399837 , 0.321237 , 0.208775 , 0.238454 , 0.172598 , 0.35218 , 0.257411 , 0.272664 , 0.277323 , 0.248927 , 0.37028 , 0.425201 , 0.268703 , 0.309897 , 0.306115 , 0.286983 , 0.354378 , 0.235645 , 0.230527 , 0.241533 , 0.233364 , 0.123638 , 0.15168 , 0.112394 , 0.131163 , 0.232357 
 1027 , 0.059896 , 0.262085 , 0.296539 , 0.216413 , 0.265512 , 0.218837 , 0.333602 , 0.223663 , 0.274073 , 0.273052 , 0.115989 , 0.32189 , 0.331729 , 0.200306 , 0.044143 , 0.123887 , 0.106116 , 0.215295 , 0.288031 , 0.211089 , 0.297904 , 0.39599 , 0.226775 , 0.297812 , 0.354219 , 0.228062 , 0.317403 , 0.207924 , 0.403865 , 0.227055 , 0.229669 , 0.321193 , 0.321919 , 0.418892 , 0.339797 , 0.129898 , 0.24353 , 0.28095 , 0.17936 , 0.306039 , 0.268033 , 0.283409 , 0.284033 , 0.227689 , 0.342284 , 0.241124 , 0.357674 , 0.384946 , 0.313381 , 0.278584 , 0.251636 , 0.179752 , 0.27116 , 0.323274 , 0.398652 , 0.320476 , 0.206849 , 0.236706 , 0.171466 , 0.350788 , 0.255958 , 0.268517 , 0.275186 , 0.24774 , 0.367983 , 0.423025 , 0.266431 , 0.308455 , 0.303629 , 0.285785 , 0.353154 , 0.236294 , 0.230351 , 0.24034 , 0.230245 , 0.12335 , 0.150849 , 0.111057 , 0.129908 , 0.231009 
 1028 , 0.055142 , 0.259374 , 0.291211 , 0.214085 , 0.264627 , 0.216475 , 0.331818 , 0.220141 , 0.270088 , 0.269817 , 0.112755 , 0.319774 , 0.329472 , 0.197601 , 0.043088 , 0.122187 , 0.1052 , 0.212949 , 0.28903 , 0.21067 , 0.296261 , 0.394612 , 0.224156 , 0.295202 , 0.353734 , 0.225878 , 0.317592 , 0.206994 , 0.402999 , 0.224765 , 0.226763 , 0.318463 , 0.319604 , 0.417931 , 0.337366 , 0.129186 , 0.241066 , 0.280357 , 0.179124 , 0.307139 , 0.265411 , 0.281436 , 0.282548 , 0.226187 , 0.342546 , 0.239073 , 0.356327 , 0.384647 , 0.313365 , 0.277464 , 0.247185 , 0.178708 , 0.270088 , 0.321902 , 0.397523 , 0.319667 , 0.204914 , 0.234938 , 0.170223 , 0.349473 , 0.254469 , 0.264235 , 0.272981 , 0.246575 , 0.365609 , 0.420862 , 0.264056 , 0.306956 , 0.301127 , 0.28458 , 0.351896 , 0.236984 , 0.230188 , 0.239039 , 0.227111 , 0.122981 , 0.149874 , 0.109669 , 0.128548 , 0.22954 
 1029 , 0.053886 , 0.260265 , 0.291144 , 0.214614 , 0.261986 , 0.215073 , 0.330644 , 0.220629 , 0.270255 , 0.267677 , 0.11089 , 0.320161 , 0.331122 , 0.195814 , 0.041942 , 0.11969 , 0.105165 , 0.211437 , 0.290544 , 0.209372 , 0.295781 , 0.394935 , 0.222138 , 0.294523 , 0.353805 , 0.224357 , 0.318043 , 0.207206 , 0.403233 , 0.224164 , 0.224565 , 0.317922 , 0.319227 , 0.418479 , 0.336756 , 0.129656 , 0.23924 , 0.280535 , 0.178145 , 0.308449 , 0.265767 , 0.28051 , 0.28273 , 0.224106 , 0.343361 , 0.238704 , 0.35603 , 0.38628 , 0.313773 , 0.275042 , 0.243892 , 0.176443 , 0.269805 , 0.321297 , 0.398595 , 0.318981 , 0.204846 , 0.234608 , 0.16831 , 0.350981 , 0.253853 , 0.260922 , 0.271638 , 0.247098 , 0.364105 , 0.421153 , 0.262117 , 0.305945 , 0.300708 , 0.284451 , 0.351218 , 0.237606 , 0.230368 , 0.237171 , 0.226726 , 0.121513 , 0.147325 , 0.108753 , 0.126697 , 0.227379 
 1030 , 0.052438 , 0.261858 , 0.292181 , 0.216586 , 0.26065 , 0.21448 , 0.330655 , 0.220987 , 0.269446 , 0.266399 , 0.10815 , 0.318443 , 0.332804 , 0.193482 , 0.040444 , 0.117436 , 0.104928 , 0.210711 , 0.28975 , 0.207935 , 0.295878 , 0.394533 , 0.219749 , 0.292952 , 0.352207 , 0.223951 , 0.316605 , 0.206946 , 0.404368 , 0.223369 , 0.223786 , 0.317264 , 0.319171 , 0.418617 , 0.33588 , 0.129604 , 0.237919 , 0.27929 , 0.177569 , 0.308628 , 0.266603 , 0.280711 , 0.283035 , 0.222161 , 0.342775 , 0.238351 , 0.35635 , 0.386072 , 0.313873 , 0.272512 , 0.241733 , 0.174764 , 0.269965 , 0.319127 , 0.397633 , 0.319336 , 0.204898 , 0.233732 , 0.166225 , 0.350819 , 0.253425 , 0.261154 , 0.270901 , 0.247463 , 0.36435 , 0.421232 , 0.261673 , 0.306634 , 0.30153 , 0.283365 , 0.351979 , 0.236425 , 0.230962 , 0.236764 , 0.226804 , 0.120784 , 0.14562 , 0.107975 , 0.124956 , 0.225392 
 1031 , 0.050854 , 0.263733 , 0.293581 , 0.219083 , 0.25959 , 0.214067 , 0.330993 , 0.221334 , 0.268353 , 0.265268 , 0.105043 , 0.316064 , 0.33459 , 0.190882 , 0.038792 , 0.115112 , 0.104619 , 0.210149 , 0.288292 , 0.206386 , 0.296134 , 0.393915 , 0.217153 , 0.29107 , 0.350074 , 0.223825 , 0.314568 , 0.206542 , 0.405807 , 0.22249 , 0.223343 , 0.316532 , 0.319193 , 0.418645 , 0.334892 , 0.129412 , 0.236658 , 0.277594 , 0.177055 , 0.3085 , 0.267612 , 0.281235 , 0.283389 , 0.220131 , 0.341779 , 0.237984 , 0.356854 , 0.385352 , 0.313885 , 0.269815 , 0.239768 , 0.173151 , 0.270249 , 0.316425 , 0.396079 , 0.319992 , 0.204982 , 0.232671 , 0.163988 , 0.350196 , 0.253015 , 0.262368 , 0.270288 , 0.247805 , 0.365086 , 0.421253 , 0.261613 , 0.307832 , 0.302734 , 0.281956 , 0.353179 , 0.234689 , 0.231706 , 0.236721 , 0.227013 , 0.120215 , 0.144024 , 0.107187 , 0.12314 , 0.223338 
 1032 , 0.049103 , 0.261397 , 0.293169 , 0.220493 , 0.257212 , 0.217098 , 0.331044 , 0.222015 , 0.265982 , 0.264504 , 0.10243 , 0.314007 , 0.335395 , 0.188344 , 0.036977 , 0.114049 , 0.103679 , 0.210606 , 0.284873 , 0.204138 , 0.295164 , 0.391766 , 0.215123 , 0.288701 , 0.348106 , 0.225273 , 0.312358 , 0.205733 , 0.406872 , 0.22099 , 0.222707 , 0.31605 , 0.318265 , 0.418241 , 0.33359 , 0.127516 , 0.235477 , 0.275508 , 0.175628 , 0.307251 , 0.267035 , 0.280331 , 0.282741 , 0.218391 , 0.340326 , 0.236565 , 0.355871 , 0.384064 , 0.313065 , 0.267025 , 0.239062 , 0.171712 , 0.268059 , 0.31425 , 0.393092 , 0.32084 , 0.203538 , 0.230414 , 0.161561 , 0.347789 , 0.252085 , 0.264377 , 0.268913 , 0.246481 , 0.364358 , 0.420622 , 0.261416 , 0.307778 , 0.303729 , 0.28038 , 0.353354 , 0.231853 , 0.230307 , 0.23634 , 0.226405 , 0.119014 , 0.143392 , 0.10521 , 0.121687 , 0.222698 
 1033 , 0.04736 , 0.256884 , 0.292465 , 0.220587 , 0.253677 , 0.219997 , 0.330848 , 0.222478 , 0.264043 , 0.263249 , 0.100408 , 0.313109 , 0.335654 , 0.185751 , 0.035259 , 0.113132 , 0.102269 , 0.211084 , 0.281695 , 0.20141 , 0.294064 , 0.389681 , 0.214022 , 0.287017 , 0.34715 , 0.226303 , 0.310209 , 0.204548 , 0.406752 , 0.219865 , 0.221386 , 0.315687 , 0.316428 , 0.417235 , 0.332184 , 0.125199 , 0.234096 , 0.274161 , 0.173105 , 0.305351 , 0.265705 , 0.278303 , 0.281105 , 0.21604 , 0.339206 , 0.234164 , 0.353992 , 0.382682 , 0.310638 , 0.263887 , 0.238916 , 0.169435 , 0.264838 , 0.312948 , 0.391445 , 0.320468 , 0.200859 , 0.22796 , 0.158631 , 0.345128 , 0.249647 , 0.265262 , 0.266953 , 0.244432 , 0.361229 , 0.419677 , 0.260028 , 0.305706 , 0.303299 , 0.278166 , 0.351702 , 0.229232 , 0.227488 , 0.234111 , 0.224749 , 0.116924 , 0.141754 , 0.102328 , 0.120062 , 0.222093 
 1034 , 0.045623 , 0.251423 , 0.292043 , 0.219671 , 0.249315 , 0.221637 , 0.330492 , 0.22261 , 0.262899 , 0.261322 , 0.098756 , 0.313292 , 0.335665 , 0.183022 , 0.03364 , 0.11194 , 0.100537 , 0.211265 , 0.279301 , 0.198358 , 0.293206 , 0.388097 , 0.213655 , 0.286134 , 0.347151 , 0.226387 , 0.308133 , 0.203074 , 0.405501 , 0.219306 , 0.219379 , 0.315346 , 0.313929 , 0.415707 , 0.33074 , 0.122945 , 0.232446 , 0.273675 , 0.169706 , 0.303095 , 0.264077 , 0.275524 , 0.278722 , 0.21293 , 0.338556 , 0.231045 , 0.351619 , 0.381351 , 0.306775 , 0.260354 , 0.238929 , 0.166197 , 0.261264 , 0.312338 , 0.391611 , 0.318752 , 0.197356 , 0.225628 , 0.155188 , 0.342703 , 0.245792 , 0.26469 , 0.264588 , 0.242132 , 0.356067 , 0.418589 , 0.257419 , 0.301932 , 0.301441 , 0.27531 , 0.34846 , 0.227112 , 0.223832 , 0.230057 , 0.22224 , 0.114077 , 0.138748 , 0.098858 , 0.118116 , 0.221033 
 1035 , 0.044391 , 0.246754 , 0.291329 , 0.216262 , 0.244862 , 0.220585 , 0.327608 , 0.221065 , 0.261512 , 0.260473 , 0.097805 , 0.313116 , 0.333395 , 0.181938 , 0.030705 , 0.111214 , 0.098159 , 0.210407 , 0.27725 , 0.194829 , 0.292095 , 0.38646 , 0.212852 , 0.28509 , 0.346722 , 0.225315 , 0.305417 , 0.201 , 0.403824 , 0.217844 , 0.216781 , 0.31365 , 0.31202 , 0.413357 , 0.328786 , 0.119816 , 0.230952 , 0.27331 , 0.166724 , 0.300823 , 0.262885 , 0.272131 , 0.275654 , 0.210974 , 0.33667 , 0.227547 , 0.349536 , 0.379547 , 0.302754 , 0.257257 , 0.238162 , 0.162833 , 0.257854 , 0.310448 , 0.391719 , 0.316386 , 0.193465 , 0.223117 , 0.151864 , 0.339717 , 0.241567 , 0.263176 , 0.261817 , 0.239234 , 0.351016 , 0.41733 , 0.25472 , 0.297786 , 0.297757 , 0.272403 , 0.344229 , 0.224718 , 0.220061 , 0.226455 , 0.219105 , 0.111549 , 0.135273 , 0.095568 , 0.116056 , 0.219789 
 1036 , 0.043738 , 0.2433 , 0.290281 , 0.21002 , 0.240531 , 0.216872 , 0.322435 , 0.21766 , 0.260122 , 0.260726 , 0.097474 , 0.31206 , 0.328896 , 0.182876 , 0.026298 , 0.111053 , 0.095087 , 0.208116 , 0.275088 , 0.190975 , 0.290667 , 0.384841 , 0.211373 , 0.283747 , 0.345437 , 0.223217 , 0.302226 , 0.198461 , 0.402169 , 0.215099 , 0.213586 , 0.310214 , 0.31092 , 0.409853 , 0.326639 , 0.115639 , 0.22977 , 0.272952 , 0.164533 , 0.298931 , 0.262118 , 0.268477 , 0.27213 , 0.210474 , 0.333724 , 0.22398 , 0.347796 , 0.377747 , 0.299037 , 0.254777 , 0.236453 , 0.159686 , 0.254497 , 0.306909 , 0.390958 , 0.313486 , 0.189361 , 0.220627 , 0.148808 , 0.335937 , 0.237255 , 0.260537 , 0.258566 , 0.235887 , 0.347211 , 0.415951 , 0.252182 , 0.293673 , 0.292518 , 0.269903 , 0.33961 , 0.222077 , 0.216036 , 0.223604 , 0.215843 , 0.109434 , 0.131634 , 0.092651 , 0.114025 , 0.218211 
 1037 , 0.042932 , 0.24068 , 0.289074 , 0.203316 , 0.236679 , 0.214323 , 0.319138 , 0.214231 , 0.259659 , 0.26039 , 0.09631 , 0.309065 , 0.325504 , 0.184361 , 0.02165 , 0.110974 , 0.091956 , 0.204714 , 0.270705 , 0.187612 , 0.288939 , 0.383313 , 0.209064 , 0.281798 , 0.342655 , 0.222083 , 0.299699 , 0.196524 , 0.402399 , 0.211168 , 0.21037 , 0.305804 , 0.310212 , 0.405171 , 0.325761 , 0.110867 , 0.228953 , 0.271987 , 0.16334 , 0.298387 , 0.260903 , 0.266181 , 0.269568 , 0.210418 , 0.331862 , 0.221507 , 0.345906 , 0.377885 , 0.296859 , 0.252514 , 0.234429 , 0.157617 , 0.250298 , 0.302369 , 0.387005 , 0.311169 , 0.18574 , 0.21874 , 0.14601 , 0.331247 , 0.233854 , 0.257511 , 0.254909 , 0.233089 , 0.347382 , 0.414697 , 0.250491 , 0.290893 , 0.288813 , 0.268973 , 0.337406 , 0.219432 , 0.211139 , 0.221454 , 0.214526 , 0.107292 , 0.129135 , 0.090098 , 0.112362 , 0.216006 
 1038 , 0.041294 , 0.237824 , 0.2884 , 0.196927 , 0.232667 , 0.211211 , 0.316276 , 0.210988 , 0.258926 , 0.259565 , 0.094786 , 0.306248 , 0.322378 , 0.185359 , 0.016846 , 0.110314 , 0.088704 , 0.201289 , 0.266286 , 0.184284 , 0.287374 , 0.381447 , 0.206906 , 0.280173 , 0.339882 , 0.220445 , 0.297508 , 0.194718 , 0.402424 , 0.207206 , 0.207032 , 0.301319 , 0.309192 , 0.4007 , 0.324973 , 0.106552 , 0.22766 , 0.270692 , 0.162053 , 0.297852 , 0.259386 , 0.264068 , 0.267337 , 0.209506 , 0.330169 , 0.219297 , 0.343785 , 0.378111 , 0.294632 , 0.250176 , 0.232439 , 0.155526 , 0.246205 , 0.298215 , 0.382706 , 0.308539 , 0.182376 , 0.21675 , 0.142989 , 0.326973 , 0.230681 , 0.254505 , 0.25158 , 0.230662 , 0.347639 , 0.413527 , 0.248597 , 0.288235 , 0.285369 , 0.267826 , 0.335592 , 0.216954 , 0.206562 , 0.218954 , 0.213414 , 0.104722 , 0.126662 , 0.087672 , 0.110842 , 0.213157 
 1039 , 0.036343 , 0.234578 , 0.290364 , 0.193318 , 0.228906 , 0.206318 , 0.316286 , 0.209227 , 0.257195 , 0.256779 , 0.092022 , 0.304825 , 0.321301 , 0.183981 , 0.012773 , 0.107253 , 0.085643 , 0.198438 , 0.26251 , 0.181949 , 0.286971 , 0.378567 , 0.20594 , 0.280422 , 0.33781 , 0.216941 , 0.297396 , 0.193966 , 0.40162 , 0.20398 , 0.203946 , 0.297454 , 0.307061 , 0.398116 , 0.324848 , 0.105211 , 0.224603 , 0.268293 , 0.16073 , 0.297566 , 0.25689 , 0.263357 , 0.26718 , 0.20505 , 0.329756 , 0.218805 , 0.341149 , 0.378756 , 0.292706 , 0.248004 , 0.231094 , 0.153857 , 0.243406 , 0.29667 , 0.377735 , 0.30515 , 0.180898 , 0.214836 , 0.139594 , 0.325395 , 0.229201 , 0.252283 , 0.250371 , 0.230522 , 0.348283 , 0.413052 , 0.246286 , 0.286763 , 0.28397 , 0.266043 , 0.336058 , 0.215867 , 0.204256 , 0.21548 , 0.213568 , 0.100797 , 0.124871 , 0.086374 , 0.11037 , 0.208065 
 1040 , 0.030809 , 0.231241 , 0.291749 , 0.189972 , 0.225478 , 0.200408 , 0.311865 , 0.208038 , 0.253282 , 0.252627 , 0.089121 , 0.304803 , 0.317018 , 0.181509 , 0.00808 , 0.104196 , 0.08264 , 0.196307 , 0.260402 , 0.178392 , 0.284003 , 0.37435 , 0.204722 , 0.280232 , 0.33773 , 0.213607 , 0.296107 , 0.192512 , 0.398082 , 0.200675 , 0.200893 , 0.294769 , 0.303848 , 0.398131 , 0.322524 , 0.103987 , 0.221615 , 0.264333 , 0.157748 , 0.295666 , 0.254193 , 0.261856 , 0.267731 , 0.199337 , 0.326329 , 0.217858 , 0.339228 , 0.376023 , 0.291599 , 0.246801 , 0.230422 , 0.152571 , 0.241076 , 0.294808 , 0.374229 , 0.300968 , 0.1799 , 0.213205 , 0.136939 , 0.32518 , 0.229283 , 0.250073 , 0.250746 , 0.228013 , 0.345674 , 0.411786 , 0.243834 , 0.285385 , 0.281933 , 0.26347 , 0.335422 , 0.213118 , 0.202744 , 0.213617 , 0.211877 , 0.096435 , 0.123119 , 0.084511 , 0.109377 , 0.203835 
